13 Il manque un espace insécable. => Il utilise les notations suivantes :

14 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * {{icons:icon-ubuntu.png|Fonctionne facilement}} : **S'installe facilement** / **Utilisation : Facile ou Moyenne**
14 Mot inconnu : icons =>   * {{icons:icon-ubuntu.png|Fonctionne facilement}} : **S'installe facilement** / **Utilisation : Facile ou Moyenne**
14 Il manque un espace. =>   * {{icons:icon-ubuntu.png|Fonctionne facilement}} : **S'installe facilement** / **Utilisation : Facile ou Moyenne**
14 Mot inconnu : icon-ubuntu =>   * {{icons:icon-ubuntu.png|Fonctionne facilement}} : **S'installe facilement** / **Utilisation : Facile ou Moyenne**
14 Il manque un espace insécable. =>   * {{icons:icon-ubuntu.png|Fonctionne facilement}} : **S'installe facilement** / **Utilisation : Facile ou Moyenne**
14 Il manque un espace insécable. =>   * {{icons:icon-ubuntu.png|Fonctionne facilement}} : **S'installe facilement** / **Utilisation : Facile ou Moyenne**

15 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * {{icons:important.png|Fonctionne après config}} : **S'installe avec manipulations** / **Utilisation Difficile**
15 Mot inconnu : icons =>   * {{icons:important.png|Fonctionne après config}} : **S'installe avec manipulations** / **Utilisation Difficile**
15 Il manque un espace. =>   * {{icons:important.png|Fonctionne après config}} : **S'installe avec manipulations** / **Utilisation Difficile**
15 Il manque un espace insécable. =>   * {{icons:important.png|Fonctionne après config}} : **S'installe avec manipulations** / **Utilisation Difficile**

16 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * {{icons:icon-support.png|Pas d'information}} : **Pas d'informations disponibles**
16 Mot inconnu : icons =>   * {{icons:icon-support.png|Pas d'information}} : **Pas d'informations disponibles**
16 Il manque un espace. =>   * {{icons:icon-support.png|Pas d'information}} : **Pas d'informations disponibles**
16 Mot inconnu : icon-support =>   * {{icons:icon-support.png|Pas d'information}} : **Pas d'informations disponibles**
16 Il manque un espace insécable. =>   * {{icons:icon-support.png|Pas d'information}} : **Pas d'informations disponibles**

22 Mot inconnu : Sweet => | **[[Sweet Home 3D]]** | Conception d'intérieurs simple. Faire un simple plan 3D de votre logement | {{icons:icon-ubuntu.png}} | {{icons:icon-ubuntu.png}} | Libre | Fr+ |
22 Mot inconnu : icons => | **[[Sweet Home 3D]]** | Conception d'intérieurs simple. Faire un simple plan 3D de votre logement | {{icons:icon-ubuntu.png}} | {{icons:icon-ubuntu.png}} | Libre | Fr+ |
22 Il manque un espace. => | **[[Sweet Home 3D]]** | Conception d'intérieurs simple. Faire un simple plan 3D de votre logement | {{icons:icon-ubuntu.png}} | {{icons:icon-ubuntu.png}} | Libre | Fr+ |
22 Mot inconnu : icon-ubuntu => | **[[Sweet Home 3D]]** | Conception d'intérieurs simple. Faire un simple plan 3D de votre logement | {{icons:icon-ubuntu.png}} | {{icons:icon-ubuntu.png}} | Libre | Fr+ |
22 Mot inconnu : icons => | **[[Sweet Home 3D]]** | Conception d'intérieurs simple. Faire un simple plan 3D de votre logement | {{icons:icon-ubuntu.png}} | {{icons:icon-ubuntu.png}} | Libre | Fr+ |
22 Il manque un espace. => | **[[Sweet Home 3D]]** | Conception d'intérieurs simple. Faire un simple plan 3D de votre logement | {{icons:icon-ubuntu.png}} | {{icons:icon-ubuntu.png}} | Libre | Fr+ |
22 Mot inconnu : icon-ubuntu => | **[[Sweet Home 3D]]** | Conception d'intérieurs simple. Faire un simple plan 3D de votre logement | {{icons:icon-ubuntu.png}} | {{icons:icon-ubuntu.png}} | Libre | Fr+ |

23 Mot inconnu : Archimesh => | **[[Archimesh]]** | Conception d'intérieurs par Blender (module). Faire un simple plan 2D de votre logement et créer les pièces | {{icons:icon-ubuntu.png}} | {{icons:icon-ubuntu.png}} | Libre | Ang |
23 Nombre ordinal. Second : 2ᵈ. Seconde : 2ᵈᵉ. Seconds : 2ᵈˢ. Secondes : 2ᵈᵉˢ. => | **[[Archimesh]]** | Conception d'intérieurs par Blender (module). Faire un simple plan 2D de votre logement et créer les pièces | {{icons:icon-ubuntu.png}} | {{icons:icon-ubuntu.png}} | Libre | Ang |
23 Mot inconnu : icons => | **[[Archimesh]]** | Conception d'intérieurs par Blender (module). Faire un simple plan 2D de votre logement et créer les pièces | {{icons:icon-ubuntu.png}} | {{icons:icon-ubuntu.png}} | Libre | Ang |
23 Il manque un espace. => | **[[Archimesh]]** | Conception d'intérieurs par Blender (module). Faire un simple plan 2D de votre logement et créer les pièces | {{icons:icon-ubuntu.png}} | {{icons:icon-ubuntu.png}} | Libre | Ang |
23 Mot inconnu : icon-ubuntu => | **[[Archimesh]]** | Conception d'intérieurs par Blender (module). Faire un simple plan 2D de votre logement et créer les pièces | {{icons:icon-ubuntu.png}} | {{icons:icon-ubuntu.png}} | Libre | Ang |
23 Mot inconnu : icons => | **[[Archimesh]]** | Conception d'intérieurs par Blender (module). Faire un simple plan 2D de votre logement et créer les pièces | {{icons:icon-ubuntu.png}} | {{icons:icon-ubuntu.png}} | Libre | Ang |
23 Il manque un espace. => | **[[Archimesh]]** | Conception d'intérieurs par Blender (module). Faire un simple plan 2D de votre logement et créer les pièces | {{icons:icon-ubuntu.png}} | {{icons:icon-ubuntu.png}} | Libre | Ang |
23 Mot inconnu : icon-ubuntu => | **[[Archimesh]]** | Conception d'intérieurs par Blender (module). Faire un simple plan 2D de votre logement et créer les pièces | {{icons:icon-ubuntu.png}} | {{icons:icon-ubuntu.png}} | Libre | Ang |
23 Mot inconnu : Ang => | **[[Archimesh]]** | Conception d'intérieurs par Blender (module). Faire un simple plan 2D de votre logement et créer les pièces | {{icons:icon-ubuntu.png}} | {{icons:icon-ubuntu.png}} | Libre | Ang |

24 Guillemets typographiques ouvrants. => =====Logiciels CAO orientés "Architecture"=====
24 Guillemets typographiques fermants. => =====Logiciels CAO orientés "Architecture"=====

27 Nombre ordinal. Second : 2ᵈ. Seconde : 2ᵈᵉ. Seconds : 2ᵈˢ. Secondes : 2ᵈᵉˢ. => ^ Logiciel ^ 2D ^ 3D ^ Commentaires ^ Installation ^ Utilisation ^ Licence ^ Langues ^
28 Mot inconnu : icons => |** [[:ARCAD_3D|ARCAD 3D]]** | • | • | mise en plan automatique | {{ icons:icon-ubuntu.png }} | {{ icons:icon-support.png }} | Payant (à partir de 32€) | De. |
28 Il manque un espace. => |** [[:ARCAD_3D|ARCAD 3D]]** | • | • | mise en plan automatique | {{ icons:icon-ubuntu.png }} | {{ icons:icon-support.png }} | Payant (à partir de 32€) | De. |
28 Mot inconnu : icon-ubuntu => |** [[:ARCAD_3D|ARCAD 3D]]** | • | • | mise en plan automatique | {{ icons:icon-ubuntu.png }} | {{ icons:icon-support.png }} | Payant (à partir de 32€) | De. |
28 Mot inconnu : icons => |** [[:ARCAD_3D|ARCAD 3D]]** | • | • | mise en plan automatique | {{ icons:icon-ubuntu.png }} | {{ icons:icon-support.png }} | Payant (à partir de 32€) | De. |
28 Il manque un espace. => |** [[:ARCAD_3D|ARCAD 3D]]** | • | • | mise en plan automatique | {{ icons:icon-ubuntu.png }} | {{ icons:icon-support.png }} | Payant (à partir de 32€) | De. |
28 Mot inconnu : icon-support => |** [[:ARCAD_3D|ARCAD 3D]]** | • | • | mise en plan automatique | {{ icons:icon-ubuntu.png }} | {{ icons:icon-support.png }} | Payant (à partir de 32€) | De. |
28 Avec une unité de mesure, mettez un espace insécable. => |** [[:ARCAD_3D|ARCAD 3D]]** | • | • | mise en plan automatique | {{ icons:icon-ubuntu.png }} | {{ icons:icon-support.png }} | Payant (à partir de 32€) | De. |

29 Mot inconnu : AutoCAD => | **[[:ARES]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |
29 Mot inconnu : DWG => | **[[:ARES]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |
29 Avec une unité de mesure, mettez un espace insécable. => | **[[:ARES]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |
29 Mot inconnu : icons => | **[[:ARES]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |
29 Il manque un espace. => | **[[:ARES]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |
29 Mot inconnu : icon-ubuntu => | **[[:ARES]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |
29 Mot inconnu : icons => | **[[:ARES]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |
29 Il manque un espace. => | **[[:ARES]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |
29 Mot inconnu : icon-ubuntu => | **[[:ARES]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |
29 Mot inconnu : Éval => | **[[:ARES]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |
30 Mot inconnu : AutoCAD => | **[[:Bricscad]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |
30 Mot inconnu : DWG => | **[[:Bricscad]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |
30 Avec une unité de mesure, mettez un espace insécable. => | **[[:Bricscad]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |
30 Mot inconnu : icons => | **[[:Bricscad]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |
30 Il manque un espace. => | **[[:Bricscad]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |
30 Mot inconnu : icon-ubuntu => | **[[:Bricscad]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |
30 Mot inconnu : icons => | **[[:Bricscad]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |
30 Il manque un espace. => | **[[:Bricscad]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |
30 Mot inconnu : icon-ubuntu => | **[[:Bricscad]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |
30 Mot inconnu : Éval => | **[[:Bricscad]]** | • | • | compatible AutoCAD (DWG jusqu'à 2010), version d'essai 30 jours | {{ icons:icon-ubuntu.png }} | {{ icons:icon-ubuntu.png }} | Payant / Éval. | Fr+ |

31 Mot inconnu : icons => | **[[:CYCAS]]** | • | • | version gratuite avec certaines limitations | {{ icons:icon-ubuntu.png }} | {{ icons:important.png }} | Payant/Gratuit | Fr+ |
31 Il manque un espace. => | **[[:CYCAS]]** | • | • | version gratuite avec certaines limitations | {{ icons:icon-ubuntu.png }} | {{ icons:important.png }} | Payant/Gratuit | Fr+ |
31 Mot inconnu : icon-ubuntu => | **[[:CYCAS]]** | • | • | version gratuite avec certaines limitations | {{ icons:icon-ubuntu.png }} | {{ icons:important.png }} | Payant/Gratuit | Fr+ |
31 Mot inconnu : icons => | **[[:CYCAS]]** | • | • | version gratuite avec certaines limitations | {{ icons:icon-ubuntu.png }} | {{ icons:important.png }} | Payant/Gratuit | Fr+ |
31 Il manque un espace. => | **[[:CYCAS]]** | • | • | version gratuite avec certaines limitations | {{ icons:icon-ubuntu.png }} | {{ icons:important.png }} | Payant/Gratuit | Fr+ |
32 Mot inconnu : IFC => | **[[:FreeCAD]]** | • | • | Un module d'architecture est en développement et utilisable à partir de la version 0.13. Support du format IFC. Paramétrique, scriptage Python, mise en plan auto en développement. | {{ icons:icon-ubuntu.png }} | {{ icons:important.png }} | GPL/LGPL | Fr+ |
32 Mot inconnu : scriptage => | **[[:FreeCAD]]** | • | • | Un module d'architecture est en développement et utilisable à partir de la version 0.13. Support du format IFC. Paramétrique, scriptage Python, mise en plan auto en développement. | {{ icons:icon-ubuntu.png }} | {{ icons:important.png }} | GPL/LGPL | Fr+ |
32 Mot inconnu : icons => | **[[:FreeCAD]]** | • | • | Un module d'architecture est en développement et utilisable à partir de la version 0.13. Support du format IFC. Paramétrique, scriptage Python, mise en plan auto en développement. | {{ icons:icon-ubuntu.png }} | {{ icons:important.png }} | GPL/LGPL | Fr+ |
32 Il manque un espace. => | **[[:FreeCAD]]** | • | • | Un module d'architecture est en développement et utilisable à partir de la version 0.13. Support du format IFC. Paramétrique, scriptage Python, mise en plan auto en développement. | {{ icons:icon-ubuntu.png }} | {{ icons:important.png }} | GPL/LGPL | Fr+ |
32 Mot inconnu : icon-ubuntu => | **[[:FreeCAD]]** | • | • | Un module d'architecture est en développement et utilisable à partir de la version 0.13. Support du format IFC. Paramétrique, scriptage Python, mise en plan auto en développement. | {{ icons:icon-ubuntu.png }} | {{ icons:important.png }} | GPL/LGPL | Fr+ |
32 Mot inconnu : icons => | **[[:FreeCAD]]** | • | • | Un module d'architecture est en développement et utilisable à partir de la version 0.13. Support du format IFC. Paramétrique, scriptage Python, mise en plan auto en développement. | {{ icons:icon-ubuntu.png }} | {{ icons:important.png }} | GPL/LGPL | Fr+ |
32 Il manque un espace. => | **[[:FreeCAD]]** | • | • | Un module d'architecture est en développement et utilisable à partir de la version 0.13. Support du format IFC. Paramétrique, scriptage Python, mise en plan auto en développement. | {{ icons:icon-ubuntu.png }} | {{ icons:important.png }} | GPL/LGPL | Fr+ |
32 Mot inconnu : LGPL => | **[[:FreeCAD]]** | • | • | Un module d'architecture est en développement et utilisable à partir de la version 0.13. Support du format IFC. Paramétrique, scriptage Python, mise en plan auto en développement. | {{ icons:icon-ubuntu.png }} | {{ icons:important.png }} | GPL/LGPL | Fr+ |
