
5 Mot inconnu : GTKam => ====== GTKam ====== | gtkam

7 Mot inconnu : GTKam => **GTKam** est un logiciel permettant de gérer les appareils photos numériques sous Linux. | gtkam

18 Mot inconnu : GTKam => Lorsque vous lancez GTKam pour la première fois, même si un appareil est branché, il n'apparaîtra pas. Il vous faut d'abord [[#ajouter un appareil]] pour pouvoir [[#Importer les photos de l'appareil|parcourir et importer les photos]] qu'il contient. | gtkam

22 Mot inconnu : Add => Pour ajouter un nouvel appareil photo, raccordez-le à l'ordinateur puis allez dans //Camera -> Add camera...//. | add
22 Typographie : points de suspension. Utilisez le caractère dédié. => Pour ajouter un nouvel appareil photo, raccordez-le à l'ordinateur puis allez dans //Camera -> Add camera...//. | ... => suggestions : ['…']
23 Espace(s) en fin de ligne à supprimer. => Cliquez sur « Détection » pour lancer la détection des appareils photos connectés.  |   => suggestions : ['']

26 Ce verbe devrait être un participe passé au masculin singulier. => Si la détection a échouée, vous pouvez sélectionner manuellement votre appareil dans la liste. | échouée => suggestions : ['échoué']

28 Mot inconnu : GTKam => Validez, votre appareil devrait maintenant être accessible //via// le panneau de gauche de GTKam. | gtkam

35 Mot inconnu : GTKam => Si l'appareil photo n'était pas branché lors du lancement de GTKam, vous aurez une erreur lorsque vous essaierez de parcourir son arborescence. | gtkam

37 Mot inconnu : GTKam => Pour pourvoir utiliser un appareil branché après le lancement de GTKam, il vous faut rafraîchir la liste des appareils en cliquant sur « Rescan ». | gtkam
37 Mot inconnu : Rescan => Pour pourvoir utiliser un appareil branché après le lancement de GTKam, il vous faut rafraîchir la liste des appareils en cliquant sur « Rescan ». | rescan

42 Mot inconnu : Save => Une fois vos photos trouvées sur l'appareil, faites //Files → Save photos → All//. Vous pouvez aussi choisir de n'importer qu'une partie des photos en sélectionnant les photos que vous souhaitez importer puis en choisissant //Files → Save photos → Selected//. | save
42 Mot inconnu : All => Une fois vos photos trouvées sur l'appareil, faites //Files → Save photos → All//. Vous pouvez aussi choisir de n'importer qu'une partie des photos en sélectionnant les photos que vous souhaitez importer puis en choisissant //Files → Save photos → Selected//. | all
42 Mot inconnu : Save => Une fois vos photos trouvées sur l'appareil, faites //Files → Save photos → All//. Vous pouvez aussi choisir de n'importer qu'une partie des photos en sélectionnant les photos que vous souhaitez importer puis en choisissant //Files → Save photos → Selected//. | save
42 Mot inconnu : Selected => Une fois vos photos trouvées sur l'appareil, faites //Files → Save photos → All//. Vous pouvez aussi choisir de n'importer qu'une partie des photos en sélectionnant les photos que vous souhaitez importer puis en choisissant //Files → Save photos → Selected//. | selected

44 Confusion probable : “oublier” est un verbe à l’infinitif. Si vous vouliez utiliser l’impératif, écrivez : => Lors de l'enregistrement des photos sur votre ordinateur, n'oublier pas de cocher les options que vous voulez dans le dialogue d'enregistrement. | oublier => suggestions : ['oubliez']

47 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Enregistrer les photos |    => suggestions : ['']

48 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Enregistrer les données brutes |    => suggestions : ['']

49 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Enregistrer les données audio |    => suggestions : ['']

50 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Enregistrer les données EXIF |    => suggestions : ['']
50 Mot inconnu : EXIF =>   * Enregistrer les données EXIF | exif

52 Mot inconnu : GTKam-Gimp => ===== Greffon GTKam-Gimp ===== | gtkam-gimp

60 Espace(s) surnuméraire(s) à supprimer. => ==== Utilisation  ==== |    => suggestions : [' ']

64 Mot inconnu : from => === Capture from camera === | from

72 Mot inconnu : Load => === Load from camera === | load
72 Mot inconnu : from => === Load from camera === | from

73 Mot inconnu : GTKam => Cette option ressemble beaucoup à GTKam. | gtkam

83 Confusion : “son” est un déterminant ou un nom masculin. Le verbe “être” à la 3ᵉ personne du pluriel s’écrit “sont”. => Lancez d'abord Gimp pour qu'il initialise son registre de greffons. Vous pouvez constater que les entrées de menu ne son effectivement pas présentes, ce à quoi nous allons remédier. | son => suggestions : ['sont']
83 Accord de genre erroné : « son » est un déterminant masculin. => Lancez d'abord Gimp pour qu'il initialise son registre de greffons. Vous pouvez constater que les entrées de menu ne son effectivement pas présentes, ce à quoi nous allons remédier. | présentes => suggestions : ['présenté', 'présent']

85 Il manque un espace. => Refermez Gimp puis [[tutoriel:comment_editer_un_fichier|éditez le fichier]] « ~/.gimp-2.4/pluginrc » contenant le registre des greffons de Gimp. | comment_editer_un_fichier => suggestions : [' comment_editer_un_fichier']
85 Mot inconnu : comment_editer_un_fichier => Refermez Gimp puis [[tutoriel:comment_editer_un_fichier|éditez le fichier]] « ~/.gimp-2.4/pluginrc » contenant le registre des greffons de Gimp. | comment_editer_un_fichier
85 Mot inconnu : gimp-2 => Refermez Gimp puis [[tutoriel:comment_editer_un_fichier|éditez le fichier]] « ~/.gimp-2.4/pluginrc » contenant le registre des greffons de Gimp. | gimp-2
85 Mot inconnu : pluginrc => Refermez Gimp puis [[tutoriel:comment_editer_un_fichier|éditez le fichier]] « ~/.gimp-2.4/pluginrc » contenant le registre des greffons de Gimp. | pluginrc

87 Mot inconnu : plug-in-def => Cherchez la séquence //(plug-in-def "/usr/lib/gimp/2.0/plug-ins/gtkam-gimp"//... et remplacez-là celle-ci : | plug-in-def
87 Guillemets typographiques fermants. => Cherchez la séquence //(plug-in-def "/usr/lib/gimp/2.0/plug-ins/gtkam-gimp"//... et remplacez-là celle-ci : | " => suggestions : ['\xa0»', '”']
