
3 Mot inconnu : LTS => ====== LTS Enablement Stack ====== | lts
3 Mot inconnu : Enablement => ====== LTS Enablement Stack ====== | enablement
3 Mot inconnu : Stack => ====== LTS Enablement Stack ====== | stack

16 Mot inconnu : HWE => Pour vérifier si HWE est installé, tapez cette commande : | hwe

18 Mot inconnu : HWE => Si HWE est installé, on aura pour Ubuntu 20.04 : | hwe

20 Mot inconnu : HWE => Si HWE n'est pas installé, on aura pour Ubuntu 20.04 : | hwe

26 Mot inconnu : LTS => Certaines applications utilisant des dépendances propres à la version du serveur graphique seront désinstallées. Une fois le passage à l'étape de version LTS supérieure, il suffira de les ré-installer pour qu'elles utilisent les dépendances en corrélation avec la nouvelle version du serveur graphique.  | lts
26 Espace(s) en fin de ligne à supprimer. => Certaines applications utilisant des dépendances propres à la version du serveur graphique seront désinstallées. Une fois le passage à l'étape de version LTS supérieure, il suffira de les ré-installer pour qu'elles utilisent les dépendances en corrélation avec la nouvelle version du serveur graphique.  |   => suggestions : ['']

28 Mot inconnu : LTS => ==== Passer au dernier noyau LTS===== | lts

32 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

33 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  ===Pour Ubuntu 20.04=== |   => suggestions : ['']

38 Mot inconnu : HWE => Pour passer au HWE stack, | hwe
38 Mot inconnu : stack => Pour passer au HWE stack, | stack

45 Mot inconnu : LTS => ==== Installer sans étape de version LTS==== | lts

94 Mot inconnu : Xubuntu => **Xubuntu 20.04.1** | xubuntu

105 Mot inconnu : LTS => <note> Si vous avez installé la LTS Enablement Stack de raring  il faut remplacer dans toute les commandes qui suivent quantal par raring  | lts
105 Mot inconnu : Enablement => <note> Si vous avez installé la LTS Enablement Stack de raring  il faut remplacer dans toute les commandes qui suivent quantal par raring  | enablement
105 Mot inconnu : Stack => <note> Si vous avez installé la LTS Enablement Stack de raring  il faut remplacer dans toute les commandes qui suivent quantal par raring  | stack
105 Mot inconnu : raring => <note> Si vous avez installé la LTS Enablement Stack de raring  il faut remplacer dans toute les commandes qui suivent quantal par raring  | raring
105 Espace(s) surnuméraire(s) à supprimer. => <note> Si vous avez installé la LTS Enablement Stack de raring  il faut remplacer dans toute les commandes qui suivent quantal par raring  |    => suggestions : [' ']
105 Erreur d’accord probable avec “les”. => <note> Si vous avez installé la LTS Enablement Stack de raring  il faut remplacer dans toute les commandes qui suivent quantal par raring  | toute => suggestions : ['toutes']
105 Mot inconnu : quantal => <note> Si vous avez installé la LTS Enablement Stack de raring  il faut remplacer dans toute les commandes qui suivent quantal par raring  | quantal
105 Mot inconnu : raring => <note> Si vous avez installé la LTS Enablement Stack de raring  il faut remplacer dans toute les commandes qui suivent quantal par raring  | raring
105 Espace(s) en fin de ligne à supprimer. => <note> Si vous avez installé la LTS Enablement Stack de raring  il faut remplacer dans toute les commandes qui suivent quantal par raring  |   => suggestions : ['']

107 Mot inconnu : saucy => Pour saucy supprimer les noyaux 3.11 et remplacez bien sur quantal par saucy | saucy
107 Mot inconnu : quantal => Pour saucy supprimer les noyaux 3.11 et remplacez bien sur quantal par saucy | quantal
107 Mot inconnu : saucy => Pour saucy supprimer les noyaux 3.11 et remplacez bien sur quantal par saucy | saucy

113 Majuscule en début de phrase, sauf éventuellement lors d’une énumération. => sudo apt-get install linux-generic linux-headers-generic linux-image linux-image-generic linux-libc-dev linux-tools </code> **Attention : cette commande de l'item 3 ne marche pas avec Trusty. Il suffit de passer la commande "sudo apt install linux-generic" et tout le reste s'installe automatiquement.** | sudo => suggestions : ['Sudo']
113 Mot inconnu : sudo => sudo apt-get install linux-generic linux-headers-generic linux-image linux-image-generic linux-libc-dev linux-tools </code> **Attention : cette commande de l'item 3 ne marche pas avec Trusty. Il suffit de passer la commande "sudo apt install linux-generic" et tout le reste s'installe automatiquement.** | sudo
113 Mot inconnu : apt-get => sudo apt-get install linux-generic linux-headers-generic linux-image linux-image-generic linux-libc-dev linux-tools </code> **Attention : cette commande de l'item 3 ne marche pas avec Trusty. Il suffit de passer la commande "sudo apt install linux-generic" et tout le reste s'installe automatiquement.** | apt-get
113 Mot inconnu : install => sudo apt-get install linux-generic linux-headers-generic linux-image linux-image-generic linux-libc-dev linux-tools </code> **Attention : cette commande de l'item 3 ne marche pas avec Trusty. Il suffit de passer la commande "sudo apt install linux-generic" et tout le reste s'installe automatiquement.** | install
113 Mot inconnu : linux-generic => sudo apt-get install linux-generic linux-headers-generic linux-image linux-image-generic linux-libc-dev linux-tools </code> **Attention : cette commande de l'item 3 ne marche pas avec Trusty. Il suffit de passer la commande "sudo apt install linux-generic" et tout le reste s'installe automatiquement.** | linux-generic
113 Mot inconnu : linux-headers-generic => sudo apt-get install linux-generic linux-headers-generic linux-image linux-image-generic linux-libc-dev linux-tools </code> **Attention : cette commande de l'item 3 ne marche pas avec Trusty. Il suffit de passer la commande "sudo apt install linux-generic" et tout le reste s'installe automatiquement.** | linux-headers-generic
113 Mot inconnu : linux-image => sudo apt-get install linux-generic linux-headers-generic linux-image linux-image-generic linux-libc-dev linux-tools </code> **Attention : cette commande de l'item 3 ne marche pas avec Trusty. Il suffit de passer la commande "sudo apt install linux-generic" et tout le reste s'installe automatiquement.** | linux-image
113 Mot inconnu : linux-image-generic => sudo apt-get install linux-generic linux-headers-generic linux-image linux-image-generic linux-libc-dev linux-tools </code> **Attention : cette commande de l'item 3 ne marche pas avec Trusty. Il suffit de passer la commande "sudo apt install linux-generic" et tout le reste s'installe automatiquement.** | linux-image-generic
113 Mot inconnu : linux-libc-dev => sudo apt-get install linux-generic linux-headers-generic linux-image linux-image-generic linux-libc-dev linux-tools </code> **Attention : cette commande de l'item 3 ne marche pas avec Trusty. Il suffit de passer la commande "sudo apt install linux-generic" et tout le reste s'installe automatiquement.** | linux-libc-dev
113 Mot inconnu : linux-tools => sudo apt-get install linux-generic linux-headers-generic linux-image linux-image-generic linux-libc-dev linux-tools </code> **Attention : cette commande de l'item 3 ne marche pas avec Trusty. Il suffit de passer la commande "sudo apt install linux-generic" et tout le reste s'installe automatiquement.** | linux-tools
113 Guillemets typographiques ouvrants. => sudo apt-get install linux-generic linux-headers-generic linux-image linux-image-generic linux-libc-dev linux-tools </code> **Attention : cette commande de l'item 3 ne marche pas avec Trusty. Il suffit de passer la commande "sudo apt install linux-generic" et tout le reste s'installe automatiquement.** | " => suggestions : ['«\xa0', '“']
113 Mot inconnu : sudo => sudo apt-get install linux-generic linux-headers-generic linux-image linux-image-generic linux-libc-dev linux-tools </code> **Attention : cette commande de l'item 3 ne marche pas avec Trusty. Il suffit de passer la commande "sudo apt install linux-generic" et tout le reste s'installe automatiquement.** | sudo
113 Mot inconnu : install => sudo apt-get install linux-generic linux-headers-generic linux-image linux-image-generic linux-libc-dev linux-tools </code> **Attention : cette commande de l'item 3 ne marche pas avec Trusty. Il suffit de passer la commande "sudo apt install linux-generic" et tout le reste s'installe automatiquement.** | install
113 Mot inconnu : linux-generic => sudo apt-get install linux-generic linux-headers-generic linux-image linux-image-generic linux-libc-dev linux-tools </code> **Attention : cette commande de l'item 3 ne marche pas avec Trusty. Il suffit de passer la commande "sudo apt install linux-generic" et tout le reste s'installe automatiquement.** | linux-generic
113 Guillemets typographiques fermants. => sudo apt-get install linux-generic linux-headers-generic linux-image linux-image-generic linux-libc-dev linux-tools </code> **Attention : cette commande de l'item 3 ne marche pas avec Trusty. Il suffit de passer la commande "sudo apt install linux-generic" et tout le reste s'installe automatiquement.** | " => suggestions : ['\xa0»', '”']

122 Mot inconnu : quantal => ==== Plus d'affichage graphique après une montée d'une étape de version (quantal=>saucy par exemple) ==== | quantal
122 Mot inconnu : saucy => ==== Plus d'affichage graphique après une montée d'une étape de version (quantal=>saucy par exemple) ==== | saucy
136 Mot inconnu : Oreste => // Contributeurs :[[utilisateurs:Ool]], Oreste Visari, Caribou22.// | oreste
136 Mot inconnu : Visari => // Contributeurs :[[utilisateurs:Ool]], Oreste Visari, Caribou22.// | visari
136 Mot inconnu : Caribou22 => // Contributeurs :[[utilisateurs:Ool]], Oreste Visari, Caribou22.// | caribou22
