
3 Mot inconnu : beta => ====== Installer la version beta de fl_Teachertool ====== | beta
3 Mot inconnu : fl_Teachertool => ====== Installer la version beta de fl_Teachertool ====== | fl_teachertool

5 Guillemets typographiques ouvrants. => <note important>Cette page est la traduction ***EN COURS*** d'un "post" de Robert Arkiletian sur la [[https://lists.ubuntu.com/archives/edubuntu-users/2007-September/001912.html|liste Edubuntu internationale]].</note> | " => suggestions : ['«\xa0', '“']
5 Guillemets typographiques fermants. => <note important>Cette page est la traduction ***EN COURS*** d'un "post" de Robert Arkiletian sur la [[https://lists.ubuntu.com/archives/edubuntu-users/2007-September/001912.html|liste Edubuntu internationale]].</note> | " => suggestions : ['\xa0»', '”']
5 Mot inconnu : Arkiletian => <note important>Cette page est la traduction ***EN COURS*** d'un "post" de Robert Arkiletian sur la [[https://lists.ubuntu.com/archives/edubuntu-users/2007-September/001912.html|liste Edubuntu internationale]].</note> | arkiletian
5 Mot inconnu : Edubuntu => <note important>Cette page est la traduction ***EN COURS*** d'un "post" de Robert Arkiletian sur la [[https://lists.ubuntu.com/archives/edubuntu-users/2007-September/001912.html|liste Edubuntu internationale]].</note> | edubuntu

7 Mot inconnu : beta => En attendant de disposer d'un paquet Debian pour cette application, vous pouvez suivre les instructions suivantes (attention, nous parlons bien d'une version beta, à manipuler avec précaution). | beta

10 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer d'une connexion internet, |    => suggestions : ['']

11 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Installer les outils de [[compilation]], |    => suggestions : ['']

15 Mot inconnu : to => to setup x11vnc on clients: | to
15 Mot inconnu : setup => to setup x11vnc on clients: | setup
15 Mot inconnu : x11vnc => to setup x11vnc on clients: | x11vnc
15 Incohérence avec “on” : “clients” devrait être un verbe, un pronom objet, un adverbe de négation, etc. => to setup x11vnc on clients: | clients => suggestions : []

17 Mot inconnu : clientleger_x11vnc => [[clientleger_x11vnc]] | clientleger_x11vnc

18 Mot inconnu : include => include -shared option in x11vnc command | include
18 Il manque un espace à côté du tiret. => include -shared option in x11vnc command |  - => suggestions : [' – ', ' — ']
18 Mot inconnu : shared => include -shared option in x11vnc command | shared
18 Mot inconnu : x11vnc => include -shared option in x11vnc command | x11vnc
18 Mot inconnu : command => include -shared option in x11vnc command | command

20 Mot inconnu : there => there is an english version | there
20 Mot inconnu : is => there is an english version | is
20 Mot inconnu : english => there is an english version | english

23 Mot inconnu : it => but it did not have the cp sources.list line | it
23 Mot inconnu : did => but it did not have the cp sources.list line | did
23 Mot inconnu : not => but it did not have the cp sources.list line | not
23 Mot inconnu : the => but it did not have the cp sources.list line | the
23 Mot inconnu : cp => but it did not have the cp sources.list line | cp
23 Mot inconnu : list => but it did not have the cp sources.list line | list
23 Mot inconnu : line => but it did not have the cp sources.list line | line

24 Mot inconnu : Don't => Don't forget to exit the chroot | don't
24 Mot inconnu : forget => Don't forget to exit the chroot | forget
24 Mot inconnu : to => Don't forget to exit the chroot | to
24 Mot inconnu : the => Don't forget to exit the chroot | the
24 Mot inconnu : chroot => Don't forget to exit the chroot | chroot

25 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    |    => suggestions : ['']

26 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Téléchargez les sources depuis cette [[http://www3.telus.net/public/robark/Fl_TeacherTool/fl_teachertool-0.70-src.tar.gz|adresse]]. |    => suggestions : ['']

36 Mot inconnu : download => download vncreflector source code | download
36 Mot inconnu : vncreflector => download vncreflector source code | vncreflector

37 Mot inconnu : from => from here | from
37 Mot inconnu : here => from here | here

46 Mot inconnu : follow => follow step 2-5 here for control/monitor | follow
46 Mot inconnu : here => follow step 2-5 here for control/monitor | here
46 Mot inconnu : control => follow step 2-5 here for control/monitor | control

48 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    1.  Edit the file /opt/ltsp/i386/etc/lts.conf and uncomment (i.e. remove the "#"): X4_MODULE_02 = vnc |     => suggestions : ['']
48 Espace(s) surnuméraire(s) à supprimer. =>    1.  Edit the file /opt/ltsp/i386/etc/lts.conf and uncomment (i.e. remove the "#"): X4_MODULE_02 = vnc |    => suggestions : [' ']
48 Mot inconnu : Edit =>    1.  Edit the file /opt/ltsp/i386/etc/lts.conf and uncomment (i.e. remove the "#"): X4_MODULE_02 = vnc | edit
48 Mot inconnu : the =>    1.  Edit the file /opt/ltsp/i386/etc/lts.conf and uncomment (i.e. remove the "#"): X4_MODULE_02 = vnc | the
48 Mot inconnu : and =>    1.  Edit the file /opt/ltsp/i386/etc/lts.conf and uncomment (i.e. remove the "#"): X4_MODULE_02 = vnc | and
48 Mot inconnu : uncomment =>    1.  Edit the file /opt/ltsp/i386/etc/lts.conf and uncomment (i.e. remove the "#"): X4_MODULE_02 = vnc | uncomment
48 Mot inconnu : remove =>    1.  Edit the file /opt/ltsp/i386/etc/lts.conf and uncomment (i.e. remove the "#"): X4_MODULE_02 = vnc | remove
48 Mot inconnu : the =>    1.  Edit the file /opt/ltsp/i386/etc/lts.conf and uncomment (i.e. remove the "#"): X4_MODULE_02 = vnc | the
48 Mot inconnu : X4_MODULE_02 =>    1.  Edit the file /opt/ltsp/i386/etc/lts.conf and uncomment (i.e. remove the "#"): X4_MODULE_02 = vnc | x4_module_02
48 Mot inconnu : vnc =>    1.  Edit the file /opt/ltsp/i386/etc/lts.conf and uncomment (i.e. remove the "#"): X4_MODULE_02 = vnc | vnc

49 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    2. Become root: su - |     => suggestions : ['']
49 Mot inconnu : Become =>    2. Become root: su - | become
49 Mot inconnu : root =>    2. Become root: su - | root

50 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    3. Make a password for the vnc-session: /usr/bin/vncpasswd |     => suggestions : ['']
50 Mot inconnu : Make =>    3. Make a password for the vnc-session: /usr/bin/vncpasswd | make
50 Mot inconnu : password =>    3. Make a password for the vnc-session: /usr/bin/vncpasswd | password
50 Mot inconnu : the =>    3. Make a password for the vnc-session: /usr/bin/vncpasswd | the
50 Mot inconnu : vnc-session =>    3. Make a password for the vnc-session: /usr/bin/vncpasswd | vnc-session

51 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    4. Copy the password file into the ltsp-tree: cp -a /root/.vnc /opt/ltsp/i386/root/ |     => suggestions : ['']
51 Mot inconnu : Copy =>    4. Copy the password file into the ltsp-tree: cp -a /root/.vnc /opt/ltsp/i386/root/ | copy
51 Mot inconnu : the =>    4. Copy the password file into the ltsp-tree: cp -a /root/.vnc /opt/ltsp/i386/root/ | the
51 Mot inconnu : password =>    4. Copy the password file into the ltsp-tree: cp -a /root/.vnc /opt/ltsp/i386/root/ | password
51 Mot inconnu : into =>    4. Copy the password file into the ltsp-tree: cp -a /root/.vnc /opt/ltsp/i386/root/ | into
51 Mot inconnu : the =>    4. Copy the password file into the ltsp-tree: cp -a /root/.vnc /opt/ltsp/i386/root/ | the
51 Mot inconnu : ltsp-tree =>    4. Copy the password file into the ltsp-tree: cp -a /root/.vnc /opt/ltsp/i386/root/ | ltsp-tree
51 Mot inconnu : cp =>    4. Copy the password file into the ltsp-tree: cp -a /root/.vnc /opt/ltsp/i386/root/ | cp
51 Il manque un espace à côté du tiret. =>    4. Copy the password file into the ltsp-tree: cp -a /root/.vnc /opt/ltsp/i386/root/ |  - => suggestions : [' – ', ' — ']

52 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    5. Log out of root session: exit |     => suggestions : ['']
52 Mot inconnu : of =>    5. Log out of root session: exit | of
52 Mot inconnu : root =>    5. Log out of root session: exit | root

53 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    6. Reboot your clients! |     => suggestions : ['']
53 Mot inconnu : Reboot =>    6. Reboot your clients! | reboot
53 Mot inconnu : your =>    6. Reboot your clients! | your

55 Mot inconnu : Allow => Allow Non-Root Users to Run Fl_TeacherTool | allow
55 Mot inconnu : Non-Root => Allow Non-Root Users to Run Fl_TeacherTool | non-root
55 Mot inconnu : Users => Allow Non-Root Users to Run Fl_TeacherTool | users
55 Mot inconnu : to => Allow Non-Root Users to Run Fl_TeacherTool | to
55 Mot inconnu : Run => Allow Non-Root Users to Run Fl_TeacherTool | run
55 Mot inconnu : Fl_TeacherTool => Allow Non-Root Users to Run Fl_TeacherTool | fl_teachertool

57 Mot inconnu : This => This enables teachers who do not have root password to run fl_teachertool. | this
57 Mot inconnu : enables => This enables teachers who do not have root password to run fl_teachertool. | enables
57 Mot inconnu : teachers => This enables teachers who do not have root password to run fl_teachertool. | teachers
57 Mot inconnu : who => This enables teachers who do not have root password to run fl_teachertool. | who
57 Mot inconnu : not => This enables teachers who do not have root password to run fl_teachertool. | not
57 Mot inconnu : root => This enables teachers who do not have root password to run fl_teachertool. | root
57 Mot inconnu : password => This enables teachers who do not have root password to run fl_teachertool. | password
57 Mot inconnu : to => This enables teachers who do not have root password to run fl_teachertool. | to
57 Mot inconnu : run => This enables teachers who do not have root password to run fl_teachertool. | run
57 Mot inconnu : fl_teachertool => This enables teachers who do not have root password to run fl_teachertool. | fl_teachertool

59 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    1. Create a new group called "teachers" using system-config-users |     => suggestions : ['']
59 Mot inconnu : Create =>    1. Create a new group called "teachers" using system-config-users | create
59 Mot inconnu : group =>    1. Create a new group called "teachers" using system-config-users | group
59 Mot inconnu : called =>    1. Create a new group called "teachers" using system-config-users | called
59 Guillemets typographiques ouvrants. =>    1. Create a new group called "teachers" using system-config-users | " => suggestions : ['«\xa0', '“']
59 Mot inconnu : teachers =>    1. Create a new group called "teachers" using system-config-users | teachers
59 Guillemets typographiques fermants. =>    1. Create a new group called "teachers" using system-config-users | " => suggestions : ['\xa0»', '”']
59 Mot inconnu : using =>    1. Create a new group called "teachers" using system-config-users | using
59 Mot inconnu : system-config-users =>    1. Create a new group called "teachers" using system-config-users | system-config-users

60 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       You can run this from GNOME using System, Administration, Users and Groups. |        => suggestions : ['']
60 Mot inconnu : You =>       You can run this from GNOME using System, Administration, Users and Groups. | you
60 Mot inconnu : can =>       You can run this from GNOME using System, Administration, Users and Groups. | can
60 Mot inconnu : run =>       You can run this from GNOME using System, Administration, Users and Groups. | run
60 Mot inconnu : this =>       You can run this from GNOME using System, Administration, Users and Groups. | this
60 Mot inconnu : from =>       You can run this from GNOME using System, Administration, Users and Groups. | from
60 Mot inconnu : using =>       You can run this from GNOME using System, Administration, Users and Groups. | using
60 Mot inconnu : System =>       You can run this from GNOME using System, Administration, Users and Groups. | system
60 Mot inconnu : Users =>       You can run this from GNOME using System, Administration, Users and Groups. | users
60 Mot inconnu : and =>       You can run this from GNOME using System, Administration, Users and Groups. | and
60 Mot inconnu : Groups =>       You can run this from GNOME using System, Administration, Users and Groups. | groups

61 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    2. Add the "teachers" group to each user who needs to run fl_teachertool. |     => suggestions : ['']
61 Mot inconnu : Add =>    2. Add the "teachers" group to each user who needs to run fl_teachertool. | add
61 Mot inconnu : the =>    2. Add the "teachers" group to each user who needs to run fl_teachertool. | the
61 Guillemets typographiques ouvrants. =>    2. Add the "teachers" group to each user who needs to run fl_teachertool. | " => suggestions : ['«\xa0', '“']
61 Mot inconnu : teachers =>    2. Add the "teachers" group to each user who needs to run fl_teachertool. | teachers
61 Guillemets typographiques fermants. =>    2. Add the "teachers" group to each user who needs to run fl_teachertool. | " => suggestions : ['\xa0»', '”']
61 Mot inconnu : group =>    2. Add the "teachers" group to each user who needs to run fl_teachertool. | group
61 Mot inconnu : to =>    2. Add the "teachers" group to each user who needs to run fl_teachertool. | to
61 Mot inconnu : each =>    2. Add the "teachers" group to each user who needs to run fl_teachertool. | each
61 Mot inconnu : who =>    2. Add the "teachers" group to each user who needs to run fl_teachertool. | who
61 Mot inconnu : needs =>    2. Add the "teachers" group to each user who needs to run fl_teachertool. | needs
61 Mot inconnu : to =>    2. Add the "teachers" group to each user who needs to run fl_teachertool. | to
61 Mot inconnu : run =>    2. Add the "teachers" group to each user who needs to run fl_teachertool. | run
61 Mot inconnu : fl_teachertool =>    2. Add the "teachers" group to each user who needs to run fl_teachertool. | fl_teachertool

62 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    3. Become root with $su - |     => suggestions : ['']
62 Mot inconnu : Become =>    3. Become root with $su - | become
62 Mot inconnu : root =>    3. Become root with $su - | root
62 Mot inconnu : with =>    3. Become root with $su - | with

63 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    4. Run: visudo This is a special editor for the sudoers file. |     => suggestions : ['']
63 Mot inconnu : Run =>    4. Run: visudo This is a special editor for the sudoers file. | run
63 Mot inconnu : visudo =>    4. Run: visudo This is a special editor for the sudoers file. | visudo
63 Mot inconnu : This =>    4. Run: visudo This is a special editor for the sudoers file. | this
63 Mot inconnu : is =>    4. Run: visudo This is a special editor for the sudoers file. | is
63 Mot inconnu : special =>    4. Run: visudo This is a special editor for the sudoers file. | special
63 Mot inconnu : editor =>    4. Run: visudo This is a special editor for the sudoers file. | editor
63 Mot inconnu : the =>    4. Run: visudo This is a special editor for the sudoers file. | the
63 Mot inconnu : sudoers =>    4. Run: visudo This is a special editor for the sudoers file. | sudoers

64 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    5. Add the following line to the end of the file using vi editing techniques: %teachers ALL=NOPASSWD:/usr/local/sbin/fl_teachertool |     => suggestions : ['']
64 Mot inconnu : Add =>    5. Add the following line to the end of the file using vi editing techniques: %teachers ALL=NOPASSWD:/usr/local/sbin/fl_teachertool | add
64 Mot inconnu : the =>    5. Add the following line to the end of the file using vi editing techniques: %teachers ALL=NOPASSWD:/usr/local/sbin/fl_teachertool | the
64 Mot inconnu : following =>    5. Add the following line to the end of the file using vi editing techniques: %teachers ALL=NOPASSWD:/usr/local/sbin/fl_teachertool | following
64 Mot inconnu : line =>    5. Add the following line to the end of the file using vi editing techniques: %teachers ALL=NOPASSWD:/usr/local/sbin/fl_teachertool | line
64 Mot inconnu : to =>    5. Add the following line to the end of the file using vi editing techniques: %teachers ALL=NOPASSWD:/usr/local/sbin/fl_teachertool | to
64 Mot inconnu : the =>    5. Add the following line to the end of the file using vi editing techniques: %teachers ALL=NOPASSWD:/usr/local/sbin/fl_teachertool | the
64 Mot inconnu : end =>    5. Add the following line to the end of the file using vi editing techniques: %teachers ALL=NOPASSWD:/usr/local/sbin/fl_teachertool | end
64 Mot inconnu : of =>    5. Add the following line to the end of the file using vi editing techniques: %teachers ALL=NOPASSWD:/usr/local/sbin/fl_teachertool | of
64 Mot inconnu : the =>    5. Add the following line to the end of the file using vi editing techniques: %teachers ALL=NOPASSWD:/usr/local/sbin/fl_teachertool | the
64 Mot inconnu : using =>    5. Add the following line to the end of the file using vi editing techniques: %teachers ALL=NOPASSWD:/usr/local/sbin/fl_teachertool | using
64 Mot inconnu : vi =>    5. Add the following line to the end of the file using vi editing techniques: %teachers ALL=NOPASSWD:/usr/local/sbin/fl_teachertool | vi
64 Mot inconnu : editing =>    5. Add the following line to the end of the file using vi editing techniques: %teachers ALL=NOPASSWD:/usr/local/sbin/fl_teachertool | editing
64 Il manque un espace. =>    5. Add the following line to the end of the file using vi editing techniques: %teachers ALL=NOPASSWD:/usr/local/sbin/fl_teachertool | teachers => suggestions : [' teachers']
64 Mot inconnu : teachers =>    5. Add the following line to the end of the file using vi editing techniques: %teachers ALL=NOPASSWD:/usr/local/sbin/fl_teachertool | teachers
64 Mot inconnu : ALL =>    5. Add the following line to the end of the file using vi editing techniques: %teachers ALL=NOPASSWD:/usr/local/sbin/fl_teachertool | all
64 Mot inconnu : NOPASSWD =>    5. Add the following line to the end of the file using vi editing techniques: %teachers ALL=NOPASSWD:/usr/local/sbin/fl_teachertool | nopasswd

65 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type |        => suggestions : ['']
65 Mot inconnu : at =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | at
65 Mot inconnu : least =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | least
65 Mot inconnu : one =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | one
65 Mot inconnu : blank =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | blank
65 Mot inconnu : line =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | line
65 Mot inconnu : at =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | at
65 Mot inconnu : the =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | the
65 Mot inconnu : end =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | end
65 Mot inconnu : of =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | of
65 Mot inconnu : the =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | the
65 Mot inconnu : you =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | you
65 Mot inconnu : don't =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | don't
65 Mot inconnu : know =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | know
65 Mot inconnu : vi =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | vi
65 Mot inconnu : then =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | then
65 Mot inconnu : just =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | just
65 Mot inconnu : goto =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | goto
65 Mot inconnu : the =>       Enter at least one blank line at the end of the file. If you don't know vi then just goto the last line and hit the letter "i" for (insert) then type the above line, hit enter, then hit the escape key. Now type | the
