
4 Mot inconnu : Kernel => ====== Kernel Virtual Machine ====== | kernel
4 Mot inconnu : Virtual => ====== Kernel Virtual Machine ====== | virtual

6 Mot inconnu : KVM => **KVM**, //Kernel Virtual Machine//, est intégré depuis le noyau 2.6.20 et permet une virtualisation matérielle et donc une accélération de la virtualisation de système d’exploitation. | kvm
6 Mot inconnu : Kernel => **KVM**, //Kernel Virtual Machine//, est intégré depuis le noyau 2.6.20 et permet une virtualisation matérielle et donc une accélération de la virtualisation de système d’exploitation. | kernel
6 Mot inconnu : Virtual => **KVM**, //Kernel Virtual Machine//, est intégré depuis le noyau 2.6.20 et permet une virtualisation matérielle et donc une accélération de la virtualisation de système d’exploitation. | virtual

10 Mot inconnu : KVM => Néanmoins, **KVM** est complètement libre, performant et très facile à installer et à utiliser. L'interface graphique **[[virt-manager]]** pourra aider les néophytes à paramétrer KVM et pourra rendre la vie plus simple aux administrateurs réseaux. | kvm
10 Mot inconnu : virt-manager => Néanmoins, **KVM** est complètement libre, performant et très facile à installer et à utiliser. L'interface graphique **[[virt-manager]]** pourra aider les néophytes à paramétrer KVM et pourra rendre la vie plus simple aux administrateurs réseaux. | virt-manager
10 Mot inconnu : KVM => Néanmoins, **KVM** est complètement libre, performant et très facile à installer et à utiliser. L'interface graphique **[[virt-manager]]** pourra aider les néophytes à paramétrer KVM et pourra rendre la vie plus simple aux administrateurs réseaux. | kvm

12 Guillemets typographiques ouvrants. => De plus, il est possible d'isoler une deuxième carte graphique dédiée à la virtualisation afin d'obtenir une accélération 3D. La méthode dite du "GPU passthrough". | " => suggestions : ['«\xa0', '“']
12 Mot inconnu : GPU => De plus, il est possible d'isoler une deuxième carte graphique dédiée à la virtualisation afin d'obtenir une accélération 3D. La méthode dite du "GPU passthrough". | gpu
12 Mot inconnu : passthrough => De plus, il est possible d'isoler une deuxième carte graphique dédiée à la virtualisation afin d'obtenir une accélération 3D. La méthode dite du "GPU passthrough". | passthrough
12 Guillemets typographiques fermants. => De plus, il est possible d'isoler une deuxième carte graphique dédiée à la virtualisation afin d'obtenir une accélération 3D. La méthode dite du "GPU passthrough". | " => suggestions : ['\xa0»', '”']

14 Mot inconnu : KVM => <note important>Vous ne pouvez pas utiliser **KVM** en même temps que **VirtualBox**. Il faudra en effet [[#suppression_de_kvm|fermer KVM]] pour utiliser VirtualBox et vice versa. Ou désactiver le support de la virtualisation processeur dans VirtualBox.</note> | kvm
14 Mot inconnu : VirtualBox => <note important>Vous ne pouvez pas utiliser **KVM** en même temps que **VirtualBox**. Il faudra en effet [[#suppression_de_kvm|fermer KVM]] pour utiliser VirtualBox et vice versa. Ou désactiver le support de la virtualisation processeur dans VirtualBox.</note> | virtualbox
14 Mot inconnu : KVM => <note important>Vous ne pouvez pas utiliser **KVM** en même temps que **VirtualBox**. Il faudra en effet [[#suppression_de_kvm|fermer KVM]] pour utiliser VirtualBox et vice versa. Ou désactiver le support de la virtualisation processeur dans VirtualBox.</note> | kvm
14 Mot inconnu : VirtualBox => <note important>Vous ne pouvez pas utiliser **KVM** en même temps que **VirtualBox**. Il faudra en effet [[#suppression_de_kvm|fermer KVM]] pour utiliser VirtualBox et vice versa. Ou désactiver le support de la virtualisation processeur dans VirtualBox.</note> | virtualbox
14 Mot inconnu : VirtualBox => <note important>Vous ne pouvez pas utiliser **KVM** en même temps que **VirtualBox**. Il faudra en effet [[#suppression_de_kvm|fermer KVM]] pour utiliser VirtualBox et vice versa. Ou désactiver le support de la virtualisation processeur dans VirtualBox.</note> | virtualbox

16 Il manque un espace avant la parenthèse. => <note tip>apparemment on peut désormais(test effectué sur ubuntu 12.04 amd64) installer kvm et virtualbox sans problème et il n'y a plus besoin de recharger les modules pour passer de l'un à l'autre, Simplement si vous lancez virtualbox alors que kvm tourne, virtualbox plantera, si vous lancez kvm alors que virtualbox tourne, qemu  démarrera en mode tcg accelerator(avec des performance très faibles) | ( => suggestions : [' (']
16 Mot inconnu : amd64 => <note tip>apparemment on peut désormais(test effectué sur ubuntu 12.04 amd64) installer kvm et virtualbox sans problème et il n'y a plus besoin de recharger les modules pour passer de l'un à l'autre, Simplement si vous lancez virtualbox alors que kvm tourne, virtualbox plantera, si vous lancez kvm alors que virtualbox tourne, qemu  démarrera en mode tcg accelerator(avec des performance très faibles) | amd64
16 Mot inconnu : kvm => <note tip>apparemment on peut désormais(test effectué sur ubuntu 12.04 amd64) installer kvm et virtualbox sans problème et il n'y a plus besoin de recharger les modules pour passer de l'un à l'autre, Simplement si vous lancez virtualbox alors que kvm tourne, virtualbox plantera, si vous lancez kvm alors que virtualbox tourne, qemu  démarrera en mode tcg accelerator(avec des performance très faibles) | kvm
16 Mot inconnu : virtualbox => <note tip>apparemment on peut désormais(test effectué sur ubuntu 12.04 amd64) installer kvm et virtualbox sans problème et il n'y a plus besoin de recharger les modules pour passer de l'un à l'autre, Simplement si vous lancez virtualbox alors que kvm tourne, virtualbox plantera, si vous lancez kvm alors que virtualbox tourne, qemu  démarrera en mode tcg accelerator(avec des performance très faibles) | virtualbox
16 Mot inconnu : virtualbox => <note tip>apparemment on peut désormais(test effectué sur ubuntu 12.04 amd64) installer kvm et virtualbox sans problème et il n'y a plus besoin de recharger les modules pour passer de l'un à l'autre, Simplement si vous lancez virtualbox alors que kvm tourne, virtualbox plantera, si vous lancez kvm alors que virtualbox tourne, qemu  démarrera en mode tcg accelerator(avec des performance très faibles) | virtualbox
16 Mot inconnu : kvm => <note tip>apparemment on peut désormais(test effectué sur ubuntu 12.04 amd64) installer kvm et virtualbox sans problème et il n'y a plus besoin de recharger les modules pour passer de l'un à l'autre, Simplement si vous lancez virtualbox alors que kvm tourne, virtualbox plantera, si vous lancez kvm alors que virtualbox tourne, qemu  démarrera en mode tcg accelerator(avec des performance très faibles) | kvm
16 Mot inconnu : virtualbox => <note tip>apparemment on peut désormais(test effectué sur ubuntu 12.04 amd64) installer kvm et virtualbox sans problème et il n'y a plus besoin de recharger les modules pour passer de l'un à l'autre, Simplement si vous lancez virtualbox alors que kvm tourne, virtualbox plantera, si vous lancez kvm alors que virtualbox tourne, qemu  démarrera en mode tcg accelerator(avec des performance très faibles) | virtualbox
16 Mot inconnu : kvm => <note tip>apparemment on peut désormais(test effectué sur ubuntu 12.04 amd64) installer kvm et virtualbox sans problème et il n'y a plus besoin de recharger les modules pour passer de l'un à l'autre, Simplement si vous lancez virtualbox alors que kvm tourne, virtualbox plantera, si vous lancez kvm alors que virtualbox tourne, qemu  démarrera en mode tcg accelerator(avec des performance très faibles) | kvm
16 Mot inconnu : virtualbox => <note tip>apparemment on peut désormais(test effectué sur ubuntu 12.04 amd64) installer kvm et virtualbox sans problème et il n'y a plus besoin de recharger les modules pour passer de l'un à l'autre, Simplement si vous lancez virtualbox alors que kvm tourne, virtualbox plantera, si vous lancez kvm alors que virtualbox tourne, qemu  démarrera en mode tcg accelerator(avec des performance très faibles) | virtualbox
16 Mot inconnu : qemu => <note tip>apparemment on peut désormais(test effectué sur ubuntu 12.04 amd64) installer kvm et virtualbox sans problème et il n'y a plus besoin de recharger les modules pour passer de l'un à l'autre, Simplement si vous lancez virtualbox alors que kvm tourne, virtualbox plantera, si vous lancez kvm alors que virtualbox tourne, qemu  démarrera en mode tcg accelerator(avec des performance très faibles) | qemu
16 Espace(s) surnuméraire(s) à supprimer. => <note tip>apparemment on peut désormais(test effectué sur ubuntu 12.04 amd64) installer kvm et virtualbox sans problème et il n'y a plus besoin de recharger les modules pour passer de l'un à l'autre, Simplement si vous lancez virtualbox alors que kvm tourne, virtualbox plantera, si vous lancez kvm alors que virtualbox tourne, qemu  démarrera en mode tcg accelerator(avec des performance très faibles) |    => suggestions : [' ']
16 Mot inconnu : tcg => <note tip>apparemment on peut désormais(test effectué sur ubuntu 12.04 amd64) installer kvm et virtualbox sans problème et il n'y a plus besoin de recharger les modules pour passer de l'un à l'autre, Simplement si vous lancez virtualbox alors que kvm tourne, virtualbox plantera, si vous lancez kvm alors que virtualbox tourne, qemu  démarrera en mode tcg accelerator(avec des performance très faibles) | tcg
16 Mot inconnu : accelerator => <note tip>apparemment on peut désormais(test effectué sur ubuntu 12.04 amd64) installer kvm et virtualbox sans problème et il n'y a plus besoin de recharger les modules pour passer de l'un à l'autre, Simplement si vous lancez virtualbox alors que kvm tourne, virtualbox plantera, si vous lancez kvm alors que virtualbox tourne, qemu  démarrera en mode tcg accelerator(avec des performance très faibles) | accelerator
16 Il manque un espace avant la parenthèse. => <note tip>apparemment on peut désormais(test effectué sur ubuntu 12.04 amd64) installer kvm et virtualbox sans problème et il n'y a plus besoin de recharger les modules pour passer de l'un à l'autre, Simplement si vous lancez virtualbox alors que kvm tourne, virtualbox plantera, si vous lancez kvm alors que virtualbox tourne, qemu  démarrera en mode tcg accelerator(avec des performance très faibles) | ( => suggestions : [' (']
16 Accord de nombre erroné : « performance » devrait être au pluriel. => <note tip>apparemment on peut désormais(test effectué sur ubuntu 12.04 amd64) installer kvm et virtualbox sans problème et il n'y a plus besoin de recharger les modules pour passer de l'un à l'autre, Simplement si vous lancez virtualbox alors que kvm tourne, virtualbox plantera, si vous lancez kvm alors que virtualbox tourne, qemu  démarrera en mode tcg accelerator(avec des performance très faibles) | performance => suggestions : ['performances']

27 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo kvm-ok |    => suggestions : ['']
27 Mot inconnu : sudo =>   sudo kvm-ok | sudo
27 Mot inconnu : kvm-ok =>   sudo kvm-ok | kvm-ok

29 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   INFO: Your CPU supports KVM extensions |    => suggestions : ['']
29 Mot inconnu : Your =>   INFO: Your CPU supports KVM extensions | your
29 Mot inconnu : KVM =>   INFO: Your CPU supports KVM extensions | kvm

31 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   INFO: /dev/kvm exists |    => suggestions : ['']
31 Mot inconnu : exists =>   INFO: /dev/kvm exists | exists

