
5 Mot inconnu : Wammu [[7:12]] => ====== Wammu et Gammu ====== <|> wammu
5 Mot inconnu : Gammu [[16:21]] => ====== Wammu et Gammu ====== <|> gammu

7 Mot inconnu : Wammu [[2:7]] => //Wammu// et //Gammu// sont des logiciels libres qui permettent la gestion de nombreux téléphones portables. <|> wammu
7 Mot inconnu : Gammu [[15:20]] => //Wammu// et //Gammu// sont des logiciels libres qui permettent la gestion de nombreux téléphones portables. <|> gammu
13 Typographie : points de suspension. Utilisez le caractère dédié. [[52:55]] =>   * la création de sauvegardes (messages, répertoire...) ; <|> ... => suggestions : ['…']

18 Mot inconnu : Gammu [[29:34]] => Notez, pour information, que Gammu est un outil en ligne de commande et que Wammu en est simplement l'interface graphique. Ce dernier est ainsi plus facile d'utilisation, mais il peut parfois se passer plusieurs mois avant qu'il n'intègre les dernières fonctionnalités apparues dans Gammu. <|> gammu
18 Mot inconnu : Wammu [[76:81]] => Notez, pour information, que Gammu est un outil en ligne de commande et que Wammu en est simplement l'interface graphique. Ce dernier est ainsi plus facile d'utilisation, mais il peut parfois se passer plusieurs mois avant qu'il n'intègre les dernières fonctionnalités apparues dans Gammu. <|> wammu
18 Mot inconnu : Gammu [[283:288]] => Notez, pour information, que Gammu est un outil en ligne de commande et que Wammu en est simplement l'interface graphique. Ce dernier est ainsi plus facile d'utilisation, mais il peut parfois se passer plusieurs mois avant qu'il n'intègre les dernières fonctionnalités apparues dans Gammu. <|> gammu

24 Mot inconnu : Wammu [[2:7]] => //Wammu// et //Gammu// n'ont pas besoin d'être installés simultanément, ils ne possèdent que quelques bibliothèques communes. <|> wammu
24 Mot inconnu : Gammu [[15:20]] => //Wammu// et //Gammu// n'ont pas besoin d'être installés simultanément, ils ne possèdent que quelques bibliothèques communes. <|> gammu

26 Mot inconnu : Wammu [[10:15]] => ==== Pour Wammu, l'interface graphique ==== <|> wammu

39 Mot inconnu : Gammu [[10:15]] => ==== Pour Gammu, l'outil en ligne de commande ==== <|> gammu

54 Mot inconnu : Wammu [[47:52]] => Cette méthode de configuration est commune à //Wammu// et //Gammu//. <|> wammu
54 Mot inconnu : Gammu [[60:65]] => Cette méthode de configuration est commune à //Wammu// et //Gammu//. <|> gammu

56 Mot inconnu : Wammu [[36:41]] => <note>Notez que, si vous utilisez //Wammu//, celui-ci possède un module de configuration automatique (voir partie suivante).</note> <|> wammu

58 Espace(s) en fin de ligne à supprimer. [[148:149]] => Une base de données recensant les configurations nécessaires pour plusieurs centaines de téléphones est maintenue et alimentée par les utilisateurs.  <|>   => suggestions : ['']

63 Mot inconnu : Wammu [[96:101]] => Une fois votre configuration sauvegardée, votre portable devrait être prêt à fonctionner avec //Wammu// ou //Gammu// ! <|> wammu
63 Mot inconnu : Gammu [[109:114]] => Une fois votre configuration sauvegardée, votre portable devrait être prêt à fonctionner avec //Wammu// ou //Gammu// ! <|> gammu

77 Il manque un espace. [[88:90]] => Le port que vous devrez saisir dans votre fichier de configuration est, ici, « 00:15:DE:29:05:81 ». <|> 29 => suggestions : [' 29']

92 Mot inconnu : UDEV [[94:98]] => La solution pour configurer de façon certaine le nom du périphérique dans /dev est d'utiliser UDEV. Pour cela créer une règles dans « /etc/udev/rules.d/ » qui s'appliquera à chaque connexion du périphérique USB. Les règles UDEV prennent en compte différentes informations sur le périhérique USB (constructeur, numéro de série etc.) et peuvent créer le périphérique dans « /dev ». Des scripts peuvent même être lancés au moment de la connexion du périphérique. <|> udev
92 Accord de nombre erroné : « règles » devrait être au singulier. [[120:126]] => La solution pour configurer de façon certaine le nom du périphérique dans /dev est d'utiliser UDEV. Pour cela créer une règles dans « /etc/udev/rules.d/ » qui s'appliquera à chaque connexion du périphérique USB. Les règles UDEV prennent en compte différentes informations sur le périhérique USB (constructeur, numéro de série etc.) et peuvent créer le périphérique dans « /dev ». Des scripts peuvent même être lancés au moment de la connexion du périphérique. <|> règles => suggestions : ['règle', 'réglée']
92 Mot inconnu : UDEV [[223:227]] => La solution pour configurer de façon certaine le nom du périphérique dans /dev est d'utiliser UDEV. Pour cela créer une règles dans « /etc/udev/rules.d/ » qui s'appliquera à chaque connexion du périphérique USB. Les règles UDEV prennent en compte différentes informations sur le périhérique USB (constructeur, numéro de série etc.) et peuvent créer le périphérique dans « /dev ». Des scripts peuvent même être lancés au moment de la connexion du périphérique. <|> udev
92 Mot inconnu : périhérique [[279:290]] => La solution pour configurer de façon certaine le nom du périphérique dans /dev est d'utiliser UDEV. Pour cela créer une règles dans « /etc/udev/rules.d/ » qui s'appliquera à chaque connexion du périphérique USB. Les règles UDEV prennent en compte différentes informations sur le périhérique USB (constructeur, numéro de série etc.) et peuvent créer le périphérique dans « /dev ». Des scripts peuvent même être lancés au moment de la connexion du périphérique. <|> périhérique
92 Avant « etc. », il faut mettre une virgule. [[325:330]] => La solution pour configurer de façon certaine le nom du périphérique dans /dev est d'utiliser UDEV. Pour cela créer une règles dans « /etc/udev/rules.d/ » qui s'appliquera à chaque connexion du périphérique USB. Les règles UDEV prennent en compte différentes informations sur le périhérique USB (constructeur, numéro de série etc.) et peuvent créer le périphérique dans « /dev ». Des scripts peuvent même être lancés au moment de la connexion du périphérique. <|>  etc. => suggestions : [', etc.']

113 Mot inconnu : Wammu [[2:7]] => //Wammu// inclus un utilitaire qui permet de compléter facilement cette base de données en lui envoyant vos réglages et la listes des fonctionnalités supportées par votre téléphone. Vous le trouverez dans //Aide → Retour d'expérience//. <|> wammu

115 Mot inconnu : Wammu [[6:11]] => ===== Wammu : l'interface graphique ===== <|> wammu

121 Mot inconnu : Wammu [[29:34]] => Lors du premier lancement de Wammu, un assistant de connexion apparaitra (sinon, vous le trouverez dans le menu //Wammu → Assistant recherche téléphone//). <|> wammu
121 Mot inconnu : Wammu [[114:119]] => Lors du premier lancement de Wammu, un assistant de connexion apparaitra (sinon, vous le trouverez dans le menu //Wammu → Assistant recherche téléphone//). <|> wammu

124 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). [[0:1]] =>   <|>   => suggestions : ['']

128 Mot inconnu : Wammu [[94:99]] => Il vous est fortement recommandé de désactiver l'écran de veille pendant votre utilisation de Wammu/Gammu, car celui-ci risque d'interrompre la connexion, occasionnant ainsi des pertes de données. <|> wammu
128 Mot inconnu : Gammu [[100:105]] => Il vous est fortement recommandé de désactiver l'écran de veille pendant votre utilisation de Wammu/Gammu, car celui-ci risque d'interrompre la connexion, occasionnant ainsi des pertes de données. <|> gammu

155 Il manque un espace avant la parenthèse. [[13:14]] => Ça fonctionne((https://stackoverflow.com/questions/13967428/importerror-no-module-named-six/51019124#51019124)). <|> ( => suggestions : [' (']

156 Mot inconnu : Gammu [[6:11]] => ===== Gammu : utilisation en commande ===== <|> gammu
198 Mot inconnu : gammu-smsd [[22:32]] => Prérequis : zenity et gammu-smsd installés, téléphone connecté et configuré dans Gammu. <|> gammu-smsd
198 Mot inconnu : Gammu [[81:86]] => Prérequis : zenity et gammu-smsd installés, téléphone connecté et configuré dans Gammu. <|> gammu

243 Mot inconnu : Upload [[4:10]] => === Upload d'application Java === <|> upload
245 Mot inconnu : Vidance [[69:76]] => L'application prise en exemple ici est composée de deux fichiers : **Vidance.jar** et **Vidance.jad** <|> vidance
245 Il manque un espace. [[77:80]] => L'application prise en exemple ici est composée de deux fichiers : **Vidance.jar** et **Vidance.jad** <|> jar => suggestions : [' jar']
245 Mot inconnu : Vidance [[88:95]] => L'application prise en exemple ici est composée de deux fichiers : **Vidance.jar** et **Vidance.jad** <|> vidance
245 Mot inconnu : jad [[96:99]] => L'application prise en exemple ici est composée de deux fichiers : **Vidance.jar** et **Vidance.jad** <|> jad

260 Mot inconnu : Alcatel [[2:9]] => | Alcatel       | OT 708              | 8.04 LTS         | Tout O.K, Bluetooth, envoi, récéption, todo, appels... | <|> alcatel
260 Mot inconnu : OT [[18:20]] => | Alcatel       | OT 708              | 8.04 LTS         | Tout O.K, Bluetooth, envoi, récéption, todo, appels... | <|> ot
260 Mot inconnu : récéption [[87:96]] => | Alcatel       | OT 708              | 8.04 LTS         | Tout O.K, Bluetooth, envoi, récéption, todo, appels... | <|> récéption
260 Mot inconnu : todo [[98:102]] => | Alcatel       | OT 708              | 8.04 LTS         | Tout O.K, Bluetooth, envoi, récéption, todo, appels... | <|> todo
260 Typographie : points de suspension. Utilisez le caractère dédié. [[110:113]] => | Alcatel       | OT 708              | 8.04 LTS         | Tout O.K, Bluetooth, envoi, récéption, todo, appels... | <|> ... => suggestions : ['…']

261 Mot inconnu : Alcatel [[2:9]] => | Alcatel       | OT S320             | 8.10             | Bluetooth, tout fonctionne | <|> alcatel
261 Mot inconnu : OT [[18:20]] => | Alcatel       | OT S320             | 8.10             | Bluetooth, tout fonctionne | <|> ot
261 Mot inconnu : S320 [[21:25]] => | Alcatel       | OT S320             | 8.10             | Bluetooth, tout fonctionne | <|> s320

262 Mot inconnu : Alcatel [[2:9]] => | Alcatel |OT 2012D | 14.04 | Contacts, appels| <|> alcatel
262 Mot inconnu : OT [[11:13]] => | Alcatel |OT 2012D | 14.04 | Contacts, appels| <|> ot

264 Mot inconnu : CECT [[2:6]] => | CECT          | p168s               | 8.10             | bluetooth ok sauf todo et calendrier  | <|> cect
264 Mot inconnu : p168s [[18:23]] => | CECT          | p168s               | 8.10             | bluetooth ok sauf todo et calendrier  | <|> p168s
264 Mot inconnu : ok [[69:71]] => | CECT          | p168s               | 8.10             | bluetooth ok sauf todo et calendrier  | <|> ok
264 Mot inconnu : todo [[77:81]] => | CECT          | p168s               | 8.10             | bluetooth ok sauf todo et calendrier  | <|> todo
269 Mot inconnu : sms [[67:70]] => | Nokia         | 2760                | 12.04 LTS     | Bluetooth, sms fonctionnent | <|> sms
274 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) [[115:118]] => | Nokia         | 6151                | 9.10             | Info, Contacts, Appels, Message, Calendrier en bluetooth - fermeture intempestive lors de la récupération des messages mais pas des contacts | <|>  -  => suggestions : [' – ', ' — ', ' − ']
275 Mot inconnu : S40 [[59:62]] => | Nokia         | 6300                | 7.10             | S40 | <|> s40
276 Mot inconnu : slide [[22:27]] => | Nokia         | 6600slide           | 9.04             | Bluetooth, tout fonctionne | <|> slide
278 Mot inconnu : E65 [[18:21]] => | Nokia         | E65                 | 10.04 LTS        | USB : Info seulement | <|> e65
279 Mot inconnu : XpressMusic [[18:29]] => | Nokia         | XpressMusic 5310    | 8.04 LTS         | Info, Contacts et Appels seulement | <|> xpressmusic
280 Mot inconnu : XpressMusic [[18:29]] => | Nokia         | XpressMusic 5610    | 7.10             | Info, Contacts et Appels seulement | <|> xpressmusic

282 Mot inconnu : Sagem [[2:7]] => | Sagem         | My700x              | 9.04             | Bluetooth : contacts et messages seulement | <|> sagem
282 Mot inconnu : My700x [[18:24]] => | Sagem         | My700x              | 9.04             | Bluetooth : contacts et messages seulement | <|> my700x

283 Mot inconnu : Sagem [[2:7]] => | Sagem         | My700x              | 9.10             | Bluetooth : contacts et mess seulement - le tel freeze lors de la recherche automatique de périf | <|> sagem
283 Mot inconnu : My700x [[18:24]] => | Sagem         | My700x              | 9.10             | Bluetooth : contacts et mess seulement - le tel freeze lors de la recherche automatique de périf | <|> my700x
283 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) [[97:100]] => | Sagem         | My700x              | 9.10             | Bluetooth : contacts et mess seulement - le tel freeze lors de la recherche automatique de périf | <|>  -  => suggestions : [' – ', ' — ', ' − ']
283 Mot inconnu : freeze [[107:113]] => | Sagem         | My700x              | 9.10             | Bluetooth : contacts et mess seulement - le tel freeze lors de la recherche automatique de périf | <|> freeze
283 Mot inconnu : périf [[150:155]] => | Sagem         | My700x              | 9.10             | Bluetooth : contacts et mess seulement - le tel freeze lors de la recherche automatique de périf | <|> périf

284 Mot inconnu : Sagem [[2:7]] => | Sagem         | My x6-2             | 9.04             | Bluetooth : contacts et messages | <|> sagem
284 Mot inconnu : My [[18:20]] => | Sagem         | My x6-2             | 9.04             | Bluetooth : contacts et messages | <|> my
284 Mot inconnu : x6-2 [[21:25]] => | Sagem         | My x6-2             | 9.04             | Bluetooth : contacts et messages | <|> x6-2
286 Mot inconnu : GT-S5230 [[18:26]] => | Samsung       | GT-S5230 Player-One | 11.04            | Bluetooth et USB : Informations, Appels, Contacts , Messages | <|> gt-s5230
286 Mot inconnu : Player-One [[27:37]] => | Samsung       | GT-S5230 Player-One | 11.04            | Bluetooth et USB : Informations, Appels, Contacts , Messages | <|> player-one
286 Pas d’espace avant une virgule. [[108:110]] => | Samsung       | GT-S5230 Player-One | 11.04            | Bluetooth et USB : Informations, Appels, Contacts , Messages | <|>  , => suggestions : [',']
287 Mot inconnu : GT-S5830 [[18:26]] => | Samsung       | GT-S5830 Galaxy Ace | 10.04            | Bluetooth, rien. USB, config dev/ttyacmo et at115200, seuls les infos sont lues, notamment la version du firmeware | <|> gt-s5830
287 Mot inconnu : Galaxy [[27:33]] => | Samsung       | GT-S5830 Galaxy Ace | 10.04            | Bluetooth, rien. USB, config dev/ttyacmo et at115200, seuls les infos sont lues, notamment la version du firmeware | <|> galaxy
287 Mot inconnu : dev [[88:91]] => | Samsung       | GT-S5830 Galaxy Ace | 10.04            | Bluetooth, rien. USB, config dev/ttyacmo et at115200, seuls les infos sont lues, notamment la version du firmeware | <|> dev
287 Mot inconnu : ttyacmo [[92:99]] => | Samsung       | GT-S5830 Galaxy Ace | 10.04            | Bluetooth, rien. USB, config dev/ttyacmo et at115200, seuls les infos sont lues, notamment la version du firmeware | <|> ttyacmo
287 Mot inconnu : at115200 [[103:111]] => | Samsung       | GT-S5830 Galaxy Ace | 10.04            | Bluetooth, rien. USB, config dev/ttyacmo et at115200, seuls les infos sont lues, notamment la version du firmeware | <|> at115200
287 Si “seuls” se réfère au substantif féminin “infos”, il faut le mettre au féminin. [[113:118]] => | Samsung       | GT-S5830 Galaxy Ace | 10.04            | Bluetooth, rien. USB, config dev/ttyacmo et at115200, seuls les infos sont lues, notamment la version du firmeware | <|> seuls => suggestions : ['seules']
287 Mot inconnu : firmeware [[164:173]] => | Samsung       | GT-S5830 Galaxy Ace | 10.04            | Bluetooth, rien. USB, config dev/ttyacmo et at115200, seuls les infos sont lues, notamment la version du firmeware | <|> firmeware
288 Mot inconnu : SGH-E250 [[18:26]] => | Samsung       | SGH-E250            | 9.10             | Bluetooth (Blueat) : Seuls: Info, Contacts et Appels fonctionnent | <|> sgh-e250
288 Mot inconnu : Blueat [[70:76]] => | Samsung       | SGH-E250            | 9.10             | Bluetooth (Blueat) : Seuls: Info, Contacts et Appels fonctionnent | <|> blueat
289 Mot inconnu : SGH-E900 [[18:26]] => | Samsung       | SGH-E900            | 8.10             | USB : Info, Contacts, Appels, Messages ( envoi/reception) | <|> sgh-e900
289 Pas d’espace après ce signe. [[98:100]] => | Samsung       | SGH-E900            | 8.10             | USB : Info, Contacts, Appels, Messages ( envoi/reception) | <|> (  => suggestions : ['(']
289 Mot inconnu : reception [[106:115]] => | Samsung       | SGH-E900            | 8.10             | USB : Info, Contacts, Appels, Messages ( envoi/reception) | <|> reception
290 Mot inconnu : SGH-E950 [[18:26]] => | Samsung       | SGH-E950            | 9.10             | USB : Informations, Contacts, Messages ( envoi/reception) | <|> sgh-e950
290 Pas d’espace après ce signe. [[98:100]] => | Samsung       | SGH-E950            | 9.10             | USB : Informations, Contacts, Messages ( envoi/reception) | <|> (  => suggestions : ['(']
