
5 Mot inconnu : Freebox => ====== Booster le wifi de la Freebox Revolution ====== | freebox
5 Mot inconnu : Revolution => ====== Booster le wifi de la Freebox Revolution ====== | revolution

9 Mot inconnu : WiFI => **Qui n’a jamais rêvé d’avoir un réseau WiFI performant ?** | wifi

12 Mot inconnu : __Avant => __Avant toutes modifications__ informez-vous : si votre matériel wifi est compatible **802.11n** en __300 Mbit/s__  | __avant
12 Mot inconnu : modifications__ => __Avant toutes modifications__ informez-vous : si votre matériel wifi est compatible **802.11n** en __300 Mbit/s__  | modifications__
12 Mot inconnu : __300 => __Avant toutes modifications__ informez-vous : si votre matériel wifi est compatible **802.11n** en __300 Mbit/s__  | __300
12 Mot inconnu : s__ => __Avant toutes modifications__ informez-vous : si votre matériel wifi est compatible **802.11n** en __300 Mbit/s__  | s__
12 Espace(s) en fin de ligne à supprimer. => __Avant toutes modifications__ informez-vous : si votre matériel wifi est compatible **802.11n** en __300 Mbit/s__  |   => suggestions : ['']

16 Mot inconnu : __ => **Faites des Tests** car ces modifications peuvent __**rendre votre signal WiFi instable**__ et **engendrer des déconnections régulières** | __
16 Mot inconnu : WiFi => **Faites des Tests** car ces modifications peuvent __**rendre votre signal WiFi instable**__ et **engendrer des déconnections régulières** | wifi
16 Mot inconnu : __ => **Faites des Tests** car ces modifications peuvent __**rendre votre signal WiFi instable**__ et **engendrer des déconnections régulières** | __
16 Incohérence avec « des » : « déconnections » est un verbe. => **Faites des Tests** car ces modifications peuvent __**rendre votre signal WiFi instable**__ et **engendrer des déconnections régulières** | déconnections => suggestions : ['déconnecté', 'déconnectées', 'déconnectés', 'déconnectée']

19 Mot inconnu : FreeBox => La FreeBox V6 Server embarque la technologie N, finalisée il y a un an seulement. Cette nouvelle norme permet d’atteindre des débits de 300 Mbit/s, au lieu du fameux 54 Mbit/s en G, voir 108 Mbit/s en MIMO propriétaire. | freebox
19 Mot inconnu : V6 => La FreeBox V6 Server embarque la technologie N, finalisée il y a un an seulement. Cette nouvelle norme permet d’atteindre des débits de 300 Mbit/s, au lieu du fameux 54 Mbit/s en G, voir 108 Mbit/s en MIMO propriétaire. | v6
19 Mot inconnu : Server => La FreeBox V6 Server embarque la technologie N, finalisée il y a un an seulement. Cette nouvelle norme permet d’atteindre des débits de 300 Mbit/s, au lieu du fameux 54 Mbit/s en G, voir 108 Mbit/s en MIMO propriétaire. | server
19 Mot inconnu : MIMO => La FreeBox V6 Server embarque la technologie N, finalisée il y a un an seulement. Cette nouvelle norme permet d’atteindre des débits de 300 Mbit/s, au lieu du fameux 54 Mbit/s en G, voir 108 Mbit/s en MIMO propriétaire. | mimo
23 Mot inconnu : WiFi => Définition : WiFi ou Wireless Fidelity est une technologie de réseau sans fil. Cette technologie est possible grâce à des ondes radio. 3 normes se disputent « le marché ». | wifi
23 Mot inconnu : Wireless => Définition : WiFi ou Wireless Fidelity est une technologie de réseau sans fil. Cette technologie est possible grâce à des ondes radio. 3 normes se disputent « le marché ». | wireless
23 Mot inconnu : Fidelity => Définition : WiFi ou Wireless Fidelity est une technologie de réseau sans fil. Cette technologie est possible grâce à des ondes radio. 3 normes se disputent « le marché ». | fidelity

25 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * La norme __A__ qui utilise la bande de fréquence 5GHz. Elle est plus performante que la norme B+G car ses fréquences sont peu utilisées. \\ Un seul canal possible pour une portée de 10 mètres avec un débit théorique de 54 Mbit/s. Ses canaux sont au nombre de 19, allant de du canal 36 à 140. \\ Le WIFI de type "A" se distingue surtout par la caractéristique de ses canaux qui ne se recoupent pas, le risque d'interférences est donc éliminé avec ce type de technologie. \\ Selon la RFC IEEE 802.11a, elle est incompatible avec les normes B et G. |    => suggestions : ['']
25 Mot inconnu : __A__ =>   * La norme __A__ qui utilise la bande de fréquence 5GHz. Elle est plus performante que la norme B+G car ses fréquences sont peu utilisées. \\ Un seul canal possible pour une portée de 10 mètres avec un débit théorique de 54 Mbit/s. Ses canaux sont au nombre de 19, allant de du canal 36 à 140. \\ Le WIFI de type "A" se distingue surtout par la caractéristique de ses canaux qui ne se recoupent pas, le risque d'interférences est donc éliminé avec ce type de technologie. \\ Selon la RFC IEEE 802.11a, elle est incompatible avec les normes B et G. | __a__
25 Si « car » est la conjonction de coordination, une virgule est peut-être souhaitable. =>   * La norme __A__ qui utilise la bande de fréquence 5GHz. Elle est plus performante que la norme B+G car ses fréquences sont peu utilisées. \\ Un seul canal possible pour une portée de 10 mètres avec un débit théorique de 54 Mbit/s. Ses canaux sont au nombre de 19, allant de du canal 36 à 140. \\ Le WIFI de type "A" se distingue surtout par la caractéristique de ses canaux qui ne se recoupent pas, le risque d'interférences est donc éliminé avec ce type de technologie. \\ Selon la RFC IEEE 802.11a, elle est incompatible avec les normes B et G. |  car => suggestions : [', car']
25 Guillemets typographiques ouvrants. =>   * La norme __A__ qui utilise la bande de fréquence 5GHz. Elle est plus performante que la norme B+G car ses fréquences sont peu utilisées. \\ Un seul canal possible pour une portée de 10 mètres avec un débit théorique de 54 Mbit/s. Ses canaux sont au nombre de 19, allant de du canal 36 à 140. \\ Le WIFI de type "A" se distingue surtout par la caractéristique de ses canaux qui ne se recoupent pas, le risque d'interférences est donc éliminé avec ce type de technologie. \\ Selon la RFC IEEE 802.11a, elle est incompatible avec les normes B et G. | " => suggestions : ['«\xa0', '“']
25 Guillemets typographiques fermants. =>   * La norme __A__ qui utilise la bande de fréquence 5GHz. Elle est plus performante que la norme B+G car ses fréquences sont peu utilisées. \\ Un seul canal possible pour une portée de 10 mètres avec un débit théorique de 54 Mbit/s. Ses canaux sont au nombre de 19, allant de du canal 36 à 140. \\ Le WIFI de type "A" se distingue surtout par la caractéristique de ses canaux qui ne se recoupent pas, le risque d'interférences est donc éliminé avec ce type de technologie. \\ Selon la RFC IEEE 802.11a, elle est incompatible avec les normes B et G. | " => suggestions : ['\xa0»', '”']
25 Mot inconnu : IEEE =>   * La norme __A__ qui utilise la bande de fréquence 5GHz. Elle est plus performante que la norme B+G car ses fréquences sont peu utilisées. \\ Un seul canal possible pour une portée de 10 mètres avec un débit théorique de 54 Mbit/s. Ses canaux sont au nombre de 19, allant de du canal 36 à 140. \\ Le WIFI de type "A" se distingue surtout par la caractéristique de ses canaux qui ne se recoupent pas, le risque d'interférences est donc éliminé avec ce type de technologie. \\ Selon la RFC IEEE 802.11a, elle est incompatible avec les normes B et G. | ieee

27 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   *  Les normes __B+G__ qui - elles - utilisent la bande de fréquence 2,4Ghz. Un seul canal possible pour une portée de 300 mètres pour un débit théorique de 54 Mbit/s. \\ Norme la plus utilisée dans le monde, sa bande de fréquence est de 2,4 GHz et possède 13 canaux selon la RFC IEEE 802.111g. Le revers de la popularité de cette norme génère un encombrement de la bande passante dans les zones à forte densité de population équipée de modems / routeurs embarquant cette génération de puce. \\ Par conséquent, les débits annoncés par les fabricants restent à l'état d'argument marketing pour la plupart des usagers en environnement ordinaire ; __on atteint rarement les débits théoriques.__ \\ Ci dessous, un exemple de disponibilité des réseaux. |    => suggestions : ['']
27 Mot inconnu : __B =>   *  Les normes __B+G__ qui - elles - utilisent la bande de fréquence 2,4Ghz. Un seul canal possible pour une portée de 300 mètres pour un débit théorique de 54 Mbit/s. \\ Norme la plus utilisée dans le monde, sa bande de fréquence est de 2,4 GHz et possède 13 canaux selon la RFC IEEE 802.111g. Le revers de la popularité de cette norme génère un encombrement de la bande passante dans les zones à forte densité de population équipée de modems / routeurs embarquant cette génération de puce. \\ Par conséquent, les débits annoncés par les fabricants restent à l'état d'argument marketing pour la plupart des usagers en environnement ordinaire ; __on atteint rarement les débits théoriques.__ \\ Ci dessous, un exemple de disponibilité des réseaux. | __b
27 Mot inconnu : G__ =>   *  Les normes __B+G__ qui - elles - utilisent la bande de fréquence 2,4Ghz. Un seul canal possible pour une portée de 300 mètres pour un débit théorique de 54 Mbit/s. \\ Norme la plus utilisée dans le monde, sa bande de fréquence est de 2,4 GHz et possède 13 canaux selon la RFC IEEE 802.111g. Le revers de la popularité de cette norme génère un encombrement de la bande passante dans les zones à forte densité de population équipée de modems / routeurs embarquant cette génération de puce. \\ Par conséquent, les débits annoncés par les fabricants restent à l'état d'argument marketing pour la plupart des usagers en environnement ordinaire ; __on atteint rarement les débits théoriques.__ \\ Ci dessous, un exemple de disponibilité des réseaux. | g__
27 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   *  Les normes __B+G__ qui - elles - utilisent la bande de fréquence 2,4Ghz. Un seul canal possible pour une portée de 300 mètres pour un débit théorique de 54 Mbit/s. \\ Norme la plus utilisée dans le monde, sa bande de fréquence est de 2,4 GHz et possède 13 canaux selon la RFC IEEE 802.111g. Le revers de la popularité de cette norme génère un encombrement de la bande passante dans les zones à forte densité de population équipée de modems / routeurs embarquant cette génération de puce. \\ Par conséquent, les débits annoncés par les fabricants restent à l'état d'argument marketing pour la plupart des usagers en environnement ordinaire ; __on atteint rarement les débits théoriques.__ \\ Ci dessous, un exemple de disponibilité des réseaux. |  -  => suggestions : [' – ', ' — ', ' − ']
27 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   *  Les normes __B+G__ qui - elles - utilisent la bande de fréquence 2,4Ghz. Un seul canal possible pour une portée de 300 mètres pour un débit théorique de 54 Mbit/s. \\ Norme la plus utilisée dans le monde, sa bande de fréquence est de 2,4 GHz et possède 13 canaux selon la RFC IEEE 802.111g. Le revers de la popularité de cette norme génère un encombrement de la bande passante dans les zones à forte densité de population équipée de modems / routeurs embarquant cette génération de puce. \\ Par conséquent, les débits annoncés par les fabricants restent à l'état d'argument marketing pour la plupart des usagers en environnement ordinaire ; __on atteint rarement les débits théoriques.__ \\ Ci dessous, un exemple de disponibilité des réseaux. |  -  => suggestions : [' – ', ' — ', ' − ']
27 Si “Ghz” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. =>   *  Les normes __B+G__ qui - elles - utilisent la bande de fréquence 2,4Ghz. Un seul canal possible pour une portée de 300 mètres pour un débit théorique de 54 Mbit/s. \\ Norme la plus utilisée dans le monde, sa bande de fréquence est de 2,4 GHz et possède 13 canaux selon la RFC IEEE 802.111g. Le revers de la popularité de cette norme génère un encombrement de la bande passante dans les zones à forte densité de population équipée de modems / routeurs embarquant cette génération de puce. \\ Par conséquent, les débits annoncés par les fabricants restent à l'état d'argument marketing pour la plupart des usagers en environnement ordinaire ; __on atteint rarement les débits théoriques.__ \\ Ci dessous, un exemple de disponibilité des réseaux. | 2,4ghz => suggestions : ['2,4\xa0Ghz']
27 Mot inconnu : Ghz =>   *  Les normes __B+G__ qui - elles - utilisent la bande de fréquence 2,4Ghz. Un seul canal possible pour une portée de 300 mètres pour un débit théorique de 54 Mbit/s. \\ Norme la plus utilisée dans le monde, sa bande de fréquence est de 2,4 GHz et possède 13 canaux selon la RFC IEEE 802.111g. Le revers de la popularité de cette norme génère un encombrement de la bande passante dans les zones à forte densité de population équipée de modems / routeurs embarquant cette génération de puce. \\ Par conséquent, les débits annoncés par les fabricants restent à l'état d'argument marketing pour la plupart des usagers en environnement ordinaire ; __on atteint rarement les débits théoriques.__ \\ Ci dessous, un exemple de disponibilité des réseaux. | ghz
27 Si “GHz” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. =>   *  Les normes __B+G__ qui - elles - utilisent la bande de fréquence 2,4Ghz. Un seul canal possible pour une portée de 300 mètres pour un débit théorique de 54 Mbit/s. \\ Norme la plus utilisée dans le monde, sa bande de fréquence est de 2,4 GHz et possède 13 canaux selon la RFC IEEE 802.111g. Le revers de la popularité de cette norme génère un encombrement de la bande passante dans les zones à forte densité de population équipée de modems / routeurs embarquant cette génération de puce. \\ Par conséquent, les débits annoncés par les fabricants restent à l'état d'argument marketing pour la plupart des usagers en environnement ordinaire ; __on atteint rarement les débits théoriques.__ \\ Ci dessous, un exemple de disponibilité des réseaux. | 2,4 ghz => suggestions : ['2,4\xa0GHz']
27 Mot inconnu : IEEE =>   *  Les normes __B+G__ qui - elles - utilisent la bande de fréquence 2,4Ghz. Un seul canal possible pour une portée de 300 mètres pour un débit théorique de 54 Mbit/s. \\ Norme la plus utilisée dans le monde, sa bande de fréquence est de 2,4 GHz et possède 13 canaux selon la RFC IEEE 802.111g. Le revers de la popularité de cette norme génère un encombrement de la bande passante dans les zones à forte densité de population équipée de modems / routeurs embarquant cette génération de puce. \\ Par conséquent, les débits annoncés par les fabricants restent à l'état d'argument marketing pour la plupart des usagers en environnement ordinaire ; __on atteint rarement les débits théoriques.__ \\ Ci dessous, un exemple de disponibilité des réseaux. | ieee
27 Grands nombres : utilisez des espaces insécables plutôt que des points. =>   *  Les normes __B+G__ qui - elles - utilisent la bande de fréquence 2,4Ghz. Un seul canal possible pour une portée de 300 mètres pour un débit théorique de 54 Mbit/s. \\ Norme la plus utilisée dans le monde, sa bande de fréquence est de 2,4 GHz et possède 13 canaux selon la RFC IEEE 802.111g. Le revers de la popularité de cette norme génère un encombrement de la bande passante dans les zones à forte densité de population équipée de modems / routeurs embarquant cette génération de puce. \\ Par conséquent, les débits annoncés par les fabricants restent à l'état d'argument marketing pour la plupart des usagers en environnement ordinaire ; __on atteint rarement les débits théoriques.__ \\ Ci dessous, un exemple de disponibilité des réseaux. | 802.111 => suggestions : ['802\xa0111']
27 Mot inconnu : __on =>   *  Les normes __B+G__ qui - elles - utilisent la bande de fréquence 2,4Ghz. Un seul canal possible pour une portée de 300 mètres pour un débit théorique de 54 Mbit/s. \\ Norme la plus utilisée dans le monde, sa bande de fréquence est de 2,4 GHz et possède 13 canaux selon la RFC IEEE 802.111g. Le revers de la popularité de cette norme génère un encombrement de la bande passante dans les zones à forte densité de population équipée de modems / routeurs embarquant cette génération de puce. \\ Par conséquent, les débits annoncés par les fabricants restent à l'état d'argument marketing pour la plupart des usagers en environnement ordinaire ; __on atteint rarement les débits théoriques.__ \\ Ci dessous, un exemple de disponibilité des réseaux. | __on
27 Mot inconnu : __ =>   *  Les normes __B+G__ qui - elles - utilisent la bande de fréquence 2,4Ghz. Un seul canal possible pour une portée de 300 mètres pour un débit théorique de 54 Mbit/s. \\ Norme la plus utilisée dans le monde, sa bande de fréquence est de 2,4 GHz et possède 13 canaux selon la RFC IEEE 802.111g. Le revers de la popularité de cette norme génère un encombrement de la bande passante dans les zones à forte densité de population équipée de modems / routeurs embarquant cette génération de puce. \\ Par conséquent, les débits annoncés par les fabricants restent à l'état d'argument marketing pour la plupart des usagers en environnement ordinaire ; __on atteint rarement les débits théoriques.__ \\ Ci dessous, un exemple de disponibilité des réseaux. | __
27 Il manque un trait d’union. =>   *  Les normes __B+G__ qui - elles - utilisent la bande de fréquence 2,4Ghz. Un seul canal possible pour une portée de 300 mètres pour un débit théorique de 54 Mbit/s. \\ Norme la plus utilisée dans le monde, sa bande de fréquence est de 2,4 GHz et possède 13 canaux selon la RFC IEEE 802.111g. Le revers de la popularité de cette norme génère un encombrement de la bande passante dans les zones à forte densité de population équipée de modems / routeurs embarquant cette génération de puce. \\ Par conséquent, les débits annoncés par les fabricants restent à l'état d'argument marketing pour la plupart des usagers en environnement ordinaire ; __on atteint rarement les débits théoriques.__ \\ Ci dessous, un exemple de disponibilité des réseaux. | ci dessous => suggestions : ['Ci-dessous']

33 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * La norme N compile les 2 normes précédentes. En fait elle peut très bien être utilisée sur la fréquence 5 GHz et 2,4 GHz. Par contre, l'occupation simultanée des deux bandes de fréquences est techniquement imposible.  |    => suggestions : ['']
33 Si “GHz” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. =>   * La norme N compile les 2 normes précédentes. En fait elle peut très bien être utilisée sur la fréquence 5 GHz et 2,4 GHz. Par contre, l'occupation simultanée des deux bandes de fréquences est techniquement imposible.  | 5 ghz => suggestions : ['5\xa0GHz']
33 Si “GHz” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. =>   * La norme N compile les 2 normes précédentes. En fait elle peut très bien être utilisée sur la fréquence 5 GHz et 2,4 GHz. Par contre, l'occupation simultanée des deux bandes de fréquences est techniquement imposible.  | 2,4 ghz => suggestions : ['2,4\xa0GHz']
33 Mot inconnu : imposible =>   * La norme N compile les 2 normes précédentes. En fait elle peut très bien être utilisée sur la fréquence 5 GHz et 2,4 GHz. Par contre, l'occupation simultanée des deux bandes de fréquences est techniquement imposible.  | imposible
33 Espace(s) en fin de ligne à supprimer. =>   * La norme N compile les 2 normes précédentes. En fait elle peut très bien être utilisée sur la fréquence 5 GHz et 2,4 GHz. Par contre, l'occupation simultanée des deux bandes de fréquences est techniquement imposible.  |   => suggestions : ['']

35 S’il s’agit de la préposition « à », il faut accentuer la majuscule. => A la date de création de cette page, les appareils actuellement disponibles, dont la FreeBox Server V4, ne gèrent que le 2,4 GHz, elle ne prend donc en charge qu'une unique bande de fréquence. \\  | a => suggestions : ['À']
35 Mot inconnu : FreeBox => A la date de création de cette page, les appareils actuellement disponibles, dont la FreeBox Server V4, ne gèrent que le 2,4 GHz, elle ne prend donc en charge qu'une unique bande de fréquence. \\  | freebox
35 Mot inconnu : Server => A la date de création de cette page, les appareils actuellement disponibles, dont la FreeBox Server V4, ne gèrent que le 2,4 GHz, elle ne prend donc en charge qu'une unique bande de fréquence. \\  | server
35 Mot inconnu : V4 => A la date de création de cette page, les appareils actuellement disponibles, dont la FreeBox Server V4, ne gèrent que le 2,4 GHz, elle ne prend donc en charge qu'une unique bande de fréquence. \\  | v4
35 Si “GHz” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. => A la date de création de cette page, les appareils actuellement disponibles, dont la FreeBox Server V4, ne gèrent que le 2,4 GHz, elle ne prend donc en charge qu'une unique bande de fréquence. \\  | 2,4 ghz => suggestions : ['2,4\xa0GHz']
35 Espace(s) en fin de ligne à supprimer. => A la date de création de cette page, les appareils actuellement disponibles, dont la FreeBox Server V4, ne gèrent que le 2,4 GHz, elle ne prend donc en charge qu'une unique bande de fréquence. \\  |   => suggestions : ['']

38 Accord de nombre erroné avec « les réseaux » : « WiFI » devrait être au pluriel. => <note>Chez moi avec tous les réseaux WiFI disponibles dans mon environnement (voisinage et parasites, etc...)  je plafonne à 150 Mbit/s !</note> | wifi => suggestions : []
38 Mot inconnu : WiFI => <note>Chez moi avec tous les réseaux WiFI disponibles dans mon environnement (voisinage et parasites, etc...)  je plafonne à 150 Mbit/s !</note> | wifi
38 Un seul point après « etc. » => <note>Chez moi avec tous les réseaux WiFI disponibles dans mon environnement (voisinage et parasites, etc...)  je plafonne à 150 Mbit/s !</note> | etc... => suggestions : ['etc.']

41 Mot inconnu : Freebox => À la date du 30 avril 2020, la Freebox Revolution embarque 2 chipsets Wifi. Une à 2.4 Ghz et l'autre à 5 Ghz. \\ Muni d'une antenne Wifi 1200ac, il est possible d'utiliser la fréquence 5 Ghz sur le PC et la box. \\ Malheureusement, le dongle Google Chromecast utilise un smartphone comme télécommande. Les téléphones portables sont encore majoritairement équipés de chipsets 2.4 Ghz. Cette limitation matérielle oblige à une compatibilité descendante à 2.4 Ghz pour le streaming sans fils, bien que la box et le Chromecast soient équipés de chipsets à la norme 1200ac. \\ | freebox
41 Mot inconnu : Revolution => À la date du 30 avril 2020, la Freebox Revolution embarque 2 chipsets Wifi. Une à 2.4 Ghz et l'autre à 5 Ghz. \\ Muni d'une antenne Wifi 1200ac, il est possible d'utiliser la fréquence 5 Ghz sur le PC et la box. \\ Malheureusement, le dongle Google Chromecast utilise un smartphone comme télécommande. Les téléphones portables sont encore majoritairement équipés de chipsets 2.4 Ghz. Cette limitation matérielle oblige à une compatibilité descendante à 2.4 Ghz pour le streaming sans fils, bien que la box et le Chromecast soient équipés de chipsets à la norme 1200ac. \\ | revolution
41 Mot inconnu : chipsets => À la date du 30 avril 2020, la Freebox Revolution embarque 2 chipsets Wifi. Une à 2.4 Ghz et l'autre à 5 Ghz. \\ Muni d'une antenne Wifi 1200ac, il est possible d'utiliser la fréquence 5 Ghz sur le PC et la box. \\ Malheureusement, le dongle Google Chromecast utilise un smartphone comme télécommande. Les téléphones portables sont encore majoritairement équipés de chipsets 2.4 Ghz. Cette limitation matérielle oblige à une compatibilité descendante à 2.4 Ghz pour le streaming sans fils, bien que la box et le Chromecast soient équipés de chipsets à la norme 1200ac. \\ | chipsets
41 Mot inconnu : Ghz => À la date du 30 avril 2020, la Freebox Revolution embarque 2 chipsets Wifi. Une à 2.4 Ghz et l'autre à 5 Ghz. \\ Muni d'une antenne Wifi 1200ac, il est possible d'utiliser la fréquence 5 Ghz sur le PC et la box. \\ Malheureusement, le dongle Google Chromecast utilise un smartphone comme télécommande. Les téléphones portables sont encore majoritairement équipés de chipsets 2.4 Ghz. Cette limitation matérielle oblige à une compatibilité descendante à 2.4 Ghz pour le streaming sans fils, bien que la box et le Chromecast soient équipés de chipsets à la norme 1200ac. \\ | ghz
41 Mot inconnu : Ghz => À la date du 30 avril 2020, la Freebox Revolution embarque 2 chipsets Wifi. Une à 2.4 Ghz et l'autre à 5 Ghz. \\ Muni d'une antenne Wifi 1200ac, il est possible d'utiliser la fréquence 5 Ghz sur le PC et la box. \\ Malheureusement, le dongle Google Chromecast utilise un smartphone comme télécommande. Les téléphones portables sont encore majoritairement équipés de chipsets 2.4 Ghz. Cette limitation matérielle oblige à une compatibilité descendante à 2.4 Ghz pour le streaming sans fils, bien que la box et le Chromecast soient équipés de chipsets à la norme 1200ac. \\ | ghz
41 Mot inconnu : Ghz => À la date du 30 avril 2020, la Freebox Revolution embarque 2 chipsets Wifi. Une à 2.4 Ghz et l'autre à 5 Ghz. \\ Muni d'une antenne Wifi 1200ac, il est possible d'utiliser la fréquence 5 Ghz sur le PC et la box. \\ Malheureusement, le dongle Google Chromecast utilise un smartphone comme télécommande. Les téléphones portables sont encore majoritairement équipés de chipsets 2.4 Ghz. Cette limitation matérielle oblige à une compatibilité descendante à 2.4 Ghz pour le streaming sans fils, bien que la box et le Chromecast soient équipés de chipsets à la norme 1200ac. \\ | ghz
41 Mot inconnu : Chromecast => À la date du 30 avril 2020, la Freebox Revolution embarque 2 chipsets Wifi. Une à 2.4 Ghz et l'autre à 5 Ghz. \\ Muni d'une antenne Wifi 1200ac, il est possible d'utiliser la fréquence 5 Ghz sur le PC et la box. \\ Malheureusement, le dongle Google Chromecast utilise un smartphone comme télécommande. Les téléphones portables sont encore majoritairement équipés de chipsets 2.4 Ghz. Cette limitation matérielle oblige à une compatibilité descendante à 2.4 Ghz pour le streaming sans fils, bien que la box et le Chromecast soient équipés de chipsets à la norme 1200ac. \\ | chromecast
