
5 Mot inconnu : AutoFS => ====== AutoFS - montage automatique de systèmes de fichier ====== | autofs
5 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => ====== AutoFS - montage automatique de systèmes de fichier ====== |  -  => suggestions : [' – ', ' — ', ' − ']

8 Mot inconnu : systemd => <note warning>(avril 2021) [[systemd|Systemd]] peut gérer simplement le montage automatique de systèmes de fichiers. Comme en témoigne [[https://unix.stackexchange.com/a/375602/120185|ce post sur StackExchange]] en date du 7 juillet 2017, AutoFS est l'ancien moyen de monter automatiquement des systèmes de fichiers. | systemd
8 Mot inconnu : StackExchange => <note warning>(avril 2021) [[systemd|Systemd]] peut gérer simplement le montage automatique de systèmes de fichiers. Comme en témoigne [[https://unix.stackexchange.com/a/375602/120185|ce post sur StackExchange]] en date du 7 juillet 2017, AutoFS est l'ancien moyen de monter automatiquement des systèmes de fichiers. | stackexchange
8 Mot inconnu : AutoFS => <note warning>(avril 2021) [[systemd|Systemd]] peut gérer simplement le montage automatique de systèmes de fichiers. Comme en témoigne [[https://unix.stackexchange.com/a/375602/120185|ce post sur StackExchange]] en date du 7 juillet 2017, AutoFS est l'ancien moyen de monter automatiquement des systèmes de fichiers. | autofs

10 Mot inconnu : Systemd-automount => Avec Systemd-automount, cela peut se faire facilement, par exemple en ajoutant et adaptant la ligne suivante dans votre fichier ///etc/fstab// : | systemd-automount

13 Mot inconnu : UUID => UUID=ed5ac6e5-9fc3-4d28-b0b5-0c4466249c71 /mnt/point-de-montage ext4  noauto,nofail,x-systemd.automount,x-systemd.idle-timeout=2s,x-systemd.device-timeout=30ms</file> | uuid
13 Mot inconnu : ed5ac6e5-9fc3-4d28-b0b5-0c4466249c71 => UUID=ed5ac6e5-9fc3-4d28-b0b5-0c4466249c71 /mnt/point-de-montage ext4  noauto,nofail,x-systemd.automount,x-systemd.idle-timeout=2s,x-systemd.device-timeout=30ms</file> | ed5ac6e5-9fc3-4d28-b0b5-0c4466249c71
13 Mot inconnu : ext4 => UUID=ed5ac6e5-9fc3-4d28-b0b5-0c4466249c71 /mnt/point-de-montage ext4  noauto,nofail,x-systemd.automount,x-systemd.idle-timeout=2s,x-systemd.device-timeout=30ms</file> | ext4
13 Espace(s) surnuméraire(s) à supprimer. => UUID=ed5ac6e5-9fc3-4d28-b0b5-0c4466249c71 /mnt/point-de-montage ext4  noauto,nofail,x-systemd.automount,x-systemd.idle-timeout=2s,x-systemd.device-timeout=30ms</file> |    => suggestions : [' ']
13 Mot inconnu : noauto => UUID=ed5ac6e5-9fc3-4d28-b0b5-0c4466249c71 /mnt/point-de-montage ext4  noauto,nofail,x-systemd.automount,x-systemd.idle-timeout=2s,x-systemd.device-timeout=30ms</file> | noauto
13 Il manque un espace. => UUID=ed5ac6e5-9fc3-4d28-b0b5-0c4466249c71 /mnt/point-de-montage ext4  noauto,nofail,x-systemd.automount,x-systemd.idle-timeout=2s,x-systemd.device-timeout=30ms</file> | nofail => suggestions : [' nofail']
13 Mot inconnu : nofail => UUID=ed5ac6e5-9fc3-4d28-b0b5-0c4466249c71 /mnt/point-de-montage ext4  noauto,nofail,x-systemd.automount,x-systemd.idle-timeout=2s,x-systemd.device-timeout=30ms</file> | nofail
13 Mot inconnu : x-systemd => UUID=ed5ac6e5-9fc3-4d28-b0b5-0c4466249c71 /mnt/point-de-montage ext4  noauto,nofail,x-systemd.automount,x-systemd.idle-timeout=2s,x-systemd.device-timeout=30ms</file> | x-systemd
13 Mot inconnu : automount => UUID=ed5ac6e5-9fc3-4d28-b0b5-0c4466249c71 /mnt/point-de-montage ext4  noauto,nofail,x-systemd.automount,x-systemd.idle-timeout=2s,x-systemd.device-timeout=30ms</file> | automount
13 Il manque un espace. => UUID=ed5ac6e5-9fc3-4d28-b0b5-0c4466249c71 /mnt/point-de-montage ext4  noauto,nofail,x-systemd.automount,x-systemd.idle-timeout=2s,x-systemd.device-timeout=30ms</file> | x-systemd => suggestions : [' x-systemd']
13 Mot inconnu : x-systemd => UUID=ed5ac6e5-9fc3-4d28-b0b5-0c4466249c71 /mnt/point-de-montage ext4  noauto,nofail,x-systemd.automount,x-systemd.idle-timeout=2s,x-systemd.device-timeout=30ms</file> | x-systemd
13 Mot inconnu : idle-timeout => UUID=ed5ac6e5-9fc3-4d28-b0b5-0c4466249c71 /mnt/point-de-montage ext4  noauto,nofail,x-systemd.automount,x-systemd.idle-timeout=2s,x-systemd.device-timeout=30ms</file> | idle-timeout
13 Il manque un espace. => UUID=ed5ac6e5-9fc3-4d28-b0b5-0c4466249c71 /mnt/point-de-montage ext4  noauto,nofail,x-systemd.automount,x-systemd.idle-timeout=2s,x-systemd.device-timeout=30ms</file> | x-systemd => suggestions : [' x-systemd']
13 Mot inconnu : x-systemd => UUID=ed5ac6e5-9fc3-4d28-b0b5-0c4466249c71 /mnt/point-de-montage ext4  noauto,nofail,x-systemd.automount,x-systemd.idle-timeout=2s,x-systemd.device-timeout=30ms</file> | x-systemd
13 Mot inconnu : device-timeout => UUID=ed5ac6e5-9fc3-4d28-b0b5-0c4466249c71 /mnt/point-de-montage ext4  noauto,nofail,x-systemd.automount,x-systemd.idle-timeout=2s,x-systemd.device-timeout=30ms</file> | device-timeout

15 Mot inconnu : systemd-automount => Ainsi, à moins d'avoir des besoins spécifiques, dans la plupart des cas systemd-automount fonctionnera correctement. Cela permet, par exemple, monter automatiquement des disques durs que l'on insère dans un dock sur le bureau (stockage, sauvegarde...).</note> | systemd-automount
15 Typographie : points de suspension. Utilisez le caractère dédié. => Ainsi, à moins d'avoir des besoins spécifiques, dans la plupart des cas systemd-automount fonctionnera correctement. Cela permet, par exemple, monter automatiquement des disques durs que l'on insère dans un dock sur le bureau (stockage, sauvegarde...).</note> | ... => suggestions : ['…']

20 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Le principal, c'est qu'**il n'est pas toujours possible de rendre le montage automatique**. Il est censé l'être si vous ne spécifiez pas "noauto" dans les options de montage dans ///etc/fstab//. Cependant, si lors du montage vous n'êtes pas encore connecté (en wifi par exemple), alors il ne se fait pas, et il faut l'effectuer manuellement (de même que le démontage). |    => suggestions : ['']
20 Guillemets typographiques ouvrants. =>   * Le principal, c'est qu'**il n'est pas toujours possible de rendre le montage automatique**. Il est censé l'être si vous ne spécifiez pas "noauto" dans les options de montage dans ///etc/fstab//. Cependant, si lors du montage vous n'êtes pas encore connecté (en wifi par exemple), alors il ne se fait pas, et il faut l'effectuer manuellement (de même que le démontage). | " => suggestions : ['«\xa0', '“']
20 Mot inconnu : noauto =>   * Le principal, c'est qu'**il n'est pas toujours possible de rendre le montage automatique**. Il est censé l'être si vous ne spécifiez pas "noauto" dans les options de montage dans ///etc/fstab//. Cependant, si lors du montage vous n'êtes pas encore connecté (en wifi par exemple), alors il ne se fait pas, et il faut l'effectuer manuellement (de même que le démontage). | noauto
20 Guillemets typographiques fermants. =>   * Le principal, c'est qu'**il n'est pas toujours possible de rendre le montage automatique**. Il est censé l'être si vous ne spécifiez pas "noauto" dans les options de montage dans ///etc/fstab//. Cependant, si lors du montage vous n'êtes pas encore connecté (en wifi par exemple), alors il ne se fait pas, et il faut l'effectuer manuellement (de même que le démontage). | " => suggestions : ['\xa0»', '”']

21 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Un autre inconvénient, moins important, est que **les dossiers restent montés et consomment des ressources** même si vous ne les utilisez pas. |    => suggestions : ['']

22 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Si vous éteignez l'ordinateur qui partage ses données, les autres ordinateurs auront des difficultés à gérer la situation (par exemple, le shutdown qui bloque à cause d'un ancien montage nfs). |    => suggestions : ['']
22 Mot inconnu : shutdown =>   * Si vous éteignez l'ordinateur qui partage ses données, les autres ordinateurs auront des difficultés à gérer la situation (par exemple, le shutdown qui bloque à cause d'un ancien montage nfs). | shutdown
22 Mot inconnu : nfs =>   * Si vous éteignez l'ordinateur qui partage ses données, les autres ordinateurs auront des difficultés à gérer la situation (par exemple, le shutdown qui bloque à cause d'un ancien montage nfs). | nfs

24 Mot inconnu : nautilus => D'autre part les montages réalisés à partir de nautilus (ou files) ne sont pas visibles dans les autres applications comme Firefox, shotwell, .... | nautilus
24 Mot inconnu : shotwell => D'autre part les montages réalisés à partir de nautilus (ou files) ne sont pas visibles dans les autres applications comme Firefox, shotwell, .... | shotwell
24 Une de ces ponctuations est superflue. => D'autre part les montages réalisés à partir de nautilus (ou files) ne sont pas visibles dans les autres applications comme Firefox, shotwell, .... | , . => suggestions : [',', '.']
