7 Mot inconnu : logitechquickcammessengerrefresh2007oem => {{ :logitechquickcammessengerrefresh2007oem.jpg?x75 |Messenger Refresh 2007}}
7 Il manque un espace insécable. => {{ :logitechquickcammessengerrefresh2007oem.jpg?x75 |Messenger Refresh 2007}}
7 Il manque un espace. => {{ :logitechquickcammessengerrefresh2007oem.jpg?x75 |Messenger Refresh 2007}}
7 Mot inconnu : x75 => {{ :logitechquickcammessengerrefresh2007oem.jpg?x75 |Messenger Refresh 2007}}
7 Mot inconnu : Messenger => {{ :logitechquickcammessengerrefresh2007oem.jpg?x75 |Messenger Refresh 2007}}
7 Mot inconnu : Refresh => {{ :logitechquickcammessengerrefresh2007oem.jpg?x75 |Messenger Refresh 2007}}

11 Espace(s) en fin de ligne à supprimer. => **Légende :**  

13 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   *{{icons:icon-ubuntu.png|Fonctionne immédiatement}} : Fonctionne immédiatement
13 Mot inconnu : icons =>   *{{icons:icon-ubuntu.png|Fonctionne immédiatement}} : Fonctionne immédiatement
13 Il manque un espace. =>   *{{icons:icon-ubuntu.png|Fonctionne immédiatement}} : Fonctionne immédiatement
13 Mot inconnu : icon-ubuntu =>   *{{icons:icon-ubuntu.png|Fonctionne immédiatement}} : Fonctionne immédiatement
13 Il manque un espace insécable. =>   *{{icons:icon-ubuntu.png|Fonctionne immédiatement}} : Fonctionne immédiatement

14 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   *{{icons:important.png|Fonctionne après config}} : Fonctionne après quelques manipulations  
14 Mot inconnu : icons =>   *{{icons:important.png|Fonctionne après config}} : Fonctionne après quelques manipulations  
14 Il manque un espace. =>   *{{icons:important.png|Fonctionne après config}} : Fonctionne après quelques manipulations  
14 Il manque un espace insécable. =>   *{{icons:important.png|Fonctionne après config}} : Fonctionne après quelques manipulations  
14 Espace(s) en fin de ligne à supprimer. =>   *{{icons:important.png|Fonctionne après config}} : Fonctionne après quelques manipulations  

15 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   *{{icons:process-stop.png?36|Ne fonctionne pas}} : Ne fonctionne pas
15 Mot inconnu : icons =>   *{{icons:process-stop.png?36|Ne fonctionne pas}} : Ne fonctionne pas
15 Il manque un espace. =>   *{{icons:process-stop.png?36|Ne fonctionne pas}} : Ne fonctionne pas
15 Il manque un espace insécable. =>   *{{icons:process-stop.png?36|Ne fonctionne pas}} : Ne fonctionne pas
15 Il manque un espace. =>   *{{icons:process-stop.png?36|Ne fonctionne pas}} : Ne fonctionne pas
15 Il manque un espace insécable. =>   *{{icons:process-stop.png?36|Ne fonctionne pas}} : Ne fonctionne pas

16 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   *{{icons:icon-support.png|Pas testé}} : Pas d'informations disponibles
16 Mot inconnu : icons =>   *{{icons:icon-support.png|Pas testé}} : Pas d'informations disponibles
16 Il manque un espace. =>   *{{icons:icon-support.png|Pas testé}} : Pas d'informations disponibles
16 Mot inconnu : icon-support =>   *{{icons:icon-support.png|Pas testé}} : Pas d'informations disponibles
16 Il manque un espace insécable. =>   *{{icons:icon-support.png|Pas testé}} : Pas d'informations disponibles

17 Mot inconnu : Aiptek => ===== Webcams du constructeur Aiptek =====

19 Mot inconnu : lsusb => ^ Constructeur ^ Modèle ^ Prise en charge ^ Version ^ Commande lsusb ^ Commentaire ^

20 Mot inconnu : Aiptek => | Aiptek | PocketDVII 1.3 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:0104| pilote gspca |
20 Mot inconnu : PocketDVII => | Aiptek | PocketDVII 1.3 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:0104| pilote gspca |
20 Mot inconnu : icons => | Aiptek | PocketDVII 1.3 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:0104| pilote gspca |
20 Il manque un espace. => | Aiptek | PocketDVII 1.3 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:0104| pilote gspca |
20 Mot inconnu : icon-ubuntu => | Aiptek | PocketDVII 1.3 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:0104| pilote gspca |
20 Mot inconnu : ca => | Aiptek | PocketDVII 1.3 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:0104| pilote gspca |
20 Il manque un espace. => | Aiptek | PocketDVII 1.3 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:0104| pilote gspca |
20 Mot inconnu : gspca => | Aiptek | PocketDVII 1.3 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:0104| pilote gspca |

21 Mot inconnu : Aiptek => | Aiptek | Pocket DV3100+ | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:0106| pilote gspca |
21 Mot inconnu : Pocket => | Aiptek | Pocket DV3100+ | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:0106| pilote gspca |
21 Mot inconnu : DV3100 => | Aiptek | Pocket DV3100+ | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:0106| pilote gspca |
21 Mot inconnu : icons => | Aiptek | Pocket DV3100+ | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:0106| pilote gspca |
21 Il manque un espace. => | Aiptek | Pocket DV3100+ | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:0106| pilote gspca |
21 Mot inconnu : icon-ubuntu => | Aiptek | Pocket DV3100+ | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:0106| pilote gspca |
21 Mot inconnu : ca => | Aiptek | Pocket DV3100+ | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:0106| pilote gspca |
21 Il manque un espace. => | Aiptek | Pocket DV3100+ | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:0106| pilote gspca |
21 Mot inconnu : gspca => | Aiptek | Pocket DV3100+ | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:0106| pilote gspca |

22 Mot inconnu : Aiptek => | Aiptek | Mini PenCam 2 M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2008| pilote gspca |
22 Mot inconnu : PenCam => | Aiptek | Mini PenCam 2 M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2008| pilote gspca |
22 Si “M” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. => | Aiptek | Mini PenCam 2 M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2008| pilote gspca |
22 Mot inconnu : icons => | Aiptek | Mini PenCam 2 M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2008| pilote gspca |
22 Il manque un espace. => | Aiptek | Mini PenCam 2 M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2008| pilote gspca |
22 Mot inconnu : icon-ubuntu => | Aiptek | Mini PenCam 2 M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2008| pilote gspca |
22 Mot inconnu : ca => | Aiptek | Mini PenCam 2 M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2008| pilote gspca |
22 Il manque un espace. => | Aiptek | Mini PenCam 2 M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2008| pilote gspca |
22 Mot inconnu : gspca => | Aiptek | Mini PenCam 2 M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2008| pilote gspca |

23 Mot inconnu : Aiptek => | Aiptek | Mini PenCam 1.3 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 04fc:504a| pilote gspca |
23 Mot inconnu : PenCam => | Aiptek | Mini PenCam 1.3 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 04fc:504a| pilote gspca |
23 Mot inconnu : icons => | Aiptek | Mini PenCam 1.3 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 04fc:504a| pilote gspca |
23 Il manque un espace. => | Aiptek | Mini PenCam 1.3 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 04fc:504a| pilote gspca |
23 Mot inconnu : icon-ubuntu => | Aiptek | Mini PenCam 1.3 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 04fc:504a| pilote gspca |
23 Mot inconnu : fc => | Aiptek | Mini PenCam 1.3 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 04fc:504a| pilote gspca |
23 Il manque un espace. => | Aiptek | Mini PenCam 1.3 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 04fc:504a| pilote gspca |
23 Mot inconnu : gspca => | Aiptek | Mini PenCam 1.3 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 04fc:504a| pilote gspca |

24 Mot inconnu : Aiptek => | Aiptek | PocketCam 3M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2010| pilote gspca |
24 Mot inconnu : PocketCam => | Aiptek | PocketCam 3M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2010| pilote gspca |
24 Mot inconnu : icons => | Aiptek | PocketCam 3M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2010| pilote gspca |
24 Il manque un espace. => | Aiptek | PocketCam 3M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2010| pilote gspca |
24 Mot inconnu : icon-ubuntu => | Aiptek | PocketCam 3M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2010| pilote gspca |
24 Mot inconnu : ca => | Aiptek | PocketCam 3M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2010| pilote gspca |
24 Il manque un espace. => | Aiptek | PocketCam 3M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2010| pilote gspca |
24 Mot inconnu : gspca => | Aiptek | PocketCam 3M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2010| pilote gspca |

25 Mot inconnu : Aiptek => | Aiptek | PocketCam 2 Mega | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2016| pilote gspca |
25 Mot inconnu : PocketCam => | Aiptek | PocketCam 2 Mega | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2016| pilote gspca |
25 Mot inconnu : Mega => | Aiptek | PocketCam 2 Mega | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2016| pilote gspca |
25 Mot inconnu : icons => | Aiptek | PocketCam 2 Mega | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2016| pilote gspca |
25 Il manque un espace. => | Aiptek | PocketCam 2 Mega | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2016| pilote gspca |
25 Mot inconnu : icon-ubuntu => | Aiptek | PocketCam 2 Mega | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2016| pilote gspca |
25 Mot inconnu : ca => | Aiptek | PocketCam 2 Mega | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2016| pilote gspca |
25 Il manque un espace. => | Aiptek | PocketCam 2 Mega | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2016| pilote gspca |
25 Mot inconnu : gspca => | Aiptek | PocketCam 2 Mega | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2016| pilote gspca |

26 Mot inconnu : Aiptek => | Aiptek | Pencam SD 2M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2018| pilote gspca |
26 Mot inconnu : Pencam => | Aiptek | Pencam SD 2M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2018| pilote gspca |
26 Mot inconnu : SD => | Aiptek | Pencam SD 2M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2018| pilote gspca |
26 Mot inconnu : icons => | Aiptek | Pencam SD 2M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2018| pilote gspca |
26 Il manque un espace. => | Aiptek | Pencam SD 2M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2018| pilote gspca |
26 Mot inconnu : icon-ubuntu => | Aiptek | Pencam SD 2M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2018| pilote gspca |
26 Mot inconnu : ca => | Aiptek | Pencam SD 2M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2018| pilote gspca |
26 Il manque un espace. => | Aiptek | Pencam SD 2M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2018| pilote gspca |
26 Mot inconnu : gspca => | Aiptek | Pencam SD 2M | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2018| pilote gspca |

27 Mot inconnu : Aiptek => | Aiptek | Slim 3000F | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2020| pilote gspca |
27 Mot inconnu : icons => | Aiptek | Slim 3000F | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2020| pilote gspca |
27 Il manque un espace. => | Aiptek | Slim 3000F | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2020| pilote gspca |
27 Mot inconnu : icon-ubuntu => | Aiptek | Slim 3000F | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2020| pilote gspca |
27 Mot inconnu : ca => | Aiptek | Slim 3000F | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2020| pilote gspca |
27 Il manque un espace. => | Aiptek | Slim 3000F | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2020| pilote gspca |
27 Mot inconnu : gspca => | Aiptek | Slim 3000F | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2020| pilote gspca |

28 Mot inconnu : Aiptek => | Aiptek | Slim 3200 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2022| pilote gspca |
28 Mot inconnu : icons => | Aiptek | Slim 3200 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2022| pilote gspca |
28 Il manque un espace. => | Aiptek | Slim 3200 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2022| pilote gspca |
28 Mot inconnu : icon-ubuntu => | Aiptek | Slim 3200 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2022| pilote gspca |
28 Mot inconnu : ca => | Aiptek | Slim 3200 | {{icons:icon-ubuntu.png|Fonctionne immédiatement}} | | 08ca:2022| pilote gspca |
