
22 Mot inconnu : Many [[1:5]] => >Many people regard you as a personification of Ubuntu.  <|> many
22 Mot inconnu : you [[20:23]] => >Many people regard you as a personification of Ubuntu.  <|> you
22 Mot inconnu : personification [[29:44]] => >Many people regard you as a personification of Ubuntu.  <|> personification
22 Mot inconnu : of [[45:47]] => >Many people regard you as a personification of Ubuntu.  <|> of
22 Espace(s) en fin de ligne à supprimer. [[55:56]] => >Many people regard you as a personification of Ubuntu.  <|>   => suggestions : ['']

23 Mot inconnu : What [[1:5]] => >What do you describe Ubuntu to be ? <|> what
23 Mot inconnu : you [[9:12]] => >What do you describe Ubuntu to be ? <|> you
23 Mot inconnu : describe [[13:21]] => >What do you describe Ubuntu to be ? <|> describe
23 Mot inconnu : to [[29:31]] => >What do you describe Ubuntu to be ? <|> to

26 Mot inconnu : the [[4:7]] => >In the old days when we were young, a traveller through a <|> the
26 Mot inconnu : old [[8:11]] => >In the old days when we were young, a traveller through a <|> old
26 Mot inconnu : days [[12:16]] => >In the old days when we were young, a traveller through a <|> days
26 Mot inconnu : when [[17:21]] => >In the old days when we were young, a traveller through a <|> when
26 Mot inconnu : we [[22:24]] => >In the old days when we were young, a traveller through a <|> we
26 Mot inconnu : were [[25:29]] => >In the old days when we were young, a traveller through a <|> were
26 Mot inconnu : young [[30:35]] => >In the old days when we were young, a traveller through a <|> young
26 Mot inconnu : traveller [[39:48]] => >In the old days when we were young, a traveller through a <|> traveller
26 Mot inconnu : through [[49:56]] => >In the old days when we were young, a traveller through a <|> through

27 Mot inconnu : would [[9:14]] => >country would stop at a village, and he didn't have to ask <|> would
27 Mot inconnu : at [[20:22]] => >country would stop at a village, and he didn't have to ask <|> at
27 Mot inconnu : and [[34:37]] => >country would stop at a village, and he didn't have to ask <|> and
27 Mot inconnu : he [[38:40]] => >country would stop at a village, and he didn't have to ask <|> he
27 Mot inconnu : didn't [[41:47]] => >country would stop at a village, and he didn't have to ask <|> didn't
27 Mot inconnu : to [[53:55]] => >country would stop at a village, and he didn't have to ask <|> to
27 Mot inconnu : ask [[56:59]] => >country would stop at a village, and he didn't have to ask <|> ask

28 Mot inconnu : food [[5:9]] => >for food or for water. <|> food

29 Mot inconnu : he [[7:9]] => > Once he stops the people give him food ; entertain him.  <|> he
29 Mot inconnu : the [[16:19]] => > Once he stops the people give him food ; entertain him.  <|> the
29 Mot inconnu : give [[27:31]] => > Once he stops the people give him food ; entertain him.  <|> give
29 Mot inconnu : him [[32:35]] => > Once he stops the people give him food ; entertain him.  <|> him
29 Mot inconnu : food [[36:40]] => > Once he stops the people give him food ; entertain him.  <|> food
29 Mot inconnu : entertain [[43:52]] => > Once he stops the people give him food ; entertain him.  <|> entertain
29 Mot inconnu : him [[53:56]] => > Once he stops the people give him food ; entertain him.  <|> him
29 Espace(s) en fin de ligne à supprimer. [[57:58]] => > Once he stops the people give him food ; entertain him.  <|>   => suggestions : ['']

30 Mot inconnu : That [[1:5]] => >That is one aspect of Ubuntu... but it has various aspects. <|> that
30 Mot inconnu : is [[6:8]] => >That is one aspect of Ubuntu... but it has various aspects. <|> is
30 Mot inconnu : one [[9:12]] => >That is one aspect of Ubuntu... but it has various aspects. <|> one
30 Mot inconnu : of [[20:22]] => >That is one aspect of Ubuntu... but it has various aspects. <|> of
30 Typographie : points de suspension. Utilisez le caractère dédié. [[29:32]] => >That is one aspect of Ubuntu... but it has various aspects. <|> ... => suggestions : ['…']
30 Mot inconnu : it [[37:39]] => >That is one aspect of Ubuntu... but it has various aspects. <|> it
30 Mot inconnu : has [[40:43]] => >That is one aspect of Ubuntu... but it has various aspects. <|> has
30 Mot inconnu : various [[44:51]] => >That is one aspect of Ubuntu... but it has various aspects. <|> various

33 Mot inconnu : Helpfulness [[1:12]] => >Helpfulness <|> helpfulness

34 Mot inconnu : Sharing [[1:8]] => >Sharing <|> sharing

35 Mot inconnu : Community [[1:10]] => >Community <|> community

36 Mot inconnu : Caring [[1:7]] => >Caring <|> caring

38 Mot inconnu : Unselfishness [[1:14]] => >Unselfishness <|> unselfishness

39 Mot inconnu : One [[1:4]] => >One word can mean so much. This is the spirit of Ubuntu. <|> one
39 Mot inconnu : word [[5:9]] => >One word can mean so much. This is the spirit of Ubuntu. <|> word
39 Mot inconnu : can [[10:13]] => >One word can mean so much. This is the spirit of Ubuntu. <|> can
39 Mot inconnu : mean [[14:18]] => >One word can mean so much. This is the spirit of Ubuntu. <|> mean
39 Mot inconnu : so [[19:21]] => >One word can mean so much. This is the spirit of Ubuntu. <|> so
39 Mot inconnu : much [[22:26]] => >One word can mean so much. This is the spirit of Ubuntu. <|> much
39 Mot inconnu : This [[28:32]] => >One word can mean so much. This is the spirit of Ubuntu. <|> this
39 Mot inconnu : is [[33:35]] => >One word can mean so much. This is the spirit of Ubuntu. <|> is
39 Mot inconnu : the [[36:39]] => >One word can mean so much. This is the spirit of Ubuntu. <|> the
39 Mot inconnu : spirit [[40:46]] => >One word can mean so much. This is the spirit of Ubuntu. <|> spirit
39 Mot inconnu : of [[47:49]] => >One word can mean so much. This is the spirit of Ubuntu. <|> of

42 Mot inconnu : does [[8:12]] => >Ubuntu does not mean that people should not address themselves.  <|> does
42 Mot inconnu : not [[13:16]] => >Ubuntu does not mean that people should not address themselves.  <|> not
42 Mot inconnu : mean [[17:21]] => >Ubuntu does not mean that people should not address themselves.  <|> mean
42 Mot inconnu : that [[22:26]] => >Ubuntu does not mean that people should not address themselves.  <|> that
42 Mot inconnu : should [[34:40]] => >Ubuntu does not mean that people should not address themselves.  <|> should
42 Mot inconnu : not [[41:44]] => >Ubuntu does not mean that people should not address themselves.  <|> not
42 Mot inconnu : address [[45:52]] => >Ubuntu does not mean that people should not address themselves.  <|> address
42 Mot inconnu : themselves [[53:63]] => >Ubuntu does not mean that people should not address themselves.  <|> themselves
42 Espace(s) en fin de ligne à supprimer. [[64:65]] => >Ubuntu does not mean that people should not address themselves.  <|>   => suggestions : ['']

43 Mot inconnu : The [[1:4]] => >The question therefore is, are you going to do so in order to enable the community around you, and enable it to improve ? <|> the
43 Mot inconnu : therefore [[14:23]] => >The question therefore is, are you going to do so in order to enable the community around you, and enable it to improve ? <|> therefore
43 Mot inconnu : is [[24:26]] => >The question therefore is, are you going to do so in order to enable the community around you, and enable it to improve ? <|> is
43 Mot inconnu : you [[32:35]] => >The question therefore is, are you going to do so in order to enable the community around you, and enable it to improve ? <|> you
43 Mot inconnu : going [[36:41]] => >The question therefore is, are you going to do so in order to enable the community around you, and enable it to improve ? <|> going
43 Mot inconnu : to [[42:44]] => >The question therefore is, are you going to do so in order to enable the community around you, and enable it to improve ? <|> to
43 Mot inconnu : so [[48:50]] => >The question therefore is, are you going to do so in order to enable the community around you, and enable it to improve ? <|> so
43 Mot inconnu : order [[54:59]] => >The question therefore is, are you going to do so in order to enable the community around you, and enable it to improve ? <|> order
43 Mot inconnu : to [[60:62]] => >The question therefore is, are you going to do so in order to enable the community around you, and enable it to improve ? <|> to
43 Mot inconnu : enable [[63:69]] => >The question therefore is, are you going to do so in order to enable the community around you, and enable it to improve ? <|> enable
43 Mot inconnu : the [[70:73]] => >The question therefore is, are you going to do so in order to enable the community around you, and enable it to improve ? <|> the
43 Mot inconnu : community [[74:83]] => >The question therefore is, are you going to do so in order to enable the community around you, and enable it to improve ? <|> community
43 Mot inconnu : around [[84:90]] => >The question therefore is, are you going to do so in order to enable the community around you, and enable it to improve ? <|> around
43 Mot inconnu : you [[91:94]] => >The question therefore is, are you going to do so in order to enable the community around you, and enable it to improve ? <|> you
43 Mot inconnu : and [[96:99]] => >The question therefore is, are you going to do so in order to enable the community around you, and enable it to improve ? <|> and
43 Mot inconnu : enable [[100:106]] => >The question therefore is, are you going to do so in order to enable the community around you, and enable it to improve ? <|> enable
43 Mot inconnu : it [[107:109]] => >The question therefore is, are you going to do so in order to enable the community around you, and enable it to improve ? <|> it
43 Mot inconnu : to [[110:112]] => >The question therefore is, are you going to do so in order to enable the community around you, and enable it to improve ? <|> to
43 Mot inconnu : improve [[113:120]] => >The question therefore is, are you going to do so in order to enable the community around you, and enable it to improve ? <|> improve

44 Mot inconnu : These [[2:7]] => > These are the important things in life.  <|> these
44 Mot inconnu : the [[12:15]] => > These are the important things in life.  <|> the
44 Mot inconnu : things [[26:32]] => > These are the important things in life.  <|> things
44 Mot inconnu : life [[36:40]] => > These are the important things in life.  <|> life
44 Espace(s) en fin de ligne à supprimer. [[41:42]] => > These are the important things in life.  <|>   => suggestions : ['']

45 Mot inconnu : And [[1:4]] => >And if one can do that, you have done something very important which will be appreciated. <|> and
45 Mot inconnu : one [[8:11]] => >And if one can do that, you have done something very important which will be appreciated. <|> one
45 Mot inconnu : can [[12:15]] => >And if one can do that, you have done something very important which will be appreciated. <|> can
45 Mot inconnu : that [[19:23]] => >And if one can do that, you have done something very important which will be appreciated. <|> that
45 Mot inconnu : you [[25:28]] => >And if one can do that, you have done something very important which will be appreciated. <|> you
45 Mot inconnu : done [[34:38]] => >And if one can do that, you have done something very important which will be appreciated. <|> done
45 Mot inconnu : something [[39:48]] => >And if one can do that, you have done something very important which will be appreciated. <|> something
45 Mot inconnu : very [[49:53]] => >And if one can do that, you have done something very important which will be appreciated. <|> very
45 Mot inconnu : which [[64:69]] => >And if one can do that, you have done something very important which will be appreciated. <|> which
45 Mot inconnu : will [[70:74]] => >And if one can do that, you have done something very important which will be appreciated. <|> will
45 Mot inconnu : appreciated [[78:89]] => >And if one can do that, you have done something very important which will be appreciated. <|> appreciated

49 Espace(s) en fin de ligne à supprimer. [[150:151]] => **Note :** cette traduction est assez grossière et n'est là que pour donner une idée générale du texte, une révision de cette traduction serait utile.  <|>   => suggestions : ['']

59 Si « mais » est la conjonction de coordination, une virgule est souhaitable si elle introduit une nouvelle proposition. [[32:37]] => >C'est l'un des aspects d'Ubuntu mais il y en a d'autres. <|>  mais => suggestions : [', mais']

73 Espace(s) en fin de ligne à supprimer. [[42:43]] => >C'est cela qui est important dans la vie.  <|>   => suggestions : ['']
