
40 Mot inconnu : node => Se connecter à votre interface (node) : | node

44 Mot inconnu : Freenet => Pour lancer Freenet : | freenet

46 Mot inconnu : Freenet => Pour stopper Freenet : | freenet

50 Mot inconnu : Freenet => ==== Lancement de Freenet sécurisé au démarrage de la machine ==== | freenet

52 Mot inconnu : Freenet => Installation d'un utilisateur Freenet : | freenet

55 Mot inconnu : Freenet => Création du dossier pour y déplacer les fichiers de Freenet : | freenet

65 Mot inconnu : Freenet => Modification de ce script pour qu'il fonctionne avec l'utilisateur Freenet : | freenet

70 S’il s’agit d’un impératif, la terminaison est “is”, non “it”. => devient | devient => suggestions : ['deviens']

71 Mot inconnu : RUN_AS_USER => <file>RUN_AS_USER=freenet</file> | run_as_user
71 Mot inconnu : freenet => <file>RUN_AS_USER=freenet</file> | freenet

73 Mot inconnu : daemon => Test & lancement du daemon freenet : | daemon
73 Mot inconnu : freenet => Test & lancement du daemon freenet : | freenet

78 Mot inconnu : node => Chaque node a un port différent. | node
79 Mot inconnu : connectivity => Pour connaître le port à ouvrir rendez-vous en bas de la page : http://127.0.0.1:8888/connectivity/ | connectivity

82 Mot inconnu : __Exemple__ => __Exemple__: Ports utilisés par le noeud | __exemple__
82 Mot inconnu : noeud => __Exemple__: Ports utilisés par le noeud | noeud

84 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * Darknet FNP : **xxxxx**/UDP (communication entre les noeuds ; vous voudrez sans doute ouvrir ce port dans votre firewall) |      => suggestions : ['']
84 Mot inconnu : FNP =>     * Darknet FNP : **xxxxx**/UDP (communication entre les noeuds ; vous voudrez sans doute ouvrir ce port dans votre firewall) | fnp
84 Mot inconnu : xxxxx =>     * Darknet FNP : **xxxxx**/UDP (communication entre les noeuds ; vous voudrez sans doute ouvrir ce port dans votre firewall) | xxxxx
84 Mot inconnu : UDP =>     * Darknet FNP : **xxxxx**/UDP (communication entre les noeuds ; vous voudrez sans doute ouvrir ce port dans votre firewall) | udp
84 Mot inconnu : noeuds =>     * Darknet FNP : **xxxxx**/UDP (communication entre les noeuds ; vous voudrez sans doute ouvrir ce port dans votre firewall) | noeuds
84 Mot inconnu : firewall =>     * Darknet FNP : **xxxxx**/UDP (communication entre les noeuds ; vous voudrez sans doute ouvrir ce port dans votre firewall) | firewall

