
9 Mot inconnu : Bluewin => ====== Bluewin ADSL (ou ADSL via PPPoE) ====== | bluewin
9 Mot inconnu : PPPoE => ====== Bluewin ADSL (ou ADSL via PPPoE) ====== | pppoe

12 Mot inconnu : Alcatel => Cette page avait été créée afin d'utiliser un modem **Alcatel Speedtouch USB** pour se connecter via une connexion **Bluewin ADSL** (en Suisse) alors que le paquet **speedtouch-ng** ne supportait pas le PPPoE via ATM. | alcatel
12 Mot inconnu : Speedtouch => Cette page avait été créée afin d'utiliser un modem **Alcatel Speedtouch USB** pour se connecter via une connexion **Bluewin ADSL** (en Suisse) alors que le paquet **speedtouch-ng** ne supportait pas le PPPoE via ATM. | speedtouch
12 Mot inconnu : Bluewin => Cette page avait été créée afin d'utiliser un modem **Alcatel Speedtouch USB** pour se connecter via une connexion **Bluewin ADSL** (en Suisse) alors que le paquet **speedtouch-ng** ne supportait pas le PPPoE via ATM. | bluewin
12 Mot inconnu : speedtouch-ng => Cette page avait été créée afin d'utiliser un modem **Alcatel Speedtouch USB** pour se connecter via une connexion **Bluewin ADSL** (en Suisse) alors que le paquet **speedtouch-ng** ne supportait pas le PPPoE via ATM. | speedtouch-ng
12 Mot inconnu : PPPoE => Cette page avait été créée afin d'utiliser un modem **Alcatel Speedtouch USB** pour se connecter via une connexion **Bluewin ADSL** (en Suisse) alors que le paquet **speedtouch-ng** ne supportait pas le PPPoE via ATM. | pppoe
13 Mot inconnu : breezy => [[utilisateurs:SuperDindon]] a ajouté ce support à son paquet et vous pouvez l'utiliser (testé sur breezy). | breezy

16 Mot inconnu : Netopia => Pour ceux qui auraient un modem **USB Netopia Cayman**, aucun support n'est prévu. Il faut contacter bluewin au 0800 80 80 40 qui voudra bien vous envoyer un routeur ethernet en échange de 48.- CHF et de la prolongation de l'abonnement pour une année. | netopia
16 Mot inconnu : Cayman => Pour ceux qui auraient un modem **USB Netopia Cayman**, aucun support n'est prévu. Il faut contacter bluewin au 0800 80 80 40 qui voudra bien vous envoyer un routeur ethernet en échange de 48.- CHF et de la prolongation de l'abonnement pour une année. | cayman
16 Mot inconnu : bluewin => Pour ceux qui auraient un modem **USB Netopia Cayman**, aucun support n'est prévu. Il faut contacter bluewin au 0800 80 80 40 qui voudra bien vous envoyer un routeur ethernet en échange de 48.- CHF et de la prolongation de l'abonnement pour une année. | bluewin
16 Mot inconnu : ethernet => Pour ceux qui auraient un modem **USB Netopia Cayman**, aucun support n'est prévu. Il faut contacter bluewin au 0800 80 80 40 qui voudra bien vous envoyer un routeur ethernet en échange de 48.- CHF et de la prolongation de l'abonnement pour une année. | ethernet

20 Mot inconnu : Bluewin => Si vous disposez d'une connexion **Bluewin ADSL** avec un modem **Alcatel SpeedTouch USB** (la "raie verte"), vous n'arriverez malheureusement pas à vous connecter directement après l'installation d'Ubuntu. | bluewin
20 Mot inconnu : Alcatel => Si vous disposez d'une connexion **Bluewin ADSL** avec un modem **Alcatel SpeedTouch USB** (la "raie verte"), vous n'arriverez malheureusement pas à vous connecter directement après l'installation d'Ubuntu. | alcatel
20 Mot inconnu : SpeedTouch => Si vous disposez d'une connexion **Bluewin ADSL** avec un modem **Alcatel SpeedTouch USB** (la "raie verte"), vous n'arriverez malheureusement pas à vous connecter directement après l'installation d'Ubuntu. | speedtouch
20 Guillemets typographiques ouvrants. => Si vous disposez d'une connexion **Bluewin ADSL** avec un modem **Alcatel SpeedTouch USB** (la "raie verte"), vous n'arriverez malheureusement pas à vous connecter directement après l'installation d'Ubuntu. | " => suggestions : ['«\xa0', '“']
20 Guillemets typographiques fermants. => Si vous disposez d'une connexion **Bluewin ADSL** avec un modem **Alcatel SpeedTouch USB** (la "raie verte"), vous n'arriverez malheureusement pas à vous connecter directement après l'installation d'Ubuntu. | " => suggestions : ['\xa0»', '”']

24 Mot inconnu : Bluewin => **Bluewin utilisant PPPoE, il vous faut configurer manuellement votre connexion. J'essaie de décrire assez simplement les différentes étapes qui m'ont permis de me connecter à l'Internet avec Bluewin ADSL.** | bluewin
24 Mot inconnu : PPPoE => **Bluewin utilisant PPPoE, il vous faut configurer manuellement votre connexion. J'essaie de décrire assez simplement les différentes étapes qui m'ont permis de me connecter à l'Internet avec Bluewin ADSL.** | pppoe
24 Mot inconnu : Bluewin => **Bluewin utilisant PPPoE, il vous faut configurer manuellement votre connexion. J'essaie de décrire assez simplement les différentes étapes qui m'ont permis de me connecter à l'Internet avec Bluewin ADSL.** | bluewin
26 Espace(s) surnuméraire(s) à supprimer. => //Note : cette méthode s'adresse également  aux utilisateurs diposant d'une connexion ADSL avec un FAI utilisant PPPoE. Vous trouverez un tableau des différents FAI et des protocoles utilisés dans la [[http://www.linux-usb.org/SpeedTouch/faq/index.html#q12|FAQ du site Linux-usb.org]]. // |    => suggestions : [' ']
26 Mot inconnu : diposant => //Note : cette méthode s'adresse également  aux utilisateurs diposant d'une connexion ADSL avec un FAI utilisant PPPoE. Vous trouverez un tableau des différents FAI et des protocoles utilisés dans la [[http://www.linux-usb.org/SpeedTouch/faq/index.html#q12|FAQ du site Linux-usb.org]]. // | diposant
26 Mot inconnu : PPPoE => //Note : cette méthode s'adresse également  aux utilisateurs diposant d'une connexion ADSL avec un FAI utilisant PPPoE. Vous trouverez un tableau des différents FAI et des protocoles utilisés dans la [[http://www.linux-usb.org/SpeedTouch/faq/index.html#q12|FAQ du site Linux-usb.org]]. // | pppoe
26 Mot inconnu : Linux-usb => //Note : cette méthode s'adresse également  aux utilisateurs diposant d'une connexion ADSL avec un FAI utilisant PPPoE. Vous trouverez un tableau des différents FAI et des protocoles utilisés dans la [[http://www.linux-usb.org/SpeedTouch/faq/index.html#q12|FAQ du site Linux-usb.org]]. // | linux-usb

36 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

41 S’il s’agit d’une action que le sujet peut accomplir, le verbe devrait être à l’infinitif. => Si vous ne possédez pas de connexion réseau configurée à l'installation d'Ubuntu, vous pouvez passez directement à la prochaine étape. | passez => suggestions : ['passer']

43 Guillemets typographiques ouvrants. => En revanche, si vous avez une connexion Ethernet configurée par défaut, il vous faut éditer le fichier// /etc/network/interfaces//, y commenter les lignes commençant par "gateway" et "dns" ainsi qu'effacer le fichier// /etc/resolv.conf //. | " => suggestions : ['«\xa0', '“']
43 Mot inconnu : gateway => En revanche, si vous avez une connexion Ethernet configurée par défaut, il vous faut éditer le fichier// /etc/network/interfaces//, y commenter les lignes commençant par "gateway" et "dns" ainsi qu'effacer le fichier// /etc/resolv.conf //. | gateway
43 Guillemets typographiques fermants. => En revanche, si vous avez une connexion Ethernet configurée par défaut, il vous faut éditer le fichier// /etc/network/interfaces//, y commenter les lignes commençant par "gateway" et "dns" ainsi qu'effacer le fichier// /etc/resolv.conf //. | " => suggestions : ['\xa0»', '”']
43 Guillemets typographiques ouvrants. => En revanche, si vous avez une connexion Ethernet configurée par défaut, il vous faut éditer le fichier// /etc/network/interfaces//, y commenter les lignes commençant par "gateway" et "dns" ainsi qu'effacer le fichier// /etc/resolv.conf //. | " => suggestions : ['«\xa0', '“']
43 Mot inconnu : dns => En revanche, si vous avez une connexion Ethernet configurée par défaut, il vous faut éditer le fichier// /etc/network/interfaces//, y commenter les lignes commençant par "gateway" et "dns" ainsi qu'effacer le fichier// /etc/resolv.conf //. | dns
43 Guillemets typographiques fermants. => En revanche, si vous avez une connexion Ethernet configurée par défaut, il vous faut éditer le fichier// /etc/network/interfaces//, y commenter les lignes commençant par "gateway" et "dns" ainsi qu'effacer le fichier// /etc/resolv.conf //. | " => suggestions : ['\xa0»', '”']

51 Mot inconnu : libatm => ==== 1.1 Installation de libatm ==== | libatm

57 Mot inconnu : br2684ctl => ==== 1.2 Installation de br2684ctl ==== | br2684ctl

67 Mot inconnu : speedtch-1 => Si tout s'est bien déroulé, vous devriez avoir un ficher //speedtch-1.bin// et un fichier //speedtch-2.bin// dans votre répertoire personnel. | speedtch-1
67 Mot inconnu : bin => Si tout s'est bien déroulé, vous devriez avoir un ficher //speedtch-1.bin// et un fichier //speedtch-2.bin// dans votre répertoire personnel. | bin
67 Mot inconnu : speedtch-2 => Si tout s'est bien déroulé, vous devriez avoir un ficher //speedtch-1.bin// et un fichier //speedtch-2.bin// dans votre répertoire personnel. | speedtch-2
67 Mot inconnu : bin => Si tout s'est bien déroulé, vous devriez avoir un ficher //speedtch-1.bin// et un fichier //speedtch-2.bin// dans votre répertoire personnel. | bin

75 Mot inconnu : username => où vous remplacerez //username// par votre nom d'utilisateur et //motdepasse// par votre mot de passe. | username
75 Mot inconnu : motdepasse => où vous remplacerez //username// par votre nom d'utilisateur et //motdepasse// par votre mot de passe. | motdepasse

80 Mot inconnu : Editez => Editez le script speedtch à l'aide de la commande : | editez
80 Mot inconnu : speedtch => Editez le script speedtch à l'aide de la commande : | speedtch

82 Mot inconnu : username => et remplacez //username@isp// par votre nom d'utilisateur de la forme xxxx@bluewin.ch | username

87 Mot inconnu : Editez => Editez le script //dial//, cherchez et remplacez //VP.VC// par //8.35// (VPI.VCI pour Bluewin). | editez
87 Mot inconnu : dial => Editez le script //dial//, cherchez et remplacez //VP.VC// par //8.35// (VPI.VCI pour Bluewin). | dial
87 Mot inconnu : VP => Editez le script //dial//, cherchez et remplacez //VP.VC// par //8.35// (VPI.VCI pour Bluewin). | vp
87 Mot inconnu : VC => Editez le script //dial//, cherchez et remplacez //VP.VC// par //8.35// (VPI.VCI pour Bluewin). | vc
87 Mot inconnu : VPI => Editez le script //dial//, cherchez et remplacez //VP.VC// par //8.35// (VPI.VCI pour Bluewin). | vpi
87 Mot inconnu : VCI => Editez le script //dial//, cherchez et remplacez //VP.VC// par //8.35// (VPI.VCI pour Bluewin). | vci
87 Mot inconnu : Bluewin => Editez le script //dial//, cherchez et remplacez //VP.VC// par //8.35// (VPI.VCI pour Bluewin). | bluewin

92 Mot inconnu : dial => Copiez le script //dial// dans ///etc/init.d// avec: | dial
