
5 Mot inconnu : Disk => ====== Sauvegarde avec Disk Archive (DAR) ====== | disk
5 Mot inconnu : DAR => ====== Sauvegarde avec Disk Archive (DAR) ====== | dar

7 Mot inconnu : Disk => Le but de ce tutoriel est de présenter l'utilisation du logiciel Disk Archive (DAR) pour faire des sauvegardes de données et des sauvegardes différentielles. | disk
7 Mot inconnu : DAR => Le but de ce tutoriel est de présenter l'utilisation du logiciel Disk Archive (DAR) pour faire des sauvegardes de données et des sauvegardes différentielles. | dar

10 Mot inconnu : oeuvre => L'outil de sauvegarde mis en oeuvre dans ce tutoriel est DAR et l'automatisation des tâches est faite avec Anacron. | oeuvre
10 Mot inconnu : DAR => L'outil de sauvegarde mis en oeuvre dans ce tutoriel est DAR et l'automatisation des tâches est faite avec Anacron. | dar
10 Mot inconnu : Anacron => L'outil de sauvegarde mis en oeuvre dans ce tutoriel est DAR et l'automatisation des tâches est faite avec Anacron. | anacron

12 Mot inconnu : anacron => Il montre comment faire une sauvegarde différentielle périodique d'un répertoire donné. Différentiel signifie que la sauvegarde ne prend en compte que ce qui a changé depuis une sauvegarde de référence. Ceci permet d'optimiser le temps et la taille de la sauvegarde. L'automatisation de la tâche est faite avec anacron. Cet outil similaire à Cron est adapté lorsque l'ordinateur n'est pas allumé en continu. La programmation des tâches se fait en périodicité relative par rapport à la dernière exécution des tâches et non pas à date fixe comme avec Cron. | anacron
12 Mot inconnu : Cron => Il montre comment faire une sauvegarde différentielle périodique d'un répertoire donné. Différentiel signifie que la sauvegarde ne prend en compte que ce qui a changé depuis une sauvegarde de référence. Ceci permet d'optimiser le temps et la taille de la sauvegarde. L'automatisation de la tâche est faite avec anacron. Cet outil similaire à Cron est adapté lorsque l'ordinateur n'est pas allumé en continu. La programmation des tâches se fait en périodicité relative par rapport à la dernière exécution des tâches et non pas à date fixe comme avec Cron. | cron
12 Mot inconnu : Cron => Il montre comment faire une sauvegarde différentielle périodique d'un répertoire donné. Différentiel signifie que la sauvegarde ne prend en compte que ce qui a changé depuis une sauvegarde de référence. Ceci permet d'optimiser le temps et la taille de la sauvegarde. L'automatisation de la tâche est faite avec anacron. Cet outil similaire à Cron est adapté lorsque l'ordinateur n'est pas allumé en continu. La programmation des tâches se fait en périodicité relative par rapport à la dernière exécution des tâches et non pas à date fixe comme avec Cron. | cron

16 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * archivage différentiel |    => suggestions : ['']

17 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * paramétrage de la taille des archives |    => suggestions : ['']

18 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * création d'un fichier catalogue contenant la liste des fichiers de l'archive (utile si on veut des archives différentielles sans garder l'archive de référence complète) |    => suggestions : ['']

19 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * compression des données avec gzip ou bzip |    => suggestions : ['']
19 Mot inconnu : gzip =>   * compression des données avec gzip ou bzip | gzip
19 Mot inconnu : bzip =>   * compression des données avec gzip ou bzip | bzip

20 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * extraction partielle de l'archive |    => suggestions : ['']

22 Mot inconnu : DAR => À noter que DAR existe aussi pour windows | dar

26 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer d'une connexion à Internet configurée et activée.  |    => suggestions : ['']
26 Espace(s) en fin de ligne à supprimer. =>   * Disposer d'une connexion à Internet configurée et activée.  |   => suggestions : ['']

35 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

42 Mot inconnu : dar => dar : commande pour lancer DAR | dar
42 Mot inconnu : DAR => dar : commande pour lancer DAR | dar

44 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -v : actionne le mode verbose, DAR fournit des indications sur ce qu'il fait en particulier la liste des fichiers (trame) qu'il archive. | - => suggestions : ['—\xa0', '–\xa0']
44 Mot inconnu : verbose => -v : actionne le mode verbose, DAR fournit des indications sur ce qu'il fait en particulier la liste des fichiers (trame) qu'il archive. | verbose
44 Mot inconnu : DAR => -v : actionne le mode verbose, DAR fournit des indications sur ce qu'il fait en particulier la liste des fichiers (trame) qu'il archive. | dar

46 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -c "/home/famille/dar_backups/full_backup" : création de l'archive, le paramètre qui suit -c indique la localisation de l'archive (ici /home/famille/dar_backups/) et son nom générique (ici full_backup) le (ou les) fichier(s) archive(s) portera le nom générique avec l'extension .1.dar (dans le cas ou plusieurs fichiers sont créés les extensions seront nom-de-la-trame.n.dar avec n l'indice du fichier, si trois fichiers sont créés on aura nom-de-la-trame.1.dar, nom-de-la-trame.2.dar, nom-de-la-trame.3.dar) | - => suggestions : ['—\xa0', '–\xa0']
46 Il manque un espace à côté du tiret. => -c "/home/famille/dar_backups/full_backup" : création de l'archive, le paramètre qui suit -c indique la localisation de l'archive (ici /home/famille/dar_backups/) et son nom générique (ici full_backup) le (ou les) fichier(s) archive(s) portera le nom générique avec l'extension .1.dar (dans le cas ou plusieurs fichiers sont créés les extensions seront nom-de-la-trame.n.dar avec n l'indice du fichier, si trois fichiers sont créés on aura nom-de-la-trame.1.dar, nom-de-la-trame.2.dar, nom-de-la-trame.3.dar) |  - => suggestions : [' – ', ' — ']
46 Mot inconnu : full_backup => -c "/home/famille/dar_backups/full_backup" : création de l'archive, le paramètre qui suit -c indique la localisation de l'archive (ici /home/famille/dar_backups/) et son nom générique (ici full_backup) le (ou les) fichier(s) archive(s) portera le nom générique avec l'extension .1.dar (dans le cas ou plusieurs fichiers sont créés les extensions seront nom-de-la-trame.n.dar avec n l'indice du fichier, si trois fichiers sont créés on aura nom-de-la-trame.1.dar, nom-de-la-trame.2.dar, nom-de-la-trame.3.dar) | full_backup
46 Écriture invariable. Utilisez un point médian. => -c "/home/famille/dar_backups/full_backup" : création de l'archive, le paramètre qui suit -c indique la localisation de l'archive (ici /home/famille/dar_backups/) et son nom générique (ici full_backup) le (ou les) fichier(s) archive(s) portera le nom générique avec l'extension .1.dar (dans le cas ou plusieurs fichiers sont créés les extensions seront nom-de-la-trame.n.dar avec n l'indice du fichier, si trois fichiers sont créés on aura nom-de-la-trame.1.dar, nom-de-la-trame.2.dar, nom-de-la-trame.3.dar) | fichier(s) => suggestions : ['fichier·s']
46 Écriture invariable. Utilisez un point médian. => -c "/home/famille/dar_backups/full_backup" : création de l'archive, le paramètre qui suit -c indique la localisation de l'archive (ici /home/famille/dar_backups/) et son nom générique (ici full_backup) le (ou les) fichier(s) archive(s) portera le nom générique avec l'extension .1.dar (dans le cas ou plusieurs fichiers sont créés les extensions seront nom-de-la-trame.n.dar avec n l'indice du fichier, si trois fichiers sont créés on aura nom-de-la-trame.1.dar, nom-de-la-trame.2.dar, nom-de-la-trame.3.dar) | archive(s) => suggestions : ['archive·s']
46 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => -c "/home/famille/dar_backups/full_backup" : création de l'archive, le paramètre qui suit -c indique la localisation de l'archive (ici /home/famille/dar_backups/) et son nom générique (ici full_backup) le (ou les) fichier(s) archive(s) portera le nom générique avec l'extension .1.dar (dans le cas ou plusieurs fichiers sont créés les extensions seront nom-de-la-trame.n.dar avec n l'indice du fichier, si trois fichiers sont créés on aura nom-de-la-trame.1.dar, nom-de-la-trame.2.dar, nom-de-la-trame.3.dar) |  . => suggestions : ['. ', '.']
46 Mot inconnu : dar => -c "/home/famille/dar_backups/full_backup" : création de l'archive, le paramètre qui suit -c indique la localisation de l'archive (ici /home/famille/dar_backups/) et son nom générique (ici full_backup) le (ou les) fichier(s) archive(s) portera le nom générique avec l'extension .1.dar (dans le cas ou plusieurs fichiers sont créés les extensions seront nom-de-la-trame.n.dar avec n l'indice du fichier, si trois fichiers sont créés on aura nom-de-la-trame.1.dar, nom-de-la-trame.2.dar, nom-de-la-trame.3.dar) | dar
46 Confusion. La conjonction “ou” signale une alternative. Pour évoquer un lieu, un temps ou une situation, écrivez “où”. => -c "/home/famille/dar_backups/full_backup" : création de l'archive, le paramètre qui suit -c indique la localisation de l'archive (ici /home/famille/dar_backups/) et son nom générique (ici full_backup) le (ou les) fichier(s) archive(s) portera le nom générique avec l'extension .1.dar (dans le cas ou plusieurs fichiers sont créés les extensions seront nom-de-la-trame.n.dar avec n l'indice du fichier, si trois fichiers sont créés on aura nom-de-la-trame.1.dar, nom-de-la-trame.2.dar, nom-de-la-trame.3.dar) | ou => suggestions : ['où']
46 Mot inconnu : dar => -c "/home/famille/dar_backups/full_backup" : création de l'archive, le paramètre qui suit -c indique la localisation de l'archive (ici /home/famille/dar_backups/) et son nom générique (ici full_backup) le (ou les) fichier(s) archive(s) portera le nom générique avec l'extension .1.dar (dans le cas ou plusieurs fichiers sont créés les extensions seront nom-de-la-trame.n.dar avec n l'indice du fichier, si trois fichiers sont créés on aura nom-de-la-trame.1.dar, nom-de-la-trame.2.dar, nom-de-la-trame.3.dar) | dar
46 Mot inconnu : dar => -c "/home/famille/dar_backups/full_backup" : création de l'archive, le paramètre qui suit -c indique la localisation de l'archive (ici /home/famille/dar_backups/) et son nom générique (ici full_backup) le (ou les) fichier(s) archive(s) portera le nom générique avec l'extension .1.dar (dans le cas ou plusieurs fichiers sont créés les extensions seront nom-de-la-trame.n.dar avec n l'indice du fichier, si trois fichiers sont créés on aura nom-de-la-trame.1.dar, nom-de-la-trame.2.dar, nom-de-la-trame.3.dar) | dar
46 Mot inconnu : dar => -c "/home/famille/dar_backups/full_backup" : création de l'archive, le paramètre qui suit -c indique la localisation de l'archive (ici /home/famille/dar_backups/) et son nom générique (ici full_backup) le (ou les) fichier(s) archive(s) portera le nom générique avec l'extension .1.dar (dans le cas ou plusieurs fichiers sont créés les extensions seront nom-de-la-trame.n.dar avec n l'indice du fichier, si trois fichiers sont créés on aura nom-de-la-trame.1.dar, nom-de-la-trame.2.dar, nom-de-la-trame.3.dar) | dar
46 Mot inconnu : dar => -c "/home/famille/dar_backups/full_backup" : création de l'archive, le paramètre qui suit -c indique la localisation de l'archive (ici /home/famille/dar_backups/) et son nom générique (ici full_backup) le (ou les) fichier(s) archive(s) portera le nom générique avec l'extension .1.dar (dans le cas ou plusieurs fichiers sont créés les extensions seront nom-de-la-trame.n.dar avec n l'indice du fichier, si trois fichiers sont créés on aura nom-de-la-trame.1.dar, nom-de-la-trame.2.dar, nom-de-la-trame.3.dar) | dar

48 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -R "/home" : indique l'arborescence à sauvegarder, ici on sauvegarde le répertoire /home et tous les sous répertoires. | - => suggestions : ['—\xa0', '–\xa0']
48 Il manque probablement un trait d’union. => -R "/home" : indique l'arborescence à sauvegarder, ici on sauvegarde le répertoire /home et tous les sous répertoires. | sous répertoires => suggestions : ['sous-répertoires']

50 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -w : DAR écrase le fichier archive s'il existe déjà sans vous prévenir. | - => suggestions : ['—\xa0', '–\xa0']
50 Mot inconnu : DAR => -w : DAR écrase le fichier archive s'il existe déjà sans vous prévenir. | dar

52 Dialogues et énumérations : il faut tiret cadratin [1] ou demi-cadratin [2] suivi d’un espace insécable. => -s 734003200 : taille des fichiers archive en octet (byte), dans ce cas la taille des fichiers archives est limité à 730 Mo , pour tenir sur un cd. | - => suggestions : ['—\xa0', '–\xa0']
52 Formatage des grands nombres. => -s 734003200 : taille des fichiers archive en octet (byte), dans ce cas la taille des fichiers archives est limité à 730 Mo , pour tenir sur un cd. | 734003200 => suggestions : ['734\xa0003\xa0200']
52 Si “Mo” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. => -s 734003200 : taille des fichiers archive en octet (byte), dans ce cas la taille des fichiers archives est limité à 730 Mo , pour tenir sur un cd. | 730 mo => suggestions : ['730\xa0Mo']
52 Pas d’espace avant une virgule. => -s 734003200 : taille des fichiers archive en octet (byte), dans ce cas la taille des fichiers archives est limité à 730 Mo , pour tenir sur un cd. |  , => suggestions : [',']
52 Accord de genre erroné : « cd » est féminin. => -s 734003200 : taille des fichiers archive en octet (byte), dans ce cas la taille des fichiers archives est limité à 730 Mo , pour tenir sur un cd. | un => suggestions : ['une']

