
5 Mot inconnu : of => ====== Age of Empires II : The Age of Kings ====== | of
5 Mot inconnu : The => ====== Age of Empires II : The Age of Kings ====== | the
5 Mot inconnu : of => ====== Age of Empires II : The Age of Kings ====== | of

11 Mot inconnu : of => Il vous est présenté deux manières d’installer Age of Empires sur votre machine. Vous pouvez le jouer via l’utilitaire PlayOnLinux qui gère lui-même l’installation de wine, ou bien tout simplement avec wine en vous passant de ce module. Si vous utilisez déjà PlayOnLinux, vous pouvez en principe aisément lancer Age of Empires 2 (voir [[playonlinux|le document dédié à PlayOnLinux]]). Si vous voulez jouer sur Voobly, nous vous conseillons de suivre la deuxième méthode comme expliqué dans ce tutoriel. | of
11 Mot inconnu : PlayOnLinux => Il vous est présenté deux manières d’installer Age of Empires sur votre machine. Vous pouvez le jouer via l’utilitaire PlayOnLinux qui gère lui-même l’installation de wine, ou bien tout simplement avec wine en vous passant de ce module. Si vous utilisez déjà PlayOnLinux, vous pouvez en principe aisément lancer Age of Empires 2 (voir [[playonlinux|le document dédié à PlayOnLinux]]). Si vous voulez jouer sur Voobly, nous vous conseillons de suivre la deuxième méthode comme expliqué dans ce tutoriel. | playonlinux
11 Mot inconnu : wine => Il vous est présenté deux manières d’installer Age of Empires sur votre machine. Vous pouvez le jouer via l’utilitaire PlayOnLinux qui gère lui-même l’installation de wine, ou bien tout simplement avec wine en vous passant de ce module. Si vous utilisez déjà PlayOnLinux, vous pouvez en principe aisément lancer Age of Empires 2 (voir [[playonlinux|le document dédié à PlayOnLinux]]). Si vous voulez jouer sur Voobly, nous vous conseillons de suivre la deuxième méthode comme expliqué dans ce tutoriel. | wine
11 Mot inconnu : wine => Il vous est présenté deux manières d’installer Age of Empires sur votre machine. Vous pouvez le jouer via l’utilitaire PlayOnLinux qui gère lui-même l’installation de wine, ou bien tout simplement avec wine en vous passant de ce module. Si vous utilisez déjà PlayOnLinux, vous pouvez en principe aisément lancer Age of Empires 2 (voir [[playonlinux|le document dédié à PlayOnLinux]]). Si vous voulez jouer sur Voobly, nous vous conseillons de suivre la deuxième méthode comme expliqué dans ce tutoriel. | wine
11 Mot inconnu : PlayOnLinux => Il vous est présenté deux manières d’installer Age of Empires sur votre machine. Vous pouvez le jouer via l’utilitaire PlayOnLinux qui gère lui-même l’installation de wine, ou bien tout simplement avec wine en vous passant de ce module. Si vous utilisez déjà PlayOnLinux, vous pouvez en principe aisément lancer Age of Empires 2 (voir [[playonlinux|le document dédié à PlayOnLinux]]). Si vous voulez jouer sur Voobly, nous vous conseillons de suivre la deuxième méthode comme expliqué dans ce tutoriel. | playonlinux
11 Mot inconnu : of => Il vous est présenté deux manières d’installer Age of Empires sur votre machine. Vous pouvez le jouer via l’utilitaire PlayOnLinux qui gère lui-même l’installation de wine, ou bien tout simplement avec wine en vous passant de ce module. Si vous utilisez déjà PlayOnLinux, vous pouvez en principe aisément lancer Age of Empires 2 (voir [[playonlinux|le document dédié à PlayOnLinux]]). Si vous voulez jouer sur Voobly, nous vous conseillons de suivre la deuxième méthode comme expliqué dans ce tutoriel. | of
11 Mot inconnu : playonlinux => Il vous est présenté deux manières d’installer Age of Empires sur votre machine. Vous pouvez le jouer via l’utilitaire PlayOnLinux qui gère lui-même l’installation de wine, ou bien tout simplement avec wine en vous passant de ce module. Si vous utilisez déjà PlayOnLinux, vous pouvez en principe aisément lancer Age of Empires 2 (voir [[playonlinux|le document dédié à PlayOnLinux]]). Si vous voulez jouer sur Voobly, nous vous conseillons de suivre la deuxième méthode comme expliqué dans ce tutoriel. | playonlinux
11 Mot inconnu : PlayOnLinux => Il vous est présenté deux manières d’installer Age of Empires sur votre machine. Vous pouvez le jouer via l’utilitaire PlayOnLinux qui gère lui-même l’installation de wine, ou bien tout simplement avec wine en vous passant de ce module. Si vous utilisez déjà PlayOnLinux, vous pouvez en principe aisément lancer Age of Empires 2 (voir [[playonlinux|le document dédié à PlayOnLinux]]). Si vous voulez jouer sur Voobly, nous vous conseillons de suivre la deuxième méthode comme expliqué dans ce tutoriel. | playonlinux
11 Mot inconnu : Voobly => Il vous est présenté deux manières d’installer Age of Empires sur votre machine. Vous pouvez le jouer via l’utilitaire PlayOnLinux qui gère lui-même l’installation de wine, ou bien tout simplement avec wine en vous passant de ce module. Si vous utilisez déjà PlayOnLinux, vous pouvez en principe aisément lancer Age of Empires 2 (voir [[playonlinux|le document dédié à PlayOnLinux]]). Si vous voulez jouer sur Voobly, nous vous conseillons de suivre la deuxième méthode comme expliqué dans ce tutoriel. | voobly

16 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Rustine 2.0a : http://download.microsoft.com/download/aoeaok/Update/2.0a/W9XNT4/FR/Age2upA-FRN1.exe  |    => suggestions : ['']
16 Espace(s) en fin de ligne à supprimer. =>   * Rustine 2.0a : http://download.microsoft.com/download/aoeaok/Update/2.0a/W9XNT4/FR/Age2upA-FRN1.exe  |   => suggestions : ['']

18 Mot inconnu : of => Le CD d'installation de Age of Empires II et de son expansion disposent d'un système de protection anti-copie qui est incompatible avec Wine. Pour être en mesure d'exécuter le jeu une fois celui-ci installé, vous devrez utiliser une version modifiée du programme ne requérant pas l'utilisation du CD du jeu (un //no-CD crack//). L'utilisation d'une telle méthode est illégale au sens de la loi, que vous possédiez ou non le jeu original. Aucun lien vers un tel crack ne vous sera donné. | of
