
5 Mot inconnu : SpeedTouch [[26:36]] => ====== Installation modem SpeedTouch USB/330 ====== <|> speedtouch

9 Mot inconnu : Alcatel [[41:48]] => **Installer le modem ADSL USB de Thomson/Alcatel sur Ubuntu, en quelques minutes !** <|> alcatel

11 Espace(s) surnuméraire(s) à supprimer. [[87:89]] => Vous venez d'installer Ubuntu ou dérivé et vous souhaitez configurer une connexion avec  un modem speedtouch. Suivez les instructions de cette page. <|>    => suggestions : [' ']
11 Mot inconnu : speedtouch [[98:108]] => Vous venez d'installer Ubuntu ou dérivé et vous souhaitez configurer une connexion avec  un modem speedtouch. Suivez les instructions de cette page. <|> speedtouch

14 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). [[0:1]] =>   <|>   => suggestions : ['']
17 Pas d’espace après ce signe. [[74:76]] =>   *  Vous devez tout d'abord connaître le protocole utilisé par votre FAI ( PPPoA ou PPPoE ? le plus répandu est le PPPoA ), et vos valeurs de VPI/VCI qui dépendent de votre pays, de votre FAI et dans des cas particuliers de votre situation (dégroupé ? non dégroupé ?). Les valeurs de VPI/VCI sont recencées [[http://faq.eagle-usb.org/wakka.php?wiki=ListConfigADSL|ici]], et à la limite pour le protocole vous pourrez essayer d'abord PPPoA puis PPPoE. <|> (  => suggestions : ['(']
17 Mot inconnu : PPPoA [[76:81]] =>   *  Vous devez tout d'abord connaître le protocole utilisé par votre FAI ( PPPoA ou PPPoE ? le plus répandu est le PPPoA ), et vos valeurs de VPI/VCI qui dépendent de votre pays, de votre FAI et dans des cas particuliers de votre situation (dégroupé ? non dégroupé ?). Les valeurs de VPI/VCI sont recencées [[http://faq.eagle-usb.org/wakka.php?wiki=ListConfigADSL|ici]], et à la limite pour le protocole vous pourrez essayer d'abord PPPoA puis PPPoE. <|> pppoa
17 Mot inconnu : PPPoE [[85:90]] =>   *  Vous devez tout d'abord connaître le protocole utilisé par votre FAI ( PPPoA ou PPPoE ? le plus répandu est le PPPoA ), et vos valeurs de VPI/VCI qui dépendent de votre pays, de votre FAI et dans des cas particuliers de votre situation (dégroupé ? non dégroupé ?). Les valeurs de VPI/VCI sont recencées [[http://faq.eagle-usb.org/wakka.php?wiki=ListConfigADSL|ici]], et à la limite pour le protocole vous pourrez essayer d'abord PPPoA puis PPPoE. <|> pppoe
17 Mot inconnu : PPPoA [[116:121]] =>   *  Vous devez tout d'abord connaître le protocole utilisé par votre FAI ( PPPoA ou PPPoE ? le plus répandu est le PPPoA ), et vos valeurs de VPI/VCI qui dépendent de votre pays, de votre FAI et dans des cas particuliers de votre situation (dégroupé ? non dégroupé ?). Les valeurs de VPI/VCI sont recencées [[http://faq.eagle-usb.org/wakka.php?wiki=ListConfigADSL|ici]], et à la limite pour le protocole vous pourrez essayer d'abord PPPoA puis PPPoE. <|> pppoa
17 Pas d’espace avant ce signe. [[121:123]] =>   *  Vous devez tout d'abord connaître le protocole utilisé par votre FAI ( PPPoA ou PPPoE ? le plus répandu est le PPPoA ), et vos valeurs de VPI/VCI qui dépendent de votre pays, de votre FAI et dans des cas particuliers de votre situation (dégroupé ? non dégroupé ?). Les valeurs de VPI/VCI sont recencées [[http://faq.eagle-usb.org/wakka.php?wiki=ListConfigADSL|ici]], et à la limite pour le protocole vous pourrez essayer d'abord PPPoA puis PPPoE. <|>  ) => suggestions : [')']
17 Mot inconnu : VPI [[143:146]] =>   *  Vous devez tout d'abord connaître le protocole utilisé par votre FAI ( PPPoA ou PPPoE ? le plus répandu est le PPPoA ), et vos valeurs de VPI/VCI qui dépendent de votre pays, de votre FAI et dans des cas particuliers de votre situation (dégroupé ? non dégroupé ?). Les valeurs de VPI/VCI sont recencées [[http://faq.eagle-usb.org/wakka.php?wiki=ListConfigADSL|ici]], et à la limite pour le protocole vous pourrez essayer d'abord PPPoA puis PPPoE. <|> vpi
17 Mot inconnu : VCI [[147:150]] =>   *  Vous devez tout d'abord connaître le protocole utilisé par votre FAI ( PPPoA ou PPPoE ? le plus répandu est le PPPoA ), et vos valeurs de VPI/VCI qui dépendent de votre pays, de votre FAI et dans des cas particuliers de votre situation (dégroupé ? non dégroupé ?). Les valeurs de VPI/VCI sont recencées [[http://faq.eagle-usb.org/wakka.php?wiki=ListConfigADSL|ici]], et à la limite pour le protocole vous pourrez essayer d'abord PPPoA puis PPPoE. <|> vci
17 Mot inconnu : VPI [[285:288]] =>   *  Vous devez tout d'abord connaître le protocole utilisé par votre FAI ( PPPoA ou PPPoE ? le plus répandu est le PPPoA ), et vos valeurs de VPI/VCI qui dépendent de votre pays, de votre FAI et dans des cas particuliers de votre situation (dégroupé ? non dégroupé ?). Les valeurs de VPI/VCI sont recencées [[http://faq.eagle-usb.org/wakka.php?wiki=ListConfigADSL|ici]], et à la limite pour le protocole vous pourrez essayer d'abord PPPoA puis PPPoE. <|> vpi
17 Mot inconnu : VCI [[289:292]] =>   *  Vous devez tout d'abord connaître le protocole utilisé par votre FAI ( PPPoA ou PPPoE ? le plus répandu est le PPPoA ), et vos valeurs de VPI/VCI qui dépendent de votre pays, de votre FAI et dans des cas particuliers de votre situation (dégroupé ? non dégroupé ?). Les valeurs de VPI/VCI sont recencées [[http://faq.eagle-usb.org/wakka.php?wiki=ListConfigADSL|ici]], et à la limite pour le protocole vous pourrez essayer d'abord PPPoA puis PPPoE. <|> vci
17 Mot inconnu : recencées [[298:307]] =>   *  Vous devez tout d'abord connaître le protocole utilisé par votre FAI ( PPPoA ou PPPoE ? le plus répandu est le PPPoA ), et vos valeurs de VPI/VCI qui dépendent de votre pays, de votre FAI et dans des cas particuliers de votre situation (dégroupé ? non dégroupé ?). Les valeurs de VPI/VCI sont recencées [[http://faq.eagle-usb.org/wakka.php?wiki=ListConfigADSL|ici]], et à la limite pour le protocole vous pourrez essayer d'abord PPPoA puis PPPoE. <|> recencées
17 Mot inconnu : PPPoA [[434:439]] =>   *  Vous devez tout d'abord connaître le protocole utilisé par votre FAI ( PPPoA ou PPPoE ? le plus répandu est le PPPoA ), et vos valeurs de VPI/VCI qui dépendent de votre pays, de votre FAI et dans des cas particuliers de votre situation (dégroupé ? non dégroupé ?). Les valeurs de VPI/VCI sont recencées [[http://faq.eagle-usb.org/wakka.php?wiki=ListConfigADSL|ici]], et à la limite pour le protocole vous pourrez essayer d'abord PPPoA puis PPPoE. <|> pppoa
17 Mot inconnu : PPPoE [[445:450]] =>   *  Vous devez tout d'abord connaître le protocole utilisé par votre FAI ( PPPoA ou PPPoE ? le plus répandu est le PPPoA ), et vos valeurs de VPI/VCI qui dépendent de votre pays, de votre FAI et dans des cas particuliers de votre situation (dégroupé ? non dégroupé ?). Les valeurs de VPI/VCI sont recencées [[http://faq.eagle-usb.org/wakka.php?wiki=ListConfigADSL|ici]], et à la limite pour le protocole vous pourrez essayer d'abord PPPoA puis PPPoE. <|> pppoe
18 Confusion : “a” est une conjugaison du verbe “avoir”. Pour la préposition, écrivez “à”. [[11:12]] =>   * Mettre a jour le firmware comme indiqué sur cette [[http://linux-usb.sourceforge.net/SpeedTouch/firmware/index.html|page]]. <|> a => suggestions : ['à']
