
3 Mot inconnu : gPhoto => ====== gPhoto ====== | gphoto

5 Mot inconnu : gPhoto => gPhoto est un logiciel en ligne de commande puissant concernant la gestion des appareils photos | gphoto

7 Mot inconnu : gPhoto2 => Depuis quelques années on parle de gPhoto2 qui correspond à la deuxième version majeure de ce logiciel. | gphoto2

10 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - gérer le transfert des photos entre l'appareil photo et l'ordinateur en ligne de commande |    => suggestions : ['']
10 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - gérer le transfert des photos entre l'appareil photo et l'ordinateur en ligne de commande |  -  => suggestions : [' – ', ' — ', ' − ']

11 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   - piloter son appareil photo (nombreux appareils de marque Canon pris en charge et peu d'appareils des autres marques compatibles) |    => suggestions : ['']
11 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   - piloter son appareil photo (nombreux appareils de marque Canon pris en charge et peu d'appareils des autres marques compatibles) |  -  => suggestions : [' – ', ' — ', ' − ']

12 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     -- paramètres de prise de vue |      => suggestions : ['']

13 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     -- prendre des photos |      => suggestions : ['']

14 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     -- prévisualisation en temps réel à l'écran de ce que capturera l'appareil photo (certains appareils compatible) |      => suggestions : ['']
14 Accord de nombre erroné avec « certains appareils » : « compatible » devrait être au pluriel. =>     -- prévisualisation en temps réel à l'écran de ce que capturera l'appareil photo (certains appareils compatible) | compatible => suggestions : ['compatibles']

20 Mot inconnu : PTP => il faut le régler en mode PTP (et non en USB mass storage) | ptp
20 Mot inconnu : mass => il faut le régler en mode PTP (et non en USB mass storage) | mass
20 Mot inconnu : storage => il faut le régler en mode PTP (et non en USB mass storage) | storage

22 Mot inconnu : gphoto2 => Et finalement lancer gphoto2 | gphoto2

33 Guillemets typographiques ouvrants. => Redémarrer pour prendre en compte le changement avec un "sudo shutdown -r 0" | " => suggestions : ['«\xa0', '“']
33 Mot inconnu : sudo => Redémarrer pour prendre en compte le changement avec un "sudo shutdown -r 0" | sudo
33 Mot inconnu : shutdown => Redémarrer pour prendre en compte le changement avec un "sudo shutdown -r 0" | shutdown
33 Il manque un espace à côté du tiret. => Redémarrer pour prendre en compte le changement avec un "sudo shutdown -r 0" |  - => suggestions : [' – ', ' — ']
33 Guillemets typographiques fermants. => Redémarrer pour prendre en compte le changement avec un "sudo shutdown -r 0" | " => suggestions : ['\xa0»', '”']

37 Mot inconnu : gphoto2 => Affiche la version de gphoto2: | gphoto2

43 Mot inconnu : D301s => Pour savoir directement si le modèle D301s est supporté : | d301s

46 Écriture invariable. Utilisez un point médian. => Affiche le(s) appareil(s) photo connecté(s): | appareil(s) => suggestions : ['appareil·s']
46 Écriture invariable. Utilisez un point médian. => Affiche le(s) appareil(s) photo connecté(s): | connecté(s) => suggestions : ['connecté·s']

51 Mot inconnu : nautilus => <note important>Il est fort probable qu'un autre logiciel ait pris la main sur l'appareil. Il peut être nécessaire de démonter l'appareil (éjecter depuis nautilus par exemple) afin de pouvoir réaliser les commandes suivantes</note> | nautilus

53 S’il s’agit d’un impératif, ajoutez un “s”. => Prend une photo: | prend => suggestions : ['Prends']

56 S’il s’agit d’un impératif, ajoutez un “s”. => Prend une photo et la télécharge dans la foulée sur le pc: | prend => suggestions : ['Prends']

65 S’il s’agit d’un impératif, ajoutez un “s”. => Prend une image toutes les 10 secondes: | prend => suggestions : ['Prends']

69 Mot inconnu : gtkam => [[gtkam|Gtkam]] est l'interface officiel (GTK+2) qui manipule la librairie libgphoto2. Cela fournit une interface utilisateur graphique qui permet d'importer les photos et possiblement de nombreuses autres fonctionnalités. | gtkam
69 Mot inconnu : libgphoto2 => [[gtkam|Gtkam]] est l'interface officiel (GTK+2) qui manipule la librairie libgphoto2. Cela fournit une interface utilisateur graphique qui permet d'importer les photos et possiblement de nombreuses autres fonctionnalités. | libgphoto2

72 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://gphoto.sourceforge.net/doc/manual/]] Documentation officielle |    => suggestions : ['']

73 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://gphoto.sourceforge.net/doc/remote/]] Contrôle des appareils photos par l'ordinateur |    => suggestions : ['']

74 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://www.gphoto.org/proj/libgphoto2/support.php]] Liste des appareils photo compatibles |    => suggestions : ['']

75 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[https://www.yannmoisan.com/importer-et-classer-automatiquement-ses-photos-numeriques.html]] Script basé sur gphoto2 pour importer et classer automatiquement ses photos numériques |    => suggestions : ['']
75 Mot inconnu : gphoto2 =>   * [[https://www.yannmoisan.com/importer-et-classer-automatiquement-ses-photos-numeriques.html]] Script basé sur gphoto2 pour importer et classer automatiquement ses photos numériques | gphoto2

76 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://www.instructables.com/id/Raspberry-Pi-photo-booth-controller/step2/Connect-the-Camera/]] Raspberry Pi photo booth controller |    => suggestions : ['']
76 Mot inconnu : booth =>   * [[http://www.instructables.com/id/Raspberry-Pi-photo-booth-controller/step2/Connect-the-Camera/]] Raspberry Pi photo booth controller | booth
76 Mot inconnu : controller =>   * [[http://www.instructables.com/id/Raspberry-Pi-photo-booth-controller/step2/Connect-the-Camera/]] Raspberry Pi photo booth controller | controller

77 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[https://fr.wikipedia.org/wiki/GPhoto]] GPhoto - Wikipédia |    => suggestions : ['']
77 Mot inconnu : GPhoto =>   * [[https://fr.wikipedia.org/wiki/GPhoto]] GPhoto - Wikipédia | gphoto
77 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) =>   * [[https://fr.wikipedia.org/wiki/GPhoto]] GPhoto - Wikipédia |  -  => suggestions : [' – ', ' — ', ' − ']
