2 Mot inconnu : logitech => {{tag>Trusty matériel clavier logitech}}

6 Il manque un espace insécable. => ====== Clavier : Logitech G15 ======
6 Mot inconnu : Logitech => ====== Clavier : Logitech G15 ======
6 Mot inconnu : G15 => ====== Clavier : Logitech G15 ======

7 Mot inconnu : LTS => <note warning>La procédure qui suit ne fonctionne pas sur Ubuntu 14.04 LTS (plantage du démon au démarrage)</note>

10 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Logitech G15v1 (Bleu)
10 Mot inconnu : Logitech =>   * Logitech G15v1 (Bleu)
10 Mot inconnu : G15v1 =>   * Logitech G15v1 (Bleu)

11 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Logitech G15v2 (Orange)
11 Mot inconnu : Logitech =>   * Logitech G15v2 (Orange)
11 Mot inconnu : G15v2 =>   * Logitech G15v2 (Orange)

12 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Logitech G11 (idem G15v1 sans LCD)
12 Mot inconnu : Logitech =>   * Logitech G11 (idem G15v1 sans LCD)
12 Mot inconnu : G11 =>   * Logitech G11 (idem G15v1 sans LCD)
12 Mot inconnu : G15v1 =>   * Logitech G11 (idem G15v1 sans LCD)

16 Mot inconnu : Logitech => Cette page vous guidera dans l'installation et la configuration de votre clavier Logitech G15 (v1 & v2). Une fois fini, vous pourrez utiliser l'affichage LCD et toutes les touches spéciales fonctionneront. Pour cela, vous devrez faire les trois choses suivante : télécharger et installer les pilotes nécessaires, ajouter des symboles à X pour déclarer les touches supplémentaires et, enfin, lier ces symboles aux touches.
16 Mot inconnu : G15 => Cette page vous guidera dans l'installation et la configuration de votre clavier Logitech G15 (v1 & v2). Une fois fini, vous pourrez utiliser l'affichage LCD et toutes les touches spéciales fonctionneront. Pour cela, vous devrez faire les trois choses suivante : télécharger et installer les pilotes nécessaires, ajouter des symboles à X pour déclarer les touches supplémentaires et, enfin, lier ces symboles aux touches.
16 Mot inconnu : v1 => Cette page vous guidera dans l'installation et la configuration de votre clavier Logitech G15 (v1 & v2). Une fois fini, vous pourrez utiliser l'affichage LCD et toutes les touches spéciales fonctionneront. Pour cela, vous devrez faire les trois choses suivante : télécharger et installer les pilotes nécessaires, ajouter des symboles à X pour déclarer les touches supplémentaires et, enfin, lier ces symboles aux touches.
16 Mot inconnu : v2 => Cette page vous guidera dans l'installation et la configuration de votre clavier Logitech G15 (v1 & v2). Une fois fini, vous pourrez utiliser l'affichage LCD et toutes les touches spéciales fonctionneront. Pour cela, vous devrez faire les trois choses suivante : télécharger et installer les pilotes nécessaires, ajouter des symboles à X pour déclarer les touches supplémentaires et, enfin, lier ces symboles aux touches.
16 Accord de nombre erroné avec « trois choses » : « suivante » devrait être au pluriel. => Cette page vous guidera dans l'installation et la configuration de votre clavier Logitech G15 (v1 & v2). Une fois fini, vous pourrez utiliser l'affichage LCD et toutes les touches spéciales fonctionneront. Pour cela, vous devrez faire les trois choses suivante : télécharger et installer les pilotes nécessaires, ajouter des symboles à X pour déclarer les touches supplémentaires et, enfin, lier ces symboles aux touches.
16 Il manque un espace insécable. => Cette page vous guidera dans l'installation et la configuration de votre clavier Logitech G15 (v1 & v2). Une fois fini, vous pourrez utiliser l'affichage LCD et toutes les touches spéciales fonctionneront. Pour cela, vous devrez faire les trois choses suivante : télécharger et installer les pilotes nécessaires, ajouter des symboles à X pour déclarer les touches supplémentaires et, enfin, lier ces symboles aux touches.

21 Il manque un espace. => [[:tutoriel:comment_installer_un_paquet|Installez les paquets]] suivants : **[[apt>g15composer,g15daemon,g15macro,g15stats]].** 
21 Il manque un espace insécable. => [[:tutoriel:comment_installer_un_paquet|Installez les paquets]] suivants : **[[apt>g15composer,g15daemon,g15macro,g15stats]].** 
21 Mot inconnu : g15composer => [[:tutoriel:comment_installer_un_paquet|Installez les paquets]] suivants : **[[apt>g15composer,g15daemon,g15macro,g15stats]].** 
21 Il manque un espace. => [[:tutoriel:comment_installer_un_paquet|Installez les paquets]] suivants : **[[apt>g15composer,g15daemon,g15macro,g15stats]].** 
21 Mot inconnu : g15daemon => [[:tutoriel:comment_installer_un_paquet|Installez les paquets]] suivants : **[[apt>g15composer,g15daemon,g15macro,g15stats]].** 
21 Mot inconnu : g15macro => [[:tutoriel:comment_installer_un_paquet|Installez les paquets]] suivants : **[[apt>g15composer,g15daemon,g15macro,g15stats]].** 
21 Il manque un espace. => [[:tutoriel:comment_installer_un_paquet|Installez les paquets]] suivants : **[[apt>g15composer,g15daemon,g15macro,g15stats]].** 
21 Mot inconnu : g15stats => [[:tutoriel:comment_installer_un_paquet|Installez les paquets]] suivants : **[[apt>g15composer,g15daemon,g15macro,g15stats]].** 
21 Espace(s) en fin de ligne à supprimer. => [[:tutoriel:comment_installer_un_paquet|Installez les paquets]] suivants : **[[apt>g15composer,g15daemon,g15macro,g15stats]].** 

23 Il manque un espace insécable. => Paquets optionnels : **[[apt>g15daemon-audacious,g15mpd]]**.
23 Mot inconnu : g15daemon-audacious => Paquets optionnels : **[[apt>g15daemon-audacious,g15mpd]]**.
23 Il manque un espace. => Paquets optionnels : **[[apt>g15daemon-audacious,g15mpd]]**.
23 Mot inconnu : g15mpd => Paquets optionnels : **[[apt>g15daemon-audacious,g15mpd]]**.

28 Mot inconnu : G15 => [[http://www.kde-apps.org/content/show.php/G15+Amarok+Plugin+Plus?content=76743|G15 Amarok Plugin Plus]].
28 Mot inconnu : Amarok => [[http://www.kde-apps.org/content/show.php/G15+Amarok+Plugin+Plus?content=76743|G15 Amarok Plugin Plus]].

30 Mot inconnu : G15 => [[http://www.kde-apps.org/content/show.php/G15+Show+Tune?content=92419|G15 Show Tune]].

35 Il manque un espace. => Afin de se servir de ces touches, nous allons les déclarer en [[:tutoriel:comment_editer_un_fichier|éditant les fichiers]] **/usr/share/X11/XKeysymDB** et **~/.Xmodmap**. Une fois ces modifications effectuées, vous devrez vous reconnecter pour utiliser ces touches comme n'importe qu'elles autres.
35 Mot inconnu : Xmodmap => Afin de se servir de ces touches, nous allons les déclarer en [[:tutoriel:comment_editer_un_fichier|éditant les fichiers]] **/usr/share/X11/XKeysymDB** et **~/.Xmodmap**. Une fois ces modifications effectuées, vous devrez vous reconnecter pour utiliser ces touches comme n'importe qu'elles autres.
35 Confusion probable. Ex : Quelle femme ! Je crois qu’elle réussira. => Afin de se servir de ces touches, nous allons les déclarer en [[:tutoriel:comment_editer_un_fichier|éditant les fichiers]] **/usr/share/X11/XKeysymDB** et **~/.Xmodmap**. Une fois ces modifications effectuées, vous devrez vous reconnecter pour utiliser ces touches comme n'importe qu'elles autres.

37 Mot inconnu : XKeysymDB => <note important>Cette manipulation semble impossible étant donné la suppression de XKeysymDB car ce programme n'était plus utile</note>
37 Si « car » est la conjonction de coordination, une virgule est peut-être souhaitable. => <note important>Cette manipulation semble impossible étant donné la suppression de XKeysymDB car ce programme n'était plus utile</note>

39 Mot inconnu : G15v1 => === G15v1 ===

41 Il manque un espace insécable. => Ajoutez la section suivante à la fin du fichier **/usr/share/X11/XKeysymDB** :

44 Mot inconnu : G15v1 => ! G15v1

45 Mot inconnu : G1 => G1                      :15000001
45 Espace(s) surnuméraire(s) à supprimer. => G1                      :15000001
45 Formatage des grands nombres. => G1                      :15000001

46 Mot inconnu : G2 => G2                      :15000002
46 Espace(s) surnuméraire(s) à supprimer. => G2                      :15000002
46 Formatage des grands nombres. => G2                      :15000002

47 Mot inconnu : G3 => G3                      :15000003
47 Espace(s) surnuméraire(s) à supprimer. => G3                      :15000003
47 Formatage des grands nombres. => G3                      :15000003

48 Mot inconnu : G4 => G4                      :15000004
48 Espace(s) surnuméraire(s) à supprimer. => G4                      :15000004
48 Formatage des grands nombres. => G4                      :15000004

49 Mot inconnu : G5 => G5                      :15000005
49 Espace(s) surnuméraire(s) à supprimer. => G5                      :15000005
49 Formatage des grands nombres. => G5                      :15000005

50 Mot inconnu : G6 => G6                      :15000006
50 Espace(s) surnuméraire(s) à supprimer. => G6                      :15000006
50 Formatage des grands nombres. => G6                      :15000006

51 Mot inconnu : G7 => G7                      :15000007
51 Espace(s) surnuméraire(s) à supprimer. => G7                      :15000007
51 Formatage des grands nombres. => G7                      :15000007

52 Mot inconnu : G8 => G8                      :15000008
52 Espace(s) surnuméraire(s) à supprimer. => G8                      :15000008
52 Formatage des grands nombres. => G8                      :15000008

53 Mot inconnu : G9 => G9                      :15000009
53 Espace(s) surnuméraire(s) à supprimer. => G9                      :15000009
53 Formatage des grands nombres. => G9                      :15000009

54 Mot inconnu : G10 => G10                     :15000010
54 Espace(s) surnuméraire(s) à supprimer. => G10                     :15000010
54 Formatage des grands nombres. => G10                     :15000010

55 Mot inconnu : G11 => G11                     :15000011
55 Espace(s) surnuméraire(s) à supprimer. => G11                     :15000011
55 Formatage des grands nombres. => G11                     :15000011

56 Mot inconnu : G12 => G12                     :15000012
56 Espace(s) surnuméraire(s) à supprimer. => G12                     :15000012
56 Formatage des grands nombres. => G12                     :15000012

57 Mot inconnu : G13 => G13                     :15000013
57 Espace(s) surnuméraire(s) à supprimer. => G13                     :15000013
57 Formatage des grands nombres. => G13                     :15000013

58 Mot inconnu : G14 => G14                     :15000014
58 Espace(s) surnuméraire(s) à supprimer. => G14                     :15000014
58 Formatage des grands nombres. => G14                     :15000014

59 Mot inconnu : G15 => G15                     :15000015
59 Espace(s) surnuméraire(s) à supprimer. => G15                     :15000015
59 Formatage des grands nombres. => G15                     :15000015

60 Mot inconnu : G16 => G16                     :15000016
60 Espace(s) surnuméraire(s) à supprimer. => G16                     :15000016
60 Formatage des grands nombres. => G16                     :15000016

61 Mot inconnu : G17 => G17                     :15000017
61 Espace(s) surnuméraire(s) à supprimer. => G17                     :15000017
61 Formatage des grands nombres. => G17                     :15000017

62 Mot inconnu : G18 => G18                     :15000018
62 Espace(s) surnuméraire(s) à supprimer. => G18                     :15000018
62 Formatage des grands nombres. => G18                     :15000018

63 Espace(s) surnuméraire(s) à supprimer. => M1                      :15000019
63 Formatage des grands nombres. => M1                      :15000019

64 Espace(s) surnuméraire(s) à supprimer. => M2                      :1500001A

65 Espace(s) surnuméraire(s) à supprimer. => M3                      :1500001B

66 Mot inconnu : LCD0 => LCD0                    :1500001D
66 Espace(s) surnuméraire(s) à supprimer. => LCD0                    :1500001D

67 Mot inconnu : LCD1 => LCD1                    :1500001E
67 Espace(s) surnuméraire(s) à supprimer. => LCD1                    :1500001E

68 Mot inconnu : LCD2 => LCD2                    :1500001F
68 Espace(s) surnuméraire(s) à supprimer. => LCD2                    :1500001F

69 Mot inconnu : LCD3 => LCD3                    :15000020
69 Espace(s) surnuméraire(s) à supprimer. => LCD3                    :15000020
69 Formatage des grands nombres. => LCD3                    :15000020

70 Mot inconnu : LCD4 => LCD4                    :15000021
70 Espace(s) surnuméraire(s) à supprimer. => LCD4                    :15000021
70 Formatage des grands nombres. => LCD4                    :15000021

73 Mot inconnu : Xmodmap => Et celle-là au fichier **~/.Xmodmap** :
73 Il manque un espace insécable. => Et celle-là au fichier **~/.Xmodmap** :

76 Mot inconnu : keycode => keycode 177 = G1
76 Mot inconnu : G1 => keycode 177 = G1

77 Mot inconnu : keycode => keycode 152 = G2
77 Mot inconnu : G2 => keycode 152 = G2

78 Mot inconnu : keycode => keycode 190 = G3
78 Mot inconnu : G3 => keycode 190 = G3

79 Mot inconnu : keycode => keycode 208 = G4
79 Mot inconnu : G4 => keycode 208 = G4

80 Mot inconnu : keycode => keycode 129 = G5
80 Mot inconnu : G5 => keycode 129 = G5

81 Mot inconnu : keycode => keycode 178 = G6
81 Mot inconnu : G6 => keycode 178 = G6

82 Mot inconnu : keycode => keycode 231 = G7
82 Mot inconnu : G7 => keycode 231 = G7

83 Mot inconnu : keycode => keycode 209 = G8
83 Mot inconnu : G8 => keycode 209 = G8

84 Mot inconnu : keycode => keycode 210 = G9
84 Mot inconnu : G9 => keycode 210 = G9

85 Mot inconnu : keycode => keycode 146 = G10
85 Mot inconnu : G10 => keycode 146 = G10

86 Mot inconnu : keycode => keycode 136 = G10
86 Mot inconnu : G10 => keycode 136 = G10

87 Mot inconnu : keycode => keycode 220 = G11
87 Mot inconnu : G11 => keycode 220 = G11

88 Mot inconnu : keycode => keycode 143 = G12
88 Mot inconnu : G12 => keycode 143 = G12

89 Mot inconnu : keycode => keycode 246 = G13
89 Mot inconnu : G13 => keycode 246 = G13

90 Mot inconnu : keycode => keycode 251 = G14
90 Mot inconnu : G14 => keycode 251 = G14

91 Mot inconnu : keycode => keycode 137 = G15
91 Mot inconnu : G15 => keycode 137 = G15

92 Mot inconnu : keycode => keycode 138 = G16
92 Mot inconnu : G16 => keycode 138 = G16

93 Mot inconnu : keycode => keycode 182 = G17
93 Mot inconnu : G17 => keycode 182 = G17

94 Mot inconnu : keycode => keycode 183 = G18
94 Mot inconnu : G18 => keycode 183 = G18

95 Mot inconnu : keycode => keycode 184 = M1

96 Mot inconnu : keycode => keycode  93 = M2
96 Espace(s) surnuméraire(s) à supprimer. => keycode  93 = M2

97 Mot inconnu : keycode => keycode 131 = M3

98 Mot inconnu : keycode => keycode 132 = LCD0
98 Mot inconnu : LCD0 => keycode 132 = LCD0

99 Mot inconnu : keycode => keycode 170 = LCD1
99 Mot inconnu : LCD1 => keycode 170 = LCD1

100 Mot inconnu : keycode => keycode 219 = LCD2
100 Mot inconnu : LCD2 => keycode 219 = LCD2

101 Mot inconnu : keycode => keycode 249 = LCD3
101 Mot inconnu : LCD3 => keycode 249 = LCD3

102 Mot inconnu : keycode => keycode 205 = LCD4
102 Mot inconnu : LCD4 => keycode 205 = LCD4

106 Mot inconnu : Logitech => == Logitech G11 acheté en fevrier 2009 : les codes ont changés ==
106 Mot inconnu : G11 => == Logitech G11 acheté en fevrier 2009 : les codes ont changés ==
106 Mot inconnu : fevrier => == Logitech G11 acheté en fevrier 2009 : les codes ont changés ==
106 Il manque un espace insécable. => == Logitech G11 acheté en fevrier 2009 : les codes ont changés ==
106 Ce verbe devrait être un participe passé au masculin singulier. => == Logitech G11 acheté en fevrier 2009 : les codes ont changés ==

108 Espace(s) surnuméraire(s) à supprimer. => M1                      :1008FF40
