
5 Mot inconnu : multicast [[10:19]] => ====== Le multicast ====== <|> multicast
8 Il manque les traits d’union. [[308:320]] => Le [[https://fr.wikipedia.org/wiki/Multicast|multicast]], ou multidiffusion, permet la diffusion vers plusieurs partenaires sur un réseau. Ces partenaires ont, en plus de leur adresse IP de classe A, B ou C (adresse privée), une adresse de multicast : **l'adresse de groupe**. Cette adresse est de classe D, c'est à dire qu'elle se trouve dans la plage allant de 224.0.0.0 jusqu'à 239.255.255.255. <|> c'est à dire => suggestions : ['c’est-à-dire']

10 Mot inconnu : switch [[111:117]] => Lorsqu'une application s'adresse à une adresse de groupe, tous les éléments du réseau (ordinateur, imprimante, switch managable, routeur, etc.) qui font partie de ce groupe réceptionnent la trame TCP/IP. <|> switch
10 Mot inconnu : managable [[118:127]] => Lorsqu'une application s'adresse à une adresse de groupe, tous les éléments du réseau (ordinateur, imprimante, switch managable, routeur, etc.) qui font partie de ce groupe réceptionnent la trame TCP/IP. <|> managable
10 Mot inconnu : TCP [[196:199]] => Lorsqu'une application s'adresse à une adresse de groupe, tous les éléments du réseau (ordinateur, imprimante, switch managable, routeur, etc.) qui font partie de ce groupe réceptionnent la trame TCP/IP. <|> tcp

12 Mot inconnu : multicast [[36:45]] => Pour simplifier on peut dire que le multicast est un broadcast sélectif. <|> multicast
12 Mot inconnu : broadcast [[53:62]] => Pour simplifier on peut dire que le multicast est un broadcast sélectif. <|> broadcast

14 Mot inconnu : multicast [[25:34]] => ===== Mise en place d'un multicast statique ===== <|> multicast

15 Mot inconnu : multicast [[34:43]] => <note>Il est beaucoup question de multicast dans le domaine de la diffusion audio et/ou vidéo ou encore du routage, ce n'est pas ce qui est détaillé ici((c'est un appel à contribution, si vous avez des connaissances dans ces domaines et si le cœur vous en dit, enrichissez cette documentation)).</note> <|> multicast
15 Il manque un espace avant la parenthèse. [[152:153]] => <note>Il est beaucoup question de multicast dans le domaine de la diffusion audio et/ou vidéo ou encore du routage, ce n'est pas ce qui est détaillé ici((c'est un appel à contribution, si vous avez des connaissances dans ces domaines et si le cœur vous en dit, enrichissez cette documentation)).</note> <|> ( => suggestions : [' (']

18 Mot inconnu : multicast [[12:21]] => On parle de multicast statique lorsque, dans un même réseau, on **définit** une adresse de groupe pour atteindre certains éléments du réseau.\\ <|> multicast

19 Il manque les traits d’union. [[0:12]] => C'est à dire que les différents éléments du réseau sont configurés pour accepter des trames TCP/IP adressées à une adresse de groupe. <|> c'est à dire => suggestions : ['C’est-à-dire']
19 Mot inconnu : TCP [[92:95]] => C'est à dire que les différents éléments du réseau sont configurés pour accepter des trames TCP/IP adressées à une adresse de groupe. <|> tcp
21 Mot inconnu : multicast [[285:294]] => On peut imaginer, par exemple, un cluster de PC au sein d'un réseau. Pour la communication entre ces PC, sachant que le nombre de PC pourrait être amené à varier, le plus simple est de définir une adresse unique à laquelle tous les PC du cluster répondent : une adresse de groupe ⇒ le multicast est né.\\ <|> multicast

22 Mot inconnu : multicast [[165:174]] => Le fait de n'avoir qu'une seule adresse permet de ne pas avoir à gérer la liste des adresses IP de tous les PC du cluster. Il suffit qu'un PC fasse partie du groupe multicast pour faire partie du cluster.\\ <|> multicast

26 Mot inconnu : CONFIG_IP_MULTICAST [[65:84]] => Le noyau Linux que vous utilisez doit être compilé avec l'option CONFIG_IP_MULTICAST activée. pour le vérifier : <|> config_ip_multicast
26 Après un point, une majuscule est généralement requise. [[94:98]] => Le noyau Linux que vous utilisez doit être compilé avec l'option CONFIG_IP_MULTICAST activée. pour le vérifier : <|> pour => suggestions : ['Pour']

29 Mot inconnu : CONFIG_IP_MULTICAST [[3:22]] => Si CONFIG_IP_MULTICAST=n, vous devez recompiler votre noyau en activant cette option ou en installer une version avec cette option activée. <|> config_ip_multicast

31 Mot inconnu : multicast [[37:46]] => ==== Activation de la fonctionnalité multicast ==== <|> multicast

32 Accord erroné : “Ubuntu” et “configuré” ne sont pas accordés. Mettez au féminin pluriel. [[22:31]] => Par défaut Ubuntu est configuré de sorte de ne pas activer les fonctions multicast. Pour vérifier cela : <|> configuré => suggestions : ['configurée']
32 Mot inconnu : multicast [[73:82]] => Par défaut Ubuntu est configuré de sorte de ne pas activer les fonctions multicast. Pour vérifier cela : <|> multicast

35 Mot inconnu : multicast [[20:29]] => Les fonctionnalités multicast sont désactivées.\\ <|> multicast

39 Mot inconnu : multicast [[17:26]] => Vérifions que le multicast est fonctionnel : <|> multicast

52 Mot inconnu : multicast [[121:130]] => -> **Explications :** l'adresse IP 224.0.0.1 est une adresse pour atteindre tous les partenaires du réseau qui gèrent du multicast.\\ <|> multicast

53 Majuscule en début de phrase, sauf éventuellement lors d’une énumération. [[0:2]] => l'adresse IP de mon PC est 192.168.1.141, mon PC répond. Mais l'adresse 192.168.1.200 répond aussi au ping, c'est mon routeur ADSL, il gère le multicast et donc il répond à l'adresse 224.0.0.1 lui aussi. <|> l' => suggestions : ["L'"]
53 Mot inconnu : ping [[102:106]] => l'adresse IP de mon PC est 192.168.1.141, mon PC répond. Mais l'adresse 192.168.1.200 répond aussi au ping, c'est mon routeur ADSL, il gère le multicast et donc il répond à l'adresse 224.0.0.1 lui aussi. <|> ping
53 Mot inconnu : multicast [[143:152]] => l'adresse IP de mon PC est 192.168.1.141, mon PC répond. Mais l'adresse 192.168.1.200 répond aussi au ping, c'est mon routeur ADSL, il gère le multicast et donc il répond à l'adresse 224.0.0.1 lui aussi. <|> multicast

62 Mot inconnu : multicast [[45:54]] => ==== Comment rejoindre une adresse de groupe multicast statique ==== <|> multicast

63 Mot inconnu : multicast [[14:23]] => <note>Pour le multicast statique privé, la plage d'adresses de groupe à utiliser va de 239.0.0.1 à 239.255.255.254.</note> <|> multicast

64 Mot inconnu : multicast [[69:78]] => <note>Dès qu'un partenaire du réseau a rejoint une adresse de groupe multicast, celle-ci devient « fonctionnelle », il n'y a pas de procédure de création d'adresse de groupe.</note> <|> multicast

65 Mot inconnu : multicast [[51:60]] => L'outil qui sert à rejoindre une adresse de groupe multicast est [[http://www.cschill.de/smcroute/|smcroute]]. Il se lance comme un daemon et gère le multicast.\\ <|> multicast
65 Mot inconnu : daemon [[132:138]] => L'outil qui sert à rejoindre une adresse de groupe multicast est [[http://www.cschill.de/smcroute/|smcroute]]. Il se lance comme un daemon et gère le multicast.\\ <|> daemon
65 Mot inconnu : multicast [[150:159]] => L'outil qui sert à rejoindre une adresse de groupe multicast est [[http://www.cschill.de/smcroute/|smcroute]]. Il se lance comme un daemon et gère le multicast.\\ <|> multicast

68 Mot inconnu : Join [[18:22]] => Pour rejoindre (//Join//) l'adresse de groupe 239.0.0.10 : <|> join

70 Mot inconnu : quiter [[5:11]] => Pour quiter (//Leave//) l'adresse de groupe 239.0.0.10 : <|> quiter
70 Mot inconnu : Leave [[15:20]] => Pour quiter (//Leave//) l'adresse de groupe 239.0.0.10 : <|> leave

73 Guillemets typographiques ouvrants. [[125:126]] => <note important>Pour faire en sorte que le PC rejoigne une adresse de groupe à chaque démarrage, il faut ajouter la commande "smcroute -j ..." dans le fichier **/etc/smcroute/startup.sh**.</note> <|> " => suggestions : ['«\xa0', '“']
73 Mot inconnu : smcroute [[126:134]] => <note important>Pour faire en sorte que le PC rejoigne une adresse de groupe à chaque démarrage, il faut ajouter la commande "smcroute -j ..." dans le fichier **/etc/smcroute/startup.sh**.</note> <|> smcroute
73 Il manque un espace à côté du tiret. [[134:136]] => <note important>Pour faire en sorte que le PC rejoigne une adresse de groupe à chaque démarrage, il faut ajouter la commande "smcroute -j ..." dans le fichier **/etc/smcroute/startup.sh**.</note> <|>  - => suggestions : [' – ', ' — ']
73 Typographie : points de suspension. Utilisez le caractère dédié. [[138:141]] => <note important>Pour faire en sorte que le PC rejoigne une adresse de groupe à chaque démarrage, il faut ajouter la commande "smcroute -j ..." dans le fichier **/etc/smcroute/startup.sh**.</note> <|> ... => suggestions : ['…']
73 Guillemets typographiques fermants. [[141:142]] => <note important>Pour faire en sorte que le PC rejoigne une adresse de groupe à chaque démarrage, il faut ajouter la commande "smcroute -j ..." dans le fichier **/etc/smcroute/startup.sh**.</note> <|> " => suggestions : ['\xa0»', '”']

76 Mot inconnu : VMware-player [[56:69]] => Pour l'exemple, j'ai utilisé une machine virtuelle dans VMware-player qui est membre de l'adresse de groupe 239.0.0.10. J'ai fait en sorte que la carte virtuelle vmnet8 qui relie mon PC au PC virtuel dans VMware-player rejoigne la même adresse de groupe, puis j'ai « pingué » cette adresse pour vérifier.\\ <|> vmware-player
76 Mot inconnu : vmnet8 [[162:168]] => Pour l'exemple, j'ai utilisé une machine virtuelle dans VMware-player qui est membre de l'adresse de groupe 239.0.0.10. J'ai fait en sorte que la carte virtuelle vmnet8 qui relie mon PC au PC virtuel dans VMware-player rejoigne la même adresse de groupe, puis j'ai « pingué » cette adresse pour vérifier.\\ <|> vmnet8
76 Mot inconnu : VMware-player [[205:218]] => Pour l'exemple, j'ai utilisé une machine virtuelle dans VMware-player qui est membre de l'adresse de groupe 239.0.0.10. J'ai fait en sorte que la carte virtuelle vmnet8 qui relie mon PC au PC virtuel dans VMware-player rejoigne la même adresse de groupe, puis j'ai « pingué » cette adresse pour vérifier.\\ <|> vmware-player
76 Mot inconnu : pingué [[267:273]] => Pour l'exemple, j'ai utilisé une machine virtuelle dans VMware-player qui est membre de l'adresse de groupe 239.0.0.10. J'ai fait en sorte que la carte virtuelle vmnet8 qui relie mon PC au PC virtuel dans VMware-player rejoigne la même adresse de groupe, puis j'ai « pingué » cette adresse pour vérifier.\\ <|> pingué

77 Mot inconnu : ping [[48:52]] => Avant l'opération, seul le PC virtuel répond au ping. Puis mon PC rejoint l'adresse de groupe. Et enfin les 2 PC répondent au ping. <|> ping
77 Si “PC” est une unité de mesure, il manque un espace insécable. Si le nombre se rapporte au mot suivant, c’est aussi valable. [[108:112]] => Avant l'opération, seul le PC virtuel répond au ping. Puis mon PC rejoint l'adresse de groupe. Et enfin les 2 PC répondent au ping. <|> 2 pc => suggestions : ['2\xa0PC']
77 Mot inconnu : ping [[126:130]] => Avant l'opération, seul le PC virtuel répond au ping. Puis mon PC rejoint l'adresse de groupe. Et enfin les 2 PC répondent au ping. <|> ping

101 Mot inconnu : IPv4 [[5:9]] => ==== IPv4 ==== <|> ipv4

104 Mot inconnu : IETF-2-AUDION [[50:63]] => |224.0.0.0|Adresse de base (réservée)| 224.0.1.14|IETF-2-AUDION| <|> ietf-2-audion

105 Mot inconnu : multicast [[29:38]] => |224.0.0.1|Tous les systèmes multicast sur ce sous-réseau| 224.0.1.15|IETF-2-VIDEO| <|> multicast
105 Mot inconnu : IETF-2-VIDEO [[70:82]] => |224.0.0.1|Tous les systèmes multicast sur ce sous-réseau| 224.0.1.15|IETF-2-VIDEO| <|> ietf-2-video

106 Mot inconnu : multicast [[29:38]] => |224.0.0.2|Tous les routeurs multicast sur ce sous-réseau| 224.0.1.16|MUSIC-SERVICE| <|> multicast
106 Mot inconnu : MUSIC-SERVICE [[70:83]] => |224.0.0.2|Tous les routeurs multicast sur ce sous-réseau| 224.0.1.16|MUSIC-SERVICE| <|> music-service

107 Mot inconnu : SEANET-TELEMETRY [[35:51]] => |224.0.0.3|Non affecté| 224.0.1.17|SEANET-TELEMETRY| <|> seanet-telemetry

108 Mot inconnu : DVMRP [[20:25]] => |224.0.0.4|Routeurs DVMRP| 224.0.1.18|SEANET-IMAGE| <|> dvmrp
108 Mot inconnu : SEANET-IMAGE [[38:50]] => |224.0.0.4|Routeurs DVMRP| 224.0.1.18|SEANET-IMAGE| <|> seanet-image

109 Mot inconnu : OSPFIGP [[29:36]] => |224.0.0.5|Tous les routeurs OSPFIGP| 224.0.1.19|MLOADD| <|> ospfigp
109 Mot inconnu : MLOADD [[49:55]] => |224.0.0.5|Tous les routeurs OSPFIGP| 224.0.1.19|MLOADD| <|> mloadd

110 Mot inconnu : OSPFIGP [[30:37]] => |224.0.0.6|Routeurs spécifiés OSPFIGP| 224.0.1.20|Expérimentations privées| <|> ospfigp

111 Mot inconnu : DVMRP [[35:40]] => |224.0.0.7|Routeurs ST| 224.0.1.21|DVMRP on MOSPF| <|> dvmrp
111 Mot inconnu : MOSPF [[44:49]] => |224.0.0.7|Routeurs ST| 224.0.1.21|DVMRP on MOSPF| <|> mospf

112 Mot inconnu : SVRLOC [[32:38]] => |224.0.0.8|Hôtes ST| 224.0.1.22|SVRLOC| <|> svrloc

113 Mot inconnu : RIP2 [[20:24]] => |224.0.0.9|Routeurs RIP2| 224.0.1.23|XINGTV| <|> rip2
113 Mot inconnu : XINGTV [[37:43]] => |224.0.0.9|Routeurs RIP2| 224.0.1.23|XINGTV| <|> xingtv

114 Mot inconnu : IGRP [[12:16]] => |224.0.0.10|IGRP| 224.0.1.24|Microsoft-ds| <|> igrp

115 Mot inconnu : Nbc-pro [[39:46]] => |224.0.0.11|Agents mobiles| 224.0.1.25|Nbc-pro| <|> nbc-pro

116 Mot inconnu : multicast [[30:39]] => |224.0.0.13|Tous les routeurs multicast qui support le protocole PIM-SM sur ce réseau|224.0.1.26|Nbc-pnf| <|> multicast
116 Mot inconnu : PIM-SM [[65:71]] => |224.0.0.13|Tous les routeurs multicast qui support le protocole PIM-SM sur ce réseau|224.0.1.26|Nbc-pnf| <|> pim-sm
116 Mot inconnu : Nbc-pnf [[97:104]] => |224.0.0.13|Tous les routeurs multicast qui support le protocole PIM-SM sur ce réseau|224.0.1.26|Nbc-pnf| <|> nbc-pnf

118 Mot inconnu : VMTP [[36:40]] => |224.0.1.0|Groupes de gestionnaires VMTP| 224.0.2.1|Groupe « rwho » (BSD, non officiel)| <|> vmtp
118 Mot inconnu : rwho [[61:65]] => |224.0.1.0|Groupes de gestionnaires VMTP| 224.0.2.1|Groupe « rwho » (BSD, non officiel)| <|> rwho

119 Mot inconnu : Network [[11:18]] => |224.0.1.1|Network Time Protocol| 224.0.2.2|SUN RPC PMAPPROC_CALLIT| <|> network
119 Mot inconnu : Time [[19:23]] => |224.0.1.1|Network Time Protocol| 224.0.2.2|SUN RPC PMAPPROC_CALLIT| <|> time
119 Mot inconnu : Protocol [[24:32]] => |224.0.1.1|Network Time Protocol| 224.0.2.2|SUN RPC PMAPPROC_CALLIT| <|> protocol
119 Mot inconnu : SUN [[44:47]] => |224.0.1.1|Network Time Protocol| 224.0.2.2|SUN RPC PMAPPROC_CALLIT| <|> sun
119 Mot inconnu : RPC [[48:51]] => |224.0.1.1|Network Time Protocol| 224.0.2.2|SUN RPC PMAPPROC_CALLIT| <|> rpc
119 Mot inconnu : PMAPPROC_CALLIT [[52:67]] => |224.0.1.1|Network Time Protocol| 224.0.2.2|SUN RPC PMAPPROC_CALLIT| <|> pmapproc_callit

120 Mot inconnu : SGI-Dogfight [[11:23]] => |224.0.1.2|SGI-Dogfight|  224.0.3.0-255|Service générique RFE| <|> sgi-dogfight
120 Mot inconnu : RFE [[58:61]] => |224.0.1.2|SGI-Dogfight|  224.0.3.0-255|Service générique RFE| <|> rfe

121 Mot inconnu : Rwhod [[11:16]] => |224.0.1.3|Rwhod| 224.0.4.0-255|Conférences individuelles RFE| <|> rwhod
121 Mot inconnu : RFE [[58:61]] => |224.0.1.3|Rwhod| 224.0.4.0-255|Conférences individuelles RFE| <|> rfe

122 Mot inconnu : VNP [[11:14]] => |224.0.1.4|VNP| 224.0.5.0-127|Groupes CDPD| <|> vnp
122 Mot inconnu : CDPD [[38:42]] => |224.0.1.4|VNP| 224.0.5.0-127|Groupes CDPD| <|> cdpd

123 Mot inconnu : Artificial [[11:21]] => |224.0.1.5|Artificial Horizons-Aviator| 224.0.5.128-255|Non affectés| <|> artificial
123 Mot inconnu : Horizons-Aviator [[22:38]] => |224.0.1.5|Artificial Horizons-Aviator| 224.0.5.128-255|Non affectés| <|> horizons-aviator

124 Mot inconnu : Name [[11:15]] => |224.0.1.6|Name Service Server| 224.0.6.0-127|Projet ISIS de Cornell| <|> name
124 Mot inconnu : Server [[24:30]] => |224.0.1.6|Name Service Server| 224.0.6.0-127|Projet ISIS de Cornell| <|> server
124 Mot inconnu : Cornell [[61:68]] => |224.0.1.6|Name Service Server| 224.0.6.0-127|Projet ISIS de Cornell| <|> cornell

125 Mot inconnu : AUDIONEWS [[11:20]] => |224.0.1.7|AUDIONEWS| 224.0.6.128-255|Non affecté| <|> audionews

126 Mot inconnu : SUN [[34:37]] => |224.0.1.8|Service d’informations SUN NIS+|  224.1.0.0-255.255|Groupes multidiffusion ST| <|> sun
126 Mot inconnu : NIS [[38:41]] => |224.0.1.8|Service d’informations SUN NIS+|  224.1.0.0-255.255|Groupes multidiffusion ST| <|> nis

127 Mot inconnu : Multicast [[11:20]] => |224.0.1.9|Multicast transport protocol| 224.2.0.0-255.255|Appels conférences multimédias| <|> multicast
127 Mot inconnu : protocol [[31:39]] => |224.0.1.9|Multicast transport protocol| 224.2.0.0-255.255|Appels conférences multimédias| <|> protocol

128 Grands nombres : utilisez des espaces insécables plutôt que des points. [[30:37]] => |224.0.1.10|IETF-1-LOW-AUDIO| 224.252.0.0-255.255.255|Groupes transcient DIS| <|> 224.252 => suggestions : ['224\xa0252']
128 Mot inconnu : transcient [[62:72]] => |224.0.1.10|IETF-1-LOW-AUDIO| 224.252.0.0-255.255.255|Groupes transcient DIS| <|> transcient

129 Mot inconnu : IETF-1-AUDION [[12:25]] => |224.0.1.11|IETF-1-AUDION|  232.0.0.0-255.255.255|Groupes transcient VMTP| <|> ietf-1-audion
129 Mot inconnu : transcient [[58:68]] => |224.0.1.11|IETF-1-AUDION|  232.0.0.0-255.255.255|Groupes transcient VMTP| <|> transcient
129 Mot inconnu : VMTP [[69:73]] => |224.0.1.11|IETF-1-AUDION|  232.0.0.0-255.255.255|Groupes transcient VMTP| <|> vmtp

130 Mot inconnu : IETF-1-VIDEO [[12:24]] => |224.0.1.12|IETF-1-VIDEO|  | | <|> ietf-1-video

131 Espace(s) en fin de ligne à supprimer. [[34:35]] => |224.0.1.13|IETF-2-LOW-AUDIO|  | |  <|>   => suggestions : ['']

133 Mot inconnu : IPv6 [[5:9]] => ==== IPv6 ==== <|> ipv6

135 Mot inconnu : multicast [[17:26]] => Masque de réseau multicast en IPV6:** ff00::/8** <|> multicast
135 Mot inconnu : IPV6 [[30:34]] => Masque de réseau multicast en IPV6:** ff00::/8** <|> ipv6
135 Mot inconnu : ff00 [[38:42]] => Masque de réseau multicast en IPV6:** ff00::/8** <|> ff00
135 Une de ces ponctuations est superflue. [[42:44]] => Masque de réseau multicast en IPV6:** ff00::/8** <|> :: => suggestions : [':', ':']

136 Mot inconnu : ip6tables [[26:35]] => Ajoutez ceci a vos règles ip6tables pour en profiter <|> ip6tables
