
4 Mot inconnu : FreeSpace => ====== FreeSpace ====== | freespace

10 Mot inconnu : Descent => <note>"**Descent: FreeSpace** est une série de jeux vidéo de **simulation de combat spatial**, dont l'action se déroule dans un lointain futur. [...] | descent
10 Mot inconnu : FreeSpace => <note>"**Descent: FreeSpace** est une série de jeux vidéo de **simulation de combat spatial**, dont l'action se déroule dans un lointain futur. [...] | freespace
10 Typographie : points de suspension. Utilisez le caractère dédié. => <note>"**Descent: FreeSpace** est une série de jeux vidéo de **simulation de combat spatial**, dont l'action se déroule dans un lointain futur. [...] | ... => suggestions : ['…']

12 Mot inconnu : Descent => Le premier titre, **Descent: FreeSpace – The Great War**, parut en 1998. Il reçut le pack d'extension **Silent Threat**. **Descent: FreeSpace 2** fut publié 1 an après. | descent
12 Mot inconnu : FreeSpace => Le premier titre, **Descent: FreeSpace – The Great War**, parut en 1998. Il reçut le pack d'extension **Silent Threat**. **Descent: FreeSpace 2** fut publié 1 an après. | freespace
12 Mot inconnu : The => Le premier titre, **Descent: FreeSpace – The Great War**, parut en 1998. Il reçut le pack d'extension **Silent Threat**. **Descent: FreeSpace 2** fut publié 1 an après. | the
12 Mot inconnu : Great => Le premier titre, **Descent: FreeSpace – The Great War**, parut en 1998. Il reçut le pack d'extension **Silent Threat**. **Descent: FreeSpace 2** fut publié 1 an après. | great
12 Mot inconnu : War => Le premier titre, **Descent: FreeSpace – The Great War**, parut en 1998. Il reçut le pack d'extension **Silent Threat**. **Descent: FreeSpace 2** fut publié 1 an après. | war
12 Mot inconnu : Silent => Le premier titre, **Descent: FreeSpace – The Great War**, parut en 1998. Il reçut le pack d'extension **Silent Threat**. **Descent: FreeSpace 2** fut publié 1 an après. | silent
12 Mot inconnu : Threat => Le premier titre, **Descent: FreeSpace – The Great War**, parut en 1998. Il reçut le pack d'extension **Silent Threat**. **Descent: FreeSpace 2** fut publié 1 an après. | threat
12 Mot inconnu : Descent => Le premier titre, **Descent: FreeSpace – The Great War**, parut en 1998. Il reçut le pack d'extension **Silent Threat**. **Descent: FreeSpace 2** fut publié 1 an après. | descent
12 Mot inconnu : FreeSpace => Le premier titre, **Descent: FreeSpace – The Great War**, parut en 1998. Il reçut le pack d'extension **Silent Threat**. **Descent: FreeSpace 2** fut publié 1 an après. | freespace

13 Mot inconnu : Wing => Les critiques ont assez bien accueilli la série, en la comparant à de grandes simulations, tel Wing Commander. FreeSpace offre une **AI respectable**, des ailiers aux ordres du joueur, une **histoire intrigante et complexe**, un mode multijoueur et des **vaisseaux-amiraux pouvant atteindre plusieurs kilomètres de longueur**.[...] | wing
13 Mot inconnu : FreeSpace => Les critiques ont assez bien accueilli la série, en la comparant à de grandes simulations, tel Wing Commander. FreeSpace offre une **AI respectable**, des ailiers aux ordres du joueur, une **histoire intrigante et complexe**, un mode multijoueur et des **vaisseaux-amiraux pouvant atteindre plusieurs kilomètres de longueur**.[...] | freespace
13 Typographie : points de suspension. Utilisez le caractère dédié. => Les critiques ont assez bien accueilli la série, en la comparant à de grandes simulations, tel Wing Commander. FreeSpace offre une **AI respectable**, des ailiers aux ordres du joueur, une **histoire intrigante et complexe**, un mode multijoueur et des **vaisseaux-amiraux pouvant atteindre plusieurs kilomètres de longueur**.[...] | ... => suggestions : ['…']

15 Mot inconnu : FreeSpace => **FreeSpace 2** est une version améliorée du premier épisode, avec un gameplay et une interface quasiment identiques mais des **graphismes largement supérieurs**, des **nébuleuses** et des **armes à rayons** (beam canons), ce qui change radicalement les stratégies de combat. Bien que le jeu fut **assez bien reçu par les critiques**, il a eu du mal à se vendre, marquant ainsi la fin de l'ère de la simulation de combat spatial.[...] | freespace
15 Accord de nombre erroné avec « une interface » : « identiques » devrait être au singulier. => **FreeSpace 2** est une version améliorée du premier épisode, avec un gameplay et une interface quasiment identiques mais des **graphismes largement supérieurs**, des **nébuleuses** et des **armes à rayons** (beam canons), ce qui change radicalement les stratégies de combat. Bien que le jeu fut **assez bien reçu par les critiques**, il a eu du mal à se vendre, marquant ainsi la fin de l'ère de la simulation de combat spatial.[...] | identiques => suggestions : ['identique']
15 Mot inconnu : beam => **FreeSpace 2** est une version améliorée du premier épisode, avec un gameplay et une interface quasiment identiques mais des **graphismes largement supérieurs**, des **nébuleuses** et des **armes à rayons** (beam canons), ce qui change radicalement les stratégies de combat. Bien que le jeu fut **assez bien reçu par les critiques**, il a eu du mal à se vendre, marquant ainsi la fin de l'ère de la simulation de combat spatial.[...] | beam
15 Typographie : points de suspension. Utilisez le caractère dédié. => **FreeSpace 2** est une version améliorée du premier épisode, avec un gameplay et une interface quasiment identiques mais des **graphismes largement supérieurs**, des **nébuleuses** et des **armes à rayons** (beam canons), ce qui change radicalement les stratégies de combat. Bien que le jeu fut **assez bien reçu par les critiques**, il a eu du mal à se vendre, marquant ainsi la fin de l'ère de la simulation de combat spatial.[...] | ... => suggestions : ['…']

17 Mot inconnu : Descent => Malgré cela, la série **Descent: FreeSpace** vit encore, grâce au travail de la communauté et des moddeurs, dont certains sont devenus de véritables experts en la matière.[...] Le **FreeSpace Code Project** (aussi connu sous le nom de « FS2Open »), a débuté après la **libération du code source de FreeSpace 2**, ayant pour but d'**élever les capacités du jeu** bien au-delà de ses capacités originales. La plus grande majorité d'entre elles sont de nature graphique." | descent
17 Mot inconnu : FreeSpace => Malgré cela, la série **Descent: FreeSpace** vit encore, grâce au travail de la communauté et des moddeurs, dont certains sont devenus de véritables experts en la matière.[...] Le **FreeSpace Code Project** (aussi connu sous le nom de « FS2Open »), a débuté après la **libération du code source de FreeSpace 2**, ayant pour but d'**élever les capacités du jeu** bien au-delà de ses capacités originales. La plus grande majorité d'entre elles sont de nature graphique." | freespace
17 Mot inconnu : moddeurs => Malgré cela, la série **Descent: FreeSpace** vit encore, grâce au travail de la communauté et des moddeurs, dont certains sont devenus de véritables experts en la matière.[...] Le **FreeSpace Code Project** (aussi connu sous le nom de « FS2Open »), a débuté après la **libération du code source de FreeSpace 2**, ayant pour but d'**élever les capacités du jeu** bien au-delà de ses capacités originales. La plus grande majorité d'entre elles sont de nature graphique." | moddeurs
17 Typographie : points de suspension. Utilisez le caractère dédié. => Malgré cela, la série **Descent: FreeSpace** vit encore, grâce au travail de la communauté et des moddeurs, dont certains sont devenus de véritables experts en la matière.[...] Le **FreeSpace Code Project** (aussi connu sous le nom de « FS2Open »), a débuté après la **libération du code source de FreeSpace 2**, ayant pour but d'**élever les capacités du jeu** bien au-delà de ses capacités originales. La plus grande majorité d'entre elles sont de nature graphique." | ... => suggestions : ['…']
17 Mot inconnu : FreeSpace => Malgré cela, la série **Descent: FreeSpace** vit encore, grâce au travail de la communauté et des moddeurs, dont certains sont devenus de véritables experts en la matière.[...] Le **FreeSpace Code Project** (aussi connu sous le nom de « FS2Open »), a débuté après la **libération du code source de FreeSpace 2**, ayant pour but d'**élever les capacités du jeu** bien au-delà de ses capacités originales. La plus grande majorité d'entre elles sont de nature graphique." | freespace
17 Mot inconnu : Project => Malgré cela, la série **Descent: FreeSpace** vit encore, grâce au travail de la communauté et des moddeurs, dont certains sont devenus de véritables experts en la matière.[...] Le **FreeSpace Code Project** (aussi connu sous le nom de « FS2Open »), a débuté après la **libération du code source de FreeSpace 2**, ayant pour but d'**élever les capacités du jeu** bien au-delà de ses capacités originales. La plus grande majorité d'entre elles sont de nature graphique." | project
17 Mot inconnu : FS2Open => Malgré cela, la série **Descent: FreeSpace** vit encore, grâce au travail de la communauté et des moddeurs, dont certains sont devenus de véritables experts en la matière.[...] Le **FreeSpace Code Project** (aussi connu sous le nom de « FS2Open »), a débuté après la **libération du code source de FreeSpace 2**, ayant pour but d'**élever les capacités du jeu** bien au-delà de ses capacités originales. La plus grande majorité d'entre elles sont de nature graphique." | fs2open
17 Mot inconnu : FreeSpace => Malgré cela, la série **Descent: FreeSpace** vit encore, grâce au travail de la communauté et des moddeurs, dont certains sont devenus de véritables experts en la matière.[...] Le **FreeSpace Code Project** (aussi connu sous le nom de « FS2Open »), a débuté après la **libération du code source de FreeSpace 2**, ayant pour but d'**élever les capacités du jeu** bien au-delà de ses capacités originales. La plus grande majorité d'entre elles sont de nature graphique." | freespace
17 Guillemets typographiques fermants. => Malgré cela, la série **Descent: FreeSpace** vit encore, grâce au travail de la communauté et des moddeurs, dont certains sont devenus de véritables experts en la matière.[...] Le **FreeSpace Code Project** (aussi connu sous le nom de « FS2Open »), a débuté après la **libération du code source de FreeSpace 2**, ayant pour but d'**élever les capacités du jeu** bien au-delà de ses capacités originales. La plus grande majorité d'entre elles sont de nature graphique." | " => suggestions : ['\xa0»', '”']

19 Mot inconnu : Wikipedia => Ces lignes sont extraites de Wikipedia: https://fr.wikipedia.org/wiki/Descent:_FreeSpace | wikipedia
19 Mot inconnu : _FreeSpace => Ces lignes sont extraites de Wikipedia: https://fr.wikipedia.org/wiki/Descent:_FreeSpace | _freespace
22 Mot inconnu : FreeSpace => //Éclaircissement: on utilise actuellement un moteur de FreeSpace 2 amélioré, pour jouer à une campagne de FreeSpace 2 améliorée, mais aussi aux précédents épisodes de la série eux mêmes améliorés. Ouah !// 8-) | freespace
22 Accord de nombre erroné avec « 2 » : « amélioré » devrait être au pluriel. => //Éclaircissement: on utilise actuellement un moteur de FreeSpace 2 amélioré, pour jouer à une campagne de FreeSpace 2 améliorée, mais aussi aux précédents épisodes de la série eux mêmes améliorés. Ouah !// 8-) | amélioré => suggestions : ['améliorés']
22 Mot inconnu : FreeSpace => //Éclaircissement: on utilise actuellement un moteur de FreeSpace 2 amélioré, pour jouer à une campagne de FreeSpace 2 améliorée, mais aussi aux précédents épisodes de la série eux mêmes améliorés. Ouah !// 8-) | freespace
22 Accord de nombre erroné avec « 2 » : « améliorée » devrait être au pluriel. => //Éclaircissement: on utilise actuellement un moteur de FreeSpace 2 amélioré, pour jouer à une campagne de FreeSpace 2 améliorée, mais aussi aux précédents épisodes de la série eux mêmes améliorés. Ouah !// 8-) | améliorée => suggestions : ['améliorées']
22 Il manque un trait d’union. => //Éclaircissement: on utilise actuellement un moteur de FreeSpace 2 amélioré, pour jouer à une campagne de FreeSpace 2 améliorée, mais aussi aux précédents épisodes de la série eux mêmes améliorés. Ouah !// 8-) | eux mêmes => suggestions : ['eux-mêmes']

24 Mot inconnu : FreeSpace => Les projets FreeSpace SCP (moteur), FreeSpace Upgrade (graphismes), et de nombreux mods sont centralisés sur: https://www.hard-light.net/ | freespace
