
5 Mot inconnu : OpenVPN => ====== Client OpenVPN ====== | openvpn
19 Mot inconnu : github => L'exemple de fichier client officiel se trouve : [[https://github.com/OpenVPN/openvpn/blob/master/sample/sample-config-files/client.conf|github/OpenVPN/client.conf]] | github
19 Mot inconnu : OpenVPN => L'exemple de fichier client officiel se trouve : [[https://github.com/OpenVPN/openvpn/blob/master/sample/sample-config-files/client.conf|github/OpenVPN/client.conf]] | openvpn
19 Il manque un espace. => L'exemple de fichier client officiel se trouve : [[https://github.com/OpenVPN/openvpn/blob/master/sample/sample-config-files/client.conf|github/OpenVPN/client.conf]] | conf => suggestions : [' conf']

24 Mot inconnu : client-side => # Sample client-side OpenVPN 2.0 config file # | client-side
24 Mot inconnu : OpenVPN => # Sample client-side OpenVPN 2.0 config file # | openvpn
24 Accord de nombre erroné avec « 2.0 » : « config » devrait être au pluriel. => # Sample client-side OpenVPN 2.0 config file # | config => suggestions : ['configs']

25 Mot inconnu : connecting => # for connecting to multi-client server.     # | connecting
25 Mot inconnu : to => # for connecting to multi-client server.     # | to
25 Mot inconnu : server => # for connecting to multi-client server.     # | server
25 Espace(s) surnuméraire(s) à supprimer. => # for connecting to multi-client server.     # |       => suggestions : [' ']

27 Mot inconnu : This => # This configuration can be used by multiple # | this
27 Mot inconnu : can => # This configuration can be used by multiple # | can
27 Mot inconnu : used => # This configuration can be used by multiple # | used
27 Mot inconnu : by => # This configuration can be used by multiple # | by

28 Mot inconnu : however => # clients, however each client should have   # | however
28 Mot inconnu : each => # clients, however each client should have   # | each
28 Mot inconnu : should => # clients, however each client should have   # | should
28 Espace(s) surnuméraire(s) à supprimer. => # clients, however each client should have   # |     => suggestions : [' ']

29 Mot inconnu : its => # its own cert and key files.                # | its
29 Mot inconnu : own => # its own cert and key files.                # | own
29 Mot inconnu : cert => # its own cert and key files.                # | cert
29 Mot inconnu : and => # its own cert and key files.                # | and
29 Mot inconnu : key => # its own cert and key files.                # | key
29 Espace(s) surnuméraire(s) à supprimer. => # its own cert and key files.                # |                  => suggestions : [' ']

35 Mot inconnu : tun => # le type d'interface tun ou tap (comme définit par le serveur) | tun
35 Mot inconnu : tap => # le type d'interface tun ou tap (comme définit par le serveur) | tap

36 Mot inconnu : dev => dev tap | dev
36 Mot inconnu : tap => dev tap | tap

37 Il manque un espace. => ;dev tun | dev => suggestions : [' dev']
37 Mot inconnu : dev => ;dev tun | dev
37 Mot inconnu : tun => ;dev tun | tun

40 Mot inconnu : tcp => proto tcp | tcp

41 Il manque un espace. => ;proto udp | proto => suggestions : [' proto']
41 Mot inconnu : udp => ;proto udp | udp

44 Mot inconnu : remote => remote  my-server-1 1194 | remote
44 Espace(s) surnuméraire(s) à supprimer. => remote  my-server-1 1194 |    => suggestions : [' ']
44 Mot inconnu : my-server-1 => remote  my-server-1 1194 | my-server-1
47 Mot inconnu : mon_nom => # ou personnalisé (par exemple: mon_nom.crt et mon_nom.key) | mon_nom
47 Mot inconnu : crt => # ou personnalisé (par exemple: mon_nom.crt et mon_nom.key) | crt
47 Mot inconnu : mon_nom => # ou personnalisé (par exemple: mon_nom.crt et mon_nom.key) | mon_nom
47 Mot inconnu : key => # ou personnalisé (par exemple: mon_nom.crt et mon_nom.key) | key

48 Mot inconnu : ca => ca ca.crt | ca
48 Doublon. => ca ca.crt | ca ca => suggestions : ['ca']
48 Mot inconnu : ca => ca ca.crt | ca
48 Mot inconnu : crt => ca ca.crt | crt

49 Mot inconnu : cert => cert client.crt | cert
49 Mot inconnu : crt => cert client.crt | crt

50 Mot inconnu : key => key client.key | key
50 Mot inconnu : key => key client.key | key

53 Mot inconnu : remote-cert-tls => remote-cert-tls server | remote-cert-tls
53 Mot inconnu : server => remote-cert-tls server | server

55 Mot inconnu : tls => # si le serveur utilise une clé tls- | tls

56 Mot inconnu : tls-auth => tls-auth ta.key 1 | tls-auth
56 Mot inconnu : key => tls-auth ta.key 1 | key

59 Mot inconnu : network-manager-openvpn => ==== Avec network-manager-openvpn ==== | network-manager-openvpn

61 Mot inconnu : network-manager => Un clic sur l'icône de network-manager montre un champ **Connexions VPN**, qui permet de configurer le VPN. L'interface est assez intuitive, mais aussi assez limitée par rapport aux nombreuses options disponibles dans le fichier de configuration. | network-manager

63 Mot inconnu : Xubuntu => Sur Xubuntu 16.04 (au moins) il faut ajouter le paquet  [[apt>network-manager-openvpn-gnome|network-manager-openvpn-gnome]] pour que l'interface propose un VPN de type openvpn ou l'importation d'un fichier de configuration openvpn. | xubuntu
63 Espace(s) surnuméraire(s) à supprimer. => Sur Xubuntu 16.04 (au moins) il faut ajouter le paquet  [[apt>network-manager-openvpn-gnome|network-manager-openvpn-gnome]] pour que l'interface propose un VPN de type openvpn ou l'importation d'un fichier de configuration openvpn. |    => suggestions : [' ']
63 Mot inconnu : openvpn => Sur Xubuntu 16.04 (au moins) il faut ajouter le paquet  [[apt>network-manager-openvpn-gnome|network-manager-openvpn-gnome]] pour que l'interface propose un VPN de type openvpn ou l'importation d'un fichier de configuration openvpn. | openvpn
63 Mot inconnu : openvpn => Sur Xubuntu 16.04 (au moins) il faut ajouter le paquet  [[apt>network-manager-openvpn-gnome|network-manager-openvpn-gnome]] pour que l'interface propose un VPN de type openvpn ou l'importation d'un fichier de configuration openvpn. | openvpn

67 Mot inconnu : openvpn => À noter que le plugin propose d'importer le profil depuis un fichier de configuration openvpn. Cette option est assez pratique mais perdra tous les réglages non pris en charge directement par network-manager, ce qui est bien dommage, en particulier les routages différenciés pour ne router qu'une partie du trafic par le vpn et les scripts up et down. | openvpn
67 Mot inconnu : network-manager => À noter que le plugin propose d'importer le profil depuis un fichier de configuration openvpn. Cette option est assez pratique mais perdra tous les réglages non pris en charge directement par network-manager, ce qui est bien dommage, en particulier les routages différenciés pour ne router qu'une partie du trafic par le vpn et les scripts up et down. | network-manager
67 Mot inconnu : vpn => À noter que le plugin propose d'importer le profil depuis un fichier de configuration openvpn. Cette option est assez pratique mais perdra tous les réglages non pris en charge directement par network-manager, ce qui est bien dommage, en particulier les routages différenciés pour ne router qu'une partie du trafic par le vpn et les scripts up et down. | vpn
67 Mot inconnu : up => À noter que le plugin propose d'importer le profil depuis un fichier de configuration openvpn. Cette option est assez pratique mais perdra tous les réglages non pris en charge directement par network-manager, ce qui est bien dommage, en particulier les routages différenciés pour ne router qu'une partie du trafic par le vpn et les scripts up et down. | up
67 Mot inconnu : down => À noter que le plugin propose d'importer le profil depuis un fichier de configuration openvpn. Cette option est assez pratique mais perdra tous les réglages non pris en charge directement par network-manager, ce qui est bien dommage, en particulier les routages différenciés pour ne router qu'une partie du trafic par le vpn et les scripts up et down. | down

70 Mot inconnu : Maverick => Depuis Maverick Meerkat (10.10), il faut activer la compression LZO dans les paramètres avancés, sinon vous ne pourrez pas avoir accès à Internet, quand bien même vous seriez connecté à votre VPN. | maverick
