
5 Mot inconnu : Elasticsearch => ====== Elasticsearch ====== | elasticsearch

10 Mot inconnu : Elasticsearch => Ce tutoriel a pour but de montrer comment installer basiquement le service Elasticsearch et réaliser des requêtes simples. | elasticsearch

11 Conjugaison erronée. Accord avec “Les paramètres…”. Le verbe devrait être à la 3ᵉ personne du pluriel. => Les paramètres techniques détaillées et les concepts d'architecture ou de modèle documentaire ne seront pas abordés ici.\\ | détaillées => suggestions : ['détaillent', 'détaillaient', 'détaillèrent']

22 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Le requêtage HTTP : [[http://www.zem.fr/curl-15-commandes-pratiques-avec-curl/|Tutoriel FR]] ou  [[http://www.slashroot.in/curl-command-tutorial-linux-example-usage/|Tutoriel EN]] |    => suggestions : ['']
22 Mot inconnu : requêtage =>   * Le requêtage HTTP : [[http://www.zem.fr/curl-15-commandes-pratiques-avec-curl/|Tutoriel FR]] ou  [[http://www.slashroot.in/curl-command-tutorial-linux-example-usage/|Tutoriel EN]] | requêtage
22 Espace(s) surnuméraire(s) à supprimer. =>   * Le requêtage HTTP : [[http://www.zem.fr/curl-15-commandes-pratiques-avec-curl/|Tutoriel FR]] ou  [[http://www.slashroot.in/curl-command-tutorial-linux-example-usage/|Tutoriel EN]] |    => suggestions : [' ']

30 Mot inconnu : elasticsearch => Vous devriez voir une ligne **elasticsearch** : | elasticsearch

31 Pas d’espace après ce signe. => <code bash> [ - ]  elasticsearch</code> | [  => suggestions : ['[']
31 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => <code bash> [ - ]  elasticsearch</code> |  -  => suggestions : [' – ', ' — ', ' − ']
31 Pas d’espace avant ce signe. => <code bash> [ - ]  elasticsearch</code> |  ] => suggestions : [']']

37 Mot inconnu : FIXME => FIXME Après 16.04 c'est réglé ou c'est 16.04 et Supérieur qu'il faut indiquer? Lien vers un bug? | fixme

45 Accord de genre erroné : « active » est féminin. => Alors vous devriez voir un **active (exited)** qui indique que la commande de lancement a été exécutée mais qu'on n'est pas sûr de l'état du service :  | un => suggestions : ['une']
45 Accord de genre erroné : « un » est un déterminant masculin. => Alors vous devriez voir un **active (exited)** qui indique que la commande de lancement a été exécutée mais qu'on n'est pas sûr de l'état du service :  | active => suggestions : ['activé', 'actif']
45 Mot inconnu : exited => Alors vous devriez voir un **active (exited)** qui indique que la commande de lancement a été exécutée mais qu'on n'est pas sûr de l'état du service :  | exited
45 Espace(s) en fin de ligne à supprimer. => Alors vous devriez voir un **active (exited)** qui indique que la commande de lancement a été exécutée mais qu'on n'est pas sûr de l'état du service :  |   => suggestions : ['']

52 Mot inconnu : lubuntu-DEV => sept. 18 12:57:38 lubuntu-DEV systemd[1]: Started LSB: Starts elasticsearch</code> | lubuntu-dev
52 Mot inconnu : systemd => sept. 18 12:57:38 lubuntu-DEV systemd[1]: Started LSB: Starts elasticsearch</code> | systemd
52 Mot inconnu : Started => sept. 18 12:57:38 lubuntu-DEV systemd[1]: Started LSB: Starts elasticsearch</code> | started
52 Mot inconnu : LSB => sept. 18 12:57:38 lubuntu-DEV systemd[1]: Started LSB: Starts elasticsearch</code> | lsb
52 Mot inconnu : Starts => sept. 18 12:57:38 lubuntu-DEV systemd[1]: Started LSB: Starts elasticsearch</code> | starts
52 Mot inconnu : elasticsearch => sept. 18 12:57:38 lubuntu-DEV systemd[1]: Started LSB: Starts elasticsearch</code> | elasticsearch

57 Mot inconnu : START_DAEMON => <file bash>test "$START_DAEMON" = true || exit 0</file> | start_daemon
57 Guillemets typographiques fermants. => <file bash>test "$START_DAEMON" = true || exit 0</file> | " => suggestions : ['\xa0»', '”']
57 Mot inconnu : true => <file bash>test "$START_DAEMON" = true || exit 0</file> | true

