
5 Mot inconnu : Gtranslator => ====== Gtranslator ====== | gtranslator

7 Mot inconnu : Gtranslator => **Gtranslator** est un éditeur de fichier **.po** (format utilisé par gettext pour les traductions de logiciels). \\ | gtranslator
7 Mot inconnu : gettext => **Gtranslator** est un éditeur de fichier **.po** (format utilisé par gettext pour les traductions de logiciels). \\ | gettext

13 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

20 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => === Exemple de fichier .po === |  . => suggestions : ['. ', '.']

22 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Un fichier .po est un fichier contenant une en-tête pour décrire le fichier et par la suite une alternance de message en anglais (msgid) et la traduction sur la ligne suivante (msgstr). Voici un exemple: <file exemple.po> |  . => suggestions : ['. ', '.']
22 Accord de genre erroné : « en-tête » est masculin. => Un fichier .po est un fichier contenant une en-tête pour décrire le fichier et par la suite une alternance de message en anglais (msgid) et la traduction sur la ligne suivante (msgstr). Voici un exemple: <file exemple.po> | une => suggestions : ['un']
22 Mot inconnu : msgid => Un fichier .po est un fichier contenant une en-tête pour décrire le fichier et par la suite une alternance de message en anglais (msgid) et la traduction sur la ligne suivante (msgstr). Voici un exemple: <file exemple.po> | msgid
22 Mot inconnu : msgstr => Un fichier .po est un fichier contenant une en-tête pour décrire le fichier et par la suite une alternance de message en anglais (msgid) et la traduction sur la ligne suivante (msgstr). Voici un exemple: <file exemple.po> | msgstr
23 Mot inconnu : src => #: src/drawing.c:304 | src
23 Mot inconnu : drawing => #: src/drawing.c:304 | drawing
23 Il manque un espace. => #: src/drawing.c:304 | 304 => suggestions : [' 304']

24 Mot inconnu : msgid => msgid "" | msgid

25 Mot inconnu : msgstr => msgstr "" | msgstr

26 Guillemets typographiques ouvrants. => "Project-Id-Version: gpaint 0.2.2\n" | " => suggestions : ['«\xa0', '“']
26 Mot inconnu : Project-Id-Version => "Project-Id-Version: gpaint 0.2.2\n" | project-id-version
26 Mot inconnu : gpaint => "Project-Id-Version: gpaint 0.2.2\n" | gpaint
26 Guillemets typographiques fermants. => "Project-Id-Version: gpaint 0.2.2\n" | " => suggestions : ['\xa0»', '”']

27 Guillemets typographiques ouvrants. => "Report-Msgid-Bugs-To: \n" | " => suggestions : ['«\xa0', '“']
27 Mot inconnu : Report-Msgid-Bugs-To => "Report-Msgid-Bugs-To: \n" | report-msgid-bugs-to
27 Guillemets typographiques fermants. => "Report-Msgid-Bugs-To: \n" | " => suggestions : ['\xa0»', '”']

28 Guillemets typographiques ouvrants. => "POT-Creation-Date: 2005-01-31 21:49-0500\n" | " => suggestions : ['«\xa0', '“']
28 Mot inconnu : POT-Creation-Date => "POT-Creation-Date: 2005-01-31 21:49-0500\n" | pot-creation-date
28 Guillemets typographiques fermants. => "POT-Creation-Date: 2005-01-31 21:49-0500\n" | " => suggestions : ['\xa0»', '”']

29 Guillemets typographiques ouvrants. => "PO-Revision-Date: 2003-04-07 00:12+0200\n" | " => suggestions : ['«\xa0', '“']
29 Mot inconnu : PO-Revision-Date => "PO-Revision-Date: 2003-04-07 00:12+0200\n" | po-revision-date
29 Guillemets typographiques fermants. => "PO-Revision-Date: 2003-04-07 00:12+0200\n" | " => suggestions : ['\xa0»', '”']

30 Guillemets typographiques ouvrants. => "Last-Translator: Laurent Richard <laurent.richard@lilit.be>\n" | " => suggestions : ['«\xa0', '“']
30 Mot inconnu : Last-Translator => "Last-Translator: Laurent Richard <laurent.richard@lilit.be>\n" | last-translator
30 Guillemets typographiques fermants. => "Last-Translator: Laurent Richard <laurent.richard@lilit.be>\n" | " => suggestions : ['\xa0»', '”']

31 Guillemets typographiques ouvrants. => "Language-Team: GNOME French Team <gnomefr@traduc.org>\n" | " => suggestions : ['«\xa0', '“']
