
5 Mot inconnu : GConf => ====== Éditeur de configuration GConf ====== <|> gconf

13 Mot inconnu : FIXME => FIXME **Gconf-editor** est toujours présents dans les dépôts Universe sous Bionic Beaver 18.04.1 FIXME <|> fixme
13 Mot inconnu : Gconf-editor => FIXME **Gconf-editor** est toujours présents dans les dépôts Universe sous Bionic Beaver 18.04.1 FIXME <|> gconf-editor
13 Accord avec la forme verbale “est” : “présents” devrait être au singulier. => FIXME **Gconf-editor** est toujours présents dans les dépôts Universe sous Bionic Beaver 18.04.1 FIXME <|> présents => suggestions : ['présent']
13 Mot inconnu : Universe => FIXME **Gconf-editor** est toujours présents dans les dépôts Universe sous Bionic Beaver 18.04.1 FIXME <|> universe
13 Mot inconnu : FIXME => FIXME **Gconf-editor** est toujours présents dans les dépôts Universe sous Bionic Beaver 18.04.1 FIXME <|> fixme

59 Guillemets typographiques ouvrants. => Il peut arriver, suite à une maladresse ou un bricolage hasardeux, qu'un utilisateur "perde" son tableau de bord ou qu'il soit totalement désordonné. \\ Pour le retrouver ou simplement remettre les paramètres d'origine, il est conseillé de fermer la session de l'utilisateur pour lequel on veut restaurer le tableau de bord, puis choisir "xterm" comme type de session sur l'écran de login (au lieu de GNOME ou "par défaut"). <|> " => suggestions : ['«\xa0', '“']
59 Guillemets typographiques fermants. => Il peut arriver, suite à une maladresse ou un bricolage hasardeux, qu'un utilisateur "perde" son tableau de bord ou qu'il soit totalement désordonné. \\ Pour le retrouver ou simplement remettre les paramètres d'origine, il est conseillé de fermer la session de l'utilisateur pour lequel on veut restaurer le tableau de bord, puis choisir "xterm" comme type de session sur l'écran de login (au lieu de GNOME ou "par défaut"). <|> " => suggestions : ['\xa0»', '”']
59 Guillemets typographiques ouvrants. => Il peut arriver, suite à une maladresse ou un bricolage hasardeux, qu'un utilisateur "perde" son tableau de bord ou qu'il soit totalement désordonné. \\ Pour le retrouver ou simplement remettre les paramètres d'origine, il est conseillé de fermer la session de l'utilisateur pour lequel on veut restaurer le tableau de bord, puis choisir "xterm" comme type de session sur l'écran de login (au lieu de GNOME ou "par défaut"). <|> " => suggestions : ['«\xa0', '“']
59 Mot inconnu : xterm => Il peut arriver, suite à une maladresse ou un bricolage hasardeux, qu'un utilisateur "perde" son tableau de bord ou qu'il soit totalement désordonné. \\ Pour le retrouver ou simplement remettre les paramètres d'origine, il est conseillé de fermer la session de l'utilisateur pour lequel on veut restaurer le tableau de bord, puis choisir "xterm" comme type de session sur l'écran de login (au lieu de GNOME ou "par défaut"). <|> xterm
59 Guillemets typographiques fermants. => Il peut arriver, suite à une maladresse ou un bricolage hasardeux, qu'un utilisateur "perde" son tableau de bord ou qu'il soit totalement désordonné. \\ Pour le retrouver ou simplement remettre les paramètres d'origine, il est conseillé de fermer la session de l'utilisateur pour lequel on veut restaurer le tableau de bord, puis choisir "xterm" comme type de session sur l'écran de login (au lieu de GNOME ou "par défaut"). <|> " => suggestions : ['\xa0»', '”']
59 Guillemets typographiques ouvrants. => Il peut arriver, suite à une maladresse ou un bricolage hasardeux, qu'un utilisateur "perde" son tableau de bord ou qu'il soit totalement désordonné. \\ Pour le retrouver ou simplement remettre les paramètres d'origine, il est conseillé de fermer la session de l'utilisateur pour lequel on veut restaurer le tableau de bord, puis choisir "xterm" comme type de session sur l'écran de login (au lieu de GNOME ou "par défaut"). <|> " => suggestions : ['«\xa0', '“']
59 Guillemets typographiques fermants. => Il peut arriver, suite à une maladresse ou un bricolage hasardeux, qu'un utilisateur "perde" son tableau de bord ou qu'il soit totalement désordonné. \\ Pour le retrouver ou simplement remettre les paramètres d'origine, il est conseillé de fermer la session de l'utilisateur pour lequel on veut restaurer le tableau de bord, puis choisir "xterm" comme type de session sur l'écran de login (au lieu de GNOME ou "par défaut"). <|> " => suggestions : ['\xa0»', '”']
62 Mot inconnu : gconf =>   * ~/.gconf/apps/panel <|> gconf
62 Mot inconnu : apps =>   * ~/.gconf/apps/panel <|> apps
63 Mot inconnu : gnome2 =>   * ~/.gnome2/panel2.d <|> gnome2
63 Mot inconnu : panel2 =>   * ~/.gnome2/panel2.d <|> panel2

69 Confusion. Ce chien, ce chat… Se demander, se croire… => Une fois fait, il suffit de se déconnecter/reconnecter. Le système ne retrouvera plus de configuration à la prochaine ouverture de session de l'utilisateur et la reconstruira depuis les paramètres système avec les "réglages d'usine". <|> se => suggestions : ['ce']
69 Incohérence avec « se » : « déconnecter » devrait être un verbe. => Une fois fait, il suffit de se déconnecter/reconnecter. Le système ne retrouvera plus de configuration à la prochaine ouverture de session de l'utilisateur et la reconstruira depuis les paramètres système avec les "réglages d'usine". <|> déconnecter => suggestions : ['déconnecte', 'déconnectais', 'déconnectez', 'déconnecter', 'déconnectaient', 'déconnectait']
69 Guillemets typographiques ouvrants. => Une fois fait, il suffit de se déconnecter/reconnecter. Le système ne retrouvera plus de configuration à la prochaine ouverture de session de l'utilisateur et la reconstruira depuis les paramètres système avec les "réglages d'usine". <|> " => suggestions : ['«\xa0', '“']
69 Guillemets typographiques fermants. => Une fois fait, il suffit de se déconnecter/reconnecter. Le système ne retrouvera plus de configuration à la prochaine ouverture de session de l'utilisateur et la reconstruira depuis les paramètres système avec les "réglages d'usine". <|> " => suggestions : ['\xa0»', '”']

71 Mot inconnu : gconf-editor => Pour un réglage plus fin, vous pouvez utiliser la commande **gconf-editor**, puis parcourir l'arborescence jusqu'à **apps/panel/general** pour modifier la clé **toplevel_id_list**. Là vous pouvez supprimer précisément le tableau de bord qui vous pose problème. <|> gconf-editor
71 Mot inconnu : apps => Pour un réglage plus fin, vous pouvez utiliser la commande **gconf-editor**, puis parcourir l'arborescence jusqu'à **apps/panel/general** pour modifier la clé **toplevel_id_list**. Là vous pouvez supprimer précisément le tableau de bord qui vous pose problème. <|> apps
71 Mot inconnu : general => Pour un réglage plus fin, vous pouvez utiliser la commande **gconf-editor**, puis parcourir l'arborescence jusqu'à **apps/panel/general** pour modifier la clé **toplevel_id_list**. Là vous pouvez supprimer précisément le tableau de bord qui vous pose problème. <|> general
71 Mot inconnu : toplevel_id_list => Pour un réglage plus fin, vous pouvez utiliser la commande **gconf-editor**, puis parcourir l'arborescence jusqu'à **apps/panel/general** pour modifier la clé **toplevel_id_list**. Là vous pouvez supprimer précisément le tableau de bord qui vous pose problème. <|> toplevel_id_list

73 Mot inconnu : LTS => <note tip>Utilisé avec succès sous 10.04 LTS (lucid).</note> <|> lts
73 Mot inconnu : lucid => <note tip>Utilisé avec succès sous 10.04 LTS (lucid).</note> <|> lucid

77 Mot inconnu : gconf => Il peut être utile (pour un script ou autre) de manipuler les paramètres de gconf en ligne de commande. <|> gconf

84 Mot inconnu : wallpaper => Obtenir le chemin du wallpaper <|> wallpaper
87 Mot inconnu : Rhythmbox => Cocher une case : Afficher Rhythmbox par défaut <|> rhythmbox

98 Mot inconnu : apps => | apps     | pour les applications                        | <|> apps
98 Espace(s) surnuméraire(s) à supprimer. => | apps     | pour les applications                        | <|>       => suggestions : [' ']
98 Espace(s) surnuméraire(s) à supprimer. => | apps     | pour les applications                        | <|>                          => suggestions : [' ']

99 Mot inconnu : desktop => | desktop  | pour le bureau                               | <|> desktop
99 Espace(s) surnuméraire(s) à supprimer. => | desktop  | pour le bureau                               | <|>    => suggestions : [' ']
99 Espace(s) surnuméraire(s) à supprimer. => | desktop  | pour le bureau                               | <|>                                 => suggestions : [' ']

100 Espace(s) surnuméraire(s) à supprimer. => | GNOME    | pour les différentes langues de GNOME        | <|>      => suggestions : [' ']
100 Espace(s) surnuméraire(s) à supprimer. => | GNOME    | pour les différentes langues de GNOME        | <|>          => suggestions : [' ']

101 Mot inconnu : schemas => | schemas  | pour les différentes valeurs des paramètres  | <|> schemas
101 Espace(s) surnuméraire(s) à supprimer. => | schemas  | pour les différentes valeurs des paramètres  | <|>    => suggestions : [' ']
101 Espace(s) surnuméraire(s) à supprimer. => | schemas  | pour les différentes valeurs des paramètres  | <|>    => suggestions : [' ']

102 Mot inconnu : system => | system   | pour le système                              | <|> system
102 Espace(s) surnuméraire(s) à supprimer. => | system   | pour le système                              | <|>     => suggestions : [' ']
102 Espace(s) surnuméraire(s) à supprimer. => | system   | pour le système                              | <|>                                => suggestions : [' ']

113 Mot inconnu : Metacity => === Metacity : le gestionnaire de fenêtres === <|> metacity

122 Il manque un espace. => //Voir aussi **[[tutoriel:comment_deplacer_boutons_minimiser_maximiser_fermer|Comment modifier l'emplacement des boutons « minimiser », « maximiser » et « fermer » des fenêtres ?]]**// <|> comment_deplacer_boutons_minimiser_maximiser_fermer => suggestions : [' comment_deplacer_boutons_minimiser_maximiser_fermer']
122 Mot inconnu : comment_deplacer_boutons_minimiser_maximiser_fermer => //Voir aussi **[[tutoriel:comment_deplacer_boutons_minimiser_maximiser_fermer|Comment modifier l'emplacement des boutons « minimiser », « maximiser » et « fermer » des fenêtres ?]]**// <|> comment_deplacer_boutons_minimiser_maximiser_fermer

128 Mot inconnu : metacity => Cette option permet de rendre metacity moins gourmand, en désactivant quelques effets graphiques des actions déplacer, minimiser, maximiser. <|> metacity

132 Mot inconnu : panel_0 => Les paramètres de configuration des tableaux de bord sont vous en conviendrez assez limités quand on sait qu'on peut les placer presque n'importe où. (dans les clés, "**panel_0**" représente le tableau de bord que l'on modifie, ce nom dépend donc de ce que vous avez fait de vos tableaux de bord d'origine, si vous en avez rajouté, enlevé, ...) <|> panel_0
132 Une de ces ponctuations est superflue. => Les paramètres de configuration des tableaux de bord sont vous en conviendrez assez limités quand on sait qu'on peut les placer presque n'importe où. (dans les clés, "**panel_0**" représente le tableau de bord que l'on modifie, ce nom dépend donc de ce que vous avez fait de vos tableaux de bord d'origine, si vous en avez rajouté, enlevé, ...) <|> , . => suggestions : [',', '.']
132 Typographie : points de suspension. Utilisez le caractère dédié. => Les paramètres de configuration des tableaux de bord sont vous en conviendrez assez limités quand on sait qu'on peut les placer presque n'importe où. (dans les clés, "**panel_0**" représente le tableau de bord que l'on modifie, ce nom dépend donc de ce que vous avez fait de vos tableaux de bord d'origine, si vous en avez rajouté, enlevé, ...) <|> ... => suggestions : ['…']

136 Espace(s) surnuméraire(s) à supprimer. => ^ Paramètres             ^ Clés                                            ^ Valeurs              ^ <|>               => suggestions : [' ']
136 Espace(s) surnuméraire(s) à supprimer. => ^ Paramètres             ^ Clés                                            ^ Valeurs              ^ <|>                                              => suggestions : [' ']
136 Espace(s) surnuméraire(s) à supprimer. => ^ Paramètres             ^ Clés                                            ^ Valeurs              ^ <|>                => suggestions : [' ']

137 Espace(s) surnuméraire(s) à supprimer. => | Animation              | /apps/panel/toplevels/panel_0/enable_animations | vrai ou faux         | <|>                => suggestions : [' ']
137 Mot inconnu : apps => | Animation              | /apps/panel/toplevels/panel_0/enable_animations | vrai ou faux         | <|> apps
137 Mot inconnu : toplevels => | Animation              | /apps/panel/toplevels/panel_0/enable_animations | vrai ou faux         | <|> toplevels
137 Mot inconnu : panel_0 => | Animation              | /apps/panel/toplevels/panel_0/enable_animations | vrai ou faux         | <|> panel_0
137 Mot inconnu : enable_animations => | Animation              | /apps/panel/toplevels/panel_0/enable_animations | vrai ou faux         | <|> enable_animations
137 Espace(s) surnuméraire(s) à supprimer. => | Animation              | /apps/panel/toplevels/panel_0/enable_animations | vrai ou faux         | <|>           => suggestions : [' ']

138 Espace(s) surnuméraire(s) à supprimer. => | Épaisseur              | /apps/panel/toplevels/panel_0/auto_hide_size    | un chiffre de 1 à …  | <|>                => suggestions : [' ']
138 Mot inconnu : apps => | Épaisseur              | /apps/panel/toplevels/panel_0/auto_hide_size    | un chiffre de 1 à …  | <|> apps
138 Mot inconnu : toplevels => | Épaisseur              | /apps/panel/toplevels/panel_0/auto_hide_size    | un chiffre de 1 à …  | <|> toplevels
138 Mot inconnu : panel_0 => | Épaisseur              | /apps/panel/toplevels/panel_0/auto_hide_size    | un chiffre de 1 à …  | <|> panel_0
138 Mot inconnu : auto_hide_size => | Épaisseur              | /apps/panel/toplevels/panel_0/auto_hide_size    | un chiffre de 1 à …  | <|> auto_hide_size
138 Espace(s) surnuméraire(s) à supprimer. => | Épaisseur              | /apps/panel/toplevels/panel_0/auto_hide_size    | un chiffre de 1 à …  | <|>      => suggestions : [' ']
138 Pas d’espace avant le signe “…”. => | Épaisseur              | /apps/panel/toplevels/panel_0/auto_hide_size    | un chiffre de 1 à …  | <|>  … => suggestions : ['…']

139 Espace(s) surnuméraire(s) à supprimer. => | Vitesse                | /apps/panel/toplevels/panel_0/animation_speed   | slow, medium ou fast | <|>                  => suggestions : [' ']
139 Mot inconnu : apps => | Vitesse                | /apps/panel/toplevels/panel_0/animation_speed   | slow, medium ou fast | <|> apps
139 Mot inconnu : toplevels => | Vitesse                | /apps/panel/toplevels/panel_0/animation_speed   | slow, medium ou fast | <|> toplevels
139 Mot inconnu : panel_0 => | Vitesse                | /apps/panel/toplevels/panel_0/animation_speed   | slow, medium ou fast | <|> panel_0
139 Mot inconnu : animation_speed => | Vitesse                | /apps/panel/toplevels/panel_0/animation_speed   | slow, medium ou fast | <|> animation_speed
139 Espace(s) surnuméraire(s) à supprimer. => | Vitesse                | /apps/panel/toplevels/panel_0/animation_speed   | slow, medium ou fast | <|>     => suggestions : [' ']
139 Mot inconnu : fast => | Vitesse                | /apps/panel/toplevels/panel_0/animation_speed   | slow, medium ou fast | <|> fast

140 Espace(s) surnuméraire(s) à supprimer. => | Délai avant masquage   | /apps/panel/toplevels/panel_0/hide_delay        | en millisecondes     | <|>     => suggestions : [' ']
140 Mot inconnu : apps => | Délai avant masquage   | /apps/panel/toplevels/panel_0/hide_delay        | en millisecondes     | <|> apps
140 Mot inconnu : toplevels => | Délai avant masquage   | /apps/panel/toplevels/panel_0/hide_delay        | en millisecondes     | <|> toplevels
140 Mot inconnu : panel_0 => | Délai avant masquage   | /apps/panel/toplevels/panel_0/hide_delay        | en millisecondes     | <|> panel_0
140 Mot inconnu : hide_delay => | Délai avant masquage   | /apps/panel/toplevels/panel_0/hide_delay        | en millisecondes     | <|> hide_delay
140 Espace(s) surnuméraire(s) à supprimer. => | Délai avant masquage   | /apps/panel/toplevels/panel_0/hide_delay        | en millisecondes     | <|>          => suggestions : [' ']
140 Espace(s) surnuméraire(s) à supprimer. => | Délai avant masquage   | /apps/panel/toplevels/panel_0/hide_delay        | en millisecondes     | <|>       => suggestions : [' ']

141 Mot inconnu : apps => | Délai avant démasquage | /apps/panel/toplevels/panel_0/unhide_delay      | en millisecondes     | <|> apps
141 Mot inconnu : toplevels => | Délai avant démasquage | /apps/panel/toplevels/panel_0/unhide_delay      | en millisecondes     | <|> toplevels
141 Mot inconnu : panel_0 => | Délai avant démasquage | /apps/panel/toplevels/panel_0/unhide_delay      | en millisecondes     | <|> panel_0
141 Mot inconnu : unhide_delay => | Délai avant démasquage | /apps/panel/toplevels/panel_0/unhide_delay      | en millisecondes     | <|> unhide_delay
141 Espace(s) surnuméraire(s) à supprimer. => | Délai avant démasquage | /apps/panel/toplevels/panel_0/unhide_delay      | en millisecondes     | <|>        => suggestions : [' ']
141 Espace(s) surnuméraire(s) à supprimer. => | Délai avant démasquage | /apps/panel/toplevels/panel_0/unhide_delay      | en millisecondes     | <|>       => suggestions : [' ']

145 Espace(s) surnuméraire(s) à supprimer. => ^ Paramètres    ^ Clés                                      ^ Valeurs              ^ <|>      => suggestions : [' ']
145 Espace(s) surnuméraire(s) à supprimer. => ^ Paramètres    ^ Clés                                      ^ Valeurs              ^ <|>                                        => suggestions : [' ']
145 Espace(s) surnuméraire(s) à supprimer. => ^ Paramètres    ^ Clés                                      ^ Valeurs              ^ <|>                => suggestions : [' ']

146 Espace(s) surnuméraire(s) à supprimer. => | Position X    | /apps/panel/toplevels/panel_0/x           | position en pixels   | <|>      => suggestions : [' ']
146 Mot inconnu : apps => | Position X    | /apps/panel/toplevels/panel_0/x           | position en pixels   | <|> apps
146 Mot inconnu : toplevels => | Position X    | /apps/panel/toplevels/panel_0/x           | position en pixels   | <|> toplevels
146 Mot inconnu : panel_0 => | Position X    | /apps/panel/toplevels/panel_0/x           | position en pixels   | <|> panel_0
146 Espace(s) surnuméraire(s) à supprimer. => | Position X    | /apps/panel/toplevels/panel_0/x           | position en pixels   | <|>             => suggestions : [' ']
146 Espace(s) surnuméraire(s) à supprimer. => | Position X    | /apps/panel/toplevels/panel_0/x           | position en pixels   | <|>     => suggestions : [' ']

147 Espace(s) surnuméraire(s) à supprimer. => | Position Y    | /apps/panel/toplevels/panel_0/y           | position en pixels   | <|>      => suggestions : [' ']
147 Mot inconnu : apps => | Position Y    | /apps/panel/toplevels/panel_0/y           | position en pixels   | <|> apps
147 Mot inconnu : toplevels => | Position Y    | /apps/panel/toplevels/panel_0/y           | position en pixels   | <|> toplevels
147 Mot inconnu : panel_0 => | Position Y    | /apps/panel/toplevels/panel_0/y           | position en pixels   | <|> panel_0
147 Espace(s) surnuméraire(s) à supprimer. => | Position Y    | /apps/panel/toplevels/panel_0/y           | position en pixels   | <|>             => suggestions : [' ']
147 Espace(s) surnuméraire(s) à supprimer. => | Position Y    | /apps/panel/toplevels/panel_0/y           | position en pixels   | <|>     => suggestions : [' ']

148 Espace(s) surnuméraire(s) à supprimer. => | Centré sur X  | /apps/panel/toplevels/panel_0/x_centered  | Vrai ou Faux         | <|>    => suggestions : [' ']
148 Mot inconnu : apps => | Centré sur X  | /apps/panel/toplevels/panel_0/x_centered  | Vrai ou Faux         | <|> apps
148 Mot inconnu : toplevels => | Centré sur X  | /apps/panel/toplevels/panel_0/x_centered  | Vrai ou Faux         | <|> toplevels
148 Mot inconnu : panel_0 => | Centré sur X  | /apps/panel/toplevels/panel_0/x_centered  | Vrai ou Faux         | <|> panel_0
148 Mot inconnu : x_centered => | Centré sur X  | /apps/panel/toplevels/panel_0/x_centered  | Vrai ou Faux         | <|> x_centered
148 Espace(s) surnuméraire(s) à supprimer. => | Centré sur X  | /apps/panel/toplevels/panel_0/x_centered  | Vrai ou Faux         | <|>    => suggestions : [' ']
148 Espace(s) surnuméraire(s) à supprimer. => | Centré sur X  | /apps/panel/toplevels/panel_0/x_centered  | Vrai ou Faux         | <|>           => suggestions : [' ']

149 Espace(s) surnuméraire(s) à supprimer. => | Centré sur Y  | /apps/panel/toplevels/panel_0/y_centered  | Vrai ou Faux         | <|>    => suggestions : [' ']
149 Mot inconnu : apps => | Centré sur Y  | /apps/panel/toplevels/panel_0/y_centered  | Vrai ou Faux         | <|> apps
149 Mot inconnu : toplevels => | Centré sur Y  | /apps/panel/toplevels/panel_0/y_centered  | Vrai ou Faux         | <|> toplevels
149 Mot inconnu : panel_0 => | Centré sur Y  | /apps/panel/toplevels/panel_0/y_centered  | Vrai ou Faux         | <|> panel_0
149 Mot inconnu : y_centered => | Centré sur Y  | /apps/panel/toplevels/panel_0/y_centered  | Vrai ou Faux         | <|> y_centered
149 Espace(s) surnuméraire(s) à supprimer. => | Centré sur Y  | /apps/panel/toplevels/panel_0/y_centered  | Vrai ou Faux         | <|>    => suggestions : [' ']
149 Espace(s) surnuméraire(s) à supprimer. => | Centré sur Y  | /apps/panel/toplevels/panel_0/y_centered  | Vrai ou Faux         | <|>           => suggestions : [' ']

151 Il manque probablement un trait d’union. => On peut aussi contrôler certains aspects d'une image d'arrière plan, mais les images sont encore mal gérées par les tableaux de bord (mettez-en une pour tester). <|> arrière plan => suggestions : ['arrière-plan']

163 Mot inconnu : Nautilus => ==== Les clés Nautilus ==== <|> nautilus

165 Mot inconnu : Nautilus => <note important>Valable seulement pour les versions 2.x de Nautilus</note> <|> nautilus

167 Mot inconnu : Nautilus => === Nautilus - Permanence de la barre d'adresse de navigation === <|> nautilus
167 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => === Nautilus - Permanence de la barre d'adresse de navigation === <|>  -  => suggestions : [' – ', ' — ', ' − ']
171 Mot inconnu : Nautilus =>   * affiche en permanence la zone éditable du chemin complet des fichiers et dossiers dans Nautilus en place des boutons de navigations <|> nautilus
172 Mot inconnu : bool =>   * la valeur de type bool (booléen) est **False** par défaut (pas de coche visuelle); <|> bool
172 Mot inconnu : False =>   * la valeur de type bool (booléen) est **False** par défaut (pas de coche visuelle); <|> false
173 Mot inconnu : True =>   * la modification en valeur **True** (coche visuelle présente) recquiert que Nautilus soit relancé : en ligne de commande **nautilus -q**, ou en redémarrant la session. <|> true
173 Mot inconnu : recquiert =>   * la modification en valeur **True** (coche visuelle présente) recquiert que Nautilus soit relancé : en ligne de commande **nautilus -q**, ou en redémarrant la session. <|> recquiert
173 Mot inconnu : Nautilus =>   * la modification en valeur **True** (coche visuelle présente) recquiert que Nautilus soit relancé : en ligne de commande **nautilus -q**, ou en redémarrant la session. <|> nautilus
173 Mot inconnu : nautilus =>   * la modification en valeur **True** (coche visuelle présente) recquiert que Nautilus soit relancé : en ligne de commande **nautilus -q**, ou en redémarrant la session. <|> nautilus
173 Il manque un espace à côté du tiret. =>   * la modification en valeur **True** (coche visuelle présente) recquiert que Nautilus soit relancé : en ligne de commande **nautilus -q**, ou en redémarrant la session. <|>  - => suggestions : [' – ', ' — ']

175 Mot inconnu : Nautilus => === Nautilus - Mode spatial === <|> nautilus
