
4 Mot inconnu : Wmii => ====== Wmii ====== | wmii

7 Mot inconnu : Wmii => ===== Pourquoi Wmii ===== | wmii

9 Mot inconnu : Wmii => Wmii sert si vous êtes possesseur d'une machine un peu vieille qui ne supporte pas les WM((Windows Manager : gestionnaire graphique)) tels que Gnome, KDE et même XFCE. | wmii
9 Mot inconnu : WM => Wmii sert si vous êtes possesseur d'une machine un peu vieille qui ne supporte pas les WM((Windows Manager : gestionnaire graphique)) tels que Gnome, KDE et même XFCE. | wm
9 Il manque un espace avant la parenthèse. => Wmii sert si vous êtes possesseur d'une machine un peu vieille qui ne supporte pas les WM((Windows Manager : gestionnaire graphique)) tels que Gnome, KDE et même XFCE. | ( => suggestions : [' (']
9 Mot inconnu : KDE => Wmii sert si vous êtes possesseur d'une machine un peu vieille qui ne supporte pas les WM((Windows Manager : gestionnaire graphique)) tels que Gnome, KDE et même XFCE. | kde
9 Mot inconnu : XFCE => Wmii sert si vous êtes possesseur d'une machine un peu vieille qui ne supporte pas les WM((Windows Manager : gestionnaire graphique)) tels que Gnome, KDE et même XFCE. | xfce

10 Mot inconnu : vim => Il peut vous servir aussi si vous décidez de prendre une gestion de votre interface graphique entièrement contrôlée par les raccourcis claviers, de plus une telle interface est possible grâce à des programmes tels que vim ou vimperator pour la navigation web. | vim
10 Mot inconnu : vimperator => Il peut vous servir aussi si vous décidez de prendre une gestion de votre interface graphique entièrement contrôlée par les raccourcis claviers, de plus une telle interface est possible grâce à des programmes tels que vim ou vimperator pour la navigation web. | vimperator

28 Si « car » est la conjonction de coordination, une virgule est peut-être souhaitable. => Au début il peut être un peu déroutant car il se compose d'une page vide, sans aucune information, et d'une barre de tache très fine qui indique le strict minimum (bureau virtuel, processeur). C'est un des WM les plus minimalistes. Pour se déplacer il n'existe que les raccourcis, et malgré l'utilisation de la souris qui reste possible, on peut tout faire grâce à des raccourcis simples. Ce qui étonne le plus est l'agencement des fenêtres, qu'il réorganise lui-même selon la taille et la position idéale pour maximiser la place du bureau. |  car => suggestions : [', car']
28 Mot inconnu : WM => Au début il peut être un peu déroutant car il se compose d'une page vide, sans aucune information, et d'une barre de tache très fine qui indique le strict minimum (bureau virtuel, processeur). C'est un des WM les plus minimalistes. Pour se déplacer il n'existe que les raccourcis, et malgré l'utilisation de la souris qui reste possible, on peut tout faire grâce à des raccourcis simples. Ce qui étonne le plus est l'agencement des fenêtres, qu'il réorganise lui-même selon la taille et la position idéale pour maximiser la place du bureau. | wm

29 Mot inconnu : Wmii => Wmii se compose plus exactement d'une infinité de bureaux virtuels, dont les déplacements sont simplifiés et a une gestion des fenêtres améliorée. | wmii
42 Mot inconnu : wmii => [[apt://wmii]] | wmii

46 Mot inconnu : WM => L'avantage de ce WM est qu'il ne faut pas le configurer d'avantage si on n'a besoin que d'une utilisation de base ;) | wm
46 Confusion probable : “davantage” signifie “plus” ; un “avantage” signifie “faveur”, “bénéfice”, “profit”… => L'avantage de ce WM est qu'il ne faut pas le configurer d'avantage si on n'a besoin que d'une utilisation de base ;) | d'avantage => suggestions : ['davantage']

