
6 Mot inconnu : gscan2pdf => ====== gscan2pdf ====== | gscan2pdf

9 Mot inconnu : gscan2pdf => **gscan2pdf** est une interface graphique permettant initialement de réaliser des fichiers PDF de plusieurs pages à partir d'un scanner (ou par importation d'images déjà numérisées) ; gscan2pdf est fonctionnel sur presque n'importe quelle machine Linux/BSD... et notamment sous Ubuntu. | gscan2pdf
9 Mot inconnu : gscan2pdf => **gscan2pdf** est une interface graphique permettant initialement de réaliser des fichiers PDF de plusieurs pages à partir d'un scanner (ou par importation d'images déjà numérisées) ; gscan2pdf est fonctionnel sur presque n'importe quelle machine Linux/BSD... et notamment sous Ubuntu. | gscan2pdf
9 Typographie : points de suspension. Utilisez le caractère dédié. => **gscan2pdf** est une interface graphique permettant initialement de réaliser des fichiers PDF de plusieurs pages à partir d'un scanner (ou par importation d'images déjà numérisées) ; gscan2pdf est fonctionnel sur presque n'importe quelle machine Linux/BSD... et notamment sous Ubuntu. | ... => suggestions : ['…']

14 Mot inconnu : SANE => Le scanner est contrôlé avec SANE par l'intermédiaire de scanimage. La conversion au format PDF est faite par PDF::API2. L'exportation au format TIFF est conduite par libtiff. | sane
14 Mot inconnu : scanimage => Le scanner est contrôlé avec SANE par l'intermédiaire de scanimage. La conversion au format PDF est faite par PDF::API2. L'exportation au format TIFF est conduite par libtiff. | scanimage
14 Une de ces ponctuations est superflue. => Le scanner est contrôlé avec SANE par l'intermédiaire de scanimage. La conversion au format PDF est faite par PDF::API2. L'exportation au format TIFF est conduite par libtiff. | :: => suggestions : [':', ':']
14 Mot inconnu : API2 => Le scanner est contrôlé avec SANE par l'intermédiaire de scanimage. La conversion au format PDF est faite par PDF::API2. L'exportation au format TIFF est conduite par libtiff. | api2
14 Mot inconnu : TIFF => Le scanner est contrôlé avec SANE par l'intermédiaire de scanimage. La conversion au format PDF est faite par PDF::API2. L'exportation au format TIFF est conduite par libtiff. | tiff
14 Mot inconnu : libtiff => Le scanner est contrôlé avec SANE par l'intermédiaire de scanimage. La conversion au format PDF est faite par PDF::API2. L'exportation au format TIFF est conduite par libtiff. | libtiff

16 Mot inconnu : gscan2pdf => gscan2pdf permet d'enregistrer aux formats PDF, DjVu, GIF, JPEG, PNG, PNM et TIFF (la possibilité d'enregistrement au format PS a été ajoutée dans les versions plus récentes, notamment la version 0.9.21, disponible depuis Hardy). | gscan2pdf
16 Mot inconnu : DjVu => gscan2pdf permet d'enregistrer aux formats PDF, DjVu, GIF, JPEG, PNG, PNM et TIFF (la possibilité d'enregistrement au format PS a été ajoutée dans les versions plus récentes, notamment la version 0.9.21, disponible depuis Hardy). | djvu
16 Mot inconnu : JPEG => gscan2pdf permet d'enregistrer aux formats PDF, DjVu, GIF, JPEG, PNG, PNM et TIFF (la possibilité d'enregistrement au format PS a été ajoutée dans les versions plus récentes, notamment la version 0.9.21, disponible depuis Hardy). | jpeg
16 Mot inconnu : PNM => gscan2pdf permet d'enregistrer aux formats PDF, DjVu, GIF, JPEG, PNG, PNM et TIFF (la possibilité d'enregistrement au format PS a été ajoutée dans les versions plus récentes, notamment la version 0.9.21, disponible depuis Hardy). | pnm
16 Mot inconnu : TIFF => gscan2pdf permet d'enregistrer aux formats PDF, DjVu, GIF, JPEG, PNG, PNM et TIFF (la possibilité d'enregistrement au format PS a été ajoutée dans les versions plus récentes, notamment la version 0.9.21, disponible depuis Hardy). | tiff

20 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

22 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

24 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer d'une connexion à Internet configurée et activée. |    => suggestions : ['']

34 Mot inconnu : gscan2pdf => L'interface graphique est en français. Il est donc aisé de découvrir les diverses possibilités offertes par gscan2pdf. | gscan2pdf

39 Accord de genre erroné : « ROC » est masculin. => ==== Pour la ROC avec tesseract ==== | la => suggestions : ['le']

41 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    * **il est possible de réaliser directement la ROC sur le document scanné** : Menu "Fichier --> Scanner", puis, dans l'onglet "Options de la page", cocher la case "Effectuer la reconnaissance optique de caractères sur les pages scannées", sélectionner "Tesseract" comme moteur de reconnaissance optique de caractères et sélectionner la langue qui sera utilisée pour le post-traitement de la ROC. Dans l'onglet "Scan Options", il faut chercher les options permettant d'obtenir le meilleur résultat de ROC en fonction de votre document. Pour du texte imprimé en noir et blanc avec des polices de 10 à 12, le mode "Noir et blanc" associé à une résolution de 300 ppi semble convenir. |     => suggestions : ['']
41 Majuscule en début de phrase, sauf éventuellement lors d’une énumération. =>    * **il est possible de réaliser directement la ROC sur le document scanné** : Menu "Fichier --> Scanner", puis, dans l'onglet "Options de la page", cocher la case "Effectuer la reconnaissance optique de caractères sur les pages scannées", sélectionner "Tesseract" comme moteur de reconnaissance optique de caractères et sélectionner la langue qui sera utilisée pour le post-traitement de la ROC. Dans l'onglet "Scan Options", il faut chercher les options permettant d'obtenir le meilleur résultat de ROC en fonction de votre document. Pour du texte imprimé en noir et blanc avec des polices de 10 à 12, le mode "Noir et blanc" associé à une résolution de 300 ppi semble convenir. | il => suggestions : ['Il']
