
6 Mot inconnu : Emacs => ====== Emacs : le couteau Suisse du développeur ====== | emacs
6 S’il s’agit d’un adjectif, ne mettez pas de majuscule. => ====== Emacs : le couteau Suisse du développeur ====== | suisse => suggestions : ['suisse']

8 Mot inconnu : Emacs => **Emacs**, ou Editor MACroS, créé par Richard Stallman est un [[éditeur de texte]] très puissant, extensible et personnalisable. | emacs
8 Mot inconnu : Editor => **Emacs**, ou Editor MACroS, créé par Richard Stallman est un [[éditeur de texte]] très puissant, extensible et personnalisable. | editor
8 Mot inconnu : MACroS => **Emacs**, ou Editor MACroS, créé par Richard Stallman est un [[éditeur de texte]] très puissant, extensible et personnalisable. | macros

10 Mot inconnu : Emacs => Bien que d'apparence austère de prime abord, avec un peu de prise en main, Emacs peut servir d'environnement de développement pour beaucoup de langages (LaTeX avec l'extension auctex, python, javascript, html...), de navigateur internet, de client mail, de client IRC, de psychanalyste... | emacs
10 Mot inconnu : LaTeX => Bien que d'apparence austère de prime abord, avec un peu de prise en main, Emacs peut servir d'environnement de développement pour beaucoup de langages (LaTeX avec l'extension auctex, python, javascript, html...), de navigateur internet, de client mail, de client IRC, de psychanalyste... | latex
10 Mot inconnu : auctex => Bien que d'apparence austère de prime abord, avec un peu de prise en main, Emacs peut servir d'environnement de développement pour beaucoup de langages (LaTeX avec l'extension auctex, python, javascript, html...), de navigateur internet, de client mail, de client IRC, de psychanalyste... | auctex
10 Mot inconnu : javascript => Bien que d'apparence austère de prime abord, avec un peu de prise en main, Emacs peut servir d'environnement de développement pour beaucoup de langages (LaTeX avec l'extension auctex, python, javascript, html...), de navigateur internet, de client mail, de client IRC, de psychanalyste... | javascript
10 Mot inconnu : html => Bien que d'apparence austère de prime abord, avec un peu de prise en main, Emacs peut servir d'environnement de développement pour beaucoup de langages (LaTeX avec l'extension auctex, python, javascript, html...), de navigateur internet, de client mail, de client IRC, de psychanalyste... | html
10 Typographie : points de suspension. Utilisez le caractère dédié. => Bien que d'apparence austère de prime abord, avec un peu de prise en main, Emacs peut servir d'environnement de développement pour beaucoup de langages (LaTeX avec l'extension auctex, python, javascript, html...), de navigateur internet, de client mail, de client IRC, de psychanalyste... | ... => suggestions : ['…']
10 Mot inconnu : IRC => Bien que d'apparence austère de prime abord, avec un peu de prise en main, Emacs peut servir d'environnement de développement pour beaucoup de langages (LaTeX avec l'extension auctex, python, javascript, html...), de navigateur internet, de client mail, de client IRC, de psychanalyste... | irc
10 Typographie : points de suspension. Utilisez le caractère dédié. => Bien que d'apparence austère de prime abord, avec un peu de prise en main, Emacs peut servir d'environnement de développement pour beaucoup de langages (LaTeX avec l'extension auctex, python, javascript, html...), de navigateur internet, de client mail, de client IRC, de psychanalyste... | ... => suggestions : ['…']

15 Mot inconnu : emacs => Selon vos besoins, deux possibilités pour installer emacs sont détaillées ci-dessous. | emacs

23 Guillemets typographiques ouvrants. => ==== Version ''snapshot'' depuis un dépôt non-officiel === | '' => suggestions : ['«\xa0', '“']
23 Mot inconnu : snapshot => ==== Version ''snapshot'' depuis un dépôt non-officiel === | snapshot
23 Guillemets typographiques fermants. => ==== Version ''snapshot'' depuis un dépôt non-officiel === | '' => suggestions : ['\xa0»', '”']

25 Mot inconnu : ubuntu-elisp => [[https://launchpad.net/~ubuntu-elisp|L'Ubuntu Emacs Lisp team]] fournit un dépôt [[ppa|PPA]] contenant un snapshot beaucoup plus récent que celui des dépôts d'Ubuntu et régulièrement mis à jour. | ubuntu-elisp
25 Mot inconnu : Emacs => [[https://launchpad.net/~ubuntu-elisp|L'Ubuntu Emacs Lisp team]] fournit un dépôt [[ppa|PPA]] contenant un snapshot beaucoup plus récent que celui des dépôts d'Ubuntu et régulièrement mis à jour. | emacs
25 Mot inconnu : team => [[https://launchpad.net/~ubuntu-elisp|L'Ubuntu Emacs Lisp team]] fournit un dépôt [[ppa|PPA]] contenant un snapshot beaucoup plus récent que celui des dépôts d'Ubuntu et régulièrement mis à jour. | team
25 Mot inconnu : snapshot => [[https://launchpad.net/~ubuntu-elisp|L'Ubuntu Emacs Lisp team]] fournit un dépôt [[ppa|PPA]] contenant un snapshot beaucoup plus récent que celui des dépôts d'Ubuntu et régulièrement mis à jour. | snapshot

32 Mot inconnu : Emacs => Vous pouvez maintenant lancer Emacs à partir du menu des applications (choisir la version GTK) ou du terminal en tapant simplement ''emacs''. | emacs
32 Guillemets typographiques ouvrants. => Vous pouvez maintenant lancer Emacs à partir du menu des applications (choisir la version GTK) ou du terminal en tapant simplement ''emacs''. | '' => suggestions : ['«\xa0', '“']
32 Mot inconnu : emacs => Vous pouvez maintenant lancer Emacs à partir du menu des applications (choisir la version GTK) ou du terminal en tapant simplement ''emacs''. | emacs
32 Guillemets typographiques fermants. => Vous pouvez maintenant lancer Emacs à partir du menu des applications (choisir la version GTK) ou du terminal en tapant simplement ''emacs''. | '' => suggestions : ['\xa0»', '”']

34 Mot inconnu : Shift => En appuyant sur Shift puis en cliquant dans la fenêtre d'Emacs, vous avez la possibilité de grossir la taille de la police. | shift
34 Mot inconnu : Emacs => En appuyant sur Shift puis en cliquant dans la fenêtre d'Emacs, vous avez la possibilité de grossir la taille de la police. | emacs

38 Espace(s) surnuméraire(s) à supprimer. => Le  :[[http://www.linux-france.org/article/appli/emacs/manuel/html/index.html|manuel en français]] |    => suggestions : [' ']

45 Espace(s) surnuméraire(s) à supprimer. => Il est toujours possible  d'écrire du texte dans le ou les fichiers ouverts (contrairement à Vim). |    => suggestions : [' ']

50 Espace(s) surnuméraire(s) à supprimer. => L'édition de texte  s'appuie sur les modes majeurs et mineurs : |    => suggestions : [' ']

52 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Les modes majeurs permettent de définir comment un type de fichier va être édité. Cela comprend la coloration syntaxique, la définition de commandes clavier, l'ajout de fonctionnalités spécifiques ... Il existe un mode majeur pour presque chaque langage de programmation. |    => suggestions : ['']
52 Typographie : points de suspension. Utilisez le caractère dédié. =>   * Les modes majeurs permettent de définir comment un type de fichier va être édité. Cela comprend la coloration syntaxique, la définition de commandes clavier, l'ajout de fonctionnalités spécifiques ... Il existe un mode majeur pour presque chaque langage de programmation. | ... => suggestions : ['…']

53 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Les modes mineurs permettent de modifier le comportement des modes majeurs. |    => suggestions : ['']

57 Mot inconnu : Emacs => Emacs se contrôle principalement via des raccourcis / commandes clavier. | emacs
59 S’il s’agit d’un impératif, ajoutez un “s”. => C-<lettre>: correspond à **Ctrl+<lettre>** | correspond => suggestions : ['corresponds']
61 S’il s’agit d’un impératif, ajoutez un “s”. => M-<lettre>: correspond à  **Alt+<lettre>** | correspond => suggestions : ['corresponds']
61 Espace(s) surnuméraire(s) à supprimer. => M-<lettre>: correspond à  **Alt+<lettre>** |    => suggestions : [' ']

63 Guillemets typographiques fermants. => <note tip>''M'' correspond à la touche **META** qui est généralement associée à la touche **ALT**</note> | '' => suggestions : ['\xa0»', '”']
63 Mot inconnu : META => <note tip>''M'' correspond à la touche **META** qui est généralement associée à la touche **ALT**</note> | meta

68 Mot inconnu : Emacs => Emacs propose un tutoriel pour apprendre à utiliser les commandes de base. Pour cela, une fois Emacs lancé tapez : | emacs
68 Mot inconnu : Emacs => Emacs propose un tutoriel pour apprendre à utiliser les commandes de base. Pour cela, une fois Emacs lancé tapez : | emacs

79 Espace(s) surnuméraire(s) à supprimer. => ^ commande ^      action       ^ |         => suggestions : [' ']

80 Espace(s) surnuméraire(s) à supprimer. => |   C-v    | Avance d'un écran | |      => suggestions : [' ']

81 Espace(s) surnuméraire(s) à supprimer. => |   M-v    | Recule d'un écran | |      => suggestions : [' ']

82 Espace(s) surnuméraire(s) à supprimer. => |   C-n    | Avance d'une ligne  | |      => suggestions : [' ']
82 Espace(s) surnuméraire(s) à supprimer. => |   C-n    | Avance d'une ligne  | |    => suggestions : [' ']

83 Espace(s) surnuméraire(s) à supprimer. => |   C-p    | Recule d'une ligne    | |      => suggestions : [' ']
83 Espace(s) surnuméraire(s) à supprimer. => |   C-p    | Recule d'une ligne    | |      => suggestions : [' ']

84 Espace(s) surnuméraire(s) à supprimer. => |   C-f    | Avance d'un caractère | |      => suggestions : [' ']

85 Espace(s) surnuméraire(s) à supprimer. => |   C-b    | Recule d'un caractère | |      => suggestions : [' ']

86 Espace(s) surnuméraire(s) à supprimer. => |   M-f    | Avance d'un mot | |      => suggestions : [' ']

87 Espace(s) surnuméraire(s) à supprimer. => |   M-b    | Recule d'un mot | |      => suggestions : [' ']

88 Espace(s) surnuméraire(s) à supprimer. => |   C-a    | Va au début de la ligne | |      => suggestions : [' ']

89 Espace(s) surnuméraire(s) à supprimer. => |   C-e    | Va à la fin de la ligne | |      => suggestions : [' ']

90 Espace(s) surnuméraire(s) à supprimer. => |   M-a    | Va au début de la phrase | |      => suggestions : [' ']

91 Espace(s) surnuméraire(s) à supprimer. => |   M-e    | Va à la fin de la phrase | |      => suggestions : [' ']

92 Espace(s) surnuméraire(s) à supprimer. => |   C+M-f  | Ctr+Alt enfoncé  + f  :  (va a la fermeture de parenthèse correspondante**)_** | |    => suggestions : [' ']
92 Mot inconnu : Ctr => |   C+M-f  | Ctr+Alt enfoncé  + f  :  (va a la fermeture de parenthèse correspondante**)_** | | ctr
92 Espace(s) surnuméraire(s) à supprimer. => |   C+M-f  | Ctr+Alt enfoncé  + f  :  (va a la fermeture de parenthèse correspondante**)_** | |    => suggestions : [' ']
92 Espace(s) surnuméraire(s) à supprimer. => |   C+M-f  | Ctr+Alt enfoncé  + f  :  (va a la fermeture de parenthèse correspondante**)_** | |    => suggestions : [' ']
92 Espace(s) surnuméraire(s) à supprimer. => |   C+M-f  | Ctr+Alt enfoncé  + f  :  (va a la fermeture de parenthèse correspondante**)_** | |    => suggestions : [' ']
92 Confusion probable : “a” est la conjugaison du verbe “avoir”. Pour la préposition, écrivez “à”. => |   C+M-f  | Ctr+Alt enfoncé  + f  :  (va a la fermeture de parenthèse correspondante**)_** | | a => suggestions : ['à']
92 Il manque un espace après la parenthèse. => |   C+M-f  | Ctr+Alt enfoncé  + f  :  (va a la fermeture de parenthèse correspondante**)_** | | ) => suggestions : [') ']

93 Espace(s) surnuméraire(s) à supprimer. => |   C+M-b  | Ctr+Alt enfoncé + b : **_(**va a l'ouverture de parenthèse correspondante) | |    => suggestions : [' ']
93 Mot inconnu : Ctr => |   C+M-b  | Ctr+Alt enfoncé + b : **_(**va a l'ouverture de parenthèse correspondante) | | ctr
93 Il manque un espace avant la parenthèse. => |   C+M-b  | Ctr+Alt enfoncé + b : **_(**va a l'ouverture de parenthèse correspondante) | | ( => suggestions : [' (']
93 Confusion probable : “a” est la conjugaison du verbe “avoir”. Pour la préposition, écrivez “à”. => |   C+M-b  | Ctr+Alt enfoncé + b : **_(**va a l'ouverture de parenthèse correspondante) | | a => suggestions : ['à']

94 Espace(s) surnuméraire(s) à supprimer. => |   C-s-w  | Lance la recherche du mot devant le curseur, suivi de C-s [C-r] permet de se déplacer au même mot suivant [précédent] | |    => suggestions : [' ']

95 Espace(s) surnuméraire(s) à supprimer. => |   C-s-w-w  | Lance la recherche du mot en deux parties devant le curseur, suivit de C-s [C-r]...| |    => suggestions : [' ']
95 Typographie : points de suspension. Utilisez le caractère dédié. => |   C-s-w-w  | Lance la recherche du mot en deux parties devant le curseur, suivit de C-s [C-r]...| | ... => suggestions : ['…']

99 Espace(s) surnuméraire(s) à supprimer. => ^ commande ^      action       ^ |         => suggestions : [' ']

101 Espace(s) surnuméraire(s) à supprimer. => |    C-d    | Efface le caractère suivant | |      => suggestions : [' ']

103 Espace(s) surnuméraire(s) à supprimer. => |   M-d     | Supprime le mot suivant | |       => suggestions : [' ']

104 Espace(s) surnuméraire(s) à supprimer. => |   C-k     | Supprime du curseur à la fin de la ligne | |       => suggestions : [' ']

105 Espace(s) surnuméraire(s) à supprimer. => |   M-k     | Supprime jusqu'à la fin de la phrase courante | |       => suggestions : [' ']

106 Espace(s) surnuméraire(s) à supprimer. => |   C-x u ou C-_  | Annuler la modification | |    => suggestions : [' ']

107 Espace(s) surnuméraire(s) à supprimer. => |   C-x C-x    | Échange la position du curseur avec l'autre côté de la sélection | |      => suggestions : [' ']

109 Espace(s) surnuméraire(s) à supprimer. => |   C-w   | Coupe la région sélectionnée | |     => suggestions : [' ']

110 Espace(s) surnuméraire(s) à supprimer. => |   M-w   | Copie la région sélectionnée | |     => suggestions : [' ']

111 Espace(s) surnuméraire(s) à supprimer. => |   C-y  [ou bien Shift+Insert] | Colle la copie précédente. Peut être suivi de M-y pour coller les anciennes sélections | |    => suggestions : [' ']
111 Mot inconnu : Shift => |   C-y  [ou bien Shift+Insert] | Colle la copie précédente. Peut être suivi de M-y pour coller les anciennes sélections | | shift
111 Confusion probable. Pour dire “possiblement”, écrivez “peut-être”. => |   C-y  [ou bien Shift+Insert] | Colle la copie précédente. Peut être suivi de M-y pour coller les anciennes sélections | | peut être => suggestions : ['Peut-être']

112 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>    |    => suggestions : ['']

118 Espace(s) surnuméraire(s) à supprimer. => | C-x C-s  | Sauvegarde un fichier. | |    => suggestions : [' ']

119 Espace(s) surnuméraire(s) à supprimer. => | C-x C-b  | Liste des tampons. | |    => suggestions : [' ']

120 Espace(s) surnuméraire(s) à supprimer. => | C-x C-c  | Quitte Emacs. | |    => suggestions : [' ']
120 Mot inconnu : Emacs => | C-x C-c  | Quitte Emacs. | | emacs

122 Mot inconnu : META-x => === Que faire avec META-x (Alt-x)=== | meta-x

123 Mot inconnu : Emacs => En appuyant sur Alt et x on fait apparaître le curseur tout en bas de la fenêtre. On peut alors exécuter toutes les fonctions interactives d'Emacs. Pour voir la liste de ses fonctions, on peut taper sur Tabulation. D'une manière générale, Tabulation complète la fonction que l'on cherche à effectuer. La flèche du haut permet de reprendre les fonctions effectuées récemment. | emacs
125 Mot inconnu : got => Par exemple, tapez : M-x got //Tabulation// li //Tabulation// //Entrée// 22 //Entrée// | got

130 Mot inconnu : ffap => |M-x ffap| ouvre le fichier dont le nom est sur le curseur (FindFileAtPoint)| | ffap
130 Mot inconnu : FindFileAtPoint => |M-x ffap| ouvre le fichier dont le nom est sur le curseur (FindFileAtPoint)| | findfileatpoint

131 Mot inconnu : goto-line => |M-x goto-line 2| va a la ligne souhaitée | | goto-line
131 Confusion probable : “a” est la conjugaison du verbe “avoir”. Pour la préposition, écrivez “à”. => |M-x goto-line 2| va a la ligne souhaitée | | a => suggestions : ['à']

132 Mot inconnu : comment-region => |M-x comment-region| commente la zone sélectionnée => rajoute ''#'' ou ''REM'' ou '';'' selon| | comment-region
132 Guillemets typographiques ouvrants. => |M-x comment-region| commente la zone sélectionnée => rajoute ''#'' ou ''REM'' ou '';'' selon| | '' => suggestions : ['«\xa0', '“']
132 Guillemets typographiques fermants. => |M-x comment-region| commente la zone sélectionnée => rajoute ''#'' ou ''REM'' ou '';'' selon| | '' => suggestions : ['\xa0»', '”']
