
5 Mot inconnu : SparkleShare => ====== SparkleShare ====== | sparkleshare

15 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer d'une connexion à Internet configurée et activée. |    => suggestions : ['']

17 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

25 Mot inconnu : SparkleShare => ==== Démarrer SparkleShare ==== | sparkleshare

27 Mot inconnu : SparkleShare => SparkleShare est dans la catégorie Internet du menu Applications. Après le premier démarrage de SparkleShare, celui-ci se lancera automatiquement à la prochaine connexion. | sparkleshare
27 Mot inconnu : SparkleShare => SparkleShare est dans la catégorie Internet du menu Applications. Après le premier démarrage de SparkleShare, celui-ci se lancera automatiquement à la prochaine connexion. | sparkleshare

30 Mot inconnu : SparkleShare => ==== Configurer SparkleShare ==== | sparkleshare

32 Mot inconnu : SparkleShare => Au premier lancement de SparkleShare, celui ci vous demandera vos nom complet et adresse courriel. Ce sont les seules informations personnelles nécessaires. Ensuite cliquez sur suivant et vous pourrez ajouter des projets à SparkleShare. | sparkleshare
32 Il manque un trait d’union. => Au premier lancement de SparkleShare, celui ci vous demandera vos nom complet et adresse courriel. Ce sont les seules informations personnelles nécessaires. Ensuite cliquez sur suivant et vous pourrez ajouter des projets à SparkleShare. | celui ci => suggestions : ['celui-ci']
32 Accord de nombre erroné : « nom » devrait être au pluriel. => Au premier lancement de SparkleShare, celui ci vous demandera vos nom complet et adresse courriel. Ce sont les seules informations personnelles nécessaires. Ensuite cliquez sur suivant et vous pourrez ajouter des projets à SparkleShare. | nom => suggestions : ['noms']
32 Mot inconnu : SparkleShare => Au premier lancement de SparkleShare, celui ci vous demandera vos nom complet et adresse courriel. Ce sont les seules informations personnelles nécessaires. Ensuite cliquez sur suivant et vous pourrez ajouter des projets à SparkleShare. | sparkleshare

39 Mot inconnu : SparkleShare => L'équipe SparkleShare propose une solution simple, directement sur http://sparkleshare.org/ | sparkleshare

43 Mot inconnu : SparkleShare => Si vous utilisez votre propre serveur SparkleShare, envoyez simplement une invitation depuis l'interface web. | sparkleshare

44 Il manque un trait d’union. => Si vous utiliser un autre serveur Git, reportez-vous à la documentation de celui ci. | celui ci => suggestions : ['celui-ci']

46 Mot inconnu : Github => <note tip>Github et Gitorious sont tout les deux des solutions d'hébergement de projets qui fournissent un espace gratuit pour les projets libres ou open source. L'équipe de SparkleShare recommande d'utiliser un de ces services si l'on souhaite travailler sur un projet de ce type ou si l'on souhaite tester SparkleShare avant avant de mettre en place son propre serveur. Attention, avec les comptes gratuits de ces services tout ce qui est hébergé est public sur le site web, faites attention à ce qui vous y mettez.</note> | github
46 Mot inconnu : Gitorious => <note tip>Github et Gitorious sont tout les deux des solutions d'hébergement de projets qui fournissent un espace gratuit pour les projets libres ou open source. L'équipe de SparkleShare recommande d'utiliser un de ces services si l'on souhaite travailler sur un projet de ce type ou si l'on souhaite tester SparkleShare avant avant de mettre en place son propre serveur. Attention, avec les comptes gratuits de ces services tout ce qui est hébergé est public sur le site web, faites attention à ce qui vous y mettez.</note> | gitorious
