
3 Mot inconnu : Eclipsetrader => ====== Eclipsetrader ====== | eclipsetrader

5 Mot inconnu : EclipseTrader => EclipseTrader est une application permettant de suivre son portefeuille boursier. Elle permet, d'avoir, entre autres : | eclipsetrader

6 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * une quotation temps réel |    => suggestions : ['']
6 Mot inconnu : quotation =>   * une quotation temps réel | quotation

7 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * des graphiques intraday et historiques |    => suggestions : ['']
7 Mot inconnu : intraday =>   * des graphiques intraday et historiques | intraday

8 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * des analyses techniques |    => suggestions : ['']

9 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * les news |    => suggestions : ['']

10 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * ... |    => suggestions : ['']
10 Typographie : points de suspension. Utilisez le caractère dédié. =>   * ... | ... => suggestions : ['…']

14 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

16 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

18 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer d'une connexion à Internet configurée et activée. |    => suggestions : ['']

25 Incohérence avec “un” : “ficher” est une forme verbale conjuguée. => Vous allez récupérer un ficher compressé, il suffit de le décompresser (par exemple dans votre dossier personnel) puis de lancer le fichier exécutable <<trader>> présent dans le répertoire d'Eclipsetrader. | ficher => suggestions : ['fiches', 'fiche']
25 Mot inconnu : Eclipsetrader => Vous allez récupérer un ficher compressé, il suffit de le décompresser (par exemple dans votre dossier personnel) puis de lancer le fichier exécutable <<trader>> présent dans le répertoire d'Eclipsetrader. | eclipsetrader

35 Mot inconnu : yahoo => Récupérez les codes de la valeur sur yahoo! Finance: | yahoo

37 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Indices: |    => suggestions : ['']

38 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * CAC40: ^FCHI |      => suggestions : ['']
38 Mot inconnu : FCHI =>     * CAC40: ^FCHI | fchi

39 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * FTSE 100: ^FTSE |      => suggestions : ['']
39 Mot inconnu : FTSE =>     * FTSE 100: ^FTSE | ftse
39 Mot inconnu : FTSE =>     * FTSE 100: ^FTSE | ftse

40 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * Dow Jones Indusrial: ^DJI |      => suggestions : ['']
40 Mot inconnu : Dow =>     * Dow Jones Indusrial: ^DJI | dow
40 Mot inconnu : Indusrial =>     * Dow Jones Indusrial: ^DJI | indusrial
40 Mot inconnu : DJI =>     * Dow Jones Indusrial: ^DJI | dji

41 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * Nekkei: ^N225 |      => suggestions : ['']
41 Mot inconnu : Nekkei =>     * Nekkei: ^N225 | nekkei
41 Mot inconnu : N225 =>     * Nekkei: ^N225 | n225

42 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Actions: |    => suggestions : ['']

43 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * Marché parisien: [[http://fr.finance.yahoo.com/q/cp?s=%5EFCHI]] |      => suggestions : ['']

44 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * Marché londonien: [[http://fr.finance.yahoo.com/q/cp?s=%5EFTSE]] |      => suggestions : ['']
46 Mot inconnu : Security => Ensuite ajoutez la valeur à votre liste de favoris: File/New/Security. Entrez le code, nom et la devise de l'action ou de l'indice que vous voulez suivre. A l'étape suivante, entrez de nouveau le code et choisissez Yahoo!Finance comme fournisseur de données. Passez la troisième étape sans rien écrire. A la quatrième étape faites la même chose qu'à la deuxième. Paramétrez selon vos goûts la dernière et faites "finish". | security
