
4 Mot inconnu : systemd => ====== systemd ====== | systemd

8 Mot inconnu : systemd => <note warning>À la lecture de l’introduction, il apparaît très clairement que toute modification malencontreuse de l'architecture des services lancés par systemd peut avoir des conséquences dramatiques sur le fonctionnement de votre ordinateur. \\ Il faut être très prudent lorsque l'on touche à la configuration de systemd. \\ __Une mauvaise manipulation peut rendre votre système instable__, jusqu'à le rendre totalement inutilisable.</note> | systemd
8 Mot inconnu : systemd => <note warning>À la lecture de l’introduction, il apparaît très clairement que toute modification malencontreuse de l'architecture des services lancés par systemd peut avoir des conséquences dramatiques sur le fonctionnement de votre ordinateur. \\ Il faut être très prudent lorsque l'on touche à la configuration de systemd. \\ __Une mauvaise manipulation peut rendre votre système instable__, jusqu'à le rendre totalement inutilisable.</note> | systemd
8 Mot inconnu : __Une => <note warning>À la lecture de l’introduction, il apparaît très clairement que toute modification malencontreuse de l'architecture des services lancés par systemd peut avoir des conséquences dramatiques sur le fonctionnement de votre ordinateur. \\ Il faut être très prudent lorsque l'on touche à la configuration de systemd. \\ __Une mauvaise manipulation peut rendre votre système instable__, jusqu'à le rendre totalement inutilisable.</note> | __une
8 Mot inconnu : instable__ => <note warning>À la lecture de l’introduction, il apparaît très clairement que toute modification malencontreuse de l'architecture des services lancés par systemd peut avoir des conséquences dramatiques sur le fonctionnement de votre ordinateur. \\ Il faut être très prudent lorsque l'on touche à la configuration de systemd. \\ __Une mauvaise manipulation peut rendre votre système instable__, jusqu'à le rendre totalement inutilisable.</note> | instable__

9 Mot inconnu : systemd => <note warning>D'anciennes versions de Ubuntu proposent dans les dépôts le paquet systemd et il est donc possible de l'installer en remplacement de Upstart. Néanmoins, cette manipulation est complexe et extrêmement risquée. Pour cette raison, cette procédure ne sera pas décrite ici.</note> | systemd
9 Mot inconnu : Upstart => <note warning>D'anciennes versions de Ubuntu proposent dans les dépôts le paquet systemd et il est donc possible de l'installer en remplacement de Upstart. Néanmoins, cette manipulation est complexe et extrêmement risquée. Pour cette raison, cette procédure ne sera pas décrite ici.</note> | upstart

13 Mot inconnu : target => Il introduit la notion d'unité. Une unité représente un fichier de configuration. Entre autres, une unité peut être un service (*.service), une cible (*.target), un montage (*.mount), un socket (*.socket)… \\ | target
13 Mot inconnu : mount => Il introduit la notion d'unité. Une unité représente un fichier de configuration. Entre autres, une unité peut être un service (*.service), une cible (*.target), un montage (*.mount), un socket (*.socket)… \\ | mount

22 Espace(s) en fin de ligne à supprimer. => Où   |    => suggestions : ['']

31 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

32 Espace(s) en fin de ligne à supprimer. => Quelle que soit l'action menée sur un service, au prochain démarrage de la machine celui-ci devrait retrouver le status qui lui a été [[#Modifier l'exécution d'un service|défini par défaut]].  |   => suggestions : ['']

33 Mot inconnu : sudo => <note>Il n'est pas nécessaire d'utiliser sudo devant ces commandes. Systemctl vous demandera votre mot de passe root en cas de besoin (presque à chaque fois, donc)</note> | sudo
33 Mot inconnu : Systemctl => <note>Il n'est pas nécessaire d'utiliser sudo devant ces commandes. Systemctl vous demandera votre mot de passe root en cas de besoin (presque à chaque fois, donc)</note> | systemctl
33 Mot inconnu : root => <note>Il n'est pas nécessaire d'utiliser sudo devant ces commandes. Systemctl vous demandera votre mot de passe root en cas de besoin (presque à chaque fois, donc)</note> | root

42 Mot inconnu : sudo => Par exemple **sudo restart lightdm** est équivalent à **systemctl restart lightdm.service**.\\ | sudo
42 Mot inconnu : restart => Par exemple **sudo restart lightdm** est équivalent à **systemctl restart lightdm.service**.\\ | restart
42 Mot inconnu : lightdm => Par exemple **sudo restart lightdm** est équivalent à **systemctl restart lightdm.service**.\\ | lightdm
42 Mot inconnu : systemctl => Par exemple **sudo restart lightdm** est équivalent à **systemctl restart lightdm.service**.\\ | systemctl
42 Mot inconnu : restart => Par exemple **sudo restart lightdm** est équivalent à **systemctl restart lightdm.service**.\\ | restart
42 Mot inconnu : lightdm => Par exemple **sudo restart lightdm** est équivalent à **systemctl restart lightdm.service**.\\ | lightdm
42 Il manque un espace. => Par exemple **sudo restart lightdm** est équivalent à **systemctl restart lightdm.service**.\\ | service => suggestions : [' service']

43 Mot inconnu : Upstart => De même, l'outil **service** de Upstart est également branché sur systemctl. **service automount restart** est équivalent à **systemctl restart automount.service**</note> | upstart
43 Mot inconnu : systemctl => De même, l'outil **service** de Upstart est également branché sur systemctl. **service automount restart** est équivalent à **systemctl restart automount.service**</note> | systemctl
43 Mot inconnu : automount => De même, l'outil **service** de Upstart est également branché sur systemctl. **service automount restart** est équivalent à **systemctl restart automount.service**</note> | automount
43 Mot inconnu : restart => De même, l'outil **service** de Upstart est également branché sur systemctl. **service automount restart** est équivalent à **systemctl restart automount.service**</note> | restart
43 Mot inconnu : systemctl => De même, l'outil **service** de Upstart est également branché sur systemctl. **service automount restart** est équivalent à **systemctl restart automount.service**</note> | systemctl
43 Mot inconnu : restart => De même, l'outil **service** de Upstart est également branché sur systemctl. **service automount restart** est équivalent à **systemctl restart automount.service**</note> | restart
43 Mot inconnu : automount => De même, l'outil **service** de Upstart est également branché sur systemctl. **service automount restart** est équivalent à **systemctl restart automount.service**</note> | automount
43 Il manque un espace. => De même, l'outil **service** de Upstart est également branché sur systemctl. **service automount restart** est équivalent à **systemctl restart automount.service**</note> | service => suggestions : [' service']

57 Mot inconnu : systemctl => Il y a d'autres possibilités pour voir les services activés, désactivés, etc. qui sont décrites dans la page de manuel de systemctl. | systemctl

61 Confusion probable : « peut-être » signifie « possiblement ». => Cela peut-être pratique pour trouver le service qui ralentit votre démarrage. | peut-être => suggestions : ['peut être']

69 Il manque les traits d’union. => Pour activer un service (c'est à dire le lancer à chaque démarrage de l'ordinateur) ou relire son fichier de configuration, il faut taper: | c'est à dire => suggestions : ['c’est-à-dire']

82 Mot inconnu : systemadm => Il existe un utilitaire graphique qui se nomme **systemadm** pour gérer systemd.\\ | systemadm
82 Mot inconnu : systemd => Il existe un utilitaire graphique qui se nomme **systemadm** pour gérer systemd.\\ | systemd

84 Mot inconnu : systemd => ==== Personnaliser un fichier de configuration systemd==== | systemd

87 Mot inconnu : targets => ===== Les targets ===== | targets

88 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

93 Mot inconnu : Runlevel => ^ Runlevel 	^ Systemd Target 								^ Notes 										^ | runlevel
93 Incohérence : espace et tabulation. => ^ Runlevel 	^ Systemd Target 								^ Notes 										^ |  	 => suggestions : [' ', '\t']
93 Mot inconnu : Systemd => ^ Runlevel 	^ Systemd Target 								^ Notes 										^ | systemd
93 Mot inconnu : Target => ^ Runlevel 	^ Systemd Target 								^ Notes 										^ | target
93 Incohérence : espace et tabulation. => ^ Runlevel 	^ Systemd Target 								^ Notes 										^ |  	 => suggestions : [' ', '\t']
93 Incohérence : espace et tabulation. => ^ Runlevel 	^ Systemd Target 								^ Notes 										^ |  	 => suggestions : [' ', '\t']

94 Mot inconnu : runlevel0 => ^       0		| runlevel0.target, poweroff.target 					| Arrête le système 								| | runlevel0
94 Mot inconnu : target => ^       0		| runlevel0.target, poweroff.target 					| Arrête le système 								| | target
94 Mot inconnu : poweroff => ^       0		| runlevel0.target, poweroff.target 					| Arrête le système 								| | poweroff
94 Mot inconnu : target => ^       0		| runlevel0.target, poweroff.target 					| Arrête le système 								| | target
94 Incohérence : espace et tabulation. => ^       0		| runlevel0.target, poweroff.target 					| Arrête le système 								| |  	 => suggestions : [' ', '\t']
94 Incohérence : espace et tabulation. => ^       0		| runlevel0.target, poweroff.target 					| Arrête le système 								| |  	 => suggestions : [' ', '\t']

95 Incohérence : espace et tabulation. => ^ 	1 		| runlevel1.target, rescue.target 					| Mode single user 								| |  	 => suggestions : [' ', '\t']
95 Incohérence : espace et tabulation. => ^ 	1 		| runlevel1.target, rescue.target 					| Mode single user 								| |  	 => suggestions : [' ', '\t']
95 Mot inconnu : runlevel1 => ^ 	1 		| runlevel1.target, rescue.target 					| Mode single user 								| | runlevel1
95 Mot inconnu : target => ^ 	1 		| runlevel1.target, rescue.target 					| Mode single user 								| | target
95 Mot inconnu : rescue => ^ 	1 		| runlevel1.target, rescue.target 					| Mode single user 								| | rescue
95 Mot inconnu : target => ^ 	1 		| runlevel1.target, rescue.target 					| Mode single user 								| | target
95 Incohérence : espace et tabulation. => ^ 	1 		| runlevel1.target, rescue.target 					| Mode single user 								| |  	 => suggestions : [' ', '\t']
95 Incohérence : espace et tabulation. => ^ 	1 		| runlevel1.target, rescue.target 					| Mode single user 								| |  	 => suggestions : [' ', '\t']

96 Incohérence : espace et tabulation. => ^ 	3 		| runlevel3.target, multi-user.target 					| Mode multi-utilisateur, non graphique				| |  	 => suggestions : [' ', '\t']
96 Incohérence : espace et tabulation. => ^ 	3 		| runlevel3.target, multi-user.target 					| Mode multi-utilisateur, non graphique				| |  	 => suggestions : [' ', '\t']
96 Mot inconnu : runlevel3 => ^ 	3 		| runlevel3.target, multi-user.target 					| Mode multi-utilisateur, non graphique				| | runlevel3
96 Mot inconnu : target => ^ 	3 		| runlevel3.target, multi-user.target 					| Mode multi-utilisateur, non graphique				| | target
96 Mot inconnu : target => ^ 	3 		| runlevel3.target, multi-user.target 					| Mode multi-utilisateur, non graphique				| | target
96 Incohérence : espace et tabulation. => ^ 	3 		| runlevel3.target, multi-user.target 					| Mode multi-utilisateur, non graphique				| |  	 => suggestions : [' ', '\t']

97 Incohérence : espace et tabulation. => ^ 	2, 4 		| runlevel2.target, runlevel4.target, multi-user.target 	| Mode défini par l'utilisateur, identique au 3 par défaut.	| |  	 => suggestions : [' ', '\t']
97 Incohérence : espace et tabulation. => ^ 	2, 4 		| runlevel2.target, runlevel4.target, multi-user.target 	| Mode défini par l'utilisateur, identique au 3 par défaut.	| |  	 => suggestions : [' ', '\t']
97 Mot inconnu : runlevel2 => ^ 	2, 4 		| runlevel2.target, runlevel4.target, multi-user.target 	| Mode défini par l'utilisateur, identique au 3 par défaut.	| | runlevel2
97 Mot inconnu : target => ^ 	2, 4 		| runlevel2.target, runlevel4.target, multi-user.target 	| Mode défini par l'utilisateur, identique au 3 par défaut.	| | target
97 Mot inconnu : runlevel4 => ^ 	2, 4 		| runlevel2.target, runlevel4.target, multi-user.target 	| Mode défini par l'utilisateur, identique au 3 par défaut.	| | runlevel4
97 Mot inconnu : target => ^ 	2, 4 		| runlevel2.target, runlevel4.target, multi-user.target 	| Mode défini par l'utilisateur, identique au 3 par défaut.	| | target
97 Mot inconnu : target => ^ 	2, 4 		| runlevel2.target, runlevel4.target, multi-user.target 	| Mode défini par l'utilisateur, identique au 3 par défaut.	| | target
97 Incohérence : espace et tabulation. => ^ 	2, 4 		| runlevel2.target, runlevel4.target, multi-user.target 	| Mode défini par l'utilisateur, identique au 3 par défaut.	| |  	 => suggestions : [' ', '\t']

98 Incohérence : espace et tabulation. => ^ 	5 		| runlevel5.target, graphical.target 					| Mode graphique multi-utilisateur 					| |  	 => suggestions : [' ', '\t']
98 Incohérence : espace et tabulation. => ^ 	5 		| runlevel5.target, graphical.target 					| Mode graphique multi-utilisateur 					| |  	 => suggestions : [' ', '\t']
98 Mot inconnu : runlevel5 => ^ 	5 		| runlevel5.target, graphical.target 					| Mode graphique multi-utilisateur 					| | runlevel5
98 Mot inconnu : target => ^ 	5 		| runlevel5.target, graphical.target 					| Mode graphique multi-utilisateur 					| | target
98 Mot inconnu : graphical => ^ 	5 		| runlevel5.target, graphical.target 					| Mode graphique multi-utilisateur 					| | graphical
98 Mot inconnu : target => ^ 	5 		| runlevel5.target, graphical.target 					| Mode graphique multi-utilisateur 					| | target
98 Incohérence : espace et tabulation. => ^ 	5 		| runlevel5.target, graphical.target 					| Mode graphique multi-utilisateur 					| |  	 => suggestions : [' ', '\t']
98 Incohérence : espace et tabulation. => ^ 	5 		| runlevel5.target, graphical.target 					| Mode graphique multi-utilisateur 					| |  	 => suggestions : [' ', '\t']

99 Incohérence : espace et tabulation. => ^ 	6 		| runlevel6.target, reboot.target 					| Redémarre									| |  	 => suggestions : [' ', '\t']
99 Incohérence : espace et tabulation. => ^ 	6 		| runlevel6.target, reboot.target 					| Redémarre									| |  	 => suggestions : [' ', '\t']
99 Mot inconnu : runlevel6 => ^ 	6 		| runlevel6.target, reboot.target 					| Redémarre									| | runlevel6
99 Mot inconnu : target => ^ 	6 		| runlevel6.target, reboot.target 					| Redémarre									| | target
99 Mot inconnu : reboot => ^ 	6 		| runlevel6.target, reboot.target 					| Redémarre									| | reboot
99 Mot inconnu : target => ^ 	6 		| runlevel6.target, reboot.target 					| Redémarre									| | target
99 Incohérence : espace et tabulation. => ^ 	6 		| runlevel6.target, reboot.target 					| Redémarre									| |  	 => suggestions : [' ', '\t']

100 Mot inconnu : emergency => ^  emergency 	| emergency.target 								| Shell d'urgence 								| | emergency
100 Incohérence : espace et tabulation. => ^  emergency 	| emergency.target 								| Shell d'urgence 								| |  	 => suggestions : [' ', '\t']
100 Mot inconnu : emergency => ^  emergency 	| emergency.target 								| Shell d'urgence 								| | emergency
100 Mot inconnu : target => ^  emergency 	| emergency.target 								| Shell d'urgence 								| | target
100 Incohérence : espace et tabulation. => ^  emergency 	| emergency.target 								| Shell d'urgence 								| |  	 => suggestions : [' ', '\t']
100 Incohérence : espace et tabulation. => ^  emergency 	| emergency.target 								| Shell d'urgence 								| |  	 => suggestions : [' ', '\t']

115 S’il s’agit d’une action que le sujet peut accomplir, le verbe devrait être à l’infinitif. => Vous pouvez utilisez d'autres commandes pour gérer l'état de votre ordinateur (dans l'ordre, éteindre / mettre en veille / hiberner) : | utilisez => suggestions : ['utiliser']

136 Mot inconnu : systemd => systemd possède son propre mécanisme de journalisation, appelé "The Journal". | systemd
136 Guillemets typographiques ouvrants. => systemd possède son propre mécanisme de journalisation, appelé "The Journal". | " => suggestions : ['«\xa0', '“']
136 Mot inconnu : The => systemd possède son propre mécanisme de journalisation, appelé "The Journal". | the
