1 Mot inconnu : Millien => Par [[http://forum.ubuntu-fr.org/profile.php?id=7116|Marc Millien]] | millien

2 Mot inconnu : Fluxbox => ====== Installation de Fluxbox à partir des sources ====== | fluxbox

6 Mot inconnu : fluxbox => Tout d'abord il faut récupérer les sources sur le site de fluxbox | fluxbox

8 Mot inconnu : vX => [[http://fluxbox.sourceforge.net/download.php|http://fluxbox.sourceforge.net]] (vX.X.XX Source tarball) | vx
8 Mot inconnu : tarball => [[http://fluxbox.sourceforge.net/download.php|http://fluxbox.sourceforge.net]] (vX.X.XX Source tarball) | tarball

12 Accord avec la forme verbale “sont” : “nécessaire” devrait être au pluriel. => Un certain nombre de fichiers sont nécessaire pour la compilation de fluxbox (n'oubliez pas d'ajouter les dépôts sources dans synaptic), nous allons donc les installer, pour cela vous allez ouvrir un terminal et taper: | nécessaire => suggestions : ['nécessaires']
12 Mot inconnu : fluxbox => Un certain nombre de fichiers sont nécessaire pour la compilation de fluxbox (n'oubliez pas d'ajouter les dépôts sources dans synaptic), nous allons donc les installer, pour cela vous allez ouvrir un terminal et taper: | fluxbox
12 Mot inconnu : synaptic => Un certain nombre de fichiers sont nécessaire pour la compilation de fluxbox (n'oubliez pas d'ajouter les dépôts sources dans synaptic), nous allons donc les installer, pour cela vous allez ouvrir un terminal et taper: | synaptic

13 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo apt-get build-dep fluxbox |    => suggestions : ['']
13 Mot inconnu : sudo =>   sudo apt-get build-dep fluxbox | sudo
13 Mot inconnu : apt-get =>   sudo apt-get build-dep fluxbox | apt-get
13 Mot inconnu : build-dep =>   sudo apt-get build-dep fluxbox | build-dep
13 Mot inconnu : fluxbox =>   sudo apt-get build-dep fluxbox | fluxbox

14 Mot inconnu : fluxbox => -> Cette commande permet de récupérer ce qui sera nécessaire à la compilation de fluxbox (dépendances). | fluxbox

17 Mot inconnu : fluxbox => En option (intéressant dans l'utilisation de fluxbox): | fluxbox

18 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo apt-get install fbpager feh |    => suggestions : ['']
18 Mot inconnu : sudo =>   sudo apt-get install fbpager feh | sudo
18 Mot inconnu : apt-get =>   sudo apt-get install fbpager feh | apt-get
18 Mot inconnu : install =>   sudo apt-get install fbpager feh | install
18 Mot inconnu : fbpager =>   sudo apt-get install fbpager feh | fbpager
18 Mot inconnu : feh =>   sudo apt-get install fbpager feh | feh

19 Mot inconnu : fbpager => -> fbpager est un outil de gestion pour vos bureaux, bbrun permet de lancer rapidement un commande, feh est un visualiseur d'image (et dépend des librairies qui nous permettrons d'avoir la transparence dans fluxbox par la même occasion et qui seront donc installées).  | fbpager
19 Mot inconnu : bbrun => -> fbpager est un outil de gestion pour vos bureaux, bbrun permet de lancer rapidement un commande, feh est un visualiseur d'image (et dépend des librairies qui nous permettrons d'avoir la transparence dans fluxbox par la même occasion et qui seront donc installées).  | bbrun
19 Accord de genre erroné : « commande » est féminin. => -> fbpager est un outil de gestion pour vos bureaux, bbrun permet de lancer rapidement un commande, feh est un visualiseur d'image (et dépend des librairies qui nous permettrons d'avoir la transparence dans fluxbox par la même occasion et qui seront donc installées).  | un => suggestions : ['une']
19 Accord de genre erroné : « un » est un déterminant masculin. => -> fbpager est un outil de gestion pour vos bureaux, bbrun permet de lancer rapidement un commande, feh est un visualiseur d'image (et dépend des librairies qui nous permettrons d'avoir la transparence dans fluxbox par la même occasion et qui seront donc installées).  | commande => suggestions : ['commandé']
19 Mot inconnu : feh => -> fbpager est un outil de gestion pour vos bureaux, bbrun permet de lancer rapidement un commande, feh est un visualiseur d'image (et dépend des librairies qui nous permettrons d'avoir la transparence dans fluxbox par la même occasion et qui seront donc installées).  | feh
19 Mot inconnu : fluxbox => -> fbpager est un outil de gestion pour vos bureaux, bbrun permet de lancer rapidement un commande, feh est un visualiseur d'image (et dépend des librairies qui nous permettrons d'avoir la transparence dans fluxbox par la même occasion et qui seront donc installées).  | fluxbox
19 Espace(s) en fin de ligne à supprimer. => -> fbpager est un outil de gestion pour vos bureaux, bbrun permet de lancer rapidement un commande, feh est un visualiseur d'image (et dépend des librairies qui nous permettrons d'avoir la transparence dans fluxbox par la même occasion et qui seront donc installées).  |   => suggestions : ['']

22 Mot inconnu : gcc => Toujours en option, l'utilisation de gcc pour la compilation: | gcc

23 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo apt-get install gcc-4.0 |    => suggestions : ['']
23 Mot inconnu : sudo =>   sudo apt-get install gcc-4.0 | sudo
23 Mot inconnu : apt-get =>   sudo apt-get install gcc-4.0 | apt-get
23 Mot inconnu : install =>   sudo apt-get install gcc-4.0 | install
23 Mot inconnu : gcc-4 =>   sudo apt-get install gcc-4.0 | gcc-4

24 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   export CC=gcc-4.0 |    => suggestions : ['']
24 Mot inconnu : gcc-4 =>   export CC=gcc-4.0 | gcc-4

25 Mot inconnu : gcc => -> Version récente de gcc | gcc

30 Tournure familière. Utilisez “être allé” plutôt que “avoir été”. => Maintenant que le système est prêt vous allez vous rendre à l'endroit où a été enregistrer le fichier archive (téléchargé au début, tar.gz) à l'aide de la commande "cd". | a été => suggestions : []
30 Mot inconnu : tar => Maintenant que le système est prêt vous allez vous rendre à l'endroit où a été enregistrer le fichier archive (téléchargé au début, tar.gz) à l'aide de la commande "cd". | tar
30 Mot inconnu : gz => Maintenant que le système est prêt vous allez vous rendre à l'endroit où a été enregistrer le fichier archive (téléchargé au début, tar.gz) à l'aide de la commande "cd". | gz
30 Guillemets typographiques ouvrants. => Maintenant que le système est prêt vous allez vous rendre à l'endroit où a été enregistrer le fichier archive (téléchargé au début, tar.gz) à l'aide de la commande "cd". | " => suggestions : ['«\xa0', '“']
30 Guillemets typographiques fermants. => Maintenant que le système est prêt vous allez vous rendre à l'endroit où a été enregistrer le fichier archive (téléchargé au début, tar.gz) à l'aide de la commande "cd". | " => suggestions : ['\xa0»', '”']

33 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   tar -xzvf fluxbox-X.X.XX.tar.gz |    => suggestions : ['']
33 Mot inconnu : tar =>   tar -xzvf fluxbox-X.X.XX.tar.gz | tar
33 Il manque un espace à côté du tiret. =>   tar -xzvf fluxbox-X.X.XX.tar.gz |  - => suggestions : [' – ', ' — ']
33 Mot inconnu : xzvf =>   tar -xzvf fluxbox-X.X.XX.tar.gz | xzvf
33 Mot inconnu : fluxbox-X =>   tar -xzvf fluxbox-X.X.XX.tar.gz | fluxbox-x

34 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   cd fluxbox-X.X.XX |    => suggestions : ['']
34 Mot inconnu : fluxbox-X =>   cd fluxbox-X.X.XX | fluxbox-x

38 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Si vous utilisez principalement gnome et ses logiciels: | -  => suggestions : ['—\xa0', '–\xa0']

39 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   ./configure --enable-gnome |    => suggestions : ['']
39 Mot inconnu : enable-gnome =>   ./configure --enable-gnome | enable-gnome

40 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Si vous utilisez kde: | -  => suggestions : ['—\xa0', '–\xa0']
40 Mot inconnu : kde => - Si vous utilisez kde: | kde

41 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   ./configure --enable-kde |    => suggestions : ['']
41 Mot inconnu : enable-kde =>   ./configure --enable-kde | enable-kde

42 Dialogues et énumérations : un tiret cadratin [1] ou demi-cadratin [2], suivi d’un espace insécable, est requis. => - Sinon tout simplement: | -  => suggestions : ['—\xa0', '–\xa0']

43 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   ./configure |    => suggestions : ['']

46 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   make |    => suggestions : ['']
46 Mot inconnu : make =>   make | make

47 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo make install |    => suggestions : ['']
47 Mot inconnu : sudo =>   sudo make install | sudo
47 Mot inconnu : make =>   sudo make install | make
47 Mot inconnu : install =>   sudo make install | install
49 Mot inconnu : Fluxbox => Voilà! Fluxbox est installé, mais il reste encore à le configurer.. | fluxbox
49 Typographie : un ou trois points ? => Voilà! Fluxbox est installé, mais il reste encore à le configurer.. | .. => suggestions : ['…', '.']

52 Mot inconnu : Xsession => ===== Xsession ===== | xsession

54 Mot inconnu : fluxbox => Pour pouvoir lancer fluxbox depuis votre écran de connexion il faut créer un fichier .desktop xsession (utilisé par gdm) à placer dans /usr/share/xsession. | fluxbox
54 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => Pour pouvoir lancer fluxbox depuis votre écran de connexion il faut créer un fichier .desktop xsession (utilisé par gdm) à placer dans /usr/share/xsession. |  . => suggestions : ['. ', '.']
54 Mot inconnu : desktop => Pour pouvoir lancer fluxbox depuis votre écran de connexion il faut créer un fichier .desktop xsession (utilisé par gdm) à placer dans /usr/share/xsession. | desktop
54 Mot inconnu : xsession => Pour pouvoir lancer fluxbox depuis votre écran de connexion il faut créer un fichier .desktop xsession (utilisé par gdm) à placer dans /usr/share/xsession. | xsession
54 Mot inconnu : gdm => Pour pouvoir lancer fluxbox depuis votre écran de connexion il faut créer un fichier .desktop xsession (utilisé par gdm) à placer dans /usr/share/xsession. | gdm

56 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo xdg-open /usr/share/xsessions/Fluxbox.desktop |    => suggestions : ['']
56 Mot inconnu : sudo =>   sudo xdg-open /usr/share/xsessions/Fluxbox.desktop | sudo
56 Mot inconnu : xdg-open =>   sudo xdg-open /usr/share/xsessions/Fluxbox.desktop | xdg-open

57 Mot inconnu : fluxbox => Et ajoutez-y ceci (vous devriez après pouvoir choisir fluxbox sur l'écran de connexion): | fluxbox

58 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   [Desktop Entry] |    => suggestions : ['']
58 Mot inconnu : Desktop =>   [Desktop Entry] | desktop
58 Mot inconnu : Entry =>   [Desktop Entry] | entry

59 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   Encoding=UTF-8 |    => suggestions : ['']
59 Mot inconnu : Encoding =>   Encoding=UTF-8 | encoding

60 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   # The names/descriptions should really be better |    => suggestions : ['']
60 Mot inconnu : The =>   # The names/descriptions should really be better | the
60 Mot inconnu : names =>   # The names/descriptions should really be better | names
60 Mot inconnu : should =>   # The names/descriptions should really be better | should
60 Mot inconnu : really =>   # The names/descriptions should really be better | really
60 Mot inconnu : better =>   # The names/descriptions should really be better | better

61 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   Name=Fluxbox |    => suggestions : ['']
61 Mot inconnu : Name =>   Name=Fluxbox | name
61 Mot inconnu : Fluxbox =>   Name=Fluxbox | fluxbox

62 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   Comment=This is the window manager fluxbox |    => suggestions : ['']
62 Mot inconnu : This =>   Comment=This is the window manager fluxbox | this
62 Mot inconnu : is =>   Comment=This is the window manager fluxbox | is
62 Mot inconnu : the =>   Comment=This is the window manager fluxbox | the
62 Mot inconnu : window =>   Comment=This is the window manager fluxbox | window
62 Mot inconnu : fluxbox =>   Comment=This is the window manager fluxbox | fluxbox

63 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   Comment[de]=Dies ist der Fenstermanager fluxbox |    => suggestions : ['']
63 Mot inconnu : Dies =>   Comment[de]=Dies ist der Fenstermanager fluxbox | dies
63 Mot inconnu : ist =>   Comment[de]=Dies ist der Fenstermanager fluxbox | ist
63 Mot inconnu : Fenstermanager =>   Comment[de]=Dies ist der Fenstermanager fluxbox | fenstermanager
63 Mot inconnu : fluxbox =>   Comment[de]=Dies ist der Fenstermanager fluxbox | fluxbox

64 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   Exec=/usr/local/bin/startfluxbox |    => suggestions : ['']
64 Mot inconnu : Exec =>   Exec=/usr/local/bin/startfluxbox | exec

65 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   Icon=fluxbox.xpm |    => suggestions : ['']
65 Mot inconnu : Icon =>   Icon=fluxbox.xpm | icon
65 Mot inconnu : fluxbox =>   Icon=fluxbox.xpm | fluxbox
65 Mot inconnu : xpm =>   Icon=fluxbox.xpm | xpm

