
4 Mot inconnu : Nexuiz => ====== Nexuiz - Xonotic ====== | nexuiz
4 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) => ====== Nexuiz - Xonotic ====== |  -  => suggestions : [' – ', ' — ', ' − ']
4 Mot inconnu : Xonotic => ====== Nexuiz - Xonotic ====== | xonotic

6 Mot inconnu : Nexuiz => ===== Nexuiz ===== | nexuiz

8 Mot inconnu : Nexuiz => Nexuiz est un jeu de tir à la première personne, sous licence GPL (pour la version PC), et disposant d'un graphisme relativement soigné.  | nexuiz
8 Espace(s) en fin de ligne à supprimer. => Nexuiz est un jeu de tir à la première personne, sous licence GPL (pour la version PC), et disposant d'un graphisme relativement soigné.  |   => suggestions : ['']

23 Il manque un espace. => Il suffit d'[[tutoriel:comment_installer_un_paquet|installer le paquet]] **[[apt>nexuiz]]**.  | comment_installer_un_paquet => suggestions : [' comment_installer_un_paquet']
23 Mot inconnu : comment_installer_un_paquet => Il suffit d'[[tutoriel:comment_installer_un_paquet|installer le paquet]] **[[apt>nexuiz]]**.  | comment_installer_un_paquet
23 Mot inconnu : nexuiz => Il suffit d'[[tutoriel:comment_installer_un_paquet|installer le paquet]] **[[apt>nexuiz]]**.  | nexuiz
23 Espace(s) en fin de ligne à supprimer. => Il suffit d'[[tutoriel:comment_installer_un_paquet|installer le paquet]] **[[apt>nexuiz]]**.  |   => suggestions : ['']
25 Mot inconnu : nexuiz-music => Si votre gestionnaire de paquets est configuré pour ne pas inclure les paquets recommandés, installez également le paquet **[[apt>nexuiz-music]]** pour avoir les musiques du jeu. | nexuiz-music

33 Mot inconnu : Nexuiz => Si vous cherchez des serveurs de jeux, Nexuiz est pris en charge par [[XQF]].  | nexuiz
33 Mot inconnu : XQF => Si vous cherchez des serveurs de jeux, Nexuiz est pris en charge par [[XQF]].  | xqf
33 Espace(s) en fin de ligne à supprimer. => Si vous cherchez des serveurs de jeux, Nexuiz est pris en charge par [[XQF]].  |   => suggestions : ['']

37 Confusion. => Les options sont à peu prêt évidentes via le menu du jeu. Il peut être nécessaire d'ouvrir un port sur le pare-feu du poste hébergeant le jeu (serveur). Le n° de port est le 26000.  | à peu prêt => suggestions : ['à peu près']
37 Formatage des grands nombres. => Les options sont à peu prêt évidentes via le menu du jeu. Il peut être nécessaire d'ouvrir un port sur le pare-feu du poste hébergeant le jeu (serveur). Le n° de port est le 26000.  | 26000 => suggestions : ['26\xa0000']
37 Espace(s) en fin de ligne à supprimer. => Les options sont à peu prêt évidentes via le menu du jeu. Il peut être nécessaire d'ouvrir un port sur le pare-feu du poste hébergeant le jeu (serveur). Le n° de port est le 26000.  |   => suggestions : ['']

42 Signe de multiplication typographique. => Le jeu s'installe avec une résolution par défaut de 1024x768. Seulement si vous avez une résolution plus petite en largeur ou en hauteur, exemple 1280x720, le jeu ne voudra pas se lancer. Une solution simple existe. Il suffit soit de changer sa résolution en 1024x768 ou plus grande, de démarrer le jeu et d'aller dans "settings" pour mettre la même résolution que vous avez exemple 1280x720 puis de fermer le jeu et de remettre la résolution que vous aviez. Et là vous pourrez démarrer le jeu sans problème.   | 1024x768 => suggestions : ['1024\xa0×\xa0768']
42 Mot inconnu : x768 => Le jeu s'installe avec une résolution par défaut de 1024x768. Seulement si vous avez une résolution plus petite en largeur ou en hauteur, exemple 1280x720, le jeu ne voudra pas se lancer. Une solution simple existe. Il suffit soit de changer sa résolution en 1024x768 ou plus grande, de démarrer le jeu et d'aller dans "settings" pour mettre la même résolution que vous avez exemple 1280x720 puis de fermer le jeu et de remettre la résolution que vous aviez. Et là vous pourrez démarrer le jeu sans problème.   | x768
42 Signe de multiplication typographique. => Le jeu s'installe avec une résolution par défaut de 1024x768. Seulement si vous avez une résolution plus petite en largeur ou en hauteur, exemple 1280x720, le jeu ne voudra pas se lancer. Une solution simple existe. Il suffit soit de changer sa résolution en 1024x768 ou plus grande, de démarrer le jeu et d'aller dans "settings" pour mettre la même résolution que vous avez exemple 1280x720 puis de fermer le jeu et de remettre la résolution que vous aviez. Et là vous pourrez démarrer le jeu sans problème.   | 1280x720 => suggestions : ['1280\xa0×\xa0720']
42 Mot inconnu : x720 => Le jeu s'installe avec une résolution par défaut de 1024x768. Seulement si vous avez une résolution plus petite en largeur ou en hauteur, exemple 1280x720, le jeu ne voudra pas se lancer. Une solution simple existe. Il suffit soit de changer sa résolution en 1024x768 ou plus grande, de démarrer le jeu et d'aller dans "settings" pour mettre la même résolution que vous avez exemple 1280x720 puis de fermer le jeu et de remettre la résolution que vous aviez. Et là vous pourrez démarrer le jeu sans problème.   | x720
42 Signe de multiplication typographique. => Le jeu s'installe avec une résolution par défaut de 1024x768. Seulement si vous avez une résolution plus petite en largeur ou en hauteur, exemple 1280x720, le jeu ne voudra pas se lancer. Une solution simple existe. Il suffit soit de changer sa résolution en 1024x768 ou plus grande, de démarrer le jeu et d'aller dans "settings" pour mettre la même résolution que vous avez exemple 1280x720 puis de fermer le jeu et de remettre la résolution que vous aviez. Et là vous pourrez démarrer le jeu sans problème.   | 1024x768 => suggestions : ['1024\xa0×\xa0768']
42 Mot inconnu : x768 => Le jeu s'installe avec une résolution par défaut de 1024x768. Seulement si vous avez une résolution plus petite en largeur ou en hauteur, exemple 1280x720, le jeu ne voudra pas se lancer. Une solution simple existe. Il suffit soit de changer sa résolution en 1024x768 ou plus grande, de démarrer le jeu et d'aller dans "settings" pour mettre la même résolution que vous avez exemple 1280x720 puis de fermer le jeu et de remettre la résolution que vous aviez. Et là vous pourrez démarrer le jeu sans problème.   | x768
