1 Mot inconnu : DokuWiki => ====== DokuWiki ====== | dokuwiki

5 S’il s’agit d’un impératif, mettez un trait d’union. => Lisez le [[doku>fr:manual|Manuel d'utilisation de DokuWiki]] pour tirer parti de tout son potentiel ! | lisez le => suggestions : ['Lisez-le']
24 Mot inconnu : requirements =>   * [[doku>fr:requirements|Configuration nécessaire pour faire tourner DokuWiki]] | requirements
24 Mot inconnu : DokuWiki =>   * [[doku>fr:requirements|Configuration nécessaire pour faire tourner DokuWiki]] | dokuwiki

25 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://www.splitbrain.org/go/dokuwiki|Télécharger DokuWiki]] :!: |    => suggestions : ['']
25 Mot inconnu : DokuWiki =>   * [[http://www.splitbrain.org/go/dokuwiki|Télécharger DokuWiki]] :!: | dokuwiki
25 Une de ces ponctuations est superflue. =>   * [[http://www.splitbrain.org/go/dokuwiki|Télécharger DokuWiki]] :!: | :! => suggestions : [':', '!']

26 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[doku>fr:changes|Journal des modifications]] |    => suggestions : ['']
26 Il manque un espace. =>   * [[doku>fr:changes|Journal des modifications]] | changes => suggestions : [' changes']

27 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[doku>fr:Install|Installation et mise à jour]] :!: |    => suggestions : ['']
27 Il manque un espace. =>   * [[doku>fr:Install|Installation et mise à jour]] :!: | install => suggestions : [' Install']
27 Mot inconnu : Install =>   * [[doku>fr:Install|Installation et mise à jour]] :!: | install
27 Une de ces ponctuations est superflue. =>   * [[doku>fr:Install|Installation et mise à jour]] :!: | :! => suggestions : [':', '!']

28 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[doku>fr:config|Configuration]] |    => suggestions : ['']
28 Il manque un espace. =>   * [[doku>fr:config|Configuration]] | config => suggestions : [' config']

33 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[doku>fr:syntax|Syntaxe wiki]] |    => suggestions : ['']
33 Il manque un espace. =>   * [[doku>fr:syntax|Syntaxe wiki]] | syntax => suggestions : [' syntax']
33 Mot inconnu : syntax =>   * [[doku>fr:syntax|Syntaxe wiki]] | syntax

34 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[doku>fr:manual|Manuel d'utilisation]] :!: |    => suggestions : ['']
34 Il manque un espace. =>   * [[doku>fr:manual|Manuel d'utilisation]] :!: | manual => suggestions : [' manual']
34 Mot inconnu : manual =>   * [[doku>fr:manual|Manuel d'utilisation]] :!: | manual
34 Une de ces ponctuations est superflue. =>   * [[doku>fr:manual|Manuel d'utilisation]] :!: | :! => suggestions : [':', '!']

35 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[doku>fr:FAQ|Foire aux questions]] |    => suggestions : ['']
35 Il manque un espace. =>   * [[doku>fr:FAQ|Foire aux questions]] | faq => suggestions : [' FAQ']

36 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[doku>fr:glossary|Glossaire]] |    => suggestions : ['']
36 Il manque un espace. =>   * [[doku>fr:glossary|Glossaire]] | glossary => suggestions : [' glossary']
36 Mot inconnu : glossary =>   * [[doku>fr:glossary|Glossaire]] | glossary

37 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://search.dokuwiki.org|Recherche globale]] (wiki, forum, mailing list, code source etc.) |    => suggestions : ['']
37 Mot inconnu : list =>   * [[http://search.dokuwiki.org|Recherche globale]] (wiki, forum, mailing list, code source etc.) | list
37 Avant « etc. », il faut mettre une virgule. =>   * [[http://search.dokuwiki.org|Recherche globale]] (wiki, forum, mailing list, code source etc.) |  etc. => suggestions : [', etc.']

39 Mot inconnu : DokuWiki => ==== Adapter DokuWiki à vos besoins ==== | dokuwiki

41 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[doku>fr:tips|Trucs et astuces]] |    => suggestions : ['']
41 Il manque un espace. =>   * [[doku>fr:tips|Trucs et astuces]] | tips => suggestions : [' tips']
41 Mot inconnu : tips =>   * [[doku>fr:tips|Trucs et astuces]] | tips

42 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[doku>fr:Template|Changer l'apparence de DokuWiki grâce aux templates]] |    => suggestions : ['']
42 Il manque un espace. =>   * [[doku>fr:Template|Changer l'apparence de DokuWiki grâce aux templates]] | template => suggestions : [' Template']
42 Mot inconnu : Template =>   * [[doku>fr:Template|Changer l'apparence de DokuWiki grâce aux templates]] | template
42 Mot inconnu : DokuWiki =>   * [[doku>fr:Template|Changer l'apparence de DokuWiki grâce aux templates]] | dokuwiki
42 Mot inconnu : templates =>   * [[doku>fr:Template|Changer l'apparence de DokuWiki grâce aux templates]] | templates

43 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[doku>fr:plugins|Installer des plugins]] |    => suggestions : ['']
43 Il manque un espace. =>   * [[doku>fr:plugins|Installer des plugins]] | plugins => suggestions : [' plugins']

44 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[doku>fr:development|Documentation pour les développeurs]] |    => suggestions : ['']
44 Il manque un espace. =>   * [[doku>fr:development|Documentation pour les développeurs]] | development => suggestions : [' development']
44 Mot inconnu : development =>   * [[doku>fr:development|Documentation pour les développeurs]] | development

49 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[doku>newsletter|S'abonner à la newsletter]] (en anglais) :!: |    => suggestions : ['']
49 Une de ces ponctuations est superflue. =>   * [[doku>newsletter|S'abonner à la newsletter]] (en anglais) :!: | :! => suggestions : [':', '!']

50 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[doku>fr:mailinglist|Rejoindre la mailing list]] (en anglais) |    => suggestions : ['']
50 Il manque un espace. =>   * [[doku>fr:mailinglist|Rejoindre la mailing list]] (en anglais) | mailinglist => suggestions : [' mailinglist']
50 Mot inconnu : mailinglist =>   * [[doku>fr:mailinglist|Rejoindre la mailing list]] (en anglais) | mailinglist
50 Accord de genre erroné : « mailing » est masculin. =>   * [[doku>fr:mailinglist|Rejoindre la mailing list]] (en anglais) | la => suggestions : ['le']
50 Mot inconnu : list =>   * [[doku>fr:mailinglist|Rejoindre la mailing list]] (en anglais) | list

51 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://forum.dokuwiki.org|Participer au Forum des utilisateurs de DokuWiki]] -- avec un [[http://forum.dokuwiki.org/forum/12|sous-forum en français]] |    => suggestions : ['']
51 Mot inconnu : DokuWiki =>   * [[http://forum.dokuwiki.org|Participer au Forum des utilisateurs de DokuWiki]] -- avec un [[http://forum.dokuwiki.org/forum/12|sous-forum en français]] | dokuwiki

52 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[doku>irc|Discuter sur le canal IRC de DokuWiki]] (en anglais) |    => suggestions : ['']
52 Mot inconnu : irc =>   * [[doku>irc|Discuter sur le canal IRC de DokuWiki]] (en anglais) | irc
52 Mot inconnu : IRC =>   * [[doku>irc|Discuter sur le canal IRC de DokuWiki]] (en anglais) | irc
52 Mot inconnu : DokuWiki =>   * [[doku>irc|Discuter sur le canal IRC de DokuWiki]] (en anglais) | dokuwiki

53 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://bugs.splitbrain.org/index.php?project=1|Rapporter des bugs ou demander de nouvelles fonctionnalités]] (en anglais) |    => suggestions : ['']

54 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[http://www.wikimatrix.org/forum/viewforum.php?id=10|Partagez vos expériences dans le forum de WikiMatrix]] (en anglais) |    => suggestions : ['']
54 Mot inconnu : WikiMatrix =>   * [[http://www.wikimatrix.org/forum/viewforum.php?id=10|Partagez vos expériences dans le forum de WikiMatrix]] (en anglais) | wikimatrix

55 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[doku>thanks|Remerciements]] (en anglais) |    => suggestions : ['']
55 Mot inconnu : thanks =>   * [[doku>thanks|Remerciements]] (en anglais) | thanks

61 Mot inconnu : Gohr => 2004-2010 (c) Andreas Gohr <andi@splitbrain.org> | gohr

63 Mot inconnu : DokuWiki => Le moteur DokuWiki est publié sous la licence [[http://www.gnu.org/licenses/gpl.html|GNU General Public License]] Version 2 (anglais).  | dokuwiki
63 Mot inconnu : General => Le moteur DokuWiki est publié sous la licence [[http://www.gnu.org/licenses/gpl.html|GNU General Public License]] Version 2 (anglais).  | general
63 Mot inconnu : License => Le moteur DokuWiki est publié sous la licence [[http://www.gnu.org/licenses/gpl.html|GNU General Public License]] Version 2 (anglais).  | license
63 Espace(s) en fin de ligne à supprimer. => Le moteur DokuWiki est publié sous la licence [[http://www.gnu.org/licenses/gpl.html|GNU General Public License]] Version 2 (anglais).  |   => suggestions : ['']

64 Mot inconnu : DokuWiki => Si vous utilisez DokuWiki dans votre entreprise, envisagez de faire un don par le biais de  | dokuwiki
64 Espace(s) en fin de ligne à supprimer. => Si vous utilisez DokuWiki dans votre entreprise, envisagez de faire un don par le biais de  |   => suggestions : ['']
65 Il manque un espace. => [[https://www.paypal.com/xclick/business=andi%40splitbrain.org&amp;item_name=DokuWiki+Donation&amp;no_shipping=1&amp;no_note=1&amp;tax=0&amp;currency_code=EUR&amp;lc=US|PayPal]]    (anglais). | item_name => suggestions : [' item_name']
65 Mot inconnu : item_name => [[https://www.paypal.com/xclick/business=andi%40splitbrain.org&amp;item_name=DokuWiki+Donation&amp;no_shipping=1&amp;no_note=1&amp;tax=0&amp;currency_code=EUR&amp;lc=US|PayPal]]    (anglais). | item_name
65 Mot inconnu : DokuWiki => [[https://www.paypal.com/xclick/business=andi%40splitbrain.org&amp;item_name=DokuWiki+Donation&amp;no_shipping=1&amp;no_note=1&amp;tax=0&amp;currency_code=EUR&amp;lc=US|PayPal]]    (anglais). | dokuwiki
65 Mot inconnu : amp => [[https://www.paypal.com/xclick/business=andi%40splitbrain.org&amp;item_name=DokuWiki+Donation&amp;no_shipping=1&amp;no_note=1&amp;tax=0&amp;currency_code=EUR&amp;lc=US|PayPal]]    (anglais). | amp
65 Mot inconnu : no_shipping => [[https://www.paypal.com/xclick/business=andi%40splitbrain.org&amp;item_name=DokuWiki+Donation&amp;no_shipping=1&amp;no_note=1&amp;tax=0&amp;currency_code=EUR&amp;lc=US|PayPal]]    (anglais). | no_shipping
65 Mot inconnu : amp => [[https://www.paypal.com/xclick/business=andi%40splitbrain.org&amp;item_name=DokuWiki+Donation&amp;no_shipping=1&amp;no_note=1&amp;tax=0&amp;currency_code=EUR&amp;lc=US|PayPal]]    (anglais). | amp
65 Mot inconnu : no_note => [[https://www.paypal.com/xclick/business=andi%40splitbrain.org&amp;item_name=DokuWiki+Donation&amp;no_shipping=1&amp;no_note=1&amp;tax=0&amp;currency_code=EUR&amp;lc=US|PayPal]]    (anglais). | no_note
65 Mot inconnu : amp => [[https://www.paypal.com/xclick/business=andi%40splitbrain.org&amp;item_name=DokuWiki+Donation&amp;no_shipping=1&amp;no_note=1&amp;tax=0&amp;currency_code=EUR&amp;lc=US|PayPal]]    (anglais). | amp
65 Mot inconnu : tax => [[https://www.paypal.com/xclick/business=andi%40splitbrain.org&amp;item_name=DokuWiki+Donation&amp;no_shipping=1&amp;no_note=1&amp;tax=0&amp;currency_code=EUR&amp;lc=US|PayPal]]    (anglais). | tax
65 Mot inconnu : amp => [[https://www.paypal.com/xclick/business=andi%40splitbrain.org&amp;item_name=DokuWiki+Donation&amp;no_shipping=1&amp;no_note=1&amp;tax=0&amp;currency_code=EUR&amp;lc=US|PayPal]]    (anglais). | amp
65 Mot inconnu : currency_code => [[https://www.paypal.com/xclick/business=andi%40splitbrain.org&amp;item_name=DokuWiki+Donation&amp;no_shipping=1&amp;no_note=1&amp;tax=0&amp;currency_code=EUR&amp;lc=US|PayPal]]    (anglais). | currency_code
65 Mot inconnu : amp => [[https://www.paypal.com/xclick/business=andi%40splitbrain.org&amp;item_name=DokuWiki+Donation&amp;no_shipping=1&amp;no_note=1&amp;tax=0&amp;currency_code=EUR&amp;lc=US|PayPal]]    (anglais). | amp
65 Mot inconnu : lc => [[https://www.paypal.com/xclick/business=andi%40splitbrain.org&amp;item_name=DokuWiki+Donation&amp;no_shipping=1&amp;no_note=1&amp;tax=0&amp;currency_code=EUR&amp;lc=US|PayPal]]    (anglais). | lc

67 Mot inconnu : DokuWiki => Le contenu publié dans le DokuWiki situé à l'adresse http://www.dokuwiki.org est //licencié sous [[http://creativecommons.org/licenses/by-nc-sa/2.0/|Creative Commons Attribution-NonCommercial-ShareAlike License]]// Version 2.0 (anglais). | dokuwiki
67 Mot inconnu : Creative => Le contenu publié dans le DokuWiki situé à l'adresse http://www.dokuwiki.org est //licencié sous [[http://creativecommons.org/licenses/by-nc-sa/2.0/|Creative Commons Attribution-NonCommercial-ShareAlike License]]// Version 2.0 (anglais). | creative
67 Mot inconnu : Commons => Le contenu publié dans le DokuWiki situé à l'adresse http://www.dokuwiki.org est //licencié sous [[http://creativecommons.org/licenses/by-nc-sa/2.0/|Creative Commons Attribution-NonCommercial-ShareAlike License]]// Version 2.0 (anglais). | commons
67 Mot inconnu : Attribution-NonCommercial-ShareAlike => Le contenu publié dans le DokuWiki situé à l'adresse http://www.dokuwiki.org est //licencié sous [[http://creativecommons.org/licenses/by-nc-sa/2.0/|Creative Commons Attribution-NonCommercial-ShareAlike License]]// Version 2.0 (anglais). | attribution-noncommercial-sharealike
67 Mot inconnu : License => Le contenu publié dans le DokuWiki situé à l'adresse http://www.dokuwiki.org est //licencié sous [[http://creativecommons.org/licenses/by-nc-sa/2.0/|Creative Commons Attribution-NonCommercial-ShareAlike License]]// Version 2.0 (anglais). | license
