2 Mot inconnu : Xenial => {{tag>Xenial console}}

4 Il manque un espace. => {{ :applications:byobu.png?70}}
4 Mot inconnu : byobu => {{ :applications:byobu.png?70}}
4 Mot inconnu : png => {{ :applications:byobu.png?70}}
4 Il manque un espace insécable. => {{ :applications:byobu.png?70}}
4 Il manque un espace. => {{ :applications:byobu.png?70}}

5 Mot inconnu : Byobu => ====== Byobu Window Manager ======
5 Mot inconnu : Window => ====== Byobu Window Manager ======

7 Mot inconnu : Byobu => **Byobu** est une couche d'amélioration à [[:screen|GNU Screen]], le multiplexeur de terminaux en mode texte. Byobu permet l'affichage d'informations système et de notifications sur deux lignes dans le bas d'une session de terminal.
7 Mot inconnu : screen => **Byobu** est une couche d'amélioration à [[:screen|GNU Screen]], le multiplexeur de terminaux en mode texte. Byobu permet l'affichage d'informations système et de notifications sur deux lignes dans le bas d'une session de terminal.
7 Mot inconnu : Screen => **Byobu** est une couche d'amélioration à [[:screen|GNU Screen]], le multiplexeur de terminaux en mode texte. Byobu permet l'affichage d'informations système et de notifications sur deux lignes dans le bas d'une session de terminal.
7 Mot inconnu : Byobu => **Byobu** est une couche d'amélioration à [[:screen|GNU Screen]], le multiplexeur de terminaux en mode texte. Byobu permet l'affichage d'informations système et de notifications sur deux lignes dans le bas d'une session de terminal.

9 Il manque un espace. => {{applications:byobu_xenial.png|Le menu obtenu avec la touche F9}}
9 Mot inconnu : byobu_xenial => {{applications:byobu_xenial.png|Le menu obtenu avec la touche F9}}
9 Mot inconnu : png => {{applications:byobu_xenial.png|Le menu obtenu avec la touche F9}}
9 Mot inconnu : F9 => {{applications:byobu_xenial.png|Le menu obtenu avec la touche F9}}

11 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  

12 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer des [[:sudo|droits d'administration]].
12 Mot inconnu : sudo =>   * Disposer des [[:sudo|droits d'administration]].

13 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer d'une connexion à Internet configurée et activée.

15 Il manque un espace. => Pour installer ce logiciel, il suffit d'[[:tutoriel:comment_installer_un_paquet|installer les paquets]] **[[apt>byobu]]**.
15 Mot inconnu : comment_installer_un_paquet => Pour installer ce logiciel, il suffit d'[[:tutoriel:comment_installer_un_paquet|installer les paquets]] **[[apt>byobu]]**.
15 Mot inconnu : apt => Pour installer ce logiciel, il suffit d'[[:tutoriel:comment_installer_un_paquet|installer les paquets]] **[[apt>byobu]]**.
15 Mot inconnu : byobu => Pour installer ce logiciel, il suffit d'[[:tutoriel:comment_installer_un_paquet|installer les paquets]] **[[apt>byobu]]**.

19 Mot inconnu : unity => Lancez l'application via le [[:unity#tableau_de_bord_dash|tableau de bord]] (Unity) ou via le [[:terminal]] (toutes versions d'Ubuntu) avec la [[:commande_shell|commande]] suivante :
19 Mot inconnu : Unity => Lancez l'application via le [[:unity#tableau_de_bord_dash|tableau de bord]] (Unity) ou via le [[:terminal]] (toutes versions d'Ubuntu) avec la [[:commande_shell|commande]] suivante :
19 Mot inconnu : commande_shell => Lancez l'application via le [[:unity#tableau_de_bord_dash|tableau de bord]] (Unity) ou via le [[:terminal]] (toutes versions d'Ubuntu) avec la [[:commande_shell|commande]] suivante :
19 Il manque un espace insécable. => Lancez l'application via le [[:unity#tableau_de_bord_dash|tableau de bord]] (Unity) ou via le [[:terminal]] (toutes versions d'Ubuntu) avec la [[:commande_shell|commande]] suivante :

20 Mot inconnu : byobu => <code>byobu</code>

21 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   

22 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   

23 Typographie des composés chimiques. => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Mot inconnu : F2 => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Mot inconnu : F3 => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Mot inconnu : F4 => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Mot inconnu : byobu => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Mot inconnu : PuTTY => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Guillemets typographiques ouvrants. => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Mot inconnu : Xterm => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Mot inconnu : R6 => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Guillemets typographiques fermants. => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Guillemets typographiques ouvrants. => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Mot inconnu : Keyboard => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Guillemets typographiques fermants. => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Guillemets typographiques ouvrants. => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>
23 Guillemets typographiques fermants. => <note>Si vous rencontrez des problèmes avec les raccourcis clavier F1/F2/F3/F4 avec byobu via PuTTY, il est conseillé de choisir "Xterm R6" dans la partie "Keyboard" du menu "Terminal" dans la configuration de la connexion.</note>

25 Il manque un espace insécable. => Vous pouvez aussi utiliser l'[[alias]] suivant :

26 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   alias Byobu='byobu -A -D -RR -fa -h 150000 -l -O -U'
26 Mot inconnu : Byobu =>   alias Byobu='byobu -A -D -RR -fa -h 150000 -l -O -U'
26 Mot inconnu : byobu =>   alias Byobu='byobu -A -D -RR -fa -h 150000 -l -O -U'
26 Il manque un espace à côté du tiret. =>   alias Byobu='byobu -A -D -RR -fa -h 150000 -l -O -U'
26 Mot inconnu : RR =>   alias Byobu='byobu -A -D -RR -fa -h 150000 -l -O -U'
26 Formatage des grands nombres. =>   alias Byobu='byobu -A -D -RR -fa -h 150000 -l -O -U'
26 Il manque un espace à côté du tiret. =>   alias Byobu='byobu -A -D -RR -fa -h 150000 -l -O -U'
26 Guillemets typographiques fermants. =>   alias Byobu='byobu -A -D -RR -fa -h 150000 -l -O -U'

30 Le verbe devrait être à l’infinitif. => Certains des raccourcis clavier suivants peuvent sembler ne pas fonctionner selon l'émulateur de [[terminal]] utilisé.

31 Mot inconnu : apt => Par exemple, **[[apt>gnome-terminal]]** utilise déjà **F12**.
31 Mot inconnu : F12 => Par exemple, **[[apt>gnome-terminal]]** utilise déjà **F12**.

32 Mot inconnu : Byobu => La plupart de ces logiciels acceptent de re-configurer leurs raccourcis clavier, il est donc possible de libérer les touches utilisées par Byobu.

35 Écriture invariable. Utilisez un point médian. => ^ Touche(s) ^ Résultat ^

36 Typographie des composés chimiques. => |  **F2**  | Créer une nouvelle fenêtre de terminal (nouvel onglet) | 
36 Mot inconnu : F2 => |  **F2**  | Créer une nouvelle fenêtre de terminal (nouvel onglet) | 
36 Espace(s) en fin de ligne à supprimer. => |  **F2**  | Créer une nouvelle fenêtre de terminal (nouvel onglet) | 

37 Mot inconnu : F3 => |  **F3**  | Aller à la fenêtre de terminal précédente (onglet précédent) | 
37 Espace(s) en fin de ligne à supprimer. => |  **F3**  | Aller à la fenêtre de terminal précédente (onglet précédent) | 

38 Mot inconnu : F4 => |  **F4**  | Aller à la fenêtre de terminal suivante (onglet suivant) | 
38 Espace(s) en fin de ligne à supprimer. => |  **F4**  | Aller à la fenêtre de terminal suivante (onglet suivant) | 

39 Mot inconnu : F6 => |  **F6**  | Se détacher de la session de byobu (qui reste ouvert en arrière plan) et se déconnecter (en mode console) | 
39 Mot inconnu : byobu => |  **F6**  | Se détacher de la session de byobu (qui reste ouvert en arrière plan) et se déconnecter (en mode console) | 
39 Espace(s) en fin de ligne à supprimer. => |  **F6**  | Se détacher de la session de byobu (qui reste ouvert en arrière plan) et se déconnecter (en mode console) | 

40 Mot inconnu : Shift-F6 => |  **Shift-F6**  | Se détacher de la session de byobu, mais ne pas se déconnecter de la console | 
40 Mot inconnu : byobu => |  **Shift-F6**  | Se détacher de la session de byobu, mais ne pas se déconnecter de la console | 
40 Espace(s) en fin de ligne à supprimer. => |  **Shift-F6**  | Se détacher de la session de byobu, mais ne pas se déconnecter de la console | 

41 Mot inconnu : F7 => |  **F7**  | Enter scrollback/search mode | 
41 Mot inconnu : scrollback => |  **F7**  | Enter scrollback/search mode | 
41 Mot inconnu : search => |  **F7**  | Enter scrollback/search mode | 
41 Espace(s) en fin de ligne à supprimer. => |  **F7**  | Enter scrollback/search mode | 

42 Mot inconnu : Ctrl-F5 => |  **Ctrl-F5**  | Reconnect any SSH/GPG sockets or agents | 
42 Mot inconnu : Reconnect => |  **Ctrl-F5**  | Reconnect any SSH/GPG sockets or agents | 
42 Mot inconnu : any => |  **Ctrl-F5**  | Reconnect any SSH/GPG sockets or agents | 
42 Mot inconnu : SSH => |  **Ctrl-F5**  | Reconnect any SSH/GPG sockets or agents | 
42 Mot inconnu : GPG => |  **Ctrl-F5**  | Reconnect any SSH/GPG sockets or agents | 
42 Espace(s) en fin de ligne à supprimer. => |  **Ctrl-F5**  | Reconnect any SSH/GPG sockets or agents | 

46 Écriture invariable. Utilisez un point médian. => ^ Touche(s) ^ Résultat ^

47 Mot inconnu : Shift-F2 => |  **Shift-F2**  | Divise l'écran horizontalement | 
47 Espace(s) en fin de ligne à supprimer. => |  **Shift-F2**  | Divise l'écran horizontalement | 

48 Mot inconnu : Ctrl-F2 => |  **Ctrl-F2**  | Divise l'écran verticalement | 
48 Espace(s) en fin de ligne à supprimer. => |  **Ctrl-F2**  | Divise l'écran verticalement | 

49 Mot inconnu : Shift-F3 => |  **Shift-F3**  | Donne le focus à la division d'écran précédente | 
49 Espace(s) en fin de ligne à supprimer. => |  **Shift-F3**  | Donne le focus à la division d'écran précédente | 

50 Mot inconnu : Shift-F4 => |  **Shift-F4**  | Donne le focus à la division d'écran suivante | 
50 Espace(s) en fin de ligne à supprimer. => |  **Shift-F4**  | Donne le focus à la division d'écran suivante | 

51 Mot inconnu : Shift-F5 => |  **Shift-F5**  | Réunit l'écran (fait disparaître toutes les divisions) | 
51 Espace(s) en fin de ligne à supprimer. => |  **Shift-F5**  | Réunit l'écran (fait disparaître toutes les divisions) | 

52 Mot inconnu : F5 => |  **F5**  | Rafraîchit tous les statuts des notifications | 
52 Espace(s) en fin de ligne à supprimer. => |  **F5**  | Rafraîchit tous les statuts des notifications | 

53 Mot inconnu : F8 => |  **F8**  | Renomme la fenêtre de terminal courante | 
53 Espace(s) en fin de ligne à supprimer. => |  **F8**  | Renomme la fenêtre de terminal courante | 

54 Mot inconnu : F9 => |  **F9**  | Lance le menu de configuration de Byobu | 
54 Mot inconnu : Byobu => |  **F9**  | Lance le menu de configuration de Byobu | 
54 Espace(s) en fin de ligne à supprimer. => |  **F9**  | Lance le menu de configuration de Byobu | 

55 Mot inconnu : F12 => |  **F12**  | GNU Screen's Escape Key | 
55 Mot inconnu : Screen's => |  **F12**  | GNU Screen's Escape Key | 
55 Mot inconnu : Key => |  **F12**  | GNU Screen's Escape Key | 
55 Espace(s) en fin de ligne à supprimer. => |  **F12**  | GNU Screen's Escape Key | 

56 Mot inconnu : Alt-Pageup => |  **Alt-Pageup**  | Scroll back through this window's history | 
56 Mot inconnu : Scroll => |  **Alt-Pageup**  | Scroll back through this window's history | 
56 Mot inconnu : back => |  **Alt-Pageup**  | Scroll back through this window's history | 
56 Mot inconnu : through => |  **Alt-Pageup**  | Scroll back through this window's history | 
56 Mot inconnu : this => |  **Alt-Pageup**  | Scroll back through this window's history | 
56 Mot inconnu : window's => |  **Alt-Pageup**  | Scroll back through this window's history | 
56 Mot inconnu : history => |  **Alt-Pageup**  | Scroll back through this window's history | 
56 Espace(s) en fin de ligne à supprimer. => |  **Alt-Pageup**  | Scroll back through this window's history | 

57 Mot inconnu : Alt-Pagedown => |  **Alt-Pagedown**  | Scroll forward through this window's history | 
57 Mot inconnu : Scroll => |  **Alt-Pagedown**  | Scroll forward through this window's history | 
57 Mot inconnu : forward => |  **Alt-Pagedown**  | Scroll forward through this window's history | 
57 Mot inconnu : through => |  **Alt-Pagedown**  | Scroll forward through this window's history | 
57 Mot inconnu : this => |  **Alt-Pagedown**  | Scroll forward through this window's history | 
57 Mot inconnu : window's => |  **Alt-Pagedown**  | Scroll forward through this window's history | 
57 Mot inconnu : history => |  **Alt-Pagedown**  | Scroll forward through this window's history | 
57 Espace(s) en fin de ligne à supprimer. => |  **Alt-Pagedown**  | Scroll forward through this window's history | 

58 Mot inconnu : Toggle => |  **Ctrl-a-!**  | Toggle all of Byobu's keybindings on or off |
58 Mot inconnu : all => |  **Ctrl-a-!**  | Toggle all of Byobu's keybindings on or off |
58 Mot inconnu : of => |  **Ctrl-a-!**  | Toggle all of Byobu's keybindings on or off |
58 Mot inconnu : Byobu's => |  **Ctrl-a-!**  | Toggle all of Byobu's keybindings on or off |
58 Mot inconnu : keybindings => |  **Ctrl-a-!**  | Toggle all of Byobu's keybindings on or off |
58 Incohérence avec “on” : “or” devrait être un verbe, un pronom objet, un adverbe de négation, etc. => |  **Ctrl-a-!**  | Toggle all of Byobu's keybindings on or off |

61 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  

62 Il manque un espace. => Pour supprimer cette application, il suffit de [[:tutoriel:comment_supprimer_un_paquet|supprimer son paquet]]. Selon la méthode choisie, la configuration globale de l'application est conservée ou supprimée. Les journaux du système, et les fichiers de préférence des utilisateurs dans leurs dossiers personnels sont toujours conservés.
62 Mot inconnu : comment_supprimer_un_paquet => Pour supprimer cette application, il suffit de [[:tutoriel:comment_supprimer_un_paquet|supprimer son paquet]]. Selon la méthode choisie, la configuration globale de l'application est conservée ou supprimée. Les journaux du système, et les fichiers de préférence des utilisateurs dans leurs dossiers personnels sont toujours conservés.

63 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  

64 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  

67 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[tmux]] est un projet similaire à Byobu, initialement pour le projet [[wpfr>OpenBSD]].
67 Mot inconnu : tmux =>   * [[tmux]] est un projet similaire à Byobu, initialement pour le projet [[wpfr>OpenBSD]].
67 Mot inconnu : Byobu =>   * [[tmux]] est un projet similaire à Byobu, initialement pour le projet [[wpfr>OpenBSD]].
67 Mot inconnu : wpfr =>   * [[tmux]] est un projet similaire à Byobu, initialement pour le projet [[wpfr>OpenBSD]].

68 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * [[Screen]] est le projet initial, dont est dérivé Byobu.
68 Mot inconnu : Screen =>   * [[Screen]] est le projet initial, dont est dérivé Byobu.
68 Mot inconnu : Byobu =>   * [[Screen]] est le projet initial, dont est dérivé Byobu.

70 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(en)** [[https://launchpad.net/byobu|Site officiel de Byobu sur Launchpad]]
70 Mot inconnu : Byobu =>   * **(en)** [[https://launchpad.net/byobu|Site officiel de Byobu sur Launchpad]]
70 Mot inconnu : Launchpad =>   * **(en)** [[https://launchpad.net/byobu|Site officiel de Byobu sur Launchpad]]

71 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * **(en)** [[http://manpages.ubuntu.com/manpages/focal/en/man1/byobu.1.html|La documentation de Byobu]], //aussi accessible par le terminal par la commande// ''man byobu''
71 Mot inconnu : Byobu =>   * **(en)** [[http://manpages.ubuntu.com/manpages/focal/en/man1/byobu.1.html|La documentation de Byobu]], //aussi accessible par le terminal par la commande// ''man byobu''
