2 Mot inconnu : Groovy => {{tag>Focal Groovy éditeur_de_texte console}}
2 Mot inconnu : éditeur_de_texte => {{tag>Focal Groovy éditeur_de_texte console}}

8 Mot inconnu : nano => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Mot inconnu : ctrl-q => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Guillemets typographiques fermants. => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Guillemets typographiques ouvrants. => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Mot inconnu : ctrl-z => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Guillemets typographiques fermants. => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Guillemets typographiques ouvrants. => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Mot inconnu : ctrl-y => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Guillemets typographiques fermants. => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Mot inconnu : nano => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Mot inconnu : vim => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Il manque un espace avant la parenthèse. => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Il manque un espace insécable. => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Il manque un espace insécable. => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Typographie : points de suspension. Utilisez le caractère dédié. => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.
8 Mot inconnu : vim => **Micro** est un éditeur de texte en mode console faisant alternative au bien connu [[nano]]. Il se veut très simple à utiliser et propose des raccourcis clavier très intuitifs (''ctrl-q'' pour quitter, ''ctrl-z'' et ''ctrl-y'' pour annuler/refaire) contrairement à ceux de nano. **Micro** a aussi un prompt intégré similaire à celui de [[vim]], mais se distingue de ce dernier en n'étant volontairement pas modal((**éditeur modal**: possède différents modes de fonctionnement : **commande**, **insertion**... voir [[vim]])). Tout un manuel intégré explique son fonctionnement et sa configuration de long en large.

14 Mot inconnu : Groovy => <note important>**Micro** est dans les dépôts officiels d'[[Focal|Ubuntu 20.04]] et [[Groovy|20.10]]. Toutefois, **il n'y est pas à jour** (''v2.0.1'' et ''v2.0.6'' respectivement, MAJ à ''v2.0.8'').</note>
14 Mot inconnu : v2 => <note important>**Micro** est dans les dépôts officiels d'[[Focal|Ubuntu 20.04]] et [[Groovy|20.10]]. Toutefois, **il n'y est pas à jour** (''v2.0.1'' et ''v2.0.6'' respectivement, MAJ à ''v2.0.8'').</note>
14 Guillemets typographiques fermants. => <note important>**Micro** est dans les dépôts officiels d'[[Focal|Ubuntu 20.04]] et [[Groovy|20.10]]. Toutefois, **il n'y est pas à jour** (''v2.0.1'' et ''v2.0.6'' respectivement, MAJ à ''v2.0.8'').</note>
14 Guillemets typographiques ouvrants. => <note important>**Micro** est dans les dépôts officiels d'[[Focal|Ubuntu 20.04]] et [[Groovy|20.10]]. Toutefois, **il n'y est pas à jour** (''v2.0.1'' et ''v2.0.6'' respectivement, MAJ à ''v2.0.8'').</note>
14 Mot inconnu : v2 => <note important>**Micro** est dans les dépôts officiels d'[[Focal|Ubuntu 20.04]] et [[Groovy|20.10]]. Toutefois, **il n'y est pas à jour** (''v2.0.1'' et ''v2.0.6'' respectivement, MAJ à ''v2.0.8'').</note>
14 Guillemets typographiques fermants. => <note important>**Micro** est dans les dépôts officiels d'[[Focal|Ubuntu 20.04]] et [[Groovy|20.10]]. Toutefois, **il n'y est pas à jour** (''v2.0.1'' et ''v2.0.6'' respectivement, MAJ à ''v2.0.8'').</note>
14 Guillemets typographiques ouvrants. => <note important>**Micro** est dans les dépôts officiels d'[[Focal|Ubuntu 20.04]] et [[Groovy|20.10]]. Toutefois, **il n'y est pas à jour** (''v2.0.1'' et ''v2.0.6'' respectivement, MAJ à ''v2.0.8'').</note>
14 Mot inconnu : v2 => <note important>**Micro** est dans les dépôts officiels d'[[Focal|Ubuntu 20.04]] et [[Groovy|20.10]]. Toutefois, **il n'y est pas à jour** (''v2.0.1'' et ''v2.0.6'' respectivement, MAJ à ''v2.0.8'').</note>
14 Guillemets typographiques fermants. => <note important>**Micro** est dans les dépôts officiels d'[[Focal|Ubuntu 20.04]] et [[Groovy|20.10]]. Toutefois, **il n'y est pas à jour** (''v2.0.1'' et ''v2.0.6'' respectivement, MAJ à ''v2.0.8'').</note>

16 Il manque un espace. => Il suffit d'[[:tutoriel:comment_installer_un_paquet|installer le paquet]] **[[apt>micro]]**.

18 Mot inconnu : bash => ==== Via un script bash ====

20 Il manque un espace insécable. => La solution la plus simple pour avoir la dernière version de micro : (voir les commentaires à droite)

23 Mot inconnu : curl => curl https://getmic.ro | bash            # télécharge micro dans le dossier courant
23 Mot inconnu : bash => curl https://getmic.ro | bash            # télécharge micro dans le dossier courant
23 Espace(s) surnuméraire(s) à supprimer. => curl https://getmic.ro | bash            # télécharge micro dans le dossier courant

24 Mot inconnu : mv => mv ./micro /usr/local/bin/               # lancez soit cette ligne : pour que tous les utilisateurs puissent l'exécuter
24 Il manque un espace insécable. => mv ./micro /usr/local/bin/               # lancez soit cette ligne : pour que tous les utilisateurs puissent l'exécuter

25 Mot inconnu : mv => mv ./micro ~/.local/bin/                 #        soit cette ligne : pour que seul votre utilisateur puisse l'exécuter
25 Il manque un espace insécable. => mv ./micro ~/.local/bin/                 #        soit cette ligne : pour que seul votre utilisateur puisse l'exécuter

29 Il manque un espace insécable. => Si vous voulez voir le code du script :

32 Mot inconnu : curl => curl https://getmic.ro | less
32 Mot inconnu : less => curl https://getmic.ro | less
39 Mot inconnu : install => snap install micro --classic
39 Mot inconnu : classic => snap install micro --classic

42 Mot inconnu : From => ==== From Source, autres ====

44 Mot inconnu : github => Voir sur le [[https://github.com/zyedidia/micro/tree/master#installation|github de micro]] pour plus d'infos.

48 Il manque un espace insécable. => Lancez la commande suivante dans un [[terminal]], suivie du nom d'un fichier et/ou d'autres arguments :

51 Mot inconnu : nom_du_fichier => micro nom_du_fichier

58 Espace(s) surnuméraire(s) à supprimer. => | Déplacer le curseur              | flèches + ''début'', ''fin'', etc |
58 Guillemets typographiques ouvrants. => | Déplacer le curseur              | flèches + ''début'', ''fin'', etc |
58 Guillemets typographiques fermants. => | Déplacer le curseur              | flèches + ''début'', ''fin'', etc |
58 Guillemets typographiques ouvrants. => | Déplacer le curseur              | flèches + ''début'', ''fin'', etc |
58 Guillemets typographiques fermants. => | Déplacer le curseur              | flèches + ''début'', ''fin'', etc |

59 Espace(s) surnuméraire(s) à supprimer. => | Pour écrire dans le fichier      | tapez tout simplement votre texte |

60 Espace(s) surnuméraire(s) à supprimer. => | Pour le sauvegarder              | ''ctrl-s'' |
60 Guillemets typographiques ouvrants. => | Pour le sauvegarder              | ''ctrl-s'' |
60 Écriture invariable. Utilisez un point médian. => | Pour le sauvegarder              | ''ctrl-s'' |
60 Mot inconnu : ctrl-s => | Pour le sauvegarder              | ''ctrl-s'' |
60 Guillemets typographiques fermants. => | Pour le sauvegarder              | ''ctrl-s'' |

61 Guillemets typographiques ouvrants. => | Pour ouvrir un (nouveau) fichier | ''ctrl-o'' |
61 Mot inconnu : ctrl-o => | Pour ouvrir un (nouveau) fichier | ''ctrl-o'' |
61 Guillemets typographiques fermants. => | Pour ouvrir un (nouveau) fichier | ''ctrl-o'' |

62 Espace(s) surnuméraire(s) à supprimer. => | Afficher le prompt intégré       | ''ctrl-e'', voir [[#Commandes]] |
62 Guillemets typographiques ouvrants. => | Afficher le prompt intégré       | ''ctrl-e'', voir [[#Commandes]] |
62 Écriture épicène. Utilisez un point médian. => | Afficher le prompt intégré       | ''ctrl-e'', voir [[#Commandes]] |
62 Mot inconnu : ctrl-e => | Afficher le prompt intégré       | ''ctrl-e'', voir [[#Commandes]] |
62 Guillemets typographiques fermants. => | Afficher le prompt intégré       | ''ctrl-e'', voir [[#Commandes]] |

64 Mot inconnu : Edition => === Edition ===

66 Espace(s) surnuméraire(s) à supprimer. => | Pour annuler                     | ''ctrl-z'' |
66 Guillemets typographiques ouvrants. => | Pour annuler                     | ''ctrl-z'' |
66 Mot inconnu : ctrl-z => | Pour annuler                     | ''ctrl-z'' |
66 Guillemets typographiques fermants. => | Pour annuler                     | ''ctrl-z'' |

67 Espace(s) surnuméraire(s) à supprimer. => | Pour refaire                     | ''ctrl-y'' |
67 Guillemets typographiques ouvrants. => | Pour refaire                     | ''ctrl-y'' |
67 Mot inconnu : ctrl-y => | Pour refaire                     | ''ctrl-y'' |
67 Guillemets typographiques fermants. => | Pour refaire                     | ''ctrl-y'' |

68 Espace(s) surnuméraire(s) à supprimer. => | Pour rechercher                  | ''ctrl-f'' |
68 Guillemets typographiques ouvrants. => | Pour rechercher                  | ''ctrl-f'' |
68 Mot inconnu : ctrl-f => | Pour rechercher                  | ''ctrl-f'' |
68 Guillemets typographiques fermants. => | Pour rechercher                  | ''ctrl-f'' |

69 Guillemets typographiques ouvrants. => | Pour afficher des raccourcis utiles | ''alt-g'' (note : ''^x'' => ''ctrl-x'') |
69 Mot inconnu : alt-g => | Pour afficher des raccourcis utiles | ''alt-g'' (note : ''^x'' => ''ctrl-x'') |
69 Guillemets typographiques fermants. => | Pour afficher des raccourcis utiles | ''alt-g'' (note : ''^x'' => ''ctrl-x'') |
69 Il manque un espace insécable. => | Pour afficher des raccourcis utiles | ''alt-g'' (note : ''^x'' => ''ctrl-x'') |
69 Guillemets typographiques fermants. => | Pour afficher des raccourcis utiles | ''alt-g'' (note : ''^x'' => ''ctrl-x'') |
69 Guillemets typographiques ouvrants. => | Pour afficher des raccourcis utiles | ''alt-g'' (note : ''^x'' => ''ctrl-x'') |
69 Mot inconnu : ctrl-x => | Pour afficher des raccourcis utiles | ''alt-g'' (note : ''^x'' => ''ctrl-x'') |
69 Guillemets typographiques fermants. => | Pour afficher des raccourcis utiles | ''alt-g'' (note : ''^x'' => ''ctrl-x'') |

70 Espace(s) surnuméraire(s) à supprimer. => | Pour ouvrir la page d'aide       | ''ctrl-g'' |
70 Guillemets typographiques ouvrants. => | Pour ouvrir la page d'aide       | ''ctrl-g'' |
70 Mot inconnu : ctrl-g => | Pour ouvrir la page d'aide       | ''ctrl-g'' |
70 Guillemets typographiques fermants. => | Pour ouvrir la page d'aide       | ''ctrl-g'' |

74 Espace(s) surnuméraire(s) à supprimer. => | Pour sélectionner tout le texte  | ''ctrl-a'' |
74 Guillemets typographiques ouvrants. => | Pour sélectionner tout le texte  | ''ctrl-a'' |
74 Mot inconnu : ctrl-a => | Pour sélectionner tout le texte  | ''ctrl-a'' |
74 Guillemets typographiques fermants. => | Pour sélectionner tout le texte  | ''ctrl-a'' |

75 Espace(s) surnuméraire(s) à supprimer. => | Pour sélectionner du texte       | avec la souris ou ''shift-flèches'' |
75 Guillemets typographiques ouvrants. => | Pour sélectionner du texte       | avec la souris ou ''shift-flèches'' |
75 Mot inconnu : shift-flèches => | Pour sélectionner du texte       | avec la souris ou ''shift-flèches'' |
75 Guillemets typographiques fermants. => | Pour sélectionner du texte       | avec la souris ou ''shift-flèches'' |

76 Espace(s) surnuméraire(s) à supprimer. => | Pour copier la sélection         | ''ctrl-c'' |
76 Guillemets typographiques ouvrants. => | Pour copier la sélection         | ''ctrl-c'' |
76 Mot inconnu : ctrl-c => | Pour copier la sélection         | ''ctrl-c'' |
76 Guillemets typographiques fermants. => | Pour copier la sélection         | ''ctrl-c'' |

77 Espace(s) surnuméraire(s) à supprimer. => | Pour couper la sélection         | ''ctrl-x'' |
77 Guillemets typographiques ouvrants. => | Pour couper la sélection         | ''ctrl-x'' |
77 Mot inconnu : ctrl-x => | Pour couper la sélection         | ''ctrl-x'' |
77 Guillemets typographiques fermants. => | Pour couper la sélection         | ''ctrl-x'' |

78 Espace(s) surnuméraire(s) à supprimer. => | Pour coller le texte copié       | ''ctrl-v'' |
78 Guillemets typographiques ouvrants. => | Pour coller le texte copié       | ''ctrl-v'' |
78 Mot inconnu : ctrl-v => | Pour coller le texte copié       | ''ctrl-v'' |
78 Guillemets typographiques fermants. => | Pour coller le texte copié       | ''ctrl-v'' |

80 Mot inconnu : Splits => === Splits ===

82 Mot inconnu : vim => Comme dans [[vim]], un split permet de couper l'écran en plusieurs fichiers (par ex. un à gauche et un à droite). //Voir __splits__ plus bas//.
82 Mot inconnu : split => Comme dans [[vim]], un split permet de couper l'écran en plusieurs fichiers (par ex. un à gauche et un à droite). //Voir __splits__ plus bas//.
82 Mot inconnu : __splits__ => Comme dans [[vim]], un split permet de couper l'écran en plusieurs fichiers (par ex. un à gauche et un à droite). //Voir __splits__ plus bas//.

84 Mot inconnu : split => | Passer au split suivant          | ''ctrl-w'' |
84 Espace(s) surnuméraire(s) à supprimer. => | Passer au split suivant          | ''ctrl-w'' |
84 Guillemets typographiques ouvrants. => | Passer au split suivant          | ''ctrl-w'' |
84 Mot inconnu : ctrl-w => | Passer au split suivant          | ''ctrl-w'' |
84 Guillemets typographiques fermants. => | Passer au split suivant          | ''ctrl-w'' |

88 Mot inconnu : github => [[https://https://github.com/zyedidia/micro/blob/master/runtime/help/defaultkeys.md|Liste complète des raccourcis claviers (anglais)]]
88 Mot inconnu : zyedidia => [[https://https://github.com/zyedidia/micro/blob/master/runtime/help/defaultkeys.md|Liste complète des raccourcis claviers (anglais)]]
88 Mot inconnu : runtime => [[https://https://github.com/zyedidia/micro/blob/master/runtime/help/defaultkeys.md|Liste complète des raccourcis claviers (anglais)]]
88 Mot inconnu : help => [[https://https://github.com/zyedidia/micro/blob/master/runtime/help/defaultkeys.md|Liste complète des raccourcis claviers (anglais)]]
88 Mot inconnu : defaultkeys => [[https://https://github.com/zyedidia/micro/blob/master/runtime/help/defaultkeys.md|Liste complète des raccourcis claviers (anglais)]]
88 Mot inconnu : md => [[https://https://github.com/zyedidia/micro/blob/master/runtime/help/defaultkeys.md|Liste complète des raccourcis claviers (anglais)]]

92 Guillemets typographiques ouvrants. => Le prompt s'ouvre avec le raccourci ''ctrl-e'' (__e__xecute). Il supporte l’auto complétion avec la touche ''tab''. N'hésitez pas à chercher de l'aide avec ''help''.
92 Écriture épicène. Utilisez un point médian. => Le prompt s'ouvre avec le raccourci ''ctrl-e'' (__e__xecute). Il supporte l’auto complétion avec la touche ''tab''. N'hésitez pas à chercher de l'aide avec ''help''.
92 Mot inconnu : ctrl-e => Le prompt s'ouvre avec le raccourci ''ctrl-e'' (__e__xecute). Il supporte l’auto complétion avec la touche ''tab''. N'hésitez pas à chercher de l'aide avec ''help''.
92 Guillemets typographiques fermants. => Le prompt s'ouvre avec le raccourci ''ctrl-e'' (__e__xecute). Il supporte l’auto complétion avec la touche ''tab''. N'hésitez pas à chercher de l'aide avec ''help''.
92 Mot inconnu : __e__xecute => Le prompt s'ouvre avec le raccourci ''ctrl-e'' (__e__xecute). Il supporte l’auto complétion avec la touche ''tab''. N'hésitez pas à chercher de l'aide avec ''help''.
92 Guillemets typographiques ouvrants. => Le prompt s'ouvre avec le raccourci ''ctrl-e'' (__e__xecute). Il supporte l’auto complétion avec la touche ''tab''. N'hésitez pas à chercher de l'aide avec ''help''.
92 Mot inconnu : tab => Le prompt s'ouvre avec le raccourci ''ctrl-e'' (__e__xecute). Il supporte l’auto complétion avec la touche ''tab''. N'hésitez pas à chercher de l'aide avec ''help''.
92 Guillemets typographiques fermants. => Le prompt s'ouvre avec le raccourci ''ctrl-e'' (__e__xecute). Il supporte l’auto complétion avec la touche ''tab''. N'hésitez pas à chercher de l'aide avec ''help''.
92 Guillemets typographiques ouvrants. => Le prompt s'ouvre avec le raccourci ''ctrl-e'' (__e__xecute). Il supporte l’auto complétion avec la touche ''tab''. N'hésitez pas à chercher de l'aide avec ''help''.
92 Mot inconnu : help => Le prompt s'ouvre avec le raccourci ''ctrl-e'' (__e__xecute). Il supporte l’auto complétion avec la touche ''tab''. N'hésitez pas à chercher de l'aide avec ''help''.
92 Guillemets typographiques fermants. => Le prompt s'ouvre avec le raccourci ''ctrl-e'' (__e__xecute). Il supporte l’auto complétion avec la touche ''tab''. N'hésitez pas à chercher de l'aide avec ''help''.

95 Accord de nombre erroné : « argument » devrait être au pluriel. => Dans la partie suivante, les argument entre crochets tels ''[fichier]'' sont facultatifs ; ceux entre ''<'' et ''>'' sont ne pas écrire en tant que tel, à remplacer (par ex. ''<sujet>'' peut être ''colors'', ''comment'', etc ).
95 Il manque un espace insécable. => Dans la partie suivante, les argument entre crochets tels ''[fichier]'' sont facultatifs ; ceux entre ''<'' et ''>'' sont ne pas écrire en tant que tel, à remplacer (par ex. ''<sujet>'' peut être ''colors'', ''comment'', etc ).
95 Guillemets typographiques ouvrants. => Dans la partie suivante, les argument entre crochets tels ''[fichier]'' sont facultatifs ; ceux entre ''<'' et ''>'' sont ne pas écrire en tant que tel, à remplacer (par ex. ''<sujet>'' peut être ''colors'', ''comment'', etc ).
95 Mot inconnu : colors => Dans la partie suivante, les argument entre crochets tels ''[fichier]'' sont facultatifs ; ceux entre ''<'' et ''>'' sont ne pas écrire en tant que tel, à remplacer (par ex. ''<sujet>'' peut être ''colors'', ''comment'', etc ).
95 Guillemets typographiques fermants. => Dans la partie suivante, les argument entre crochets tels ''[fichier]'' sont facultatifs ; ceux entre ''<'' et ''>'' sont ne pas écrire en tant que tel, à remplacer (par ex. ''<sujet>'' peut être ''colors'', ''comment'', etc ).
95 Guillemets typographiques ouvrants. => Dans la partie suivante, les argument entre crochets tels ''[fichier]'' sont facultatifs ; ceux entre ''<'' et ''>'' sont ne pas écrire en tant que tel, à remplacer (par ex. ''<sujet>'' peut être ''colors'', ''comment'', etc ).
95 Guillemets typographiques fermants. => Dans la partie suivante, les argument entre crochets tels ''[fichier]'' sont facultatifs ; ceux entre ''<'' et ''>'' sont ne pas écrire en tant que tel, à remplacer (par ex. ''<sujet>'' peut être ''colors'', ''comment'', etc ).
95 Pas d’espace avant ce signe. => Dans la partie suivante, les argument entre crochets tels ''[fichier]'' sont facultatifs ; ceux entre ''<'' et ''>'' sont ne pas écrire en tant que tel, à remplacer (par ex. ''<sujet>'' peut être ''colors'', ''comment'', etc ).

100 Mot inconnu : __ => | Afficher de l'aide sur un sujet (en __**anglais**__) | ''help <sujet>'' |
100 Mot inconnu : __ => | Afficher de l'aide sur un sujet (en __**anglais**__) | ''help <sujet>'' |
100 Guillemets typographiques ouvrants. => | Afficher de l'aide sur un sujet (en __**anglais**__) | ''help <sujet>'' |
100 Mot inconnu : help => | Afficher de l'aide sur un sujet (en __**anglais**__) | ''help <sujet>'' |

101 Espace(s) surnuméraire(s) à supprimer. => | Enregistrer le fichier                               | ''save [<fichier>]'' |
101 Guillemets typographiques ouvrants. => | Enregistrer le fichier                               | ''save [<fichier>]'' |
101 Mot inconnu : save => | Enregistrer le fichier                               | ''save [<fichier>]'' |

102 Guillemets typographiques ouvrants. => | Quitter micro (≈ ''ctrl-q'')                         | ''quit'' |
