
6 Mot inconnu : Pure-FTPd => ====== Serveur FTP Pure-FTPd ======

8 Mot inconnu : Pure-FTPd => Pure-FTPd est un serveur FTP sécurisé et fiable pour les systèmes dérivés d'UNIX. Il est sous licence BSD.

11 Mot inconnu : Pure-FTPd => Pure-FTPd propose comme fonctionnalités le contrôle de la bande passante, l'établissement de quotas de téléchargement, les alias de répertoires, la création d'hôtes virtuels. On peut également afficher des messages personnalisés (bannières et fortunes) lors de la connexion des utilisateurs.

13 Mot inconnu : Pure-FTPd => Pure-FTPd peut exécuter un script à la suite d'une upload. Il peut également refuser des utilisateurs si la charge système devient trop importante.
13 Mot inconnu : upload => Pure-FTPd peut exécuter un script à la suite d'une upload. Il peut également refuser des utilisateurs si la charge système devient trop importante.

15 Mot inconnu : Pluggable => Il supporte l'identification par Pluggable Authentication Modules (PAM), mais aussi à partir d'une base de données MySQL, PostgreSQL ou dans un annuaire LDAP. Il supporte également la création d'utilisateurs virtuels n'ayant pas de compte sur le système. Une option anti-warez permet de réagir face à un répertoire accessible en écriture.
15 Mot inconnu : Authentication => Il supporte l'identification par Pluggable Authentication Modules (PAM), mais aussi à partir d'une base de données MySQL, PostgreSQL ou dans un annuaire LDAP. Il supporte également la création d'utilisateurs virtuels n'ayant pas de compte sur le système. Une option anti-warez permet de réagir face à un répertoire accessible en écriture.
15 Mot inconnu : PAM => Il supporte l'identification par Pluggable Authentication Modules (PAM), mais aussi à partir d'une base de données MySQL, PostgreSQL ou dans un annuaire LDAP. Il supporte également la création d'utilisateurs virtuels n'ayant pas de compte sur le système. Une option anti-warez permet de réagir face à un répertoire accessible en écriture.
15 Mot inconnu : MySQL => Il supporte l'identification par Pluggable Authentication Modules (PAM), mais aussi à partir d'une base de données MySQL, PostgreSQL ou dans un annuaire LDAP. Il supporte également la création d'utilisateurs virtuels n'ayant pas de compte sur le système. Une option anti-warez permet de réagir face à un répertoire accessible en écriture.
15 Mot inconnu : PostgreSQL => Il supporte l'identification par Pluggable Authentication Modules (PAM), mais aussi à partir d'une base de données MySQL, PostgreSQL ou dans un annuaire LDAP. Il supporte également la création d'utilisateurs virtuels n'ayant pas de compte sur le système. Une option anti-warez permet de réagir face à un répertoire accessible en écriture.
15 Mot inconnu : LDAP => Il supporte l'identification par Pluggable Authentication Modules (PAM), mais aussi à partir d'une base de données MySQL, PostgreSQL ou dans un annuaire LDAP. Il supporte également la création d'utilisateurs virtuels n'ayant pas de compte sur le système. Une option anti-warez permet de réagir face à un répertoire accessible en écriture.
15 Mot inconnu : anti-warez => Il supporte l'identification par Pluggable Authentication Modules (PAM), mais aussi à partir d'une base de données MySQL, PostgreSQL ou dans un annuaire LDAP. Il supporte également la création d'utilisateurs virtuels n'ayant pas de compte sur le système. Une option anti-warez permet de réagir face à un répertoire accessible en écriture.

17 Mot inconnu : SSL => Les utilisateurs peuvent utiliser les protocoles SSL/TLS afin de chiffrer l'envoi de leur identifiant et mot de passe vers le serveur (nécessite un client FTP compatible).
17 Mot inconnu : TLS => Les utilisateurs peuvent utiliser les protocoles SSL/TLS afin de chiffrer l'envoi de leur identifiant et mot de passe vers le serveur (nécessite un client FTP compatible).

19 Mot inconnu : Pure-FTPd => Plusieurs serveurs FTP Pure-FTPd indépendants peuvent s'exécuter de façon concurrente sur la même machine.

22 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  

23 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer des [[:sudo|droits d'administration]].

24 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Disposer d'une connexion à Internet configurée et activée.

27 Il manque un espace. => [[:tutoriel:comment_installer_un_paquet|Installez le paquet]] **[[apt>pure-ftpd]]**.
27 Mot inconnu : pure-ftpd => [[:tutoriel:comment_installer_un_paquet|Installez le paquet]] **[[apt>pure-ftpd]]**.

30 Mot inconnu : ftpgroup => Création du groupe ftpgroup :
30 Il manque un espace insécable. => Création du groupe ftpgroup :

32 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo groupadd ftpgroup
32 Mot inconnu : sudo =>   sudo groupadd ftpgroup
32 Mot inconnu : groupadd =>   sudo groupadd ftpgroup
32 Mot inconnu : ftpgroup =>   sudo groupadd ftpgroup

34 Mot inconnu : ftpuser => Création de l'utilisateur ftpuser :
34 Il manque un espace insécable. => Création de l'utilisateur ftpuser :

36 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo useradd -g ftpgroup -d /dev/null -s /usr/sbin/nologin ftpuser
36 Mot inconnu : sudo =>   sudo useradd -g ftpgroup -d /dev/null -s /usr/sbin/nologin ftpuser
36 Mot inconnu : useradd =>   sudo useradd -g ftpgroup -d /dev/null -s /usr/sbin/nologin ftpuser
36 Il manque un espace à côté du tiret. =>   sudo useradd -g ftpgroup -d /dev/null -s /usr/sbin/nologin ftpuser
36 Mot inconnu : ftpgroup =>   sudo useradd -g ftpgroup -d /dev/null -s /usr/sbin/nologin ftpuser
36 Il manque un espace à côté du tiret. =>   sudo useradd -g ftpgroup -d /dev/null -s /usr/sbin/nologin ftpuser
36 Il manque un espace à côté du tiret. =>   sudo useradd -g ftpgroup -d /dev/null -s /usr/sbin/nologin ftpuser
36 Mot inconnu : ftpuser =>   sudo useradd -g ftpgroup -d /dev/null -s /usr/sbin/nologin ftpuser

37 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   ou

38 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   sudo useradd -g ftpgroup --system ftpuser
38 Mot inconnu : sudo =>   sudo useradd -g ftpgroup --system ftpuser
38 Mot inconnu : useradd =>   sudo useradd -g ftpgroup --system ftpuser
38 Il manque un espace à côté du tiret. =>   sudo useradd -g ftpgroup --system ftpuser
38 Mot inconnu : ftpgroup =>   sudo useradd -g ftpgroup --system ftpuser
38 Mot inconnu : system =>   sudo useradd -g ftpgroup --system ftpuser
38 Mot inconnu : ftpuser =>   sudo useradd -g ftpgroup --system ftpuser

42 Mot inconnu : ReadMe => Ces fichiers sont documentés dans le ReadMe officiel de PureFtpd (voir [[http://download.pureftpd.org/pub/pure-ftpd/doc/README|README Pure-ftpd]]). Ils prennent des valeurs de type: yes/no, chemin, valeur... 
42 Mot inconnu : PureFtpd => Ces fichiers sont documentés dans le ReadMe officiel de PureFtpd (voir [[http://download.pureftpd.org/pub/pure-ftpd/doc/README|README Pure-ftpd]]). Ils prennent des valeurs de type: yes/no, chemin, valeur... 
42 Mot inconnu : README => Ces fichiers sont documentés dans le ReadMe officiel de PureFtpd (voir [[http://download.pureftpd.org/pub/pure-ftpd/doc/README|README Pure-ftpd]]). Ils prennent des valeurs de type: yes/no, chemin, valeur... 
42 Mot inconnu : Pure-ftpd => Ces fichiers sont documentés dans le ReadMe officiel de PureFtpd (voir [[http://download.pureftpd.org/pub/pure-ftpd/doc/README|README Pure-ftpd]]). Ils prennent des valeurs de type: yes/no, chemin, valeur... 
42 Il manque un espace insécable. => Ces fichiers sont documentés dans le ReadMe officiel de PureFtpd (voir [[http://download.pureftpd.org/pub/pure-ftpd/doc/README|README Pure-ftpd]]). Ils prennent des valeurs de type: yes/no, chemin, valeur... 
42 Mot inconnu : yes => Ces fichiers sont documentés dans le ReadMe officiel de PureFtpd (voir [[http://download.pureftpd.org/pub/pure-ftpd/doc/README|README Pure-ftpd]]). Ils prennent des valeurs de type: yes/no, chemin, valeur... 
42 Typographie : points de suspension. Utilisez le caractère dédié. => Ces fichiers sont documentés dans le ReadMe officiel de PureFtpd (voir [[http://download.pureftpd.org/pub/pure-ftpd/doc/README|README Pure-ftpd]]). Ils prennent des valeurs de type: yes/no, chemin, valeur... 
42 Espace(s) en fin de ligne à supprimer. => Ces fichiers sont documentés dans le ReadMe officiel de PureFtpd (voir [[http://download.pureftpd.org/pub/pure-ftpd/doc/README|README Pure-ftpd]]). Ils prennent des valeurs de type: yes/no, chemin, valeur... 

48 Mot inconnu : LimitRecursion => Pour l'exemple LimitRecursion

49 Il manque un espace insécable. => (note : il faut respecter la casse)

51 Formatage des grands nombres. => ensuite vous renseignez ce fichier, pour 10000 fichiers et 50 répertoires

52 Formatage des grands nombres. => 10000 50

58 S’il s’agit de représenter un nombre négatif, utilisez le signe typographique “moins” [1]. S’il s’agit d’une incise, utilisez un tiret demi-cadratin [2] ou un tiret cadratin [3]. => | -0 | NoTruncate | Cette option permet de renommer automatiquement un fichier si un autre du même nom existe déjà sur le serveur.Cette option est incompatible avec les "Quotas virtuels"|
58 Mot inconnu : NoTruncate => | -0 | NoTruncate | Cette option permet de renommer automatiquement un fichier si un autre du même nom existe déjà sur le serveur.Cette option est incompatible avec les "Quotas virtuels"|
58 Il manque un espace. => | -0 | NoTruncate | Cette option permet de renommer automatiquement un fichier si un autre du même nom existe déjà sur le serveur.Cette option est incompatible avec les "Quotas virtuels"|
58 Guillemets typographiques ouvrants. => | -0 | NoTruncate | Cette option permet de renommer automatiquement un fichier si un autre du même nom existe déjà sur le serveur.Cette option est incompatible avec les "Quotas virtuels"|
58 Guillemets typographiques fermants. => | -0 | NoTruncate | Cette option permet de renommer automatiquement un fichier si un autre du même nom existe déjà sur le serveur.Cette option est incompatible avec les "Quotas virtuels"|

59 S’il s’agit de représenter un nombre négatif, utilisez le signe typographique “moins” [1]. S’il s’agit d’une incise, utilisez un tiret demi-cadratin [2] ou un tiret cadratin [3]. => | -1 | LogPid | Log le PID de chaque session dans Syslog |
59 Mot inconnu : LogPid => | -1 | LogPid | Log le PID de chaque session dans Syslog |
59 Mot inconnu : PID => | -1 | LogPid | Log le PID de chaque session dans Syslog |
59 Mot inconnu : Syslog => | -1 | LogPid | Log le PID de chaque session dans Syslog |

60 S’il s’agit de représenter un nombre négatif, utilisez le signe typographique “moins” [1]. S’il s’agit d’une incise, utilisez un tiret demi-cadratin [2] ou un tiret cadratin [3]. => | -4 | ipv4only | Écoute uniquement les connections IP V4 |
60 Mot inconnu : ipv4only => | -4 | ipv4only | Écoute uniquement les connections IP V4 |
60 Ceci est un verbe à la 1ʳᵉ personne du pluriel. Sujet (“nous” ou équivalent) introuvable. => | -4 | ipv4only | Écoute uniquement les connections IP V4 |
60 Mot inconnu : V4 => | -4 | ipv4only | Écoute uniquement les connections IP V4 |

61 S’il s’agit de représenter un nombre négatif, utilisez le signe typographique “moins” [1]. S’il s’agit d’une incise, utilisez un tiret demi-cadratin [2] ou un tiret cadratin [3]. => | -6 | ipv6only | Écoute uniquement les connections IP V6 |
61 Mot inconnu : ipv6only => | -6 | ipv6only | Écoute uniquement les connections IP V6 |
61 Ceci est un verbe à la 1ʳᵉ personne du pluriel. Sujet (“nous” ou équivalent) introuvable. => | -6 | ipv6only | Écoute uniquement les connections IP V6 |
61 Mot inconnu : V6 => | -6 | ipv6only | Écoute uniquement les connections IP V6 |

62 Mot inconnu : TrustedGid => | -a | TrustedGid | Seulement les membre du groupe peuvent se connecter |

63 Mot inconnu : ChrootEveryone => | -A | ChrootEveryone | Chroot tous les utilisateurs |
63 Mot inconnu : Chroot => | -A | ChrootEveryone | Chroot tous les utilisateurs |

64 Mot inconnu : Daemonize => | -B | Daemonize | Démarrer le serveur en mode Standalone (en daémon) |
64 Mot inconnu : Standalone => | -B | Daemonize | Démarrer le serveur en mode Standalone (en daémon) |
64 Mot inconnu : daémon => | -B | Daemonize | Démarrer le serveur en mode Standalone (en daémon) |

65 Mot inconnu : MaxClientsNumber => | -c | MaxClientsNumber | Autorise au maximum clients à se connecter simultanément au serveur (Défaut = 50) |

66 Mot inconnu : MaxClientsPerIP => | -C | MaxClientsPerIP | Nombre maximum de connexions simultanées par client (adresse IP) |

67 Mot inconnu : VerboseLog => | -d | VerboseLog | Envoie des messages de débugage dans Syslog (A utiliser seulement en cas de problème)Pour avoir également les log de réponses, il faut doubler ce paramètre. |
67 Mot inconnu : débugage => | -d | VerboseLog | Envoie des messages de débugage dans Syslog (A utiliser seulement en cas de problème)Pour avoir également les log de réponses, il faut doubler ce paramètre. |
67 Mot inconnu : Syslog => | -d | VerboseLog | Envoie des messages de débugage dans Syslog (A utiliser seulement en cas de problème)Pour avoir également les log de réponses, il faut doubler ce paramètre. |
67 Confusion probable : “a” est la conjugaison du verbe “avoir”. Utilisez la préposition “à”. => | -d | VerboseLog | Envoie des messages de débugage dans Syslog (A utiliser seulement en cas de problème)Pour avoir également les log de réponses, il faut doubler ce paramètre. |
67 Il manque un espace après la parenthèse. => | -d | VerboseLog | Envoie des messages de débugage dans Syslog (A utiliser seulement en cas de problème)Pour avoir également les log de réponses, il faut doubler ce paramètre. |
67 Accord de nombre erroné : « log » devrait être au pluriel. => | -d | VerboseLog | Envoie des messages de débugage dans Syslog (A utiliser seulement en cas de problème)Pour avoir également les log de réponses, il faut doubler ce paramètre. |

68 Mot inconnu : DisplayDotFiles => | -D | DisplayDotFiles | Affiche les fichiers commençant par un point (Paramètre à activer pour les puristes et à désactiver pour les simples utilisateurs) |

69 Mot inconnu : AnonymousOnly => | -e | AnonymousOnly | Autorise uniquement les utilisateurs anonymes. A utiliser uniquement pour les sites FTP publiques. |
69 S’il s’agit de la préposition « à », il faut accentuer la majuscule. => | -e | AnonymousOnly | Autorise uniquement les utilisateurs anonymes. A utiliser uniquement pour les sites FTP publiques. |

70 Mot inconnu : NoAnonymous => | -E | NoAnonymous | Autorise uniquement les utilisateurs authentifiés. Les utilisateurs anonymes sont interdits. |

71 Mot inconnu : SyslogFacility => | -f | SyslogFacility | Indique la « facility » à utiliser pour syslog (Défaut = local2). « -f none » permet de désactiver les logs. |
71 Il manque un espace insécable. => | -f | SyslogFacility | Indique la « facility » à utiliser pour syslog (Défaut = local2). « -f none » permet de désactiver les logs. |
71 Mot inconnu : facility => | -f | SyslogFacility | Indique la « facility » à utiliser pour syslog (Défaut = local2). « -f none » permet de désactiver les logs. |
71 Il manque un espace insécable. => | -f | SyslogFacility | Indique la « facility » à utiliser pour syslog (Défaut = local2). « -f none » permet de désactiver les logs. |
71 Mot inconnu : syslog => | -f | SyslogFacility | Indique la « facility » à utiliser pour syslog (Défaut = local2). « -f none » permet de désactiver les logs. |
71 Mot inconnu : local2 => | -f | SyslogFacility | Indique la « facility » à utiliser pour syslog (Défaut = local2). « -f none » permet de désactiver les logs. |
71 Il manque un espace insécable. => | -f | SyslogFacility | Indique la « facility » à utiliser pour syslog (Défaut = local2). « -f none » permet de désactiver les logs. |
71 Il manque un espace insécable. => | -f | SyslogFacility | Indique la « facility » à utiliser pour syslog (Défaut = local2). « -f none » permet de désactiver les logs. |

72 Mot inconnu : FortunesFile => | -F | FortunesFile | Affiche une ligne de texte aléatoire à la connexion en provenance du fichier « fortune file » (ex : Astuce du jour). Pour afficher un texte à la connexion, il faut également utiliser cette option. |
72 Il manque un espace insécable. => | -F | FortunesFile | Affiche une ligne de texte aléatoire à la connexion en provenance du fichier « fortune file » (ex : Astuce du jour). Pour afficher un texte à la connexion, il faut également utiliser cette option. |
72 Il manque un espace insécable. => | -F | FortunesFile | Affiche une ligne de texte aléatoire à la connexion en provenance du fichier « fortune file » (ex : Astuce du jour). Pour afficher un texte à la connexion, il faut également utiliser cette option. |
72 Il manque un espace insécable. => | -F | FortunesFile | Affiche une ligne de texte aléatoire à la connexion en provenance du fichier « fortune file » (ex : Astuce du jour). Pour afficher un texte à la connexion, il faut également utiliser cette option. |

73 Mot inconnu : PidFile => | -g | PidFile | Change l'adresse du fichier pid quand l serveur est exécuté en mode standalone. (Défaut = /var/run/pure-ftpd.pid) |
73 Mot inconnu : pid => | -g | PidFile | Change l'adresse du fichier pid quand l serveur est exécuté en mode standalone. (Défaut = /var/run/pure-ftpd.pid) |
73 Mot inconnu : standalone => | -g | PidFile | Change l'adresse du fichier pid quand l serveur est exécuté en mode standalone. (Défaut = /var/run/pure-ftpd.pid) |

74 Mot inconnu : DontResolve => | -H | DontResolve | Par défaut, les noms pleinement qualifiés sont logués en faisant une requête DNS inverse sur l'adresse IP. Cette option permet d'éviter de rechercher le nom pleinement qualifié dans le but d'accélérer le temps de connexion. Cette option est donc conseillée pour les sites publiques très chargés. |
74 Mot inconnu : logués => | -H | DontResolve | Par défaut, les noms pleinement qualifiés sont logués en faisant une requête DNS inverse sur l'adresse IP. Cette option permet d'éviter de rechercher le nom pleinement qualifié dans le but d'accélérer le temps de connexion. Cette option est donc conseillée pour les sites publiques très chargés. |
74 Accord de genre erroné entre « sites » et « publiques ». => | -H | DontResolve | Par défaut, les noms pleinement qualifiés sont logués en faisant une requête DNS inverse sur l'adresse IP. Cette option permet d'éviter de rechercher le nom pleinement qualifié dans le but d'accélérer le temps de connexion. Cette option est donc conseillée pour les sites publiques très chargés. |

75 Mot inconnu : AnonymousCantUpload => | -i | AnonymousCantUpload | Interdit l'accès en écriture sur le serveur (upload) pour les utilisateurs anonymes. |
75 Mot inconnu : upload => | -i | AnonymousCantUpload | Interdit l'accès en écriture sur le serveur (upload) pour les utilisateurs anonymes. |

76 Mot inconnu : MaxIdleTime => | -I | MaxIdleTime | Change la durée de connexion maximum en minutes (Défaut = 15) |

77 Mot inconnu : CreateHomeDir => | -j | CreateHomeDir | Crée automatiquement le home de l'utilisateur s'il n'existe pas. |

