
3 Mot inconnu : Xfce4 => ====== Personnaliser Xfce4 ====== | xfce4

5 Mot inconnu : Xfce4 => Nous verrons ici comment changer l'apparence du bureau de base Xfce4 pour le personnaliser selon vos souhaits. | xfce4

9 Mot inconnu : Xfce => ===== Gestionnaire de paramètres Xfce ===== | xfce

11 Mot inconnu : Xfce => C'est avec ce gestionnaire que nous allons pouvoir personnaliser notre environnement Xfce. Vous le trouverez dans le menu Xfce, en bas à droite (la petite icône à côté du cadenas). Il suffit donc de passer par le Menu **XFCE** :  //Menu Xfce -> Tous les paramètres//.\\ | xfce
11 Mot inconnu : Xfce => C'est avec ce gestionnaire que nous allons pouvoir personnaliser notre environnement Xfce. Vous le trouverez dans le menu Xfce, en bas à droite (la petite icône à côté du cadenas). Il suffit donc de passer par le Menu **XFCE** :  //Menu Xfce -> Tous les paramètres//.\\ | xfce
11 Mot inconnu : XFCE => C'est avec ce gestionnaire que nous allons pouvoir personnaliser notre environnement Xfce. Vous le trouverez dans le menu Xfce, en bas à droite (la petite icône à côté du cadenas). Il suffit donc de passer par le Menu **XFCE** :  //Menu Xfce -> Tous les paramètres//.\\ | xfce
11 Espace(s) surnuméraire(s) à supprimer. => C'est avec ce gestionnaire que nous allons pouvoir personnaliser notre environnement Xfce. Vous le trouverez dans le menu Xfce, en bas à droite (la petite icône à côté du cadenas). Il suffit donc de passer par le Menu **XFCE** :  //Menu Xfce -> Tous les paramètres//.\\ |    => suggestions : [' ']
11 Mot inconnu : Xfce => C'est avec ce gestionnaire que nous allons pouvoir personnaliser notre environnement Xfce. Vous le trouverez dans le menu Xfce, en bas à droite (la petite icône à côté du cadenas). Il suffit donc de passer par le Menu **XFCE** :  //Menu Xfce -> Tous les paramètres//.\\ | xfce

18 Mot inconnu : XFCE => Ce qui concerne la personnalisation d'**XFCE**, se trouve dans le gestionnaire de paramètres dans le champ //Personnel//. | xfce

22 Mot inconnu : XFCE => Pour modifier son bureau **XFCE** avec les thèmes et thèmes d'icônes présents dès l'installation, cliquez sur //Apparence//. | xfce

26 Guillemets typographiques ouvrants. => <note tip> Si cela n'est pas encore sélectionné, cochez dans l'onglet //Polices// la case **Activer l'anti-crénelage** et **"Utiliser la sous-pixellisation : RVB"** pour affiner votre affichage. </note> | " => suggestions : ['«\xa0', '“']
26 Mot inconnu : RVB => <note tip> Si cela n'est pas encore sélectionné, cochez dans l'onglet //Polices// la case **Activer l'anti-crénelage** et **"Utiliser la sous-pixellisation : RVB"** pour affiner votre affichage. </note> | rvb
26 Guillemets typographiques fermants. => <note tip> Si cela n'est pas encore sélectionné, cochez dans l'onglet //Polices// la case **Activer l'anti-crénelage** et **"Utiliser la sous-pixellisation : RVB"** pour affiner votre affichage. </note> | " => suggestions : ['\xa0»', '”']
