
5 Mot inconnu : ODBC => ====== Comment utiliser des connexions ODBC ? ====== | odbc

7 Mot inconnu : ODBC => Ubuntu supporte les connexions ODBC aux bases de données (comme un serveur MySQL distant). Bien que ce ne soit pas utile en temps normal, la base de données dans OpenOffice peut utiliser des connexions ODBC, et il peut être utile d'en établir une. | odbc
7 Mot inconnu : MySQL => Ubuntu supporte les connexions ODBC aux bases de données (comme un serveur MySQL distant). Bien que ce ne soit pas utile en temps normal, la base de données dans OpenOffice peut utiliser des connexions ODBC, et il peut être utile d'en établir une. | mysql
7 Mot inconnu : ODBC => Ubuntu supporte les connexions ODBC aux bases de données (comme un serveur MySQL distant). Bien que ce ne soit pas utile en temps normal, la base de données dans OpenOffice peut utiliser des connexions ODBC, et il peut être utile d'en établir une. | odbc

9 Espace(s) surnuméraire(s) à supprimer. => ===== Avec  Mysql===== |    => suggestions : [' ']
9 Mot inconnu : Mysql => ===== Avec  Mysql===== | mysql

16 Mot inconnu : odbc => Voici un exemple de fichier odbc.ini: | odbc
16 Mot inconnu : ini => Voici un exemple de fichier odbc.ini: | ini

18 Mot inconnu : ODBC => <file>[ODBC Data Sources] | odbc

19 Mot inconnu : odbcname => odbcname     = MyODBC 3.51 Driver DSN | odbcname
19 Espace(s) surnuméraire(s) à supprimer. => odbcname     = MyODBC 3.51 Driver DSN |       => suggestions : [' ']
19 Mot inconnu : MyODBC => odbcname     = MyODBC 3.51 Driver DSN | myodbc
19 Mot inconnu : DSN => odbcname     = MyODBC 3.51 Driver DSN | dsn

21 Mot inconnu : odbcname => [odbcname] | odbcname

22 Espace(s) surnuméraire(s) à supprimer. => Driver       = /usr/lib/odbc/libmyodbc.so |         => suggestions : [' ']

23 Espace(s) surnuméraire(s) à supprimer. => Description  = MyODBC 3.51 Driver DSN |    => suggestions : [' ']
23 Mot inconnu : MyODBC => Description  = MyODBC 3.51 Driver DSN | myodbc
23 Mot inconnu : DSN => Description  = MyODBC 3.51 Driver DSN | dsn

24 Mot inconnu : SERVER => SERVER       = ma.basededonnees.monserveur.fr | server
24 Espace(s) surnuméraire(s) à supprimer. => SERVER       = ma.basededonnees.monserveur.fr |         => suggestions : [' ']

25 Espace(s) surnuméraire(s) à supprimer. => PORT         = |           => suggestions : [' ']

26 Espace(s) surnuméraire(s) à supprimer. => USER         = UTILISATEUR |           => suggestions : [' ']

27 Mot inconnu : Password => Password     = XXXXXX | password
27 Espace(s) surnuméraire(s) à supprimer. => Password     = XXXXXX |       => suggestions : [' ']
27 Mot inconnu : XXXXXX => Password     = XXXXXX | xxxxxx

28 Mot inconnu : Database => Database     = NOMDELABDD | database
28 Espace(s) surnuméraire(s) à supprimer. => Database     = NOMDELABDD |       => suggestions : [' ']
28 Mot inconnu : NOMDELABDD => Database     = NOMDELABDD | nomdelabdd

29 Espace(s) surnuméraire(s) à supprimer. => OPTION       = 3 |         => suggestions : [' ']

30 Espace(s) surnuméraire(s) à supprimer. => SOCKET       = |         => suggestions : [' ']

32 Mot inconnu : Default => [Default] | default

33 Espace(s) surnuméraire(s) à supprimer. => Driver       = /usr/local/lib/libmyodbc3.so |         => suggestions : [' ']

34 Espace(s) surnuméraire(s) à supprimer. => Description  = MyODBC 3.51 Driver DSN |    => suggestions : [' ']
34 Mot inconnu : MyODBC => Description  = MyODBC 3.51 Driver DSN | myodbc
34 Mot inconnu : DSN => Description  = MyODBC 3.51 Driver DSN | dsn

35 Mot inconnu : SERVER => SERVER       = localhost | server
35 Espace(s) surnuméraire(s) à supprimer. => SERVER       = localhost |         => suggestions : [' ']
35 Mot inconnu : localhost => SERVER       = localhost | localhost

36 Espace(s) surnuméraire(s) à supprimer. => PORT         = |           => suggestions : [' ']

37 Espace(s) surnuméraire(s) à supprimer. => USER         = root |           => suggestions : [' ']
37 Mot inconnu : root => USER         = root | root

38 Mot inconnu : Password => Password     = | password
38 Espace(s) surnuméraire(s) à supprimer. => Password     = |       => suggestions : [' ']

39 Mot inconnu : Database => Database     = test | database
39 Espace(s) surnuméraire(s) à supprimer. => Database     = test |       => suggestions : [' ']

40 Espace(s) surnuméraire(s) à supprimer. => OPTION       = 3 |         => suggestions : [' ']

41 Espace(s) surnuméraire(s) à supprimer. => SOCKET       = |         => suggestions : [' ']

44 Mot inconnu : NOMDELABDD => Il vous est maintenant possible de vous connecter à la base de données **NOMDELABDD** en utilisant la connexion ODBC appelée **odbcname**... | nomdelabdd
44 Mot inconnu : ODBC => Il vous est maintenant possible de vous connecter à la base de données **NOMDELABDD** en utilisant la connexion ODBC appelée **odbcname**... | odbc
44 Mot inconnu : odbcname => Il vous est maintenant possible de vous connecter à la base de données **NOMDELABDD** en utilisant la connexion ODBC appelée **odbcname**... | odbcname
44 Typographie : points de suspension. Utilisez le caractère dédié. => Il vous est maintenant possible de vous connecter à la base de données **NOMDELABDD** en utilisant la connexion ODBC appelée **odbcname**... | ... => suggestions : ['…']

46 Mot inconnu : unixodbc => ===== Avec unixodbc ===== | unixodbc

57 Mot inconnu : FIXME => FIXME ce qui suit est introuvable | fixme

70 Confusion probable : “a” est la conjugaison du verbe “avoir”. Utilisez la préposition “à”. => <note> je n'ai pas réussi a utiliser "localhost" mais par contre ça fonctionne avec "127.0.0.1"</note> | a => suggestions : ['à']
70 Incohérence probable avec “a” : “utiliser” n’est pas un participe passé. => <note> je n'ai pas réussi a utiliser "localhost" mais par contre ça fonctionne avec "127.0.0.1"</note> | utiliser => suggestions : ['utilisé']
70 Guillemets typographiques ouvrants. => <note> je n'ai pas réussi a utiliser "localhost" mais par contre ça fonctionne avec "127.0.0.1"</note> | " => suggestions : ['«\xa0', '“']
70 Mot inconnu : localhost => <note> je n'ai pas réussi a utiliser "localhost" mais par contre ça fonctionne avec "127.0.0.1"</note> | localhost
70 Guillemets typographiques fermants. => <note> je n'ai pas réussi a utiliser "localhost" mais par contre ça fonctionne avec "127.0.0.1"</note> | " => suggestions : ['\xa0»', '”']
