
3 Mot inconnu : Thalyn [[7:13]] => ====== Thalyn ====== <|> thalyn

5 Tiret d’incise : un tiret demi-cadratin [1] ou cadratin [2] est requis. (Ou éventuellement le signe “moins” [3], s’il s’agit d’une soustraction.) [[20:23]] => |Lieu|Reims (France) - Montréal-Québec (Québec)| <|>  -  => suggestions : None

7 Mot inconnu : CentoOS [[31:38]] => |Distributions testées|Debian, CentoOS, OpenSuze, Fedora, Gentoo, Mandrake/Mandriva, Kubuntu/Ubutnu...| <|> centoos
7 Mot inconnu : OpenSuze [[40:48]] => |Distributions testées|Debian, CentoOS, OpenSuze, Fedora, Gentoo, Mandrake/Mandriva, Kubuntu/Ubutnu...| <|> opensuze
7 Mot inconnu : Gentoo [[58:64]] => |Distributions testées|Debian, CentoOS, OpenSuze, Fedora, Gentoo, Mandrake/Mandriva, Kubuntu/Ubutnu...| <|> gentoo
7 Mot inconnu : Ubutnu [[93:99]] => |Distributions testées|Debian, CentoOS, OpenSuze, Fedora, Gentoo, Mandrake/Mandriva, Kubuntu/Ubutnu...| <|> ubutnu
7 Typographie : points de suspension. Utilisez le caractère dédié. [[99:102]] => |Distributions testées|Debian, CentoOS, OpenSuze, Fedora, Gentoo, Mandrake/Mandriva, Kubuntu/Ubutnu...| <|> ... => suggestions : None
9 Guillemets typographiques ouvrants. [[45:46]] => Mon humeur :\\  Va voter responsable et donc "bulletin blanc" aux prochaines élections (la présidentielle)!!!!\\ <|> " => suggestions : None
9 Guillemets typographiques fermants. [[60:61]] => Mon humeur :\\  Va voter responsable et donc "bulletin blanc" aux prochaines élections (la présidentielle)!!!!\\ <|> " => suggestions : None

10 Guillemets typographiques ouvrants. [[99:100]] => Ça ne sera pas la première fois, ni la dernière fois bien malheureusement. J'ai voté une fois pour "un" candidat à défaut de voter pour un projet et un programme (//ouais moi aussi j'ai été con, mais j'étais jeune)//, je me suis fait enflé, et contrairement aux idiots, moi, on m'entube pas deux fois...\\ Puis désormais, je ne vote QUE pour un projet (chose inexistante en politique)\\ Ras le bol de cette génération d'idiocrates pistonné(e)s et/ou "fils/fille de" incompétents (cela va de soit donc).\\ <|> " => suggestions : None
10 Guillemets typographiques fermants. [[102:103]] => Ça ne sera pas la première fois, ni la dernière fois bien malheureusement. J'ai voté une fois pour "un" candidat à défaut de voter pour un projet et un programme (//ouais moi aussi j'ai été con, mais j'étais jeune)//, je me suis fait enflé, et contrairement aux idiots, moi, on m'entube pas deux fois...\\ Puis désormais, je ne vote QUE pour un projet (chose inexistante en politique)\\ Ras le bol de cette génération d'idiocrates pistonné(e)s et/ou "fils/fille de" incompétents (cela va de soit donc).\\ <|> " => suggestions : None
