1 Mot inconnu : Evax => ====== Evax ====== | evax

8 Mot inconnu : A100 => Création de la page sur mon portable Toshiba A100 788 et les problèmes qui vont avec. | a100

14 Mot inconnu : Gift => Modification de la page sur Gift pour des information cernant l'eeePC 701. | gift
14 Accord de nombre erroné : « information » devrait être au pluriel. => Modification de la page sur Gift pour des information cernant l'eeePC 701. | information => suggestions : ['informations']
14 Mot inconnu : eeePC => Modification de la page sur Gift pour des information cernant l'eeePC 701. | eeepc

19 Mot inconnu : Evax => ===== Le blog d'Evax ===== | evax

21 Mot inconnu : Evax => Le blog d'Evax bah c'est un blog créer par moi, dont la description viendra bientot, mais pour l'instant voici l'adresse: [[http://evax.e3b.org|http://evax.e3b.org]] | evax
21 Mot inconnu : bientot => Le blog d'Evax bah c'est un blog créer par moi, dont la description viendra bientot, mais pour l'instant voici l'adresse: [[http://evax.e3b.org|http://evax.e3b.org]] | bientot

27 Mot inconnu : decouvert => J'ai decouvert Linux en Septembre 2006, et j'ai commencé sur la ditribution Mandriva 2007. | decouvert
27 Pas de majuscule sur les mois. => J'ai decouvert Linux en Septembre 2006, et j'ai commencé sur la ditribution Mandriva 2007. | septembre => suggestions : ['septembre']
27 Mot inconnu : ditribution => J'ai decouvert Linux en Septembre 2006, et j'ai commencé sur la ditribution Mandriva 2007. | ditribution
27 Mot inconnu : Mandriva => J'ai decouvert Linux en Septembre 2006, et j'ai commencé sur la ditribution Mandriva 2007. | mandriva

29 Mot inconnu : clubic => J'avais lu sur clubic un article qui dévoilait ce que serais les boites de windos Vista et de office 2007, et je me suis posé serieusement la uestion: C'est ç'a l'avenir? | clubic
29 Conjugaison erronée. Accord avec “les boites…”. Le verbe devrait être à la 3ᵉ personne du pluriel. => J'avais lu sur clubic un article qui dévoilait ce que serais les boites de windos Vista et de office 2007, et je me suis posé serieusement la uestion: C'est ç'a l'avenir? | serais => suggestions : ['seraient']
29 Mot inconnu : windos => J'avais lu sur clubic un article qui dévoilait ce que serais les boites de windos Vista et de office 2007, et je me suis posé serieusement la uestion: C'est ç'a l'avenir? | windos
29 Mot inconnu : Vista => J'avais lu sur clubic un article qui dévoilait ce que serais les boites de windos Vista et de office 2007, et je me suis posé serieusement la uestion: C'est ç'a l'avenir? | vista
29 Élision de l’article devant un mot commençant par une voyelle. => J'avais lu sur clubic un article qui dévoilait ce que serais les boites de windos Vista et de office 2007, et je me suis posé serieusement la uestion: C'est ç'a l'avenir? | de  => suggestions : ['d’']
29 Mot inconnu : serieusement => J'avais lu sur clubic un article qui dévoilait ce que serais les boites de windos Vista et de office 2007, et je me suis posé serieusement la uestion: C'est ç'a l'avenir? | serieusement
29 Élision de l’article devant un mot commençant par une voyelle. => J'avais lu sur clubic un article qui dévoilait ce que serais les boites de windos Vista et de office 2007, et je me suis posé serieusement la uestion: C'est ç'a l'avenir? | la  => suggestions : ['l’']
