
20 Mot inconnu : debian => **Petit rappel sur le fichier debian/rules**\\ | debian
20 Mot inconnu : rules => **Petit rappel sur le fichier debian/rules**\\ | rules

21 Mot inconnu : debian => Le fichier //debian/rules// est le script (un Makefile) qui permet de construire le paquet. Même si la plupart du temps il passe par une étape de compilation des sources, ce n'est pas une nécessité. Si le logiciel que vous empaquetez n'a pas besoin d'être compilé, vous n'avez pas besoin que le debian/rules ne compile quelque chose. C'est le cas pour un script bash, ou pour un programme python par exemple. | debian
21 Mot inconnu : rules => Le fichier //debian/rules// est le script (un Makefile) qui permet de construire le paquet. Même si la plupart du temps il passe par une étape de compilation des sources, ce n'est pas une nécessité. Si le logiciel que vous empaquetez n'a pas besoin d'être compilé, vous n'avez pas besoin que le debian/rules ne compile quelque chose. C'est le cas pour un script bash, ou pour un programme python par exemple. | rules
21 Mot inconnu : Makefile => Le fichier //debian/rules// est le script (un Makefile) qui permet de construire le paquet. Même si la plupart du temps il passe par une étape de compilation des sources, ce n'est pas une nécessité. Si le logiciel que vous empaquetez n'a pas besoin d'être compilé, vous n'avez pas besoin que le debian/rules ne compile quelque chose. C'est le cas pour un script bash, ou pour un programme python par exemple. | makefile
21 Mot inconnu : debian => Le fichier //debian/rules// est le script (un Makefile) qui permet de construire le paquet. Même si la plupart du temps il passe par une étape de compilation des sources, ce n'est pas une nécessité. Si le logiciel que vous empaquetez n'a pas besoin d'être compilé, vous n'avez pas besoin que le debian/rules ne compile quelque chose. C'est le cas pour un script bash, ou pour un programme python par exemple. | debian
21 Mot inconnu : rules => Le fichier //debian/rules// est le script (un Makefile) qui permet de construire le paquet. Même si la plupart du temps il passe par une étape de compilation des sources, ce n'est pas une nécessité. Si le logiciel que vous empaquetez n'a pas besoin d'être compilé, vous n'avez pas besoin que le debian/rules ne compile quelque chose. C'est le cas pour un script bash, ou pour un programme python par exemple. | rules

31 Guillemets typographiques ouvrants. => Entrer dans le dossier "u-script/" puis exécutez : | " => suggestions : ['«\xa0', '“']

34 Mot inconnu : debian => Entrez dans le dossier source (venant d'être crée) qui contient le dossier **debian/** pour le paquet, et le script **u-script.sh**. Il n'y a rien d'autre, en particulier pas de //Makefile// ou autre donc cela va être au packageur de gérer l'installation (en respectant les standards). | debian
34 Mot inconnu : sh => Entrez dans le dossier source (venant d'être crée) qui contient le dossier **debian/** pour le paquet, et le script **u-script.sh**. Il n'y a rien d'autre, en particulier pas de //Makefile// ou autre donc cela va être au packageur de gérer l'installation (en respectant les standards). | sh
34 Mot inconnu : Makefile => Entrez dans le dossier source (venant d'être crée) qui contient le dossier **debian/** pour le paquet, et le script **u-script.sh**. Il n'y a rien d'autre, en particulier pas de //Makefile// ou autre donc cela va être au packageur de gérer l'installation (en respectant les standards). | makefile

36 Mot inconnu : debian => Le dossier **debian** contient : | debian

37 Mot inconnu : changelog => <file>changelog  compat  control  copyright  dirs  install  rules  u-classroom  watch</file> | changelog
37 Espace(s) surnuméraire(s) à supprimer. => <file>changelog  compat  control  copyright  dirs  install  rules  u-classroom  watch</file> |    => suggestions : [' ']
37 Mot inconnu : compat => <file>changelog  compat  control  copyright  dirs  install  rules  u-classroom  watch</file> | compat
37 Espace(s) surnuméraire(s) à supprimer. => <file>changelog  compat  control  copyright  dirs  install  rules  u-classroom  watch</file> |    => suggestions : [' ']
37 Mot inconnu : control => <file>changelog  compat  control  copyright  dirs  install  rules  u-classroom  watch</file> | control
37 Espace(s) surnuméraire(s) à supprimer. => <file>changelog  compat  control  copyright  dirs  install  rules  u-classroom  watch</file> |    => suggestions : [' ']
37 Espace(s) surnuméraire(s) à supprimer. => <file>changelog  compat  control  copyright  dirs  install  rules  u-classroom  watch</file> |    => suggestions : [' ']
37 Mot inconnu : dirs => <file>changelog  compat  control  copyright  dirs  install  rules  u-classroom  watch</file> | dirs
37 Espace(s) surnuméraire(s) à supprimer. => <file>changelog  compat  control  copyright  dirs  install  rules  u-classroom  watch</file> |    => suggestions : [' ']
37 Mot inconnu : install => <file>changelog  compat  control  copyright  dirs  install  rules  u-classroom  watch</file> | install
37 Espace(s) surnuméraire(s) à supprimer. => <file>changelog  compat  control  copyright  dirs  install  rules  u-classroom  watch</file> |    => suggestions : [' ']
37 Mot inconnu : rules => <file>changelog  compat  control  copyright  dirs  install  rules  u-classroom  watch</file> | rules
37 Espace(s) surnuméraire(s) à supprimer. => <file>changelog  compat  control  copyright  dirs  install  rules  u-classroom  watch</file> |    => suggestions : [' ']
37 Mot inconnu : u-classroom => <file>changelog  compat  control  copyright  dirs  install  rules  u-classroom  watch</file> | u-classroom
37 Espace(s) surnuméraire(s) à supprimer. => <file>changelog  compat  control  copyright  dirs  install  rules  u-classroom  watch</file> |    => suggestions : [' ']
37 Mot inconnu : watch => <file>changelog  compat  control  copyright  dirs  install  rules  u-classroom  watch</file> | watch

39 Mot inconnu : dirs => Les fichiers qui vont nous intéresser sont //dirs//, //install//, //rules//, //u-classroom// et //watch//. | dirs
39 Mot inconnu : install => Les fichiers qui vont nous intéresser sont //dirs//, //install//, //rules//, //u-classroom// et //watch//. | install
