
4 Mot inconnu : Catalyst => ====== Pilote AMD Catalyst™ ====== | catalyst

17 Mot inconnu : AMD-ATI => ==== Pilotes AMD-ATI préparés par Ubuntu ==== | amd-ati

21 Confusion : “à” est une préposition. Pour le verbe avoir, écrivez “a”. => AMD qui à racheté ATI, fournit aussi une version chaque mois sur son site internet et disponible [[http://support.amd.com/us/gpudownload/linux/Pages/radeon_linux.aspx|ici]].\\ | à => suggestions : ['a']
21 Le verbe devrait être à l’infinitif. => AMD qui à racheté ATI, fournit aussi une version chaque mois sur son site internet et disponible [[http://support.amd.com/us/gpudownload/linux/Pages/radeon_linux.aspx|ici]].\\ | racheté => suggestions : ['racheter']
21 Mot inconnu : ATI => AMD qui à racheté ATI, fournit aussi une version chaque mois sur son site internet et disponible [[http://support.amd.com/us/gpudownload/linux/Pages/radeon_linux.aspx|ici]].\\ | ati
22 Mot inconnu : amd-driver-installer-12 => Le logiciel d'installation fournit par AMD se nomme de la sorte: **amd-driver-installer-12.6-legacy-x86.x86_64.run** | amd-driver-installer-12
22 Mot inconnu : legacy-x86 => Le logiciel d'installation fournit par AMD se nomme de la sorte: **amd-driver-installer-12.6-legacy-x86.x86_64.run** | legacy-x86
22 Mot inconnu : x86_64 => Le logiciel d'installation fournit par AMD se nomme de la sorte: **amd-driver-installer-12.6-legacy-x86.x86_64.run** | x86_64
22 Mot inconnu : run => Le logiciel d'installation fournit par AMD se nomme de la sorte: **amd-driver-installer-12.6-legacy-x86.x86_64.run** | run

28 Mot inconnu : AMD-ATI => Bien que l'appellation des pilotes propriétaires AMD-ATI soit unifiée sous le terme **fglrx** (pour "//FireGL Radeon for X (server)//"), il existe en réalité deux versions différentes : | amd-ati
28 Mot inconnu : fglrx => Bien que l'appellation des pilotes propriétaires AMD-ATI soit unifiée sous le terme **fglrx** (pour "//FireGL Radeon for X (server)//"), il existe en réalité deux versions différentes : | fglrx
28 Mot inconnu : FireGL => Bien que l'appellation des pilotes propriétaires AMD-ATI soit unifiée sous le terme **fglrx** (pour "//FireGL Radeon for X (server)//"), il existe en réalité deux versions différentes : | firegl
28 Mot inconnu : Radeon => Bien que l'appellation des pilotes propriétaires AMD-ATI soit unifiée sous le terme **fglrx** (pour "//FireGL Radeon for X (server)//"), il existe en réalité deux versions différentes : | radeon
28 Mot inconnu : server => Bien que l'appellation des pilotes propriétaires AMD-ATI soit unifiée sous le terme **fglrx** (pour "//FireGL Radeon for X (server)//"), il existe en réalité deux versions différentes : | server

57 Il manque un trait d’union. => Lors de la première installation, les pilotes vont installer d'eux mêmes toutes les dépendances nécessaires. | eux mêmes => suggestions : ['eux-mêmes']

61 Mot inconnu : ATI => Le dernier pilote ATI Catalyst™ est disponible [[http://support.amd.com/fr/gpudownload/linux/Pages/radeon_linux.aspx|sur cette page]].  | ati
61 Mot inconnu : Catalyst => Le dernier pilote ATI Catalyst™ est disponible [[http://support.amd.com/fr/gpudownload/linux/Pages/radeon_linux.aspx|sur cette page]].  | catalyst
61 Espace(s) en fin de ligne à supprimer. => Le dernier pilote ATI Catalyst™ est disponible [[http://support.amd.com/fr/gpudownload/linux/Pages/radeon_linux.aspx|sur cette page]].  |   => suggestions : ['']

90 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   |   => suggestions : ['']

91 L’espace se place après le point, et non avant (ou bien sert de liant entre deux lettres). => ==== Installation en créant les paquets .deb pour Ubuntu ==== |  . => suggestions : ['. ', '.']
91 Mot inconnu : deb => ==== Installation en créant les paquets .deb pour Ubuntu ==== | deb

95 Mot inconnu : Catalyst => <note important>Si vous disposez d'une version précédente du pilote Catalyst ou même de l'ancien ATI Proprietary Linux Driver, il est préférable de le désinstaller avant de débuter l'installation du nouveau pilote.\\ | catalyst
95 Mot inconnu : ATI => <note important>Si vous disposez d'une version précédente du pilote Catalyst ou même de l'ancien ATI Proprietary Linux Driver, il est préférable de le désinstaller avant de débuter l'installation du nouveau pilote.\\ | ati
95 Mot inconnu : Proprietary => <note important>Si vous disposez d'une version précédente du pilote Catalyst ou même de l'ancien ATI Proprietary Linux Driver, il est préférable de le désinstaller avant de débuter l'installation du nouveau pilote.\\ | proprietary

99 Typographie : points de suspension. Utilisez le caractère dédié. => <note important>Avant l'installation, attention de décocher les effets de bureau (mettre sur aucun) pour éviter de se trouver avec un écran blanc par la suite et les problèmes qui vont avec...</note> | ... => suggestions : ['…']

107 Espace(s) en fin de ligne à supprimer. => <note tip> Si on vous demande d'installer des dépendances, acceptez.</note>  |   => suggestions : ['']

114 Mot inconnu : Catalyst => ====Désinstaller proprement le pilote Catalyst==== | catalyst

120 Mot inconnu : Catalyst => Si vous prévoyez d'utiliser les pilotes libres, vous devez réinstaller certains paquets parce que Catalyst écrase ou modifie certaine librairie 3D. | catalyst

128 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>  Mais si vous tombez  sur cette erreur: |   => suggestions : ['']
128 Espace(s) surnuméraire(s) à supprimer. =>  Mais si vous tombez  sur cette erreur: |    => suggestions : [' ']

130 Il manque un trait d’union. => Changer la troisième ligne par celle là: | celle là => suggestions : ['celle-là']

139 Mot inconnu : GLXINFO => ==== GLXINFO ==== | glxinfo

