2 Mot inconnu : FIXME => tag>wiki FIXME mettre qu'une fois en place

6 Si “Cette page” est le sujet de “est”, la virgule est superflue (on ne sépare pas le verbe du sujet). Sinon “est” devrait être à l’impératif (à moins d’une inversion verbe-sujet). => Cette page, n'est en rien didactique. Elle sert uniquement aux [[:groupes/ubuntu-fr-doc|contributeurs]] qui veulent un accès direct aux divers pages qui peuvent leur être nécessaires, notamment pour la [[:wiki/checklist|bonne rédaction d'une page]].
6 Si “Cette page” est le sujet de “est”, la virgule est superflue (on ne sépare pas le verbe du sujet). Sinon “est” devrait être à l’impératif (à moins d’une inversion verbe-sujet). => Cette page, n'est en rien didactique. Elle sert uniquement aux [[:groupes/ubuntu-fr-doc|contributeurs]] qui veulent un accès direct aux divers pages qui peuvent leur être nécessaires, notamment pour la [[:wiki/checklist|bonne rédaction d'une page]].
6 Mot inconnu : ubuntu-fr-doc => Cette page, n'est en rien didactique. Elle sert uniquement aux [[:groupes/ubuntu-fr-doc|contributeurs]] qui veulent un accès direct aux divers pages qui peuvent leur être nécessaires, notamment pour la [[:wiki/checklist|bonne rédaction d'une page]].
6 Accord de nombre erroné avec « leur être » : « nécessaires » devrait être au singulier. => Cette page, n'est en rien didactique. Elle sert uniquement aux [[:groupes/ubuntu-fr-doc|contributeurs]] qui veulent un accès direct aux divers pages qui peuvent leur être nécessaires, notamment pour la [[:wiki/checklist|bonne rédaction d'une page]].

8 Il manque un espace. => Elle ne remplace en rien la page [[:wiki:participer_wiki|participer au wiki]] qui reste indispensable de lire.
8 Mot inconnu : participer_wiki => Elle ne remplace en rien la page [[:wiki:participer_wiki|participer au wiki]] qui reste indispensable de lire.

10 Il manque un espace insécable. => <note tip>Vous trouverez d'autres pages utiles depuis le [[:Accueil?do=index|Plan du site]] accessible depuis le menu de gauche, section **wiki**</note>
10 Il manque un espace. => <note tip>Vous trouverez d'autres pages utiles depuis le [[:Accueil?do=index|Plan du site]] accessible depuis le menu de gauche, section **wiki**</note>

15 Mot inconnu : FIXME => FIXME suite remarque aldian / Copier coller ici la checklist. A retravailler donc
15 Mot inconnu : aldian => FIXME suite remarque aldian / Copier coller ici la checklist. A retravailler donc
15 S’il s’agit de la préposition « à », il faut accentuer la majuscule. => FIXME suite remarque aldian / Copier coller ici la checklist. A retravailler donc

17 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Avez vous bien suivi l'un des [[:wiki|modèle]] ? 
17 Forme interrogative ? Mettez un trait d’union. =>   * Avez vous bien suivi l'un des [[:wiki|modèle]] ? 
17 Il manque un espace insécable. =>   * Avez vous bien suivi l'un des [[:wiki|modèle]] ? 
17 Espace(s) en fin de ligne à supprimer. =>   * Avez vous bien suivi l'un des [[:wiki|modèle]] ? 

18 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * [[wiki:modeles:application|application]], 
18 Il manque un espace. =>     * [[wiki:modeles:application|application]], 
18 Mot inconnu : modeles =>     * [[wiki:modeles:application|application]], 
18 Espace(s) en fin de ligne à supprimer. =>     * [[wiki:modeles:application|application]], 

19 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * [[wiki:modeles:materiel|matériel]],
19 Il manque un espace. =>     * [[wiki:modeles:materiel|matériel]],
19 Mot inconnu : modeles =>     * [[wiki:modeles:materiel|matériel]],
19 Mot inconnu : materiel =>     * [[wiki:modeles:materiel|matériel]],

20 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     *  [[wiki:modeles:portable|portable]], 
20 Il manque un espace. =>     *  [[wiki:modeles:portable|portable]], 
20 Mot inconnu : modeles =>     *  [[wiki:modeles:portable|portable]], 
20 Espace(s) en fin de ligne à supprimer. =>     *  [[wiki:modeles:portable|portable]], 

21 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * [[wiki:modeles:portail|portail]],
21 Il manque un espace. =>     * [[wiki:modeles:portail|portail]],
21 Mot inconnu : modeles =>     * [[wiki:modeles:portail|portail]],

22 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     *  [[wiki:modeles:tutoriel|tutoriel]] ou 
22 Il manque un espace. =>     *  [[wiki:modeles:tutoriel|tutoriel]] ou 
22 Mot inconnu : modeles =>     *  [[wiki:modeles:tutoriel|tutoriel]] ou 
22 Espace(s) en fin de ligne à supprimer. =>     *  [[wiki:modeles:tutoriel|tutoriel]] ou 

23 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>     * [[wiki:modeles:utilisateur|utilisateur]]
23 Il manque un espace. =>     * [[wiki:modeles:utilisateur|utilisateur]]
23 Mot inconnu : modeles =>     * [[wiki:modeles:utilisateur|utilisateur]]

24 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Avez vous respecté la [[wiki:syntaxe|syntaxe de mise en page]] ? Cela inclut notamment la bonne utilisation des balises pour les liens http (différente selon qu'ils sont internes ou externes).
24 Forme interrogative ? Mettez un trait d’union. =>   * Avez vous respecté la [[wiki:syntaxe|syntaxe de mise en page]] ? Cela inclut notamment la bonne utilisation des balises pour les liens http (différente selon qu'ils sont internes ou externes).
24 Il manque un espace. =>   * Avez vous respecté la [[wiki:syntaxe|syntaxe de mise en page]] ? Cela inclut notamment la bonne utilisation des balises pour les liens http (différente selon qu'ils sont internes ou externes).
24 Il manque un espace insécable. =>   * Avez vous respecté la [[wiki:syntaxe|syntaxe de mise en page]] ? Cela inclut notamment la bonne utilisation des balises pour les liens http (différente selon qu'ils sont internes ou externes).

25 Espace(s) en début de ligne à supprimer : utilisez les retraits de paragraphe (ou les tabulations à la rigueur). =>   * Avez vous tenu compte de la [[wiki:ligne_editoriale|ligne éditoriale]] (qui indique ce que doit contenir le doc), et de la [[wiki:ligne_ethique|ligne éthique]] (vis à vis des questions légales) ?
